year,puissent_VERB envoyer_VERB,puissent_VERB renvoyer_VERB
1800,6.288328968651058e-09,3.144164484325529e-09
1801,2.6193008650921e-08,0.0
1802,6.713520406265161e-09,0.0
1803,2.145373123596528e-08,0.0
1804,0.0,2.4718509461507665e-09
1805,1.421438877713399e-08,0.0
1806,5.76333825108577e-09,5.76333825108577e-09
1807,0.0,5.693910232196231e-09
1808,1.5862518409903714e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,1.7549536934780008e-08
1812,5.3344164641089264e-09,8.00162425207418e-09
1813,2.5881675469463516e-08,0.0
1814,2.2026739543434815e-08,6.293354282149721e-09
1815,7.282503844407984e-08,0.0
1816,1.1588019432906549e-08,6.952811659743929e-09
1817,9.341240669868967e-09,3.113746815941454e-09
1818,8.344824387052086e-09,1.1921177378582115e-09
1819,4.140420006848444e-09,6.210630232317271e-09
1820,3.5599443393152796e-09,2.3732962262101864e-09
1821,1.1833785507064931e-08,6.903041693817613e-09
1822,9.023054303725075e-09,2.0051231786055723e-09
1823,3.755420863171821e-08,2.9648061783404955e-09
1824,3.3684450784221553e-09,8.421112696055388e-09
1825,1.7610886082763955e-09,1.0566531649658373e-08
1826,3.170874407487645e-08,0.0
1827,5.438191053031005e-08,1.474763688946723e-08
1828,1.1006761724274838e-08,6.420610709767516e-09
1829,1.7146351893870815e-08,0.0
1830,1.7742621594152297e-08,3.1310507520032616e-09
1831,1.4032085715598441e-08,1.5591206103948707e-09
1832,8.117981842303834e-09,0.0
1833,6.950177322551099e-09,1.1583628500844156e-09
1834,2.14694217959277e-08,5.600718555598405e-09
1835,2.2689263801112247e-08,9.075705520444899e-09
1836,2.419469957715137e-08,0.0
1837,6.262101948095733e-09,6.262101948095733e-09
1838,1.7674054220151447e-08,5.680945491803868e-09
1839,1.3283802502428443e-08,3.4957374772659477e-09
1840,2.7389662093924017e-08,2.5478754661634184e-09
1841,1.4767261191650505e-08,0.0
1842,1.8783142152756227e-08,6.708265054555795e-10
1843,1.7130041385371442e-08,3.5441467538532834e-09
1844,1.2623690537338916e-08,5.488561272137815e-10
1845,1.1718478631905782e-08,7.254296274794569e-09
1846,1.9319854160926297e-08,1.1709002656346001e-09
1847,1.1325769655456952e-08,4.853901280910122e-09
1848,4.02261068899179e-09,0.0
1849,3.4355601030711114e-08,1.9272654583346593e-08
1850,2.647708541303473e-08,6.788996032014438e-10
1851,5.8044946626978344e-09,7.094382858952031e-09
1852,1.4323200403509873e-08,1.9531636308300904e-09
1853,5.971931837933653e-09,0.0
1854,1.9743524148907454e-08,3.63696517347023e-09
1855,1.3798036491152743e-08,4.2455496895854594e-09
1856,1.2942972915652717e-08,0.0
1857,1.4156376515472857e-08,0.0
1858,1.565976326389773e-08,1.468102750479261e-09
1859,1.782260738991681e-08,0.0
1860,2.654766717569146e-08,9.154367819341758e-10
1861,1.9335450573976232e-08,4.715963730639317e-10
1862,8.584174260306554e-09,4.517986262886353e-10
1863,9.489779628779615e-09,3.496234635136375e-09
1864,1.9178912680217763e-08,0.0
1865,1.97687466396701e-08,2.8241067262513297e-09
1866,1.0217787504984699e-08,0.0
1867,2.814630661873707e-08,3.88224918879132e-09
1868,1.7289560005906424e-08,1.4819622196071691e-09
1869,1.8069020057964735e-08,0.0
1870,9.747882501187632e-09,1.7202146374017957e-09
1871,1.805600113868877e-08,0.0
1872,1.5118347462816928e-08,8.4662747923403e-09
1873,1.4366410283628284e-08,5.986004469882289e-10
1874,1.4339061493728877e-08,0.0
1875,1.3159512590732447e-08,0.0
1876,7.859819461941697e-09,6.04601479992084e-10
1877,9.895705588292003e-09,1.2369631985365004e-09
1878,9.058632954861423e-09,0.0
1879,2.504823370941267e-08,3.665595160740054e-09
1880,1.7328185109022343e-08,0.0
1881,2.022027167924989e-08,1.3945015142624584e-09
1882,1.0648616211028639e-08,6.655385131892899e-09
1883,5.0554711528150165e-09,6.319338941018771e-10
1884,2.2445769687351458e-08,6.601696966868076e-10
1885,5.156508553483263e-09,0.0
1886,2.0005737511041843e-08,0.0
1887,2.546280519766242e-08,1.3057849246322917e-09
1888,1.9021843655764314e-08,0.0
1889,1.7542383545787743e-08,0.0
1890,9.831579994568074e-09,0.0
1891,4.461953917456185e-09,1.9122659011827636e-09
1892,6.268512375839919e-09,2.5074049503359674e-09
1893,9.23762488724833e-09,1.2316833108982905e-09
1894,1.071261657159539e-08,3.780923574225881e-09
1895,1.2639090662958097e-08,0.0
1896,1.2383760683576384e-08,0.0
1897,1.8645483379486905e-08,4.661370844871726e-09
1898,1.2448380992680086e-08,0.0
1899,1.3818945987509323e-08,1.1055156790007459e-09
1900,9.34389543516545e-09,4.671947717582725e-09
1901,9.500856101851696e-09,0.0
1902,1.4239823542538943e-08,4.910283846193408e-10
1903,9.1803746826713e-09,1.6200660812870638e-09
1904,1.1286712897629059e-08,3.2247751136083025e-09
1905,1.186974607492175e-08,4.64468330463319e-09
1906,9.773950537805831e-09,0.0
1907,6.685696440911215e-09,0.0
1908,3.929111258571538e-09,4.911389073214423e-10
1909,1.0451868703853506e-08,4.400786846048277e-09
1910,1.336037680488289e-08,0.0
1911,1.3300935464144459e-08,1.0640748282497725e-09
1912,1.6670147928721235e-08,0.0
1913,1.060597942803554e-09,0.0
1914,1.808120764223986e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,1.0966424213165737e-08,1.0966424435210342e-09
1918,9.189101035644853e-09,2.5270027848023346e-08
1919,1.012863304339362e-08,9.207848372660976e-10
1920,1.514446346106979e-08,3.028892692213958e-09
1921,6.815472630705699e-09,0.0
1922,2.951174193910333e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,5.156649773851996e-09
1925,5.499089184013428e-09,0.0
1926,8.916910765321973e-09,0.0
1927,2.5643217327342427e-08,0.0
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,1.4482528065684619e-08,0.0
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,5.735331320977366e-09,0.0
1934,1.677421224144382e-08,2.3963160344919743e-09
1935,9.574627313213568e-09,2.393656828303392e-09
1936,8.487299751891442e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.6705325123211878e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,5.435944139264848e-09,0.0
1949,4.908504269707237e-09,1.9634016634739737e-09
1950,1.2762433776458693e-08,0.0
1951,1.2793682557799002e-08,1.0661401761424827e-09
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,0.0
1956,5.232684952005684e-09,2.616342476002842e-09
1957,5.301022731885041e-09,0.0
1958,1.5717262158432277e-08,0.0
1959,1.0851047171911432e-08,1.5501495642666896e-09
1960,2.076250060767393e-09,6.920833350854139e-10
1961,9.03260666262895e-09,6.948159270159238e-10
1962,1.331810839388936e-08,6.341956404476434e-10
1963,1.0992290633282664e-08,1.2932106496776896e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,4.377634699181954e-09,1.0944086747954884e-09
1966,4.985167390003653e-09,2.769537488234164e-09
1967,6.902469706915326e-09,0.0
1968,1.3474247495537384e-08,4.042274071025531e-09
1969,6.358460868938209e-09,2.7250546263957176e-09
1970,6.438214850135182e-09,9.197450023812337e-10
1971,5.652237344833111e-09,2.569198631618974e-09
1972,1.0260293947794707e-08,1.0260293725750103e-09
1973,2.7566018356850464e-09,5.513203671370093e-09
1974,1.1813700240281833e-08,3.937900228123681e-09
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,7.998937512354587e-09,4.570821499072508e-09
1977,5.876781727920388e-09,5.876781727920388e-09
1978,4.158414057542359e-09,4.752473081737207e-09
1979,8.192762912528906e-09,5.266775904289034e-09
1980,6.253665585376211e-09,2.8425752862659692e-09
1981,5.060439622894819e-09,2.5302198114474095e-09
1982,9.932003663948308e-09,6.2075020679230875e-09
1983,6.946847541655643e-09,3.78918940668882e-09
1984,1.1598016991243298e-09,4.639206796497319e-09
1985,7.820225356169885e-09,5.414002135495366e-09
1986,7.792831269171074e-09,2.997242676272549e-09
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,5.396898483667201e-09,5.396898483667201e-09
1989,8.780995486290522e-09,6.585746614717891e-09
1990,4.90378582185258e-09,4.358920779878872e-09
1991,4.68917216167597e-09,6.4476117778156095e-09
1992,7.713921945651236e-09,1.65298330578878e-09
1993,1.661762283333701e-09,2.7696036575264316e-09
1994,2.637463358823311e-09,3.6924485691258724e-09
1995,1.0302656505700725e-08,2.7112254663563817e-09
1996,8.007138063703678e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,1.0966696883940585e-08,4.291316191284977e-09
1999,1.1882523409667556e-08,5.0272213059088244e-09
2000,7.510653432518666e-09,4.418031274155965e-09
2001,6.133696661692056e-09,2.190605918883648e-09
2002,6.571832411594869e-09,4.81934359086722e-09
2003,5.8336921959778465e-09,1.6667691671301554e-09
2004,1.0131019578807354e-08,4.404791198453495e-09
2005,8.557123898356167e-09,2.702249757291497e-09
2006,1.1941880373456115e-08,6.58862386870851e-09
2007,6.7906151812735516e-09,3.1955835755326234e-09
2008,5.960415716543821e-09,2.554463751636149e-09
2009,1.0490023072406984e-08,6.198650481792356e-09
2010,6.140930874920514e-09,4.2514138876015295e-09
2011,6.118355155848576e-09,1.529588788962144e-09
2012,1.0212757750593937e-08,2.0425516833455504e-09
2013,1.0040849929282558e-08,2.7891249310130206e-09
2014,9.744502982300673e-09,1.5158115873603606e-09
2015,5.319781060109108e-09,3.32486305154589e-09
2016,8.906762438698479e-09,2.4856081637381067e-09
2017,8.804639684001359e-09,3.5218559180094644e-09
2018,5.421080029321956e-09,1.290733298020541e-09
2019,5.3570743396846865e-09,1.53059265262101e-09
