year,dut_VERB amener_VERB,dut_VERB ramener_VERB
1932,2.6302888755935783e-08,1.4247397928102146e-08
1933,2.2941325283909464e-08,1.1470662641954732e-08
1934,1.7972370258689807e-08,4.7926320689839486e-09
1935,2.0346082152400413e-08,4.787313656606784e-09
1936,1.4549657478823974e-08,1.2124714565686645e-08
1937,2.392312481447334e-08,3.777335333410292e-09
1938,1.0372171566075394e-08,1.9447821131279852e-08
1939,1.6823456405745674e-08,7.647025235257843e-09
1940,2.2822046474857416e-08,1.0143131667916805e-08
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,1.517105907566929e-08,2.730790527039062e-08
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,8.352662561605939e-09,1.3921104269343232e-08
1947,1.549713246618012e-08,1.0728784083369192e-08
1948,7.610321262063735e-09,6.523132700664291e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,9.571825110299415e-09,1.1698897850465073e-08
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,2.6362009464264702e-08,4.2179215675730575e-09
1953,1.0773827163745864e-08,3.232148326759443e-09
1954,6.840775057526116e-09,7.818028890937967e-09
1955,5.631364707880948e-09,8.447047505910632e-09
1956,1.3953826538681824e-08,1.744228317335228e-09
1957,8.835037590415595e-09,5.301022731885041e-09
1958,1.0753916868111446e-08,1.0753916868111446e-08
1959,1.1626121398933265e-08,4.650448914844674e-09
1960,1.314958364417862e-08,1.3841666479663672e-08
1961,6.94815938118154e-09,4.86371165564492e-09
1962,1.0147130247162295e-08,8.244543714397423e-09
1963,6.466053470433053e-09,9.69907976156037e-09
1964,1.1559539991878864e-08,7.909158661334459e-09
1965,1.2038495533772675e-08,4.377634699181954e-09
1966,6.6468897053084675e-09,7.754704434148607e-09
1967,1.6763140209263838e-08,3.451234853457663e-09
1968,8.533690198930799e-09,6.737123747768692e-09
1969,9.083515273289322e-09,3.6334062425424918e-09
1970,2.575285940054073e-08,3.219107425067591e-09
1971,6.166076982339064e-09,3.083038491169532e-09
1972,8.208234980600082e-09,3.5911027485013847e-09
1973,5.513203671370093e-09,3.859242703185828e-09
1974,3.937900228123681e-09,2.812785782069227e-09
1975,6.8537762132336866e-09,6.8537762132336866e-09
1976,1.0284348483935446e-08,2.285410749536254e-09
1977,7.639816779203557e-09,2.938390863960194e-09
1978,7.128709622605811e-09,1.0099005187669263e-08
1979,1.1703946700691858e-09,5.851973128301324e-09
1980,3.411090521154847e-09,7.390696055153967e-09
1981,6.958104314946922e-09,3.795329828193417e-09
1982,1.5518756057986138e-08,7.449002747961231e-09
1983,2.5261264191556165e-09,3.78918940668882e-09
1984,7.538710988796993e-09,2.8995041922996734e-09
1985,4.210890747202711e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,6.110816852533674e-10
1988,5.396898483667201e-09,4.197587610832443e-09
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,5.448650863826288e-09,3.2691906959314565e-09
1991,1.7584396161396398e-09,0.0
1992,7.162927584403178e-09,3.30596661157756e-09
1993,6.647049133334804e-09,3.323524566667402e-09
1994,5.274926717646622e-09,1.0549853213248639e-09
1995,2.1689803286761844e-09,1.0844901643380922e-09
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,2.3840645013706308e-09,1.43043876743576e-09
1999,6.398281460207045e-09,2.285100553223174e-09
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,2.6287270138425356e-09,3.066848330846028e-09
2002,7.009954394732176e-09,1.752488598683044e-09
2003,8.750538071922165e-09,3.7502307925763034e-09
2004,4.845270407116686e-09,4.404791198453495e-09
2005,7.205999352777326e-09,1.8014998381943315e-09
2006,4.529678854225949e-09,8.235779835885637e-10
2007,2.3966877371606188e-09,2.7961355453243186e-09
2008,5.5346713878634546e-09,1.7029758714315335e-09
2009,4.291373478793048e-09,2.860915504498962e-09
2010,4.723793023408973e-10,1.8895172093635892e-09
2011,5.353560705856353e-09,1.1471915639660324e-09
2012,2.382976926895708e-09,2.0425516833455504e-09
2013,1.3945624655065103e-09,4.183687618564136e-09
2014,3.897801192920269e-09,4.7639794331644225e-09
2015,4.876465897751814e-09,3.546520632724537e-09
2016,6.8354220061905835e-09,2.278474076078396e-09
2017,2.264050280587071e-09,4.2765391228272165e-09
2018,2.0651733656507076e-09,4.3884935685412074e-09
2019,2.5509878653906526e-09,5.101975730781305e-09
