year,pouvaient_VERB apporter_VERB,pouvaient_VERB rapporter_VERB
1842,6.641182181965632e-08,1.2074877098200432e-08
1843,6.261326035428283e-08,2.8943864194275193e-08
1844,7.354672248993666e-08,1.756339607084101e-08
1845,7.421703429599802e-08,1.2834524554250493e-08
1846,7.025401771443285e-08,8.196302303531411e-09
1847,5.986478157637976e-08,1.833696039454935e-08
1848,6.436177102386864e-08,2.172209789819135e-08
1849,5.446619866233959e-08,1.005529792763582e-08
1850,4.2091777174846357e-08,1.968808760466345e-08
1851,6.384944128967618e-08,1.2898877521649865e-08
1852,3.580800012059626e-08,1.4974254725075298e-08
1853,6.270528274399112e-08,1.5527023222716707e-08
1854,5.403490987987425e-08,2.182179059673217e-08
1855,1.0189319255005103e-07,5.306937111981824e-09
1856,8.335274515047786e-08,1.2942972915652717e-08
1857,7.56633937726292e-08,1.7085282522089074e-08
1858,5.3830436996804565e-08,3.131952652779546e-08
1859,7.892868580938739e-08,1.0693564256314403e-08
1860,6.682688535875059e-08,1.0527522853465143e-08
1861,3.4426534512022045e-08,1.0375120318428799e-08
1862,5.46676339752139e-08,1.2198563048571032e-08
1863,6.692791743034832e-08,1.7980635647063536e-08
1864,8.486668434670719e-08,1.1507347075223606e-08
1865,6.307171673824996e-08,2.2122168985561075e-08
1866,3.454585240092456e-08,4.865612801552288e-09
1867,6.114542827617697e-08,9.7056229719783e-09
1868,8.941172069398817e-08,1.1361710683388537e-08
1869,5.518376511304268e-08,6.348574999037737e-09
1870,4.931282049369656e-08,4.013834153937523e-09
1871,9.240424247991541e-08,1.274541272522356e-08
1872,7.922014333416882e-08,2.7213026498884574e-08
1873,4.549363552541763e-08,5.9860045809045914e-09
1874,6.153847209589003e-08,1.7326366119618797e-08
1875,4.920513418937844e-08,1.2015206607429718e-08
1876,4.0508300713781864e-08,1.0278225381910033e-08
1877,4.576763856789512e-08,2.288381928394756e-08
1878,4.468925496325937e-08,3.6234530931267273e-09
1879,4.581993806596074e-08,1.9549840857280287e-08
1880,5.262634061864446e-08,7.701415505323439e-09
1881,6.763332294212887e-08,9.064259565150223e-09
1882,7.653692790654532e-08,2.3959387362992857e-08
1883,5.434631589196215e-08,1.3902545781263598e-08
1884,5.941527092545584e-08,1.3203393933736152e-08
1885,3.674012205578947e-08,3.158361394639542e-08
1886,5.3563748991791726e-08,1.4197620856748472e-08
1887,5.941321390423582e-08,2.6115698048556624e-08
1888,8.433017484321681e-08,1.521747527988282e-08
1889,4.1349903057152915e-08,6.891650361495749e-09
1890,7.209825270138026e-08,1.5075089621063853e-08
1891,4.143242904319777e-08,2.5496880162734215e-09
1892,5.328235630486233e-08,1.191017329205124e-08
1893,6.096832549928877e-08,1.7859408174558666e-08
1894,5.671385494565584e-08,1.449354058991048e-08
1895,6.319545065025522e-08,1.6852119699706236e-08
1896,6.840553368192559e-08,1.2973464080801023e-08
1897,5.710179351581246e-08,1.3401440845939305e-08
1898,5.149102833001962e-08,1.0750873968845553e-08
1899,6.135611840818456e-08,1.1055156790007459e-08
1900,6.69645885409409e-08,9.863001082521805e-09
1901,5.812288605966387e-08,1.956058603980182e-08
1902,4.713872669981356e-08,5.892340837476695e-09
1903,6.210253644667318e-08,1.83607493653426e-08
1904,5.105894018697654e-08,2.6335662539622717e-08
1905,5.212366716023098e-08,1.7030505006232488e-08
1906,5.7100447037328195e-08,1.2346042410626978e-08
1907,5.451413898072133e-08,1.697138252154673e-08
1908,6.139236319313568e-08,1.1296195090437777e-08
1909,5.280944037622248e-08,1.2102163715610459e-08
1910,5.237267686197811e-08,1.3894791983659616e-08
1911,5.958818860563042e-08,1.5429085564733214e-08
1912,5.2094211611120045e-08,4.167536982180309e-09
1913,7.15903638592863e-08,4.242391771214216e-09
1914,6.227971738326232e-08,2.4777952134513725e-08
1915,5.0657277483878715e-08,8.246533234057551e-09
1916,7.251725264723063e-08,7.69122365795738e-09
1917,5.15421945124217e-08,1.2063066989753679e-08
1918,7.466144325007917e-08,1.033773866510046e-08
1919,7.550436009751138e-08,1.1970202606903513e-08
1920,6.815008646299248e-08,1.2872794385998532e-08
1921,6.133925722906497e-08,1.438822039290244e-08
1922,6.049906886573808e-08,3.6889677978990676e-09
1923,5.520293200333981e-08,1.2739137744688378e-08
1924,5.801231139912488e-08,1.5469948877466777e-08
1925,4.2892892793133797e-08,1.6497267552040284e-08
1926,1.0254447602164873e-07,6.687683296036084e-09
1927,9.811317625008087e-08,3.2332753363562006e-08
1928,6.055801549109674e-08,1.7139061725401916e-08
1929,1.0694790120169273e-07,6.684243825105796e-09
1930,5.671945757512731e-08,1.7856125467119455e-08
1931,5.816731984964463e-08,9.124285327288817e-09
1932,1.0411559969725204e-07,9.863582839386709e-09
1933,9.864769623391112e-08,8.02946331646126e-09
1934,7.06913212411564e-08,8.38710612072191e-09
1935,8.856530087086867e-08,5.98414207075848e-09
1936,7.274828561776303e-08,8.487299751891442e-09
1937,9.695160940736969e-08,6.295559185076627e-09
1938,8.038433207957496e-08,2.5930429359277696e-08
1939,9.023489866422096e-08,1.070583532936098e-08
1940,7.353770570261986e-08,1.2678914806940611e-08
1941,9.444808313219255e-08,1.4757512545315876e-08
1942,6.068423630267716e-08,1.517105907566929e-08
1943,1.219358836124229e-07,5.806470415592457e-09
1944,9.639558129492798e-08,1.927911696952833e-08
1945,1.1110370934375169e-07,8.714016175304096e-09
1946,1.1972149138728128e-07,1.5313215584455975e-08
1947,8.583027266695353e-08,7.152522574216391e-09
1948,9.458542393758762e-08,1.522064252412747e-08
1949,7.460926099156495e-08,1.47255123650325e-08
1950,1.063536174683577e-07,1.4889506516624351e-08
1951,9.168805803483338e-08,1.0661401539380222e-08
1952,8.857634981040974e-08,1.2653764258629963e-08
1953,8.511323557058859e-08,7.54167928107563e-09
1954,8.20893006903134e-08,1.3681550115052232e-08
1955,8.353190850129977e-08,1.220129064449793e-08
1956,8.285084618364635e-08,6.976913269340912e-09
1957,8.923387895265478e-08,1.4136060322300636e-08
1958,8.520410688106494e-08,7.445019267748876e-09
1959,9.84344978860463e-08,6.975672928177801e-09
1960,8.651041838447782e-08,8.305000243069571e-09
1961,8.129346440455265e-08,1.111705483225478e-08
1962,9.703193626364737e-08,1.2049716779927166e-08
1963,1.0668988181805616e-07,1.2285501505004959e-08
1964,1.0646944303971395e-07,1.0951143103454797e-08
1965,8.208065338521919e-08,1.3680108601477059e-08
1966,1.0247288173559355e-07,1.1078149952936656e-08
1967,7.444806726653042e-08,1.035370456037299e-08
1968,8.893003666798904e-08,1.7516521566562915e-08
1969,9.855614280240843e-08,1.2716921737876419e-08
1970,8.599615597404409e-08,1.5635665207014426e-08
1971,9.608802997718158e-08,2.003974941544584e-08
1972,9.644676168818478e-08,7.182205497002769e-09
1973,7.718485051100288e-08,1.1026407342740185e-08
1974,8.663380413054256e-08,1.0688586016271984e-08
1975,1.1194501325917372e-07,8.567219822452898e-09
1976,1.0055807564413044e-07,9.141642998145016e-09
1977,8.697637099430722e-08,1.1753563455840776e-08
1978,7.306927329864266e-08,2.1386128423728223e-08
1979,8.602400924928588e-08,1.404473604083023e-08
1980,8.016062480464825e-08,1.2507331170752423e-08
1981,9.235302655952182e-08,8.223214109648325e-09
1982,9.311253279520315e-08,1.2415004135846175e-08
1983,7.578379523920376e-08,7.57837881337764e-09
1984,8.640522963787589e-08,1.5077421977593986e-08
1985,8.6022481582404e-08,1.0828004270990732e-08
1986,9.41134246090769e-08,1.2588419195935785e-08
1987,8.61625153447676e-08,7.332980445085013e-09
1988,8.455140942942307e-08,1.6190695006912392e-08
1989,8.726114231194515e-08,1.9757239400064464e-08
1990,8.663354833515768e-08,1.3076762783725826e-08
1991,9.436958947617313e-08,2.3445860364290638e-08
1992,7.438424631800444e-08,1.4325855168806356e-08
1993,9.693612668115748e-08,1.827938511667071e-08
1994,9.54761745219912e-08,6.857404422078162e-09
1995,8.567472065124093e-08,1.6809597269684673e-08
1996,9.395041900006618e-08,1.1743802375008272e-08
1997,9.062350869726288e-08,1.4384683666435194e-08
1998,9.107127141305682e-08,1.5258013519314773e-08
1999,9.734528561011757e-08,2.376504681933511e-08
2000,9.631308728330623e-08,1.192868470667463e-08
2001,8.850047805708527e-08,1.1829271784336015e-08
2002,1.1478800132636025e-07,1.6648641576466616e-08
2003,1.1250691756004016e-07,8.750538071922165e-09
2004,8.76553443163175e-08,1.5416770082765652e-08
2005,9.36779898097484e-08,1.4862373554080932e-08
2006,8.935820972055808e-08,1.4824403926638752e-08
2007,9.147358071004419e-08,1.3181781888249589e-08
2008,9.196070038797188e-08,1.3198063086861112e-08
2009,8.964202180550274e-08,1.7165493915172192e-08
2010,8.172161614083961e-08,1.369900015646408e-08
2011,7.074348218338855e-08,1.0707121411712706e-08
2012,8.510631488434228e-08,1.3617010630184723e-08
2013,6.917029793385154e-08,1.7571487376244477e-08
2014,7.947183888745712e-08,1.3858849179371191e-08
2015,6.716223310831992e-08,1.1304534197620342e-08
2016,7.208263497204825e-08,1.3256576281150956e-08
2017,6.666370211405592e-08,1.2074934829797712e-08
2018,6.737628410746765e-08,9.29327992338358e-09
2019,6.734607893577049e-08,1.1224345897176136e-08
