year,veut_VERB avoir_VERB,veut_VERB ravoir_VERB
1912,1.1544077551661758e-06,1.6670147928721235e-08
1913,1.2244603340150206e-06,7.42418571064718e-09
1914,1.1598759783737478e-06,1.3393487430235496e-09
1915,9.719128684082534e-07,2.3561523843085297e-09
1916,9.185518479171151e-07,1.0987462051303964e-09
1917,1.1448946679593064e-06,4.386569774084137e-09
1918,1.141745769928093e-06,5.743188147278033e-09
1919,1.0386453368482762e-06,1.8415696745321952e-09
1920,1.0904013834078796e-06,7.572231730534895e-10
1921,9.73855321717565e-07,3.0290989716519334e-09
1922,1.0306976037099957e-06,5.902348387820666e-09
1923,1.1412143976485822e-06,3.1847844361720945e-09
1924,9.991008482757024e-07,1.289162443462999e-09
1925,9.700393093226012e-07,1.0998178368026856e-08
1926,9.697140512798796e-07,4.458455382660986e-09
1927,1.0692106116039213e-06,5.574612327308159e-09
1928,1.022630726765783e-06,1.2568645679778001e-08
1929,1.0951019930871553e-06,1.1140405931087116e-08
1930,9.463746550864016e-07,1.0503603542488804e-09
1931,8.998826501738222e-07,9.124285327288817e-09
1932,9.973177839128766e-07,8.767629289252454e-09
1933,9.383001611240616e-07,1.0323596200123575e-08
1934,9.141945724877587e-07,5.990790086229936e-09
1935,9.179673838843883e-07,7.180970484910176e-09
1936,8.523674068783293e-07,6.0623572828433225e-09
1937,8.096088777165278e-07,2.5182236296217297e-09
1938,8.699659019839601e-07,6.482607339819424e-09
1939,8.656432441966899e-07,0.0
1940,7.556633363492438e-07,0.0
1941,9.179173048323719e-07,0.0
1942,9.254345627596194e-07,3.034211770724937e-09
1943,8.738737733438029e-07,2.9032352077962287e-09
1944,8.739866643736605e-07,9.639558484764166e-09
1945,9.846838793237112e-07,0.0
1946,9.522035497866455e-07,0.0
1947,8.404214213442174e-07,8.344609447874518e-09
1948,8.773613444645889e-07,1.0871887834440486e-09
1949,8.315005857184588e-07,1.9634016634739737e-09
1950,8.497653993799759e-07,3.190608444114673e-09
1951,9.115498755818408e-07,2.1322803522849654e-09
1952,6.358516770887945e-07,5.272402070488624e-09
1953,7.283107379407738e-07,1.0773827385790469e-09
1954,7.544397817582649e-07,2.9317608341017376e-09
1955,7.442786795763823e-07,9.385607846468247e-10
1956,7.639720251972903e-07,0.0
1957,7.350751616286288e-07,6.184526224473075e-09
1958,7.205123893072596e-07,0.0
1959,7.820504492883629e-07,0.0
1960,8.0074039487954e-07,6.920833239831836e-09
1961,8.615717774773657e-07,4.16889545107324e-09
1962,7.686451226618374e-07,2.5367825617905737e-09
1963,7.532951826760836e-07,1.939815863494232e-09
1964,9.107700407184893e-07,4.867174663303331e-09
1965,7.715581205047783e-07,2.188817349590977e-09
1966,8.624339216112276e-07,2.769537488234164e-09
1967,8.371710009669187e-07,4.930335695263466e-09
1968,8.264204893748683e-07,4.940557296606585e-09
1969,7.911742159194546e-07,2.2708788183223305e-09
1970,8.875539379005204e-07,1.1956685419534097e-08
1971,7.907993904154864e-07,7.707596338946132e-09
1972,7.325849651351746e-07,2.0520587451500205e-09
1973,6.759187840543746e-07,7.1671650836435674e-09
1974,6.233133262867341e-07,1.6876715580593782e-09
1975,6.088437771722965e-07,1.7134440533084216e-09
1976,6.570555797225097e-07,4.570821499072508e-09
1977,7.122659440028656e-07,0.0
1978,6.914848427186371e-07,1.7821774056514528e-09
1979,7.104295605131483e-07,5.266775904289034e-09
1980,6.134277441560698e-07,3.411090521154847e-09
1981,6.395130753844569e-07,5.060439622894819e-09
1982,6.325444701360539e-07,5.586751949948621e-09
1983,6.13848726516153e-07,1.89459470334441e-09
1984,6.848629254818661e-07,5.799008495621649e-10
1985,5.973449219709437e-07,2.4062232206745193e-09
1986,6.264237413233786e-07,4.7955883708539204e-09
1987,6.514130745927105e-07,1.2221633705067347e-09
1988,5.930591555625142e-07,3.597932174415064e-09
1989,6.201578344189329e-07,4.939309850016116e-09
1990,5.704737304768059e-07,4.90378582185258e-09
1991,6.160399834698183e-07,5.2753188484189195e-09
1992,5.741362087974267e-07,2.7549720282848966e-09
1993,5.821706849928887e-07,3.323524566667402e-09
1994,5.923742492086603e-07,3.6924485691258724e-09
1995,6.414759354811395e-07,5.422450821690461e-10
1996,6.25624409167358e-07,1.6014276571496566e-09
1997,6.079926038182748e-07,4.79489448146353e-10
1998,6.355916184475063e-07,5.2449422582867555e-09
1999,6.201763085300627e-07,3.656160929565999e-09
2000,5.999687004987209e-07,1.3254094488601709e-09
2001,5.63423839139432e-07,8.762423564512289e-10
2002,6.620025487791281e-07,3.504977197366088e-09
2003,6.52123446798214e-07,2.083461403401543e-09
2004,5.664561513185618e-07,5.726228824443069e-09
2005,5.422514277597656e-07,1.3511248786457486e-09
2006,5.954468633717624e-07,3.294311934354255e-09
2007,6.163481884868816e-07,3.994479413904628e-09
2008,5.764573529631889e-07,1.2772318758180745e-09
2009,5.936399816164339e-07,1.907277002999308e-09
2010,5.928360451434855e-07,2.8342759250676863e-09
2011,5.598295160780253e-07,1.529588788962144e-09
2012,6.451058993661718e-07,1.7021263287730903e-09
2013,6.278320370256552e-07,1.6734750252211938e-09
2014,6.067577373869426e-07,1.5158115873603606e-09
2015,6.698491006318363e-07,4.211493376260478e-09
2016,7.659815537408576e-07,6.006886099640951e-09
2017,5.934327305112674e-07,7.54683426862357e-10
2018,5.890906891181658e-07,4.64663996169179e-09
2019,6.346857617245405e-07,2.2958890344426663e-09
