year,excellent_ADJ enseignement_NOUN,excellent_ADJ renseignement_NOUN
1886,5.808117542471791e-09,0.0
1887,2.3504128421336645e-08,0.0
1888,7.60873763994141e-09,6.340614699951175e-10
1889,3.633779144252003e-08,0.0
1890,2.818386235503567e-08,1.3108772956016423e-09
1891,2.1672347472190268e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,2.8328715373504565e-08,6.158416554491453e-10
1894,2.0164925729204697e-08,1.8904617871129403e-09
1895,2.5880042997528108e-08,6.018614495673091e-10
1896,2.7716035688740703e-08,1.179405795248556e-09
1897,4.5448366847722355e-08,2.330685422435863e-09
1898,2.9423445013776472e-08,1.13167097914868e-09
1899,9.39688327150634e-09,0.0
1900,3.218453059616877e-08,2.07642125715779e-09
1901,3.297355993803208e-08,0.0
1902,2.8479647085077886e-08,4.910283846193408e-10
1903,2.9161189019077938e-08,0.0
1904,3.0635362691100454e-08,2.6873125946735854e-09
1905,2.631987072732045e-08,1.5482277682110634e-09
1906,3.035068729673185e-08,1.5432553013283723e-09
1907,4.319988278211895e-08,5.142843373384665e-10
1908,3.8799974788616964e-08,0.0
1909,3.6306492035009796e-08,0.0
1910,4.008112952647025e-08,5.344150677544235e-10
1911,2.2877609140437016e-08,5.320374141248863e-10
1912,3.802877363012769e-08,0.0
1913,2.9166443482608884e-08,0.0
1914,2.4108278040557707e-08,0.0
1915,2.1205371680821372e-08,0.0
1916,1.9777431248257926e-08,1.0987462051303964e-09
1917,5.263883906536648e-08,0.0
1918,2.8715941624568586e-08,0.0
1919,3.314825391953491e-08,0.0
1920,2.1959472462640406e-08,0.0
1921,2.574734203619755e-08,0.0
1922,2.5822775029382683e-08,0.0
1923,2.653987074552333e-08,0.0
1924,1.4180787211159895e-08,1.289162443462999e-09
1925,3.189471442510694e-08,0.0
1926,1.4489979882625903e-08,0.0
1927,2.6758140592164636e-08,1.1149224876660924e-09
1928,1.5996457491951332e-08,0.0
1929,1.4482528065684619e-08,0.0
1930,1.575540586884472e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,1.4247397928102146e-08,1.0959536611565568e-09
1933,1.605892663292252e-08,0.0
1934,2.3963160344919743e-08,0.0
1935,1.9149254626427137e-08,2.393656828303392e-09
1936,1.8187072292619177e-08,0.0
1937,1.7627565185307503e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,3.211750509990452e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.322588166236983e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,4.357008087652048e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,1.549713246618012e-08,0.0
1948,9.784699273041042e-09,0.0
1949,8.835307596655184e-09,0.0
1950,9.571825110299415e-09,3.190608444114673e-09
1951,2.1322803078760444e-08,0.0
1952,1.687168627029223e-08,1.0544803918932644e-09
1953,1.1851209791302608e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,4.6928039232341234e-09,0.0
1956,6.976913269340912e-09,0.0
1957,7.951533653738352e-09,0.0
1958,1.4890038535497752e-08,0.0
1959,8.525822714489095e-09,0.0
1960,4.152500121534786e-09,2.076250060767393e-09
1961,1.737039845295385e-08,0.0
1962,6.976152100435229e-09,0.0
1963,2.2631185814248056e-08,0.0
1964,1.4601523545820783e-08,0.0
1965,1.8057743744748223e-08,1.0944086747954884e-09
1966,1.1078149952936656e-08,1.6617224263271169e-09
1967,1.1832804958089582e-08,0.0
1968,1.1228539403829174e-08,1.7965663401398047e-09
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,1.241655755990223e-08,0.0
1971,1.2332153964678128e-08,2.0553589941130213e-09
1972,2.1546617601231333e-08,0.0
1973,7.718485406371656e-09,0.0
1974,7.875800456247362e-09,1.1251143350321513e-09
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,6.2848797277581525e-09,0.0
1977,8.22749424145286e-09,1.7630346071939584e-09
1978,7.128709622605811e-09,0.0
1979,7.022368020415115e-09,0.0
1980,8.527726080842513e-09,5.685150683554241e-10
1981,3.1627747087981106e-09,0.0
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,5.68378455412244e-09,0.0
1984,1.0438215014563212e-08,0.0
1985,9.02333674446254e-09,1.8046674155058895e-09
1986,8.991728250862252e-09,0.0
1987,1.099947022353831e-08,0.0
1988,5.99655392008458e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,5.993515905799995e-09,5.44865097484859e-10
1991,1.2309077312977479e-08,0.0
1992,4.4079553340736766e-09,0.0
1993,1.1078414630105726e-08,0.0
1994,7.384897138251745e-09,0.0
1995,9.760411145975922e-09,5.422450821690461e-10
1996,3.736664311304594e-09,0.0
1997,6.233362714880286e-09,0.0
1998,4.7681290027412615e-09,4.768129224785866e-10
1999,2.7421207526856506e-09,0.0
2000,3.97622823555821e-09,0.0
2001,8.324302136486494e-09,0.0
2002,9.200564754507923e-09,4.38122149670761e-10
2003,4.583615265119079e-09,1.6667691671301554e-09
2004,4.404791198453495e-09,0.0
2005,4.954124666056714e-09,0.0
2006,3.706100981659688e-09,0.0
2007,4.7933754743212376e-09,0.0
2008,3.4059516873519158e-09,0.0
2009,5.721830786953319e-09,9.53638501499654e-10
2010,5.668551850135373e-09,4.723793023408973e-10
2011,3.823971805871906e-09,7.64794394481072e-10
2012,8.170206733382201e-09,0.0
2013,6.136075203500013e-09,0.0
2014,8.012147223457333e-09,2.1654451842767486e-10
2015,7.758013703673683e-09,2.2165753954528356e-10
2016,8.285359953674742e-09,2.0713400439298368e-10
2017,4.2765391228272165e-09,0.0
2018,1.8328414341794996e-08,0.0
2019,6.12237061048404e-09,0.0
