year,eut_VERB acheté_VERB,eut_VERB racheté_VERB
1870,2.0069171213776826e-08,1.1468097582678638e-09
1871,1.5931766128574054e-08,5.3105884134652115e-09
1872,2.4794090336399677e-08,1.2094678591978436e-09
1873,1.616221290134945e-08,1.7958012854535355e-09
1874,1.7923827755339516e-08,2.3898436563030145e-09
1875,2.2886109007913547e-08,5.721527251978387e-09
1876,2.2370254981751714e-08,0.0
1877,2.535774612510977e-08,4.9478527941460015e-09
1878,2.4156355138416075e-08,0.0
1879,3.360128886242819e-08,1.221865053580018e-09
1880,1.9895322722618403e-08,1.2835692508872398e-09
1881,9.064259565150223e-09,6.972507571312292e-10
1882,2.2628309892525067e-08,4.6587693702804245e-09
1883,2.7805091562527195e-08,6.319338941018771e-10
1884,1.650424152899177e-08,1.3203393933736152e-09
1885,1.6758653131887513e-08,1.2891271383708158e-09
1886,3.1621972595985426e-08,1.2906927748801422e-09
1887,1.2404957061562527e-08,0.0
1888,1.5851536971922542e-08,6.340614699951175e-10
1889,1.0650732740202784e-08,3.132568426877924e-09
1890,1.5730527991308918e-08,1.9663159989136147e-09
1891,1.1473596295275001e-08,6.374220040683554e-10
1892,2.382034658410248e-08,0.0
1893,1.847524977449666e-08,5.542574843531156e-09
1894,1.5753848003896564e-08,3.150769645188234e-09
1895,1.745398137131815e-08,6.018614495673091e-10
1896,2.1229304536518612e-08,0.0
1897,4.1952336715667116e-08,3.4960281336537946e-09
1898,1.9804241802034994e-08,1.1882545614128048e-08
1899,1.6029977345510815e-08,1.1055156790007459e-09
1900,1.4015843596837385e-08,1.5573159428683425e-09
1901,2.0678333711998675e-08,4.470991132876634e-09
1902,1.3748794991386148e-08,1.4730852093691738e-09
1903,3.186130115295782e-08,1.0800440541913758e-09
1904,1.9886112312406112e-08,0.0
1905,1.9610883583709438e-08,8.257214467732865e-09
1906,3.189394348623864e-08,1.5432553013283723e-09
1907,2.468564730406797e-08,0.0
1908,1.7189861978295085e-08,2.4556945366072114e-09
1909,8.251475058784763e-09,1.6502950117569526e-09
1910,2.3514262537105424e-08,4.275320542035388e-09
1911,2.606983251496331e-08,1.0640748282497725e-09
1912,1.3023552902780011e-08,3.646594803896619e-09
1913,2.0151361468379037e-08,7.42418571064718e-09
1914,1.808120764223986e-08,6.696743715117748e-10
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,1.9777431248257926e-08,1.0987462051303964e-09
1917,1.5352993543160665e-08,0.0
1918,9.189101035644853e-09,0.0
1919,1.9336480860943084e-08,3.6831393490643904e-09
1920,1.8930579770426448e-08,4.543339038320937e-09
1921,1.8931869405491852e-08,6.058197943303867e-09
1922,1.1804696775641332e-08,2.2133805899215986e-09
1923,1.8047112249064412e-08,2.1231896241147297e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,2.4195990988573612e-08,2.1996355847875293e-09
1926,2.5636119005412183e-08,1.1146138456652466e-09
1927,1.8953683067479687e-08,0.0
1928,2.8565102283550914e-08,2.2852082448565625e-09
1929,1.0026365515614089e-08,3.342121912552898e-09
1930,2.10072066408884e-08,4.201441416995522e-09
1931,9.124285327288817e-09,2.2810713318222042e-09
1932,9.863582839386709e-09,3.287861094491973e-09
1933,1.9500125958415992e-08,3.4411986593596566e-09
1934,1.3179738189705859e-08,5.990790086229936e-09
1935,1.196828414151696e-08,1.196828414151696e-09
1936,1.6974599503782883e-08,0.0
1937,1.7627565185307503e-08,5.0364472592434595e-09
1938,2.3337385357535823e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,0.0
1940,7.607348528892999e-09,0.0
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,2.4273694165799498e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,2.3841742802233057e-08,0.0
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,1.914365022059883e-08,1.0635361480382244e-09
1951,1.2793682557799002e-08,3.1984206394497505e-09
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,3.322662323057557e-08,4.886268278880834e-09
1955,1.220129064449793e-08,2.815682353940474e-09
1956,1.3081712602058815e-08,7.849027205963921e-09
1957,8.835037590415595e-09,0.0
1958,2.0680609225109947e-08,6.617794756635931e-09
1959,7.750747599288843e-09,2.325224457422337e-09
1960,1.5225833038812198e-08,4.844583401109048e-09
1961,6.94815938118154e-09,2.08444772553662e-09
1962,1.0781326054143392e-08,3.805173953708163e-09
1963,1.2285501505004959e-08,2.5864212993553792e-09
1964,1.3993127545575135e-08,2.4335873316516654e-09
1965,1.4227312661319047e-08,5.47204326295514e-09
1966,1.606331601067268e-08,1.1078149508847446e-09
1967,1.232583901611406e-08,3.944268467392931e-09
1968,1.392338955241712e-08,4.491415683816058e-09
1969,1.1808570121729645e-08,1.8167031212712459e-09
1970,1.1956685419534097e-08,3.6789800095249348e-09
1971,1.3359833239690033e-08,5.138397485282553e-10
1972,1.539044092169206e-08,1.0260293725750103e-09
1973,1.2129047988196362e-08,0.0
1974,1.2376257352286757e-08,1.1251143350321513e-09
1975,2.2845920710778955e-08,2.2845920710778955e-09
1976,1.2569759455516305e-08,2.856763492431469e-09
1977,6.464460078348111e-09,2.938390863960194e-09
1978,1.1881182260253809e-08,1.1881182704343018e-09
1979,1.7555919384903973e-08,4.096381456264453e-09
1980,1.3644362084619388e-08,3.97960553399912e-09
1981,5.69299452024552e-09,5.69299452024552e-09
1982,1.1173503899897241e-08,1.8622506869903077e-09
1983,1.326216381158929e-08,2.5261264191556165e-09
1984,1.1598016769198694e-08,2.8995041922996734e-09
1985,1.6242006850575308e-08,7.218669662023558e-09
1986,1.1988970705090196e-08,2.3977941854269602e-09
1987,4.277571630240118e-09,3.0554083707556856e-09
1988,5.99655392008458e-09,3.597932174415064e-09
1989,1.4269117443177493e-08,4.390497743145261e-09
1990,1.0897301727652575e-08,2.179460389939436e-09
1991,5.2753188484189195e-09,0.0
1992,4.4079553340736766e-09,2.7549720282848966e-09
1993,6.647049133334804e-09,2.2156829704300662e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,5.4224509327127635e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,2.135236876199542e-09
1997,6.7128524960935465e-09,3.835915585170824e-09
1998,8.10582001520288e-09,4.291316191284977e-09
1999,1.0054442611817649e-08,2.7421207526856506e-09
2000,3.092622158362701e-09,1.3254094488601709e-09
2001,8.324302136486494e-09,1.7524847129024579e-09
2002,1.0076809608960957e-08,1.752488598683044e-09
2003,5.8336921959778465e-09,1.2500769308587678e-09
2004,4.404791198453495e-09,1.3214374039449694e-09
2005,9.908249332113428e-09,3.602999676388663e-09
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,7.589511241690161e-09,1.997239706952314e-09
2008,7.663391698997657e-09,1.2772318758180745e-09
2009,1.2397300963584712e-08,9.53638501499654e-10
2010,6.613310343794865e-09,9.447586046817946e-10
2011,9.942326961720482e-09,7.64794394481072e-10
2012,1.1234034147378225e-08,1.3617010852229328e-09
2013,1.7292574483462886e-08,1.9523875849358774e-09
2014,1.2126492698882885e-08,8.661780737106994e-10
2015,1.2412821881468972e-08,4.433150790905671e-10
2016,1.491364898242864e-08,1.2428040818690533e-09
2017,8.804639684001359e-09,5.031222660711876e-10
2018,1.1874746519424662e-08,1.290733298020541e-09
2019,1.1224345897176136e-08,1.53059265262101e-09
