year,pourraient_VERB ajouter_VERB,pourraient_VERB rajouter_VERB
1800,1.2576657937302116e-08,0.0
1801,2.6193008650921e-08,0.0
1802,1.1189200677108602e-08,0.0
1803,1.5602713787643552e-08,0.0
1804,2.9662210465630778e-08,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,2.562259560079383e-08,0.0
1808,0.0,0.0
1809,2.4849335034105025e-08,0.0
1810,2.574139479349924e-08,0.0
1811,3.5099073869560016e-08,0.0
1812,4.267533171287141e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,4.4034472068688046e-08,0.0
1817,9.341240669868967e-09,0.0
1818,1.5497530370112145e-08,0.0
1819,1.449147024601416e-08,0.0
1820,1.4239777357261119e-08,0.0
1821,1.0847637454958203e-08,0.0
1822,4.210758675071702e-08,0.0
1823,3.360113609574e-08,0.0
1824,1.2631669044083083e-08,0.0
1825,1.0566531649658373e-08,0.0
1826,3.435113882233054e-08,0.0
1827,3.594736597278825e-08,0.0
1828,1.6510142586412258e-08,0.0
1829,6.258418494553553e-08,0.0
1830,3.757260813586072e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,1.0823975493678972e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,3.453776287187793e-08,0.0
1835,1.2100940693926532e-08,0.0
1836,2.2178475944656384e-08,0.0
1837,1.6003149028165353e-08,0.0
1838,2.209256599883247e-08,0.0
1839,3.985140750728533e-08,0.0
1840,1.7835128929277744e-08,0.0
1841,3.338685417020315e-08,0.0
1842,3.8237111255057243e-08,0.0
1843,2.3036953678001737e-08,0.0
1844,9.330554107123135e-09,0.0
1845,2.0646844234306627e-08,0.0
1846,1.9319854160926297e-08,0.0
1847,4.0988499705463255e-08,0.0
1848,2.654923214606697e-08,0.0
1849,4.1897074254393374e-08,0.0
1850,4.6844071732721204e-08,0.0
1851,1.805842941848823e-08,0.0
1852,2.669323606596663e-08,0.0
1853,1.970737528722566e-08,0.0
1854,3.896748168585873e-08,0.0
1855,2.388121700391821e-08,0.0
1856,2.1226476576430287e-08,0.0
1857,2.4407546206361985e-08,0.0
1858,1.9085335978274998e-08,0.0
1859,1.9350258284589472e-08,0.0
1860,1.7393299245327398e-08,0.0
1861,1.839225838295988e-08,0.0
1862,3.34330998441601e-08,0.0
1863,2.2975255475898848e-08,0.0
1864,1.726102105692462e-08,0.0
1865,2.4946274379544775e-08,0.0
1866,4.476363812955242e-08,0.0
1867,1.6014277903764196e-08,0.0
1868,2.1735445443482604e-08,0.0
1869,3.4672986259920435e-08,0.0
1870,2.1789386295267832e-08,0.0
1871,2.0180236148803488e-08,0.0
1872,2.660829245826335e-08,0.0
1873,2.095101514498765e-08,0.0
1874,1.4936523129449597e-08,0.0
1875,1.4303817685856757e-08,0.0
1876,2.1765654167893445e-08,0.0
1877,2.040989244278535e-08,0.0
1878,1.3889904337816006e-08,0.0
1879,2.5659165459046562e-08,0.0
1880,1.1552122813895949e-08,0.0
1881,1.4642266066289267e-08,0.0
1882,2.0631693686823382e-08,0.0
1883,1.0742875922176154e-08,0.0
1884,2.178559910248623e-08,0.0
1885,3.158361394639542e-08,0.0
1886,3.613939725255477e-08,0.0
1887,3.656197833379338e-08,0.0
1888,2.9800888867725916e-08,0.0
1889,3.257871128425904e-08,0.0
1890,2.6217545467943637e-08,0.0
1891,1.9122660788184476e-08,0.0
1892,9.402768341715273e-09,0.0
1893,1.0469308087124318e-08,0.0
1894,2.2055386850183822e-08,0.0
1895,2.166701307260155e-08,0.0
1896,1.2973464080801023e-08,0.0
1897,1.806281169081103e-08,0.0
1898,1.9238406423482957e-08,0.0
1899,1.8241008703512307e-08,0.0
1900,5.19105292084987e-09,0.0
1901,2.794369535763508e-08,0.0
1902,2.1605249145295602e-08,0.0
1903,1.296052865029651e-08,0.0
1904,2.042357571951925e-08,0.0
1905,2.9932401446330914e-08,0.0
1906,1.6461390472954918e-08,0.0
1907,1.2342823652033985e-08,0.0
1908,1.8663278922304016e-08,0.0
1909,2.2554033307642385e-08,0.0
1910,2.778958396731923e-08,0.0
1911,2.181353409014264e-08,0.0
1912,2.344239469209697e-08,0.0
1913,1.2196876397752021e-08,0.0
1914,2.276892807628883e-08,0.0
1915,1.295883844676382e-08,0.0
1916,7.69122365795738e-09,0.0
1917,2.7416060532914344e-08,0.0
1918,2.1824114071478107e-08,0.0
1919,1.4732557396257562e-08,0.0
1920,1.590168707821249e-08,0.0
1921,8.330022005509363e-09,0.0
1922,2.2133805899215986e-08,0.0
1923,2.1231896241147297e-08,0.0
1924,2.0626599095407983e-08,0.0
1925,1.8696901804560184e-08,0.0
1926,1.0031524944054127e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,9.14083297942625e-09,0.0
1929,2.2280811862174232e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,1.53433514782364e-08,0.0
1933,1.261772819560747e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,1.555876849579363e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,2.2040865133021725e-08,0.0
1939,1.3764645423464117e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,0.0
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.6142048525912287e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.3112957830685446e-08,0.0
1948,1.848220954059343e-08,0.0
1949,9.817008539414473e-09,0.0
1950,2.2334258886758107e-08,0.0
1951,1.5992101864981123e-08,0.0
1952,8.435843135146115e-09,0.0
1953,1.1851209791302608e-08,0.0
1954,1.9545073115523337e-08,0.0
1955,6.569925492527773e-09,0.0
1956,1.3953826538681824e-08,0.0
1957,1.1485549400447326e-08,0.0
1958,1.9026160202884057e-08,0.0
1959,1.3176271629333769e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,1.459113452284555e-08,0.0
1962,1.4586500007851555e-08,0.0
1963,1.3578711488548834e-08,0.0
1964,7.300761772910391e-09,0.0
1965,9.849678406226303e-09,0.0
1966,1.4401594583546284e-08,0.0
1967,9.367637332502454e-09,0.0
1968,1.3474247495537384e-08,0.0
1969,1.725867981861029e-08,0.0
1970,1.103694025061941e-08,0.0
1971,1.3359833239690033e-08,0.0
1972,9.234264020108185e-09,0.0
1973,9.923766697284009e-09,0.0
1974,9.00091468025721e-09,0.0
1975,1.4849848462006321e-08,0.0
1976,1.199840671262109e-08,0.0
1977,9.990529292736028e-09,0.0
1978,1.0099005187669263e-08,5.940591352171509e-10
1979,8.777959692451986e-09,0.0
1980,9.096241093686785e-09,5.685150683554241e-10
1981,5.060439622894819e-09,0.0
1982,1.6139505731871395e-08,0.0
1983,7.57837881337764e-09,0.0
1984,4.639206796497319e-09,0.0
1985,1.2632671797518924e-08,0.0
1986,1.1389522214244607e-08,0.0
1987,8.555143260480236e-09,0.0
1988,1.6190695006912392e-08,0.0
1989,1.3171493229435782e-08,5.488122178931576e-10
1990,1.5256222951620657e-08,0.0
1991,1.0550637696837839e-08,0.0
1992,1.1570882918476855e-08,0.0
1993,1.883330469354405e-08,0.0
1994,1.3714808844156323e-08,1.0549853213248639e-09
1995,1.1929391696696712e-08,0.0
1996,1.1743802375008272e-08,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,1.2873949017944142e-08,0.0
1999,1.1425503210205079e-08,0.0
2000,8.394259509714175e-09,0.0
2001,1.095302959441824e-08,4.3812117822561447e-10
2002,7.886198361006791e-09,0.0
2003,1.2084076850271686e-08,2.9168460979889232e-09
2004,1.4095332012686868e-08,8.809582507929292e-10
2005,1.7564623533417034e-08,0.0
2006,1.523619275189958e-08,0.0
2007,9.18730247434496e-09,3.994479469415779e-10
2008,1.1920831433087642e-08,0.0
2009,8.105927484791664e-09,4.76819250749827e-10
2010,7.085689368580006e-09,1.8895172093635892e-09
2011,1.1089518636708817e-08,0.0
2012,1.2595735121578855e-08,2.0425516833455504e-09
2013,1.5340187786705428e-08,5.578250084070646e-10
2014,1.2126492698882885e-08,0.0
2015,1.2634480128781433e-08,2.2165753954528356e-10
2016,8.906762438698479e-09,6.214020409345267e-10
2017,6.792150397672003e-09,7.54683426862357e-10
2018,1.2391040193904246e-08,7.744400121190154e-10
2019,1.1224345897176136e-08,1.02039510174734e-09
