year,tout_DET aliment_NOUN,tout_DET ralliement_NOUN
1800,1.5091990235305275e-07,0.0
1801,1.595392333797463e-07,0.0
1802,1.656001700212073e-07,2.2378401354217203e-09
1803,2.0673596057285692e-07,0.0
1804,1.7055771261986763e-07,1.9774807569206132e-08
1805,1.9047280641615316e-07,0.0
1806,7.20417272503937e-08,0.0
1807,1.3380689267705748e-07,0.0
1808,1.450287356874469e-07,0.0
1809,2.41716264781644e-07,0.0
1810,1.544483629878357e-07,0.0
1811,9.777599530025327e-08,0.0
1812,2.0804224831749707e-07,0.0
1813,2.2718359571349822e-07,0.0
1814,2.3600078691288218e-07,2.2026739543434815e-08
1815,2.1038343334112142e-07,0.0
1816,3.7313423817408875e-07,0.0
1817,2.5377036294571553e-07,0.0
1818,2.6941862074636447e-07,3.337929754820834e-08
1819,1.5526575580793178e-07,0.0
1820,1.020517412797517e-07,1.6613073583471305e-08
1821,1.7750678260597397e-07,4.930744257336528e-09
1822,2.466301509684854e-07,7.017931125119503e-09
1823,1.9765374181801576e-07,1.7788837070042973e-08
1824,2.1642259095955296e-07,0.0
1825,2.4391078445873404e-07,5.283265824829186e-09
1826,2.0522604016193213e-07,7.927186018719112e-09
1827,1.511632823358866e-07,3.6869092223668076e-09
1828,2.614105861775684e-07,1.3758452155343548e-08
1829,2.066135493805632e-07,1.971830521085849e-08
1830,2.3274143368112732e-07,5.218417697960831e-09
1831,3.149423557502473e-07,2.182768810143898e-08
1832,2.0430254310532803e-07,0.0
1833,2.108220407137651e-07,5.791814139399776e-09
1834,1.9135787976409802e-07,9.334530925997342e-10
1835,1.8529565437575002e-07,1.8907719834260206e-08
1836,2.110315509007421e-07,3.36037508930076e-09
1837,2.066493642871592e-07,5.5663127440652715e-09
1838,1.9441458087854357e-07,0.0
1839,1.6220222587293165e-07,1.3982950353153e-09
1840,1.6497493060541046e-07,8.917564464638872e-09
1841,2.2150893164152308e-07,1.5409316489467528e-08
1842,2.2942266664216504e-07,7.379091560011375e-09
1843,2.457275103395773e-07,1.1813822142769936e-09
1844,1.8386680644688624e-07,0.0
1845,1.8972775439607403e-07,8.928364714222425e-09
1846,1.5924243434994878e-07,3.5127007969038004e-09
1847,1.5802145192367334e-07,1.6179670936367074e-09
1848,1.424004212324803e-07,4.505324113779352e-08
1849,1.265291698082649e-07,4.1897072478036534e-09
1850,1.9280749175010214e-07,1.3577992064028876e-09
1851,1.8767866549751488e-07,5.159551008659946e-09
1852,1.9271214579674734e-07,0.0
1853,1.4272917248092654e-07,3.5831591027601917e-09
1854,1.4703730233378565e-07,5.195664343204953e-09
1855,1.6239227562664382e-07,1.0613874223963649e-09
1856,1.1855763393242569e-07,0.0
1857,1.1520361292705061e-07,8.298565390418844e-09
1858,1.2332063281661476e-07,8.808616891453624e-09
1859,1.5734815095314048e-07,3.055304009791371e-09
1860,1.7530614560001823e-07,2.746310290291376e-09
1861,1.565699951910915e-07,0.0
1862,1.1882303857513321e-07,4.517986262886353e-10
1863,1.3135852316992214e-07,4.495158911765884e-09
1864,1.6350022891131744e-07,1.9178911792039344e-09
1865,1.3979328317148543e-07,2.8241067262513297e-09
1866,1.7418894771026316e-07,6.3252967308358166e-09
1867,1.5237827355463196e-07,3.88224918879132e-09
1868,1.674617298164094e-07,4.93987406535723e-10
1869,1.6652799850191968e-07,6.8369265804335555e-09
1870,1.5137888809135802e-07,6.307453670473251e-09
1871,1.6675248737385573e-07,0.0
1872,1.1308524738851133e-07,6.047339295989218e-10
1873,1.4545990900671768e-07,1.1972008939764578e-09
1874,1.619119034401706e-07,0.0
1875,1.2587360265214897e-07,0.0
1876,1.6384700174398859e-07,0.0
1877,1.138006169298933e-07,2.4739263970730008e-09
1878,7.246906696956046e-08,6.039088673581716e-10
1879,1.2157557682801468e-07,0.0
1880,1.1167052438310066e-07,0.0
1881,1.617621814276049e-07,0.0
1882,1.2046247377384134e-07,0.0
1883,1.5671960440499788e-07,0.0
1884,1.0694749441597651e-07,0.0
1885,1.1344318573414114e-07,0.0
1886,1.6004590408513764e-07,6.453463874400711e-10
1887,1.1490907386724203e-07,3.9173548849191775e-09
1888,1.179354356395379e-07,6.340614699951175e-10
1889,9.836264669438322e-08,0.0
1890,1.2584422037775767e-07,0.0
1891,1.4150768823384396e-07,1.2748440081367107e-09
1892,1.291313491691426e-07,0.0
1893,1.3918021668501979e-07,3.079208221734575e-09
1894,1.0712617104502442e-07,9.452309157609307e-09
1895,1.1314995074229728e-07,4.213029924926559e-09
1896,7.843048382971674e-08,2.948514543632541e-09
1897,1.0371549841181604e-07,3.4960281336537946e-09
1898,1.318396725125126e-07,7.921697076085366e-09
1899,1.531139215416033e-07,1.1055156790007459e-09
1900,1.292572262556746e-07,5.191053142894475e-10
1901,9.165532066646165e-08,2.794369402536745e-09
1902,1.1440961400488447e-07,2.455141923096704e-09
1903,1.323053995250234e-07,9.1803746826713e-09
1904,1.4457742025797415e-07,0.0
1905,1.4295303163436301e-07,9.28936660926638e-09
1906,8.796555661660932e-08,2.0576738091193647e-09
1907,1.4194248265653187e-07,0.0
1908,1.1492650209277144e-07,4.911389073214423e-10
1909,1.0891947699320781e-07,0.0
1910,1.2184663411574093e-07,1.6032452032632705e-09
1911,1.0747155965162847e-07,0.0
1912,8.54345110212762e-08,0.0
1913,1.2833235585318903e-07,1.590896969716482e-09
1914,9.643311038587399e-08,6.696743715117748e-10
1915,8.953378793918887e-08,0.0
1916,8.570220444426013e-08,1.0987462051303964e-09
1917,9.650453502985101e-08,0.0
1918,8.959373509753732e-08,0.0
1919,1.169396766087516e-07,0.0
1920,1.044967952168463e-07,0.0
1921,1.2570760432595307e-07,0.0
1922,9.738874728881797e-08,7.377935484775833e-10
1923,7.431163862037238e-08,0.0
1924,6.961477394540339e-08,0.0
1925,7.918688416097552e-08,0.0
1926,8.136681339809826e-08,0.0
1927,9.69982549836601e-08,1.1149224876660924e-09
1928,7.426926762477137e-08,0.0
1929,8.132496875923323e-08,1.1140406375176326e-09
1930,8.507918636269096e-08,2.100720708497761e-09
1931,7.527535483831116e-08,2.2810713318222042e-09
1932,7.452484895864586e-08,1.0959536611565568e-09
1933,1.0094182556485976e-07,0.0
1934,6.94931667766241e-08,1.0783422155213884e-08
1935,9.933676192730445e-08,0.0
1936,8.851041544133409e-08,1.2124714565686645e-09
1937,9.191516303630465e-08,2.5182236296217297e-09
1938,8.557041208945293e-08,0.0
1939,7.035263038801531e-08,1.5294050470515685e-09
1940,6.846613898048304e-08,0.0
1941,1.2691460860025927e-07,0.0
1942,7.888950648293758e-08,0.0
1943,6.967764409893107e-08,2.9032352077962287e-09
1944,7.390327994016843e-08,3.2131861615880553e-09
1945,7.84261473540937e-08,6.535512131478072e-09
1946,5.0115975369635635e-08,2.7842208538686464e-09
1947,7.748566410725743e-08,2.3841741914054637e-09
1948,7.827758929934703e-08,2.174377566888097e-09
1949,7.166416160497846e-08,9.817008317369869e-10
1950,6.2748631179943e-08,0.0
1951,5.970384897580061e-08,3.1984206394497505e-09
1952,7.170466531647435e-08,4.2179215675730575e-09
1953,6.78751145288814e-08,7.54167928107563e-09
1954,4.495366656698252e-08,1.9545072227344917e-09
1955,5.631364574654185e-08,0.0
1956,4.971050637792018e-08,8.72114158667614e-10
1957,4.947621068396302e-08,3.534015080575159e-09
1958,4.5497340339650805e-08,3.3088973783179654e-09
1959,6.43312061399115e-08,2.325224457422337e-09
1960,8.789458227909108e-08,4.844583401109048e-09
1961,4.238377293575013e-08,6.253343343143314e-09
1962,4.756467220090599e-08,2.536782617301725e-09
1963,3.168366147221491e-08,3.879631949033069e-09
1964,5.293052529609099e-08,4.258777774879263e-09
1965,5.089000376656827e-08,5.472043373977442e-10
1966,5.3729023452575575e-08,3.3234448526542337e-09
1967,5.916402745498317e-08,9.86067089092657e-09
1968,4.6710724177501106e-08,8.98283158967672e-09
1969,3.996746689161057e-08,4.995933444718048e-09
1970,4.230826888829142e-08,4.59872487312829e-09
1971,3.751030097642882e-08,5.6522370117662035e-09
1972,4.8223379289780155e-08,3.0780880067027283e-09
1973,3.859242525550144e-08,4.410563025913916e-09
1974,3.487854316475136e-08,2.812785782069227e-09
1975,4.968987843412265e-08,2.8557400888473694e-09
1976,3.485251554025126e-08,2.285410749536254e-09
1977,3.349765664850679e-08,2.9383909194713453e-09
1978,4.5148495386726495e-08,4.158414057542359e-09
1979,4.03786155622754e-08,4.0963813452421505e-09
1980,3.752199451145799e-08,2.8425752862659692e-09
1981,4.997184244182051e-08,6.325549528618524e-10
1982,3.476201104746224e-08,3.1037510339615437e-09
1983,5.999550101165596e-08,6.946847541655643e-09
1984,3.247444735343663e-08,6.958810416790584e-09
1985,4.7522908053210244e-08,4.812446441349039e-09
1986,3.356911926211126e-08,5.395036861699509e-09
1987,3.4831656225975394e-08,1.2832715334809564e-08
1988,4.01769102431615e-08,8.395175221664886e-09
1989,3.4026357287331166e-08,2.1952488715726304e-09
1990,4.794812769048917e-08,7.083246433836621e-09
1991,4.6891722949027326e-08,5.275318681885466e-09
1992,4.407955345175907e-08,4.4079553340736766e-09
1993,4.929894714678085e-08,8.86273210376487e-09
1994,5.169428174411905e-08,5.802419433820205e-09
1995,5.6393487657402375e-08,7.0491861237087505e-09
1996,4.003569120669681e-08,3.736664533349199e-09
1997,5.6579755103314255e-08,4.794894259418925e-09
1998,3.719140706515134e-08,5.2449422582867555e-09
1999,8.774786275367319e-08,5.941261704833778e-09
2000,5.080736054097201e-08,3.976228346580513e-09
2001,4.381211882176217e-08,3.943090742808408e-09
2002,6.22133469185826e-08,3.504977197366088e-09
2003,5.08364577100906e-08,6.250384210204629e-09
2004,6.563139232085291e-08,5.726228824443069e-09
2005,5.179312179137696e-08,5.854874252086972e-09
2006,6.753339576448525e-08,3.2943118788431036e-09
2007,5.232768041096847e-08,1.0785094817222785e-08
2008,6.34358512385802e-08,5.5346713878634546e-09
2009,7.962881376499809e-08,2.860915504498962e-09
2010,5.999217256302813e-08,4.2514138876015295e-09
2011,6.424273069072228e-08,2.6767803529281764e-09
2012,7.455313344451042e-08,4.085103366691101e-09
2013,6.16396640396033e-08,3.6258624991347688e-09
2014,1.1433550639594614e-07,5.630157673408576e-09
2015,1.2412822059104656e-07,5.098123437297097e-09
2016,9.590304550499695e-08,3.728412079073706e-09
2017,1.0288850305073538e-07,2.7671724911471074e-09
2018,6.143890907139848e-08,2.065173421161859e-09
2019,6.913176786582653e-08,2.5509878653906526e-09
