year,voudrait_VERB approcher_VERB,voudrait_VERB rapprocher_VERB
1950,0.0,2.1270722960764488e-09
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,6.326882129314981e-09
1953,0.0,2.1547654771580937e-09
1954,0.0,2.9317608341017376e-09
1955,2.815682353940474e-09,6.569925492527773e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,4.417518795207798e-09
1958,0.0,1.6544486891589827e-09
1959,7.750747821333448e-10,7.750747599288843e-09
1960,0.0,3.460416619915918e-09
1961,0.0,4.16889545107324e-09
1962,0.0,5.0735651235811474e-09
1963,3.879631726988464e-09,3.2330267352165265e-09
1964,0.0,3.6503808864551957e-09
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,2.769537488234164e-09,6.092982118843793e-09
1967,3.451234853457663e-09,9.860671168482327e-10
1968,4.4914158503495116e-10,8.982831700699023e-10
1969,4.5417578031781147e-10,6.358460868938209e-09
1970,1.8394900047624674e-09,2.2993624781975086e-09
1971,1.541519245584766e-09,2.0553589941130213e-09
1972,1.0260293725750103e-09,2.565073486948677e-09
1973,0.0,0.0
1974,5.625571675160757e-10,3.3753431161187564e-09
1975,9.709516746170266e-09,2.8557400888473694e-09
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,0.0,2.3507127355770763e-09
1978,1.1881182704343018e-09,7.72276909088987e-09
1979,3.5111840102075575e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,2.8425752862659692e-09
1981,2.5302198114474095e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,8.841442245000053e-09,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,1.1988970927134801e-09,3.5966913891627428e-09
1987,3.0554083707556856e-09,0.0
1988,4.797243047249822e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,0.0
1992,3.30596661157756e-09,1.65298330578878e-09
1993,5.539207426075166e-10,5.539207315052863e-09
1994,4.747434001473039e-09,5.274926606624319e-10
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,1.067618438099771e-09,3.2028553142993132e-09
1997,1.438468344439059e-09,1.917957792585412e-09
1998,6.675381136744818e-09,9.536258449571733e-10
1999,3.656160929565999e-09,4.113180906983871e-09
2000,2.2090156370779823e-09,5.743440834038438e-09
2001,2.190605918883648e-09,1.3143635069212678e-09
2002,3.066854992184176e-09,1.752488598683044e-09
2003,2.083461403401543e-09,4.166922806803086e-09
2004,3.0833537945085254e-09,2.642874807889939e-09
2005,3.1526248278623825e-09,4.5037495954858286e-10
2006,2.4707338397433887e-09,1.2353669198716943e-09
2007,3.1955835755326234e-09,4.7933754743212376e-09
2008,3.405951742863067e-09,3.405951742863067e-09
2009,5.721831008997924e-09,2.384096253749135e-09
2010,2.8342759250676863e-09,9.447586046817946e-10
2011,1.1471915639660324e-09,2.6767803529281764e-09
2012,3.744677901096338e-09,1.3617010852229328e-09
2013,2.7891249310130206e-09,5.578250084070646e-10
2014,2.815078836704288e-09,1.7323561474213989e-09
2015,2.881548111233201e-09,6.649726325136385e-10
2016,2.6927420293532123e-09,2.4856081637381067e-09
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,5.162933414126769e-10,5.162933414126769e-10
2019,2.2958890344426663e-09,7.65296326310505e-10
