year,peut_VERB entrer_VERB,peut_VERB rentrer_VERB
1927,1.0413375548523618e-06,1.7615775504964404e-07
1928,1.000921201921301e-06,2.1138176009571907e-07
1929,1.0427420420455746e-06,1.9050095545480872e-07
1930,9.642308214097284e-07,1.7646054573106085e-07
1931,9.877038564809482e-07,2.2468552174359502e-07
1932,9.447120419281418e-07,1.7316067157935322e-07
1933,9.302706871494593e-07,1.720599271948231e-07
1934,8.674663831698126e-07,1.9529976214016642e-07
1935,9.861865919447155e-07,1.7952426389911125e-07
1936,9.360279591419385e-07,1.6610859177035309e-07
1937,7.882039767537208e-07,1.523525270386017e-07
1938,9.205302262671466e-07,1.5558256905023882e-07
1939,8.549374115318642e-07,1.7282276587593515e-07
1940,7.987716230672959e-07,1.3693227174371714e-07
1941,1.027122948471515e-06,1.269146139293298e-07
1942,9.9825570032408e-07,1.7295006671247393e-07
1943,9.725838481244864e-07,1.2774235358392616e-07
1944,1.0860569545911858e-06,1.6708568750800623e-07
1945,9.933978617482353e-07,1.3942425880486553e-07
1946,9.911826737152296e-07,1.6287691551042371e-07
1947,9.643985094953678e-07,1.657001007515646e-07
1948,1.0132599754797411e-06,1.728630110164886e-07
1949,9.404694196746277e-07,1.4234662160106382e-07
1950,9.008151096168149e-07,1.7229285731445998e-07
1951,1.0224284778814763e-06,1.6631786081688915e-07
1952,8.80491143107065e-07,1.1388388543309702e-07
1953,9.437872563466954e-07,1.260537771941017e-07
1954,1.01829823506705e-06,1.4658803593192715e-07
1955,9.751646530276048e-07,1.5392396335300873e-07
1956,9.357784733765584e-07,1.4041037843526283e-07
1957,8.463966310046089e-07,1.2457402931431716e-07
1958,8.677583309690817e-07,1.0505749514777563e-07
1959,9.424909421795746e-07,1.007597205671118e-07
1960,8.920954428504047e-07,1.1280958034376454e-07
1961,9.386963029101025e-07,1.3062539494512748e-07
1962,9.65245817496907e-07,1.0717906206991756e-07
1963,9.7314102731616e-07,1.1186271819951799e-07
1964,9.205044193549838e-07,1.1620379325449903e-07
1965,9.603436410543509e-07,1.0779925219139841e-07
1966,9.510591212347208e-07,1.1909011021771221e-07
1967,9.771924851520453e-07,1.286817621348746e-07
1968,9.526293069939129e-07,1.3025105261021963e-07
1969,8.951804488788184e-07,1.1944823086196266e-07
1970,1.012639245345781e-06,1.0347131507160157e-07
1971,8.540016551705776e-07,1.084201883827518e-07
1972,9.362518085254123e-07,1.2568860086048517e-07
1973,8.126462489599362e-07,1.0640483338875129e-07
1974,8.590247944084695e-07,8.438357212980918e-08
1975,8.470125294479658e-07,8.567220532995634e-08
1976,8.70170140387927e-07,1.176986543782732e-07
1977,8.480196242999227e-07,1.1459724902351809e-07
1978,8.352471354555746e-07,1.2118806580474484e-07
1979,9.070558917301241e-07,1.0475032041767918e-07
1980,8.664169399708044e-07,8.811983320811123e-08
1981,8.008145755411533e-07,9.235302655952182e-08
1982,8.262185815510747e-07,1.1359729512605554e-07
1983,8.266748636742705e-07,1.1809640909632435e-07
1984,8.756503007134597e-07,1.368565989423587e-07
1985,8.030770004552323e-07,1.1068626548649263e-07
1986,8.727971021471603e-07,1.025057017045583e-07
1987,8.047945811995305e-07,1.1549443712510765e-07
1988,8.706996368346154e-07,1.2532797200037749e-07
1989,8.929174555305508e-07,1.4927692859600938e-07
1990,8.963031064013194e-07,1.1169734648319718e-07
1991,8.540154681213608e-07,1.1312627634652017e-07
1992,9.03630848370085e-07,1.2672872173880023e-07
1993,8.901506589609198e-07,1.2075472000105947e-07
1994,8.714178534319217e-07,1.3029068668402033e-07
1995,9.218166496793856e-07,1.2471636523514462e-07
1996,9.101447062676016e-07,1.419932544877156e-07
1997,8.889734317563125e-07,1.3138010501734243e-07
1998,8.830575097817928e-07,1.201568551323362e-07
1999,9.190674745696015e-07,1.2202437460473448e-07
2000,9.344136628897104e-07,1.2989012532216293e-07
2001,8.525838097739324e-07,1.5859986035593465e-07
2002,9.489725698585971e-07,1.3669411202954507e-07
2003,9.450581046621664e-07,1.6209330055971805e-07
2004,9.505539537713048e-07,1.259770243677849e-07
2005,9.066047823580448e-07,1.4411997995011916e-07
2006,9.174658543997793e-07,1.6677454084401688e-07
2007,9.09942400539876e-07,1.5258910934790038e-07
2008,9.068346571439179e-07,1.6689163828687015e-07
2009,9.350425784759864e-07,1.9358861891305423e-07
2010,9.296424536842096e-07,1.884793476847335e-07
2011,1.0183237009186996e-06,2.2293757240277046e-07
2012,1.0311481446478865e-06,2.3965938567016565e-07
2013,1.0528947314014658e-06,2.409803983027814e-07
2014,9.831121587922098e-07,2.479434613178455e-07
2015,1.0577497278063674e-06,2.518029589282378e-07
2016,1.1112739457530552e-06,2.6761713911582774e-07
2017,1.0427208962937584e-06,2.7722037998501037e-07
2018,1.0114187034560018e-06,2.806054339998809e-07
2019,1.0094258868775796e-06,2.9846557936252793e-07
