year,pourrait_VERB emporter_VERB,pourrait_VERB remporter_VERB
1800,1.8864987794131594e-08,0.0
1801,9.524730337773235e-09,0.0
1802,6.713520406265161e-09,0.0
1803,2.145373123596528e-08,0.0
1804,3.707776485839531e-08,0.0
1805,1.421438877713399e-08,2.842877711017877e-09
1806,4.034336598124355e-08,0.0
1807,3.131650672116848e-08,0.0
1808,1.1330369531492579e-08,2.2660739951163578e-09
1809,2.0331274441787173e-08,0.0
1810,1.6380887757350138e-08,0.0
1811,3.760615285841595e-08,0.0
1812,1.5736529235255148e-07,0.0
1813,8.627225156487839e-09,0.0
1814,4.405347908686963e-08,0.0
1815,2.6972236000233352e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,1.401186100480345e-08,0.0
1818,2.741870730460505e-08,1.1921177378582115e-09
1819,1.449147024601416e-08,0.0
1820,5.6959109429044474e-08,0.0
1821,1.7750679148775816e-08,0.0
1822,3.5089655625597516e-08,5.012807946513931e-09
1823,1.3835761869529506e-08,1.9765373782121287e-09
1824,2.5263338088166165e-08,5.052667617633233e-09
1825,1.584979791857677e-08,8.805443041381977e-10
1826,6.165588928297439e-08,1.7615968683770689e-09
1827,5.991227425283796e-08,3.6869092223668076e-09
1828,1.3758452155343548e-08,5.503380862137419e-09
1829,4.286588062285546e-08,0.0
1830,5.740259823028282e-08,1.5655253093882493e-08
1831,6.704218691311326e-08,1.091384405071949e-08
1832,4.8707889277466165e-08,4.058990921151917e-09
1833,3.1275796175123105e-08,1.1583628500844156e-09
1834,3.267085801894609e-08,2.8003592777992026e-09
1835,5.52105419160398e-08,1.0588323107185715e-08
1836,5.779845224651581e-08,2.688300027031687e-09
1837,2.365682938432201e-08,1.87863058442872e-08
1838,3.976661844262708e-08,1.2624323808552163e-08
1839,4.6842885126352485e-08,3.4957374772659477e-09
1840,2.1019973317493168e-08,1.46502836528839e-08
1841,5.778493772368165e-08,1.2841097074556274e-09
1842,3.7566284305512454e-08,0.0
1843,2.8353174030826267e-08,2.953455480181333e-09
1844,2.25031016043431e-08,1.3172547497219966e-08
1845,2.7901139176833567e-08,1.1160455892778032e-09
1846,2.6930706553685013e-08,1.7563503984519002e-09
1847,1.7258315665458213e-08,1.833696039454935e-08
1848,1.769948809737798e-08,1.045878850192139e-08
1849,6.284561493430374e-08,5.02764896381791e-09
1850,3.2587180953669304e-08,9.504594444820214e-09
1851,2.192809134271556e-08,6.449438760824933e-09
1852,4.557381916292513e-08,3.906327261660181e-09
1853,2.9859659633757474e-08,7.763511611358354e-09
1854,2.182179059673217e-08,3.117398783558656e-09
1855,2.812676669350367e-08,3.1841622671890946e-09
1856,2.5368226630462232e-08,2.5885946719483854e-09
1857,5.320844753686771e-08,2.9289055625270066e-09
1858,3.3766365703513657e-08,3.4255731584664773e-09
1859,2.3423996742266695e-08,2.5460866748261424e-09
1860,4.027921951532676e-08,3.204028820036342e-09
1861,2.452301117727984e-08,2.8295783494058924e-09
1862,1.671655003310235e-08,1.3553959066214816e-09
1863,1.6482248454963155e-08,4.495158911765884e-09
1864,2.445311186871635e-08,1.4384183844029508e-09
1865,2.023943146411966e-08,9.41368871743009e-10
1866,3.84383434526292e-08,4.379051787850585e-09
1867,3.008743121313273e-08,0.0
1868,2.321740799615668e-08,9.87974813071446e-10
1869,1.562726104076262e-08,1.4650557433881772e-09
1870,1.6628741494884025e-08,5.734048791339319e-10
1871,1.1683294554032386e-08,2.1242354542039266e-09
1872,4.475031190054324e-08,6.652073114565837e-09
1873,3.711322849042631e-08,4.190203295451056e-09
1874,2.6885741966076182e-08,1.1949218281515073e-09
1875,3.2612703648737806e-08,1.1443054281912168e-09
1876,3.567148842975598e-08,6.650616057868319e-09
1877,1.855444864418132e-08,6.184816214727107e-09
1878,2.5364171873931696e-08,0.0
1879,2.6270098985037293e-08,6.720257683667796e-09
1880,2.7596738894075656e-08,1.2835692508872398e-09
1881,2.928453102235551e-08,4.183504653809678e-09
1882,2.1962770935246567e-08,1.3310770263785798e-09
1883,3.159669559327227e-08,3.159669414998234e-09
1884,2.0465259709112615e-08,7.922036360241691e-09
1885,1.6114089618213256e-08,6.445635691854079e-10
1886,1.2906927471245666e-08,2.5813855497602844e-09
1887,3.068594645050382e-08,5.223139698529167e-09
1888,1.5851536971922542e-08,1.2047167707862627e-08
1889,2.1927979154678923e-08,8.14467782106476e-09
1890,1.7696843657155625e-08,1.3108772956016423e-09
1891,2.358461337337303e-08,1.9122659011827636e-09
1892,1.56712811616444e-08,5.014809900671935e-09
1893,2.155445777418663e-08,2.463366621796581e-09
1894,6.9316934414587195e-09,7.561847148451761e-09
1895,1.8055843042930064e-08,1.8055843487019274e-09
1896,1.7101383809059456e-08,6.486732040400511e-09
1897,1.806281169081103e-08,8.157399200570126e-09
1898,1.1316709347397591e-08,5.092519295146758e-09
1899,1.4371703827009696e-08,1.1055156790007459e-08
1900,1.5054054558483188e-08,3.633737311048435e-09
1901,1.1736351446245408e-08,3.912117296778206e-09
1902,1.4730851205513318e-08,2.455141867585553e-09
1903,2.4300990331127537e-08,3.7801539676252105e-09
1904,2.0961039126632386e-08,3.7622376325430196e-09
1905,9.805441791854719e-09,2.0643036169332163e-09
1906,2.5206503551089554e-08,5.658602919567102e-09
1907,2.0571373937627868e-08,5.142843373384665e-10
1908,2.0627833663411366e-08,5.893666887857307e-09
1909,9.901770070541716e-09,5.500983557560346e-10
1910,1.8170112525695004e-08,5.344150677544235e-10
1911,2.128149745317387e-08,4.25629931299909e-09
1912,2.344239469209697e-08,5.730363294986773e-09
1913,1.113627856597077e-08,5.30298971401777e-10
1914,2.142958016593255e-08,6.696743715117748e-10
1915,8.246533234057551e-09,0.0
1916,1.8678685265172135e-08,4.394984820521586e-09
1917,9.869782324756216e-09,2.1932848870420685e-09
1918,1.722956355365568e-08,0.0
1919,1.6574126959767455e-08,0.0
1920,2.5745588771997063e-08,6.057785384427916e-09
1921,1.741731914250977e-08,1.5145494858259667e-09
1922,1.4018077365562931e-08,7.377935484775833e-10
1923,2.0170300985000722e-08,1.0615948120573648e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,1.2097996160420621e-08,6.598906754362588e-09
1926,1.2260752413340015e-08,4.458455382660986e-09
1927,1.0034302277972529e-08,4.4596899506643695e-09
1928,2.5137291359556002e-08,1.3711249025050165e-08
1929,1.6710609784809094e-08,5.570202965543558e-09
1930,2.7309368988426286e-08,1.1553964007759987e-08
1931,2.737285598186645e-08,1.0264820993199919e-08
1932,1.4247397928102146e-08,6.575722188983946e-09
1933,1.9500125958415992e-08,9.176529758292418e-09
1934,1.3179738189705859e-08,1.3179738189705859e-08
1935,1.3165112555668657e-08,2.393656828303392e-09
1936,1.576212937948185e-08,0.0
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,2.2040865133021725e-08,1.0372171566075394e-08
1939,1.070583532936098e-08,4.588215141154706e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211815133858e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,2.178504132643866e-08,0.0
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.907339353124371e-08,7.152522574216391e-09
1948,1.0871888278529696e-08,4.348755133776194e-09
1949,2.1597418964347526e-08,3.9268033269479474e-09
1950,1.0635361036293034e-08,4.2541445921528975e-09
1951,2.9851925376078725e-08,0.0
1952,2.4253049346611988e-08,3.1634410646574906e-09
1953,1.0773827274768166e-08,0.0
1954,2.247683283940205e-08,1.9545072227344917e-09
1955,1.220129064449793e-08,2.815682353940474e-09
1956,1.0465369904011368e-08,7.849027205963921e-09
1957,1.6786572132332367e-08,1.0602045463770082e-08
1958,2.4816730004317833e-08,1.6544486891589827e-09
1959,1.6276571201956358e-08,6.200598257066758e-09
1960,1.7994166157109248e-08,1.1073333361366622e-08
1961,1.250668635321972e-08,9.03260666262895e-09
1962,1.585489073363533e-08,5.7077609305622445e-09
1963,1.681173777967615e-08,5.1728425987107585e-09
1964,1.520992043424485e-08,4.867174663303331e-09
1965,1.5321720781003023e-08,5.47204326295514e-09
1966,2.880318916709257e-08,2.769537488234164e-09
1967,2.021437595089992e-08,1.035370456037299e-08
1968,1.9313088017725022e-08,3.5931326802796093e-09
1969,2.043791091921321e-08,4.087581828571274e-09
1970,2.713247759800197e-08,3.6789800095249348e-09
1971,1.490135304038631e-08,5.652237344833111e-09
1972,1.6929485369132635e-08,4.104117490300041e-09
1973,1.1026407342740185e-08,4.410563025913916e-09
1974,1.800182936051442e-08,3.937900228123681e-09
1975,8.567219822452898e-09,1.7134440533084216e-09
1976,1.3712464830284432e-08,5.713526984862938e-09
1977,1.1753563455840776e-08,7.052138428775834e-09
1978,1.7227714366185864e-08,2.970295565063452e-09
1979,2.2237498953359136e-08,5.851973128301324e-09
1980,2.0466542238750662e-08,5.116635559687666e-09
1981,1.3283654176632353e-08,5.69299452024552e-09
1982,2.2347007799794483e-08,4.345251713999687e-09
1983,1.705135410645653e-08,5.052252838311233e-09
1984,2.029652917956426e-08,4.639206796497319e-09
1985,1.4437339324047116e-08,4.210890747202711e-09
1986,1.1988970705090196e-08,6.593933843390687e-09
1987,1.5277041853778428e-08,3.0554083707556856e-09
1988,2.278690475199241e-08,5.99655392008458e-09
1989,1.2073869015694072e-08,6.036934507847036e-09
1990,1.8525414091641323e-08,8.717841559757744e-09
1991,1.4653663171770859e-08,8.20605094986604e-09
1992,9.91789939064347e-09,3.856960972825618e-09
1993,2.1048988330107932e-08,2.7696036575264316e-09
1994,1.6879765141197822e-08,2.637463358823311e-09
1995,1.4098372247417501e-08,1.3013881527967897e-08
1996,2.081855932090093e-08,4.270473752399084e-09
1997,2.4453962410575514e-08,8.630809844589749e-09
1998,1.4781200263769279e-08,2.3840645013706308e-09
1999,1.6452723627935484e-08,6.8553016596695215e-09
2000,1.6346715980830595e-08,9.719669513685858e-09
2001,1.840108865280854e-08,8.324302136486494e-09
2002,1.8839251936242363e-08,8.324320788233308e-09
2003,1.0833999475323708e-08,7.91715315529018e-09
2004,1.8940601975714344e-08,7.488145215006625e-09
2005,2.296912349208924e-08,4.503749373441224e-09
2006,2.3471972809829822e-08,6.58862386870851e-09
2007,1.1184542181297275e-08,1.2382886716011399e-08
2008,2.086145478585877e-08,8.51487946817997e-09
2009,1.2874119548200724e-08,6.675469510497578e-09
2010,2.5508482437430757e-08,1.0392344762522043e-08
2011,2.2561435386592166e-08,8.795135286732148e-09
2012,2.6893596682953103e-08,7.829781267787439e-09
2013,2.9564725778641332e-08,1.0040849929282558e-08
2014,3.291476602385046e-08,1.017759210242275e-08
2015,3.6130177960558285e-08,1.1747849804066846e-08
2016,3.314143981469897e-08,1.0356700386182638e-08
2017,3.672792558973015e-08,1.1571811953103861e-08
2018,3.4333506704342653e-08,1.0842160058643913e-08
2019,2.806086563111876e-08,6.887666881283394e-09
