year,peut_VERB établir_VERB,peut_VERB etablir_VERB,peut_VERB rétablir_VERB
1913,1.5399882613564841e-06,3.181793939432964e-09,8.37872349279678e-08
1914,1.5717257610958768e-06,1.3393487430235496e-09,6.49584137590864e-08
1915,1.339472646577633e-06,1.1780761921542648e-09,1.1309531089409575e-07
1916,1.4041976328371675e-06,0.0,9.00971883766033e-08
1917,1.43989154821611e-06,0.0,8.55381117048637e-08
1918,1.2278936765142134e-06,3.44591288836682e-09,9.189101035644853e-08
1919,1.5294235709006898e-06,5.524709134618888e-09,8.379142002468143e-08
1920,1.5174751979429857e-06,1.514446346106979e-09,9.541012246927494e-08
1921,1.5372677353298059e-06,2.2718242842501013e-09,7.497020249047637e-08
1922,1.4844406450720271e-06,1.4755870969551665e-09,9.443757420513066e-08
1923,1.358841359433427e-06,0.0,9.766672093292073e-08
1924,1.3549097275245003e-06,1.289162443462999e-09,8.508472149060253e-08
1925,1.4550589639839018e-06,1.0998177923937646e-09,6.378942885021388e-08
1926,1.3899234545533545e-06,1.1146138456652466e-09,9.474217677052366e-08
1927,1.3490562196238898e-06,2.2298449753321847e-09,6.801027296887696e-08
1928,1.5493711771341623e-06,3.4278122562625413e-09,9.712135096151542e-08
1929,1.4103754892857978e-06,4.4561625500705304e-09,8.466708578680482e-08
1930,1.7236413896171143e-06,6.302162347537887e-09,1.0293531715888093e-07
1931,1.4724315633429796e-06,5.7026783295555106e-09,8.325910272333203e-08
1932,1.354598680336494e-06,3.287861094491973e-09,1.0521155502374313e-07
1933,1.4338327218865743e-06,6.882397318719313e-09,8.373583426646292e-08
1934,1.7217530512425583e-06,4.7926320689839486e-09,8.02765853791243e-08
1935,1.464918000237958e-06,3.590485242455088e-09,7.180970840181544e-08
1936,1.6380489569201018e-06,6.0623572828433225e-09,9.578524640119213e-08
1937,1.6998009186863783e-06,5.0364472592434595e-09,8.561960385122802e-08
1938,1.71400131421251e-06,1.2965214457594243e-09,6.741911562357927e-08
1939,1.4039937923371326e-06,1.5294050470515685e-09,1.1164657109929976e-07
1940,1.5772569668115466e-06,0.0,8.875240098404902e-08
1941,1.584956862643594e-06,2.9515025978810172e-09,1.2396310467011062e-07
1942,1.5353111848526169e-06,6.068423541449874e-09,6.978687139280737e-08
1943,1.672263465479773e-06,2.9032352077962287e-09,6.67744117777147e-08
1944,1.5134106661207625e-06,6.4263723231761105e-09,8.032965581605822e-08
1945,1.4073135616854415e-06,2.178504043826024e-09,1.0456819410364915e-07
1946,1.2375861615510075e-06,5.568441707737293e-09,1.1554516277101357e-07
1947,1.4030864576852764e-06,4.7683483828109274e-09,7.271731305991125e-08
1948,1.2687493153862306e-06,4.348755133776194e-09,7.719040695519652e-08
1949,1.4794231901760213e-06,7.853606653895895e-09,7.460926099156495e-08
1950,1.4495997220365098e-06,0.0,1.063536174683577e-07
1951,1.448884518140403e-06,7.462981344019681e-09,7.462980988748313e-08
1952,1.6713514696675702e-06,8.435843135146115e-09,8.014050933979888e-08
1953,1.4447703051700955e-06,3.232148326759443e-09,1.045061281956805e-07
1954,1.4346082934935112e-06,7.818028890937967e-09,9.38163466912556e-08
1955,1.3937627727500512e-06,6.569925492527773e-09,1.023031259705931e-07
1956,1.4232903140509734e-06,5.232684952005684e-09,1.0203735456570939e-07
1957,1.5054904451972106e-06,4.417518795207798e-09,8.923387895265478e-08
1958,1.5270561561919749e-06,4.9633461784992505e-09,8.934022588391599e-08
1959,1.509845674263488e-06,3.8753737996444215e-09,1.007597205671118e-07
1960,1.5350408375525149e-06,4.152500121534786e-09,7.820541725322983e-08
1961,1.4125607776804827e-06,4.86371165564492e-09,8.129346440455265e-08
1962,1.4624552022723947e-06,4.43936931660005e-09,8.307962673370639e-08
1963,1.4192986554917297e-06,6.466053470433053e-09,7.953245528824482e-08
1964,1.5173417295955005e-06,5.475571551727398e-09,8.21335746081786e-08
1965,1.445166617486393e-06,7.1136563306595235e-09,1.0451602605598964e-07
1966,1.3869843087377376e-06,9.970334780007306e-09,1.0025725316609169e-07
1967,1.4263461025620927e-06,2.9582012395223956e-09,7.937840251770467e-08
1968,1.3869491795048816e-06,9.431973424511852e-09,8.264205320074325e-08
1969,1.4388289173439262e-06,4.087581828571274e-09,8.583922550542411e-08
1970,1.7144046751127462e-06,4.598724956395017e-09,9.565348335627277e-08
1971,1.4310437563835876e-06,3.083038491169532e-09,7.656212375195537e-08
1972,1.3328121895028744e-06,9.747279428040656e-09,8.77255104114738e-08
1973,1.395391905134602e-06,7.1671650836435674e-09,9.207050055692889e-08
1974,1.4924642073310679e-06,1.1251143128276908e-08,9.450960192225466e-08
1975,1.3302037586981896e-06,4.569184142155791e-09,7.824727532579345e-08
1976,1.299256041420449e-06,7.427584769459372e-09,7.82753204475739e-08
1977,1.357536575596896e-06,3.526069214387917e-09,8.521333683120247e-08
1978,1.2617815627891105e-06,5.940591130126904e-09,7.069303364914958e-08
1979,1.3114272405800875e-06,7.022368020415115e-09,7.022367753961589e-08
1980,1.36955281959672e-06,4.548120546843393e-09,6.765329629843109e-08
1981,1.2562541087390855e-06,6.325549417596221e-09,8.539491602732596e-08
1982,1.4177935554471333e-06,1.2415004579935385e-09,7.883527786134437e-08
1983,1.260537032976572e-06,5.052252838311233e-09,6.567928778622445e-08
1984,1.3575479442806682e-06,2.8995041922996734e-09,7.944641566837163e-08
1985,1.2927433772347285e-06,3.609334831011779e-09,7.158514137017846e-08
1986,1.2288695643292158e-06,1.019062523255343e-08,9.950846191486562e-08
1987,1.2881602060588193e-06,4.888653482026939e-09,7.760737474882262e-08
1988,1.2244962590557407e-06,2.99827696004229e-09,6.95600235189886e-08
1989,1.1936665487155551e-06,9.329808037250586e-09,9.439570192171232e-08
1990,1.1491205214042566e-06,6.538381391862913e-09,6.429408472286013e-08
1991,1.1048862234019907e-06,4.10302547493302e-09,7.444060656780493e-08
1992,1.1168656328663928e-06,2.7549720282848966e-09,5.950739634386082e-08
1993,1.1593560884648468e-06,2.2156829704300662e-09,7.47793009736597e-08
1994,1.0723925925049116e-06,1.5824779264761446e-09,8.123387118530445e-08
1995,1.0828633776327479e-06,4.880205572987961e-09,7.3203082706641e-08
1996,1.1087217899330426e-06,3.736664311304594e-09,8.807852225345414e-08
1997,1.0807692660819157e-06,3.835915585170824e-09,7.719780370507578e-08
1998,1.095239326787123e-06,3.337690568372409e-09,5.960161431062261e-08
1999,1.0543453754507937e-06,1.3710603763428253e-09,7.769342147412317e-08
2000,1.043980887516227e-06,1.3254094488601709e-09,7.908276700163697e-08
2001,1.0414140660941484e-06,4.3812117822561447e-10,5.432702465668626e-08
2002,1.0633224292178056e-06,2.1906108038649563e-09,6.571832500412711e-08
2003,1.0608986258375808e-06,2.083461403401543e-09,6.500399507558541e-08
2004,1.056709379554377e-06,4.404791253964646e-10,6.210755998381501e-08
2005,1.0191985211349675e-06,3.602999676388663e-09,5.4945743954704085e-08
2006,9.677041816757992e-07,2.0589450144825605e-09,4.4884998828820244e-08
2007,9.311131634603953e-07,1.5977917877663117e-09,5.831940086409304e-08
2008,8.898048804439895e-07,1.2772318758180745e-09,6.130713359198126e-08
2009,8.625660257166601e-07,9.53638501499654e-10,5.197329855377575e-08
2010,7.954867555781675e-07,0.0,5.5268380094730674e-08
2011,6.802845859965601e-07,3.82397197240536e-10,4.512287077318433e-08
2012,6.158293217595201e-07,0.0,5.174464234869447e-08
2013,6.136074830465077e-07,2.789125042035323e-10,4.518382468177151e-08
2014,5.716775035580213e-07,4.330890368553497e-10,4.569089284700567e-08
2015,5.984753670418286e-07,0.0,4.078498605508685e-08
2016,5.650615548802307e-07,0.0,5.551191151198509e-08
2017,5.592203820015129e-07,0.0,3.7482607240235666e-08
2018,5.023534299652965e-07,0.0,4.4917520369835984e-08
2019,5.249932542028546e-07,0.0,4.1581099452514536e-08
