year,put_VERB assurer_VERB,put_VERB rassurer_VERB
1800,9.432493897065797e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,2.2378401354217203e-09,4.475680270843441e-09
1803,3.1205427575287104e-08,1.950339223455444e-09
1804,1.2359254952798437e-08,0.0
1805,8.528632911009026e-09,5.685755422035754e-09
1806,2.5935023018064385e-08,2.0171682990621775e-08
1807,5.693910054560547e-08,1.7081731584767113e-08
1808,4.078933102391602e-08,0.0
1809,1.581321384946932e-08,9.036122072814123e-09
1810,9.360507036149102e-09,0.0
1811,0.0,0.0
1812,2.9339290108509886e-08,0.0
1813,5.7514832008109806e-08,5.751483289628823e-09
1814,1.5733386149463513e-08,3.1466772298927026e-08
1815,5.664169577812572e-08,0.0
1816,2.3176038865813098e-09,6.952811659743929e-09
1817,5.293369653713853e-08,3.113746815941454e-09
1818,0.0,2.384235386898581e-08
1819,4.6579724966022695e-08,1.449147024601416e-08
1820,2.1359666035891678e-08,1.1866481131050932e-09
1821,2.6626018723163725e-08,0.0
1822,2.3058916553964082e-08,1.0025615893027862e-09
1823,3.261286707356703e-08,3.261286707356703e-08
1824,1.51580028528997e-08,8.421112696055388e-10
1825,3.169959583715354e-08,5.283265824829186e-09
1826,1.76159691278599e-08,0.0
1827,1.474763688946723e-08,0.0
1828,1.3758452155343548e-08,9.172301251858528e-10
1829,2.0575622983187714e-08,7.201467866480016e-08
1830,9.39315203396518e-09,8.349468672008697e-09
1831,2.494592976631793e-08,3.1182412207897414e-09
1832,1.8941957335982806e-08,6.764984572527055e-09
1833,1.9692167896323554e-08,0.0
1834,1.0267983796552471e-08,0.0
1835,1.8907719834260206e-08,0.0
1836,2.083432448785061e-08,6.720750067579218e-10
1837,3.061472142462662e-08,4.174734336004349e-09
1838,1.199310784016916e-08,5.049729523420865e-09
1839,2.1673573158409454e-08,4.194885327990505e-09
1840,2.6752692505738196e-08,2.293087852933695e-08
1841,8.346713542550788e-09,1.8619591202195807e-08
1842,1.6770663080478698e-08,8.049918065466954e-09
1843,2.0674189471492355e-08,1.1813822142769936e-09
1844,2.085653250105679e-08,7.683985892015244e-09
1845,8.37034175305007e-09,4.464182357111213e-09
1846,8.196302303531411e-09,5.269050973311096e-09
1847,1.240441438454809e-08,5.3932236454556914e-09
1848,2.735375304041554e-08,6.43617736884039e-09
1849,3.3517659758786067e-09,6.703531951757213e-09
1850,1.2220192857625989e-08,1.6293590476834652e-08
1851,1.7413483988093503e-08,2.579775504329973e-09
1852,1.7578472011337e-08,3.2552727180501506e-09
1853,1.7318601663873778e-08,1.4332636411040767e-08
1854,6.234797567117312e-09,5.195664454227256e-10
1855,2.600399184871094e-08,1.0613874223963649e-09
1856,1.0872097000458325e-08,2.3815070804289462e-08
1857,8.298565390418844e-09,9.274867096564776e-09
1858,8.31924928945682e-09,1.5170396494568195e-08
1859,1.4258085379026397e-08,5.092173349652285e-09
1860,1.6020143434047895e-08,6.408057640072684e-09
1861,8.960331143725853e-09,3.772770984511453e-09
1862,1.400575744270327e-08,3.6143890103090826e-09
1863,9.489779628779615e-09,1.9978483312144135e-09
1864,9.109982990196386e-09,2.3973640850272204e-09
1865,1.4120533187167439e-08,1.2237795665726026e-08
1866,1.1190909532388105e-08,8.271541673821048e-09
1867,2.232293283555009e-08,8.73506067478047e-09
1868,1.3831646938911035e-08,2.9639244392143382e-09
1869,6.8369265804335555e-09,3.906815315701806e-09
1870,1.1468097582678638e-08,3.4404292748035914e-09
1871,1.6993883633631413e-08,8.496941816815706e-09
1872,1.5723081503438152e-08,3.0236697590169115e-09
1873,2.21482157058972e-08,9.577607151811662e-09
1874,1.6131444624534197e-08,7.169530746864439e-09
1875,3.20405533216217e-08,1.1443054503956773e-08
1876,1.4510435519810017e-08,7.255217759905008e-09
1877,9.895705588292003e-09,3.0924081073635534e-09
1878,1.4493812372506909e-08,6.039088673581716e-10
1879,1.8938909107646396e-08,6.109325489944695e-09
1880,1.3477476912271413e-08,1.9253538763308597e-09
1881,1.045876096839038e-08,9.761510710859511e-09
1882,6.655385131892899e-09,1.9966155395678697e-09
1883,1.4534479397809719e-08,6.319338941018771e-10
1884,9.242375753615306e-09,1.1883054540362536e-08
1885,1.933690718658454e-08,7.7347630522695e-09
1886,6.4534639854230136e-09,2.5813855497602844e-09
1887,1.4363633837888301e-08,5.876032105334161e-09
1888,1.521747527988282e-08,2.53624587998047e-09
1889,1.0650732740202784e-08,3.759081934617825e-09
1890,7.209825181320184e-09,3.2771931834929546e-09
1891,7.649063604731055e-09,1.2748440081367107e-09
1892,1.2537024751679837e-08,4.387958441043338e-09
1893,1.9091091374434654e-08,3.079208221734575e-09
1894,2.079507943619774e-08,4.411077725308132e-09
1895,1.9259566386153892e-08,3.611168697403855e-09
1896,1.6511680911435178e-08,1.0024948871034667e-08
1897,2.330685333618021e-08,6.409385022720926e-09
1898,1.0750873968845553e-08,4.52668391659472e-09
1899,2.266307141951529e-08,9.949641111006713e-09
1900,1.972600216504361e-08,8.30568502863116e-09
1901,1.620734302321125e-08,5.029864968975062e-09
1902,1.3257766440233354e-08,8.838511256215043e-09
1903,2.8621167658116065e-08,2.1600881083827517e-09
1904,2.0961039126632386e-08,5.912087708281888e-09
1905,1.9610883583709438e-08,1.3417973399043603e-08
1906,2.41776678677752e-08,7.201858220895474e-09
1907,2.5714216533856415e-08,5.142843484406967e-09
1908,2.4065807124884486e-08,1.964555629285769e-09
1909,2.1453836041018803e-08,7.701377313651392e-09
1910,2.1911017000775246e-08,2.137660271017694e-09
1911,2.4473720827700163e-08,4.788336838146279e-09
1912,2.6568049094066737e-08,3.646594803896619e-09
1913,1.96210621083992e-08,4.772690687104841e-09
1914,3.080502253283157e-08,8.036092680185902e-09
1915,2.0027295377644805e-08,3.534228465440492e-09
1916,2.6369908923129515e-08,2.197492410260793e-09
1917,2.9609346086090227e-08,1.0966424435210342e-09
1918,3.2161853624756986e-08,0.0
1919,3.591060959706738e-08,9.207848705727883e-09
1920,1.9687803387569147e-08,3.028892692213958e-09
1921,3.634918854800162e-08,3.0290989716519334e-09
1922,2.6560567079059183e-08,7.377935595798135e-09
1923,2.866305948145964e-08,3.1847844361720945e-09
1924,3.0939897754933554e-08,7.734974438733389e-09
1925,3.079489729884699e-08,1.0998178368026856e-08
1926,3.78968714187522e-08,1.1146138456652466e-09
1927,2.6758140592164636e-08,2.2298449753321847e-09
1928,3.085031252680892e-08,2.2852082448565625e-09
1929,2.1166771446701205e-08,3.342121912552898e-09
1930,2.941009036305786e-08,7.352522590764465e-09
1931,3.079446386777818e-08,3.4216069977333063e-09
1932,1.753525857850491e-08,3.287861094491973e-09
1933,3.785318369864399e-08,4.588264879146209e-09
1934,3.2350264689284813e-08,3.5944740517379614e-09
1935,1.9149254626427137e-08,0.0
1936,1.8187071404440758e-08,0.0
1937,3.1477796369472344e-08,0.0
1938,2.3337385357535823e-08,1.2965214457594243e-09
1939,2.9058696782158222e-08,4.588215141154706e-09
1940,1.0143131667916805e-08,1.0143131667916805e-08
1941,1.1806010391524069e-08,0.0
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,2.9032351633873077e-08,5.806470415592457e-09
1944,6.42637232317611e-08,0.0
1945,4.574858536443571e-08,4.357008087652048e-09
1946,3.201854070766785e-08,4.1763312808029696e-09
1947,4.0530959921625254e-08,1.1920871401116528e-08
1948,2.2830963786191205e-08,5.435944139264848e-09
1949,3.043272656100271e-08,1.9634016634739737e-09
1950,2.5524867552917385e-08,4.2541445921528975e-09
1951,2.1322803078760444e-08,4.264560704569931e-09
1952,2.2144087452602434e-08,0.0
1953,3.124409886368085e-08,0.0
1954,2.052232517257835e-08,6.840775057526116e-09
1955,2.0648336374051723e-08,1.8771215692936494e-09
1956,2.0058624983221307e-08,0.0
1957,2.2087593976038988e-08,3.534015080575159e-09
1958,2.5643954515430778e-08,5.790570245522986e-09
1959,2.7902691712711203e-08,7.750747821333448e-10
1960,2.07624992754063e-08,6.920833350854139e-10
1961,2.36237411854745e-08,4.16889545107324e-09
1962,3.2343976386073336e-08,4.43936931660005e-09
1963,3.0390449268224984e-08,4.526237162849611e-09
1964,2.311907998375773e-08,4.258777774879263e-09
1965,2.407699106754535e-08,5.47204326295514e-09
1966,2.547974453648294e-08,2.215629901769489e-09
1967,1.429797347185513e-08,6.409436092980059e-09
1968,2.6948494991074767e-08,4.940557296606585e-09
1969,2.180043701116574e-08,3.1792304344691047e-09
1970,1.839489982558007e-08,1.3796175313274261e-09
1971,1.9012070140433934e-08,3.5968783507200897e-09
1972,2.0520587895589415e-08,5.643161493651405e-09
1973,1.1026407342740185e-08,5.513203782392395e-10
1974,1.3501372464475025e-08,3.937900228123681e-09
1975,1.9419033492340532e-08,5.711480177694739e-09
1976,2.399681342524218e-08,4.570821499072508e-09
1977,2.8208553715103335e-08,2.938390863960194e-09
1978,1.7821774278559133e-08,3.5643548113029055e-09
1979,2.867466974976196e-08,2.3407893401383717e-09
1980,2.2740602290127754e-08,6.253665585376211e-09
1981,1.4548763971333756e-08,3.1627747087981106e-09
1982,2.4209258597807093e-08,2.483000915987077e-09
1983,2.2103606056589342e-08,1.89459470334441e-09
1984,1.739702604197646e-08,5.219107812592938e-09
1985,1.8648229627160617e-08,4.210890747202711e-09
1986,1.2588419195935785e-08,4.7955883708539204e-09
1987,1.5277041853778428e-08,4.888653482026939e-09
1988,1.139345240375178e-08,4.197587610832443e-09
1989,1.6464365870660913e-08,2.7440609784434855e-09
1990,1.7435683119515488e-08,4.90378582185258e-09
1991,8.7921980806982e-09,1.7584396161396398e-09
1992,1.652983172562017e-08,2.7549720282848966e-09
1993,2.049506697687775e-08,4.985286850001103e-09
1994,1.0549853435293244e-08,3.6924485691258724e-09
1995,2.3858783393393423e-08,2.7112254663563817e-09
1996,2.081855932090093e-08,5.338092190498855e-10
1997,1.6302641014931396e-08,3.3564262480467733e-09
1998,1.4781200263769279e-08,9.536258449571733e-10
1999,1.279656292041409e-08,2.7421207526856506e-09
2000,1.767212509662386e-08,3.5344251969604557e-09
2001,1.0076787404500465e-08,2.190605918883648e-09
2002,1.62105191492401e-08,3.9430991805033955e-09
2003,1.0417307017007715e-08,6.250384210204629e-09
2004,1.4535810777260849e-08,3.523833003171717e-09
2005,1.4862373554080932e-08,1.8014998381943315e-09
2006,1.7706927479821388e-08,4.117890028965121e-09
2007,7.988958827809256e-09,7.988958938831558e-10
2008,1.5326783397995314e-08,2.554463751636149e-09
2009,7.1522885392028e-09,2.384096253749135e-09
2010,1.1337103700270745e-08,2.8342759250676863e-09
2011,9.55992973672437e-09,3.059177577924288e-09
2012,9.872333173177594e-09,3.744677901096338e-09
2013,1.0040849929282558e-08,4.183687618564136e-09
2014,1.515811653973742e-08,2.165445156521173e-09
2015,1.0639562120218216e-08,6.206410940734486e-09
2016,9.735297901158901e-09,5.59261792432153e-09
2017,1.0817128526241504e-08,4.2765391228272165e-09
2018,1.0842160058643913e-08,3.614053500911041e-09
2019,8.418259866971312e-09,2.806086474294034e-09
