year,doit_VERB acheter_VERB,doit_VERB racheter_VERB
1945,9.585417615198821e-08,1.9606536838523425e-08
1946,1.252899437531596e-07,2.3665876369705074e-08
1947,1.1205618477561075e-07,1.6689218895749036e-08
1948,9.893417995954223e-08,2.174377655705939e-08
1949,9.620668350862616e-08,7.853606653895895e-09
1950,1.0848068399127442e-07,9.571825110299415e-09
1951,8.315893040844458e-08,1.3859822622919182e-08
1952,1.0861148069807314e-07,1.0544804140977249e-08
1953,1.023513576114965e-07,1.0773827163745864e-08
1954,8.306655985279576e-08,1.3681550115052232e-08
1955,6.851493594695057e-08,2.9095383879962355e-08
1956,8.459507228053553e-08,9.593255967388359e-09
1957,8.835037590415595e-08,2.5621609722747962e-08
1958,1.0671193706457416e-07,1.2408365002158916e-08
1959,7.828255377262394e-08,1.6276571201956358e-08
1960,1.045045863179439e-07,2.2146666722733244e-08
1961,1.181187059273725e-07,2.084447814354462e-08
1962,7.673767044025226e-08,1.0147130247162295e-08
1963,1.0281024742653244e-07,1.7458344103715717e-08
1964,1.0768624036927577e-07,1.764350798794112e-08
1965,1.1108247832680718e-07,2.134096988015699e-08
1966,9.361036035215875e-08,9.970334780007306e-09
1967,9.367637687773822e-08,2.267954357648705e-08
1968,8.803174722515905e-08,1.976222918642634e-08
1969,8.856427768932917e-08,1.9983733778872192e-08
1970,1.1588787174332538e-07,1.9314645882673176e-08
1971,1.0174026954246074e-07,2.569198720436816e-08
1972,8.977757204320369e-08,2.565073486948677e-08
1973,8.821125874192148e-08,2.6463379043661917e-08
1974,9.95726168184774e-08,1.0688586016271984e-08
1975,9.366827669055056e-08,7.996072248772634e-09
1976,8.341748980456032e-08,2.171140245366132e-08
1977,1.1518492470941055e-07,2.1744092748576804e-08
1978,1.0633658575898153e-07,3.26732525479656e-08
1979,1.1235788832664184e-07,2.63338808537128e-08
1980,1.0631232072455532e-07,1.4781392110307934e-08
1981,1.151250046405039e-07,1.9609203150139365e-08
1982,1.0056153598725359e-07,1.8001756529884005e-08
1983,1.004135228299674e-07,2.084054351314535e-08
1984,9.800324107800407e-08,1.739702604197646e-08
1985,8.963181841181722e-08,1.6242006850575308e-08
1986,9.950846191486562e-08,2.577628777089558e-08
1987,9.655090593696514e-08,3.0554083707556856e-08
1988,9.414589641210114e-08,2.278690480750356e-08
1989,9.165164271962567e-08,1.4269117443177493e-08
1990,9.698598546492576e-08,1.6345952147389653e-08
1991,9.612802642777751e-08,1.6998249918742658e-08
1992,7.107828281505135e-08,2.3692759754112558e-08
1993,7.921066469407378e-08,1.772546376344053e-08
1994,7.490395859122145e-08,2.5847139539791897e-08
1995,8.025227060670659e-08,1.8978578708583882e-08
1996,9.181518834111557e-08,1.2277611816102763e-08
1997,7.000546276003661e-08,1.965906726297817e-08
1998,7.342919161601458e-08,1.9072516010965046e-08
1999,6.672493668702373e-08,1.96518641359944e-08
2000,7.422293180070483e-08,2.1206551181762734e-08
2001,6.922314810253738e-08,1.664860427297299e-08
2002,7.579512839583913e-08,2.4972962364699924e-08
2003,6.833753474211335e-08,1.5000923170305214e-08
2004,6.915522021699871e-08,2.2023955992267474e-08
2005,6.755624326615361e-08,2.657212228029948e-08
2006,7.659275524929399e-08,1.4000825387938676e-08
2007,6.710725841685417e-08,1.997239706952314e-08
2008,7.365370890966005e-08,1.2772319202269955e-08
2009,8.34433677709967e-08,1.2874119548200724e-08
2010,8.550065189183442e-08,2.4091344030807704e-08
2011,9.86584751672126e-08,1.3383901986685487e-08
2012,7.727653894562536e-08,1.1574459612972987e-08
2013,7.80955033974351e-08,1.2551062411603198e-08
2014,8.70508998218611e-08,1.3209215943277286e-08
2015,6.87138381749719e-08,1.4186082530898148e-08
2016,7.7468115478041e-08,1.6570719907349485e-08
2017,7.244960897878627e-08,1.509366853724714e-08
2018,7.253921552319298e-08,9.035133530232997e-09
2019,6.632568272380013e-08,1.403043281555938e-08
