year,devait_VERB allumer_VERB,devait_VERB rallumer_VERB
1800,1.8864987794131594e-08,0.0
1801,2.3811825400343878e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,1.1702034896643454e-08,3.900678446910888e-09
1804,7.4155528384522995e-09,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,7.402083568308626e-08,2.8469551160981155e-09
1808,1.1330369531492579e-08,0.0
1809,1.581321340538011e-08,0.0
1810,2.3401267590372754e-09,2.3401267590372754e-09
1811,0.0,0.0
1812,1.3336041604361526e-08,5.3344164641089264e-09
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,4.670620334934483e-09,1.556873407970727e-09
1818,4.768470951432846e-09,0.0
1819,4.5544620519422097e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,2.2681422962023134e-08,0.0
1822,7.017931125119503e-09,0.0
1823,7.906149623870817e-09,4.941343334508019e-09
1824,1.1789557774477544e-08,1.0947446504872005e-08
1825,8.805443041381977e-10,0.0
1826,1.3211976290783412e-08,0.0
1827,1.3825909306319772e-08,0.0
1828,2.4765213879618386e-08,5.503380862137419e-09
1829,6.858540679832714e-09,1.714635211591542e-09
1830,2.5048406016026092e-08,4.174734336004349e-09
1831,2.338680871183385e-08,0.0
1832,6.494385040856088e-08,0.0
1833,3.938433579264711e-08,0.0
1834,3.920503055532265e-08,1.120143711119681e-08
1835,1.9664028627630614e-08,9.075705520444899e-09
1836,1.747394939854985e-08,4.032449929525228e-09
1837,2.435261770017405e-08,1.3915781860163179e-09
1838,9.468243300503332e-09,7.574594285131298e-09
1839,6.9914749545318955e-09,6.9914751765765e-10
1840,1.1465439264668476e-08,9.554533164646273e-09
1841,2.247191943638427e-08,2.5682194149112547e-09
1842,2.3478927246856074e-08,1.341653010911159e-09
1843,9.451057714215949e-09,5.906911071384968e-10
1844,5.488561161115513e-09,3.841992946007622e-09
1845,1.5066614622583074e-08,8.928364714222425e-09
1846,4.27378594736183e-08,4.0981511517657054e-09
1847,2.9123407685460734e-08,3.235934187273415e-09
1848,2.574470947536156e-08,3.218088684420195e-09
1849,3.1841775438579134e-08,0.0
1850,3.4623880651452055e-08,8.146795238417326e-09
1851,2.3862924081186065e-08,9.674158363282004e-09
1852,2.7344290387532055e-08,8.463708844885787e-09
1853,7.763511611358354e-09,1.1346670270029335e-08
1854,2.3900057044556888e-08,5.195664343204953e-09
1855,3.078023524949458e-08,2.1227748447927297e-09
1856,1.346069211649592e-08,5.177189232874468e-10
1857,1.1715622250108026e-08,4.881509085841174e-10
1858,1.663849857891364e-08,1.2234189661342043e-08
1859,3.615443211479885e-08,8.147477359443656e-09
1860,2.0139609258063018e-08,8.238931314963338e-09
1861,3.6312922446768425e-08,2.357981809808507e-09
1862,1.7168348520613108e-08,5.421583626485926e-09
1863,1.9978482868054925e-08,2.4973103585068657e-09
1864,1.5343129433631475e-08,1.4384183844029508e-09
1865,3.106517354467542e-08,1.882737743486018e-09
1866,3.2113046444237625e-08,9.244664589402873e-09
1867,1.455843445796745e-08,1.94112459439566e-09
1868,2.766329387782207e-08,0.0
1869,1.5627261262807224e-08,0.0
1870,3.612450782952692e-08,0.0
1871,8.496941816815706e-09,7.434824311758348e-09
1872,2.479409177968961e-08,3.628403577593531e-09
1873,1.616221290134945e-08,3.591602570907071e-09
1874,1.3144139998644278e-08,5.974609140757536e-10
1875,1.0870901512305409e-08,5.721527140956084e-10
1876,8.464420275799966e-09,4.232210137899983e-09
1877,2.040989244278535e-08,6.184815992682502e-10
1878,2.8383716710322915e-08,3.6234530931267273e-09
1879,2.016077260691418e-08,5.498392852132383e-09
1880,1.9253539207397807e-08,6.417846254436199e-10
1881,1.8128519130300447e-08,6.972507571312292e-10
1882,1.3310770263785798e-08,2.6621540527571597e-09
1883,1.3902545337174388e-08,1.8958017378167824e-09
1884,2.0465261485469455e-08,3.9610181801208455e-09
1885,7.090199094506033e-09,6.445635691854079e-10
1886,1.7424353015993432e-08,3.872078213618124e-09
1887,3.395040693021656e-08,2.6115698492645834e-09
1888,3.360525724360741e-08,0.0
1889,3.3831739187917265e-08,0.0
1890,1.4419650362640368e-08,0.0
1891,1.4023283867459213e-08,0.0
1892,1.6924984080901595e-08,0.0
1893,9.23762488724833e-09,0.0
1894,1.8904618315218613e-08,5.041231432301174e-09
1895,2.2870734639468537e-08,4.814891596538473e-09
1896,1.7691087705884456e-08,1.179405795248556e-09
1897,8.740070001067579e-09,5.826713334045053e-09
1898,1.0750873968845553e-08,5.6583548957434e-10
1899,2.1004797901014172e-08,1.6582735185011188e-09
1900,2.491705508589348e-08,0.0
1901,8.941982265753268e-09,0.0
1902,8.838510812125833e-09,1.9641135384773634e-09
1903,1.83607493653426e-08,5.400220270956879e-10
1904,1.0211787859759625e-08,0.0
1905,6.708986699521802e-09,2.0643036169332163e-09
1906,1.4918134283448126e-08,1.0288369045596824e-09
1907,2.2114226894132116e-08,3.0857059130084963e-09
1908,2.6030361865991836e-08,0.0
1909,7.151278680339601e-09,1.6502950117569526e-09
1910,8.550641084070776e-09,0.0
1911,9.576673676292558e-09,2.6601871816467337e-09
1912,4.688478938419394e-09,5.209421227725386e-10
1913,1.2196876397752021e-08,5.30298971401777e-10
1914,1.6072185360371805e-08,6.696743715117748e-10
1915,2.827382927783617e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,2.0836205649743533e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,4.594550517822427e-09
1919,1.1049418269237776e-08,1.8415696745321952e-09
1920,1.741613209205184e-08,9.843901693784574e-09
1921,1.5902768879527684e-08,0.0
1922,6.640141769764796e-09,1.4755870969551665e-09
1923,1.0615948120573648e-08,1.0615948120573648e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,1.3197813508725176e-08,4.399271169575059e-09
1926,1.3375366592072169e-08,0.0
1927,2.5643217549387032e-08,2.2298449753321847e-09
1928,1.7139061725401916e-08,1.1426041224282812e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,7.352522590764465e-09,0.0
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,1.0959536389520963e-08,0.0
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,2.3963160344919743e-09,0.0
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,1.0072894518486919e-08,3.777335333410292e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,1.070583532936098e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,2.730790527039062e-08,6.068423541449874e-09
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,1.5249528306782167e-08,6.535512131478072e-09
1946,1.5313215584455975e-08,1.3921104269343232e-09
1947,1.1920871401116528e-08,0.0
1948,9.784699273041042e-09,3.2615663503321457e-09
1949,1.2762110479513922e-08,0.0
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,0.0
1952,2.5307528517259925e-08,4.2179215675730575e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,0.0,5.863521668203475e-09
1955,1.220129064449793e-08,9.385607846468247e-10
1956,1.0465369904011368e-08,1.744228317335228e-09
1957,1.236905244894615e-08,0.0
1958,1.4890038535497752e-08,0.0
1959,1.3951345856355601e-08,0.0
1960,1.4533750203327145e-08,8.305000243069571e-09
1961,1.320150300188061e-08,2.779263708063695e-09
1962,5.7077609305622445e-09,0.0
1963,8.405868889838075e-09,0.0
1964,1.2167936880302932e-08,2.4335873316516654e-09
1965,6.5664520487729305e-09,1.0944086747954884e-09
1966,1.6617224929404983e-08,2.769537488234164e-09
1967,1.1339771788243524e-08,9.860671168482327e-10
1968,1.0330256650092906e-08,8.982831700699023e-10
1969,1.2262745902047456e-08,1.3625273131978588e-09
1970,8.737577245065964e-09,4.5987250119061684e-10
1971,8.735275613958038e-09,5.138397485282553e-10
1972,1.128632298730281e-08,1.0260293725750103e-09
1973,8.821126051827832e-09,1.102640756478479e-09
1974,1.012602890426706e-08,0.0
1975,4.569184142155791e-09,1.1422960355389478e-09
1976,6.2848797277581525e-09,1.142705374768127e-09
1977,7.052138428775834e-09,0.0
1978,7.128709622605811e-09,5.940591352171509e-10
1979,1.2289143924704149e-08,3.5111840102075575e-09
1980,6.822181042309694e-09,5.685150683554241e-10
1981,6.958104314946922e-09,1.2651099057237047e-09
1982,6.828252629986764e-09,6.207502289967692e-10
1983,8.209910973278056e-09,0.0
1984,8.118611560803402e-09,1.1598016991243298e-09
1985,1.02264483547998e-08,1.2031116103372597e-09
1986,4.196139880008332e-09,0.0
1987,7.332980445085013e-09,0.0
1988,7.795519785247507e-09,5.996553809062277e-10
1989,8.232182935330457e-09,5.488122178931576e-10
1990,9.80757164370516e-09,1.6345953479657283e-09
1991,6.4476117778156095e-09,0.0
1992,1.2121876835635703e-08,5.509944167592096e-10
1993,7.20096987594232e-09,1.1078414852150331e-09
1994,6.329911705904578e-09,5.274926606624319e-10
1995,8.133675954979935e-09,1.0844901643380922e-09
1996,9.60856638698715e-09,0.0
1997,6.7128524960935465e-09,2.3974471297094624e-09
1998,7.152193948201102e-09,4.768129224785866e-10
1999,6.398281460207045e-09,9.140402323914998e-10
2000,6.627047355323157e-09,0.0
2001,4.8193329327261836e-09,4.3812117822561447e-10
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,9.167230530238157e-09,4.1669229178253886e-10
2004,7.047666006343434e-09,0.0
2005,9.007498746882447e-09,4.5037495954858286e-10
2006,6.176834765891925e-09,0.0
2007,8.38840730210677e-09,7.988958938831558e-10
2008,5.5346713878634546e-09,1.2772318758180745e-09
2009,1.0490023738540799e-08,9.53638501499654e-10
2010,4.723792912386671e-09,0.0
2011,1.2236710256186001e-08,7.64794394481072e-10
2012,1.7702114940565394e-08,1.7021263287730903e-09
2013,1.7571487376244477e-08,8.367375126105969e-10
2014,2.0571729208995748e-08,3.681256854903836e-09
2015,1.5737685488126374e-08,2.438232948875907e-09
2016,2.195620396605591e-08,1.6570720351438695e-09
2017,3.245138557872451e-08,1.0062445321423752e-09
2018,1.4198066722315161e-08,1.5488800242380307e-09
2019,1.6836519733942623e-08,1.7856913725466939e-09
