year,tant_ADV apporté_VERB,tant_ADV rapporté_VERB
1912,3.646594803896619e-09,0.0
1913,5.30298971401777e-10,1.060597942803554e-09
1914,6.696743715117748e-10,2.678697486047099e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,0.0,8.789969641043172e-09
1917,7.676496771580332e-09,2.1932848870420685e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,3.6831393490643904e-09
1920,2.2716695191604686e-09,8.329454459499175e-09
1921,0.0,8.330022005509363e-09
1922,7.377935484775833e-10,3.6889677978990676e-09
1923,3.1847844361720945e-09,7.431163684401554e-09
1924,2.578324886925998e-09,0.0
1925,6.598906754362588e-09,4.399271169575059e-09
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,2.2298449753321847e-09,3.3447675740205796e-09
1928,4.570416489713125e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,7.6716757391182e-09,3.287861094491973e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,2.424942913137329e-09,0.0
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,6.117620188206274e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,1.089252066321933e-08
1946,6.960552134671616e-09,6.960552134671616e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,1.3046265401328583e-08,1.0871887834440486e-09
1949,9.817008539414473e-09,0.0
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,2.34540866728139e-08,0.0
1955,1.783265446420046e-08,1.8771215692936494e-09
1956,8.72114114258693e-09,2.616342476002842e-09
1957,1.6786572132332367e-08,5.301022731885041e-09
1958,1.0753916868111446e-08,1.6544486891589827e-09
1959,1.5501495198577686e-08,3.8753737996444215e-09
1960,1.038124963770315e-08,3.460416619915918e-09
1961,2.431855783413539e-08,3.47407969059077e-09
1962,1.7123282347597524e-08,8.8787386332001e-09
1963,1.0345685197421517e-08,3.2330267352165265e-09
1964,1.3993127545575135e-08,3.041984220075733e-09
1965,6.0192477668863376e-09,5.47204326295514e-09
1966,1.8278946356531378e-08,4.431259803538978e-09
1967,1.429797347185513e-08,3.944268467392931e-09
1968,1.4821671889819754e-08,0.0
1969,1.3625273354023193e-08,1.3625273131978588e-09
1970,1.103694025061941e-08,1.8394900047624674e-09
1971,2.209510974182649e-08,1.541519245584766e-09
1972,1.7442499000708267e-08,0.0
1973,1.8193572870472963e-08,5.513203782392395e-10
1974,1.800182936051442e-08,1.1251143350321513e-09
1975,1.0851811893530794e-08,1.1422960355389478e-09
1976,1.656922776760439e-08,2.285410749536254e-09
1977,3.290997696581144e-08,1.1753563677885381e-09
1978,2.257424647211792e-08,3.5643548113029055e-09
1979,2.1067103617156135e-08,5.266775904289034e-09
1980,2.9562784220615868e-08,2.8425752862659692e-09
1981,2.277197808098208e-08,3.795329828193417e-09
1982,1.4277254933858785e-08,1.8622506869903077e-09
1983,2.652432762317858e-08,4.4207211225000265e-09
1984,2.2616132966390978e-08,1.739702604197646e-09
1985,2.3460676956688076e-08,4.812446441349039e-09
1986,1.978180286243969e-08,1.1988970927134801e-09
1987,2.688759437319277e-08,3.0554083707556856e-09
1988,1.9188972188999287e-08,1.798966087207532e-09
1989,2.8538234886354985e-08,0.0
1990,2.7243254763220648e-08,2.724325431913144e-09
1991,2.1687421636329418e-08,1.1722930404189924e-09
1992,2.314176583695371e-08,5.509944056569793e-09
1993,2.3818591543545153e-08,1.1078414852150331e-09
1994,3.0594573985354145e-08,0.0
1995,3.524592884218691e-08,3.253470381991974e-09
1996,2.829188794351012e-08,2.6690460952494277e-09
1997,2.6371919759071716e-08,4.794894259418925e-09
1998,3.003921378308405e-08,1.9072516899143466e-09
1999,3.290544725587097e-08,9.140402323914998e-10
2000,2.87172046142814e-08,1.7672125984802278e-09
2001,3.066848108801423e-08,8.762423564512289e-10
2002,2.234422957769766e-08,3.9430991805033955e-09
2003,2.1251306492331423e-08,1.6667691671301554e-09
2004,2.5107310008820605e-08,8.809582507929292e-10
2005,4.1434496722558833e-08,4.5037495954858286e-10
2006,3.500206346984669e-08,3.706100981659688e-09
2007,3.7947554432093966e-08,1.1983438685803094e-09
2008,3.618823640749724e-08,8.514879357157668e-10
2009,3.4807804638603557e-08,9.53638501499654e-10
2010,3.873510223684207e-08,4.723793023408973e-10
2011,3.21213633469597e-08,1.1471915639660324e-09
2012,3.710635354536862e-08,2.0425516833455504e-09
2013,4.1000138395475005e-08,2.2313000336282585e-09
2014,3.6379478984827074e-08,1.7323561474213989e-09
2015,4.0563328695952805e-08,1.329945265027277e-09
2016,3.272717208346876e-08,1.6570720351438695e-09
2017,4.301695355479751e-08,2.7671724911471074e-09
2018,4.904786621295898e-08,3.614053500911041e-09
2019,4.897896488387232e-08,1.7856913725466939e-09
