year,peut_VERB éveiller_VERB,peut_VERB eveiller_VERB,peut_VERB réveiller_VERB
1882,8.984770261122321e-08,0.0,6.522277118392594e-08
1883,8.404720830412771e-08,0.0,4.865891156669022e-08
1884,6.535680086017237e-08,0.0,4.8192386969958534e-08
1885,9.023889901982329e-08,0.0,6.252266615547342e-08
1886,7.7441569601433e-08,0.0,4.5174246565693466e-08
1887,6.333056745688737e-08,0.0,8.683469587822401e-08
1888,6.911270133969083e-08,0.0,4.12139939953704e-08
1889,1.014952175637518e-07,6.265136742733546e-10,4.510898587994916e-08
1890,7.865263995654459e-08,0.0,4.7191583973926754e-08
1891,8.159001652074949e-08,0.0,2.932141285327816e-08
1892,7.459529882680727e-08,0.0,6.331197255349252e-08
1893,8.560198949680853e-08,0.0,3.263960834942736e-08
1894,7.624862519151065e-08,6.301539290376468e-10,5.356308463433379e-08
1895,7.76401236635138e-08,0.0,5.657497581523785e-08
1896,1.2088909784324642e-07,0.0,5.89702899844724e-08
1897,8.040864685199267e-08,0.0,3.3212266714599536e-08
1898,6.733442603490403e-08,0.0,2.546259736391221e-08
1899,8.125540063019798e-08,0.0,4.753717419703207e-08
1900,1.0797390359584824e-07,0.0,4.2047531678690575e-08
1901,7.041811045382929e-08,0.0,3.688567673520993e-08
1902,7.267220070161784e-08,0.0,4.271947062761683e-08
1903,7.614310248982292e-08,0.0,3.6181475593366486e-08
1904,1.1555444245914259e-07,0.0,4.245953988402107e-08
1905,9.702227288244103e-08,0.0,5.1091515018697464e-08
1906,1.0802787642205658e-07,0.0,4.73264982758792e-08
1907,9.154260993682328e-08,0.0,4.6285591359662703e-08
1908,7.710880822742183e-08,0.0,4.0764528197456684e-08
1909,1.1222006435218645e-07,5.500983557560346e-10,4.290767208203761e-08
1910,9.726354477379573e-08,0.0,4.916618578931775e-08
1911,1.0215118351197816e-07,0.0,4.096688221988387e-08
1912,9.481146889811498e-08,0.0,5.157327009897017e-08
1913,1.0128710670187502e-07,0.0,5.1439001613751145e-08
1914,1.0513887360730223e-07,0.0,3.3483718908655646e-08
1915,6.008188790929125e-08,0.0,3.416420923940677e-08
1916,1.1426960355720439e-07,0.0,4.5048592633989415e-08
1917,8.444146715191891e-08,0.0,3.838248474608008e-08
1918,7.351280828515883e-08,0.0,6.202643021424592e-08
1919,7.458357487166722e-08,0.0,4.603924314006136e-08
1920,7.042175553806374e-08,0.0,6.209229930220772e-08
1921,7.64847456480311e-08,0.0,4.240738604721628e-08
1922,7.894391274021473e-08,0.0,5.5334517412575224e-08
1923,9.129715294875496e-08,0.0,2.5478275045287546e-08
1924,1.0700048136413898e-07,0.0,3.9964035636330664e-08
1925,9.238469544925465e-08,0.0,3.299453510408057e-08
1926,8.582526334066642e-08,0.0,4.124071395494866e-08
1927,8.58490309951776e-08,0.0,5.2401357919507063e-08
1928,9.826395341860916e-08,0.0,4.6846768242403414e-08
1929,1.0806193984080892e-07,0.0,3.0079096546842266e-08
1930,8.297846676441623e-08,0.0,4.516549623190258e-08
1931,6.615106684648708e-08,0.0,3.42160717536899e-08
1932,7.233294496700182e-08,0.0,3.7262424257278326e-08
1933,8.373583426646292e-08,1.1470662197865522e-09,2.064719240024715e-08
1934,9.465448158607614e-08,0.0,1.5576054224197833e-08
1935,7.77938495843955e-08,0.0,4.0692164304800826e-08
1936,8.48730010716281e-08,1.2124714565686645e-09,3.6374142808881516e-08
1937,6.043736533456467e-08,2.5182236296217297e-09,2.6441348666139675e-08
1938,8.297737252860315e-08,1.2965214457594243e-09,4.148868626430158e-08
1939,1.0247013904063351e-07,1.5294050470515685e-09,2.5999885799876665e-08
1940,5.5787225505810056e-08,2.5357829169792012e-09,3.0429394115571995e-08
1941,1.0330258959356797e-07,0.0,3.246652724442356e-08
1942,9.406056733496371e-08,0.0,3.3376331032286544e-08
1943,1.1322617154974068e-07,0.0,4.645176332473966e-08
1944,8.996921252446555e-08,0.0,2.2492303131116387e-08
1945,1.0238969139209075e-07,0.0,1.9606536838523425e-08
1946,9.46635054788203e-08,1.3921104269343232e-09,2.227376683094917e-08
1947,1.1324827653425018e-07,0.0,4.172304812755101e-08
1948,9.0236667915633e-08,0.0,3.044128504825494e-08
1949,7.559096104614582e-08,0.0,1.9634017078828947e-08
1950,1.0422654384001362e-07,0.0,3.403315673722318e-08
1951,1.0234946046239202e-07,0.0,3.091806555222121e-08
1952,8.119499028680366e-08,0.0,2.1089608281954497e-08
1953,9.050015137290757e-08,0.0,2.1547654327491728e-08
1954,1.0261162941560542e-07,0.0,2.14995790059902e-08
1955,1.0511880788044436e-07,0.0,3.0972504561077585e-08
1956,7.849027383599605e-08,0.0,3.0523995775411095e-08
1957,1.007194327939942e-07,0.0,3.710716001137371e-08
1958,6.369627669755573e-08,0.0,2.7298403537656668e-08
1959,7.673240531858028e-08,0.0,3.410329085795638e-08
1960,9.204708106835824e-08,0.0,3.5296250477934166e-08
1961,7.295567172604933e-08,0.0,2.7097821209132178e-08
1962,8.307962673370639e-08,6.341956404476434e-10,2.5367825173816527e-08
1963,8.341208967976854e-08,0.0,2.9743844720542256e-08
1964,9.612669771286164e-08,0.0,2.3119079928246578e-08
1965,7.11365615302384e-08,0.0,3.6115487489496445e-08
1966,6.813061759203265e-08,0.0,3.4342264143560897e-08
1967,8.13505351970889e-08,0.0,2.9582013283402375e-08
1968,6.422724396770718e-08,8.982831700699023e-10,2.6948494991074767e-08
1969,7.221395037504408e-08,0.0,3.0429777808649305e-08
1970,9.05948809304391e-08,0.0,3.081145649730388e-08
1971,8.221435621180717e-08,0.0,2.6205826841874114e-08
1972,7.182205763456295e-08,0.0,2.565073486948677e-08
1973,7.442825022963007e-08,5.513203782392395e-10,3.142526239230392e-08
1974,5.231781585735007e-08,0.0,2.2502286256553816e-08
1975,5.5401358167728176e-08,0.0,2.5701661243715535e-08
1976,6.51342091373408e-08,0.0,2.513951891103261e-08
1977,6.229388560541338e-08,0.0,2.938390863960194e-08
1978,5.4653440884067095e-08,5.940591352171509e-10,2.0198010375338527e-08
1979,7.139407642853257e-08,5.851973350345929e-10,2.1067103284089228e-08
1980,6.765329629843109e-08,1.1370301367108482e-09,1.591842213599648e-08
1981,6.57857128771866e-08,1.2651099057237047e-09,2.213942273954217e-08
1982,7.014477887423709e-08,0.0,2.2347007799794483e-08
1983,7.767838638983449e-08,0.0,3.4734238596456635e-08
1984,6.668859953151696e-08,0.0,1.739702604197646e-08
1985,5.0530687190075696e-08,0.0,2.5265343595037848e-08
1986,5.2152024920815165e-08,0.0,2.7574632355253925e-08
1987,5.1330861339238254e-08,0.0,2.688759437319277e-08
1988,5.636760747051994e-08,0.0,4.1376221449063166e-08
1989,5.378359801966326e-08,1.0976244357863152e-09,2.3050112929468014e-08
1990,5.121732016277747e-08,0.0,3.378163526690514e-08
1991,7.092372555916882e-08,0.0,2.5204300868608698e-08
1992,5.950739634386082e-08,0.0,3.581463658974826e-08
1993,7.644106148063656e-08,5.539207426075166e-10,2.8803877782923593e-08
1994,6.066165525453471e-08,1.0549853213248639e-09,3.956195016030506e-08
1995,5.097103894513566e-08,0.0,2.6570008415660595e-08
1996,4.5907594170557786e-08,0.0,3.096093337262573e-08
1997,7.288239345371039e-08,0.0,3.6441196726855196e-08
1998,6.389293361053205e-08,4.768129224785866e-10,3.6237782552461795e-08
1999,6.306877509132391e-08,0.0,3.838968964942069e-08
2000,6.84794869698635e-08,4.4180314962005696e-10,3.35770380388567e-08
2001,7.623308562187958e-08,0.0,4.425023902854264e-08
2002,7.842386651191191e-08,0.0,5.126029023472256e-08
2003,6.750415337819504e-08,0.0,3.000184634061043e-08
2004,5.638132805074747e-08,0.0,3.832168360418109e-08
2005,6.845699118684934e-08,0.0,4.999161973273658e-08
2006,8.071064172554543e-08,0.0,5.3120778886750486e-08
2007,6.590891388214004e-08,0.0,4.393927355295091e-08
2008,7.02477578329308e-08,0.0,4.6831836186811415e-08
2009,7.009243319089364e-08,0.0,4.5297830153501195e-08
2010,6.471596236679034e-08,0.0,7.038451599328255e-08
2011,7.303786730972206e-08,0.0,5.7741978309877595e-08
2012,7.455313522086726e-08,0.0,6.229782201216949e-08
2013,6.917029793385154e-08,0.0,6.19185769323849e-08
2014,6.777843708505316e-08,0.0,5.976628872361722e-08
2015,7.625019549095668e-08,0.0,5.4084438261270407e-08
2016,6.959702858466699e-08,0.0,6.08973991234052e-08
2017,7.244960897878627e-08,0.0,5.861374319238166e-08
2018,6.376222927428898e-08,0.0,5.756670873324765e-08
2019,6.581548461781495e-08,0.0,5.484623599727456e-08
