year,pouvant_VERB éveiller_VERB,pouvant_VERB réveiller_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,1.4831105232815389e-08
1805,0.0,5.685755422035754e-09
1806,0.0,8.645007376628655e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,4.680253518074551e-09
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,8.627225156487839e-09
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,4.670620334934483e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,6.210630232317271e-09
1820,4.746592452420373e-09,0.0
1821,0.0,3.94459531705138e-09
1822,0.0,1.0025615893027862e-09
1823,0.0,4.941343334508019e-09
1824,0.0,8.421112696055388e-09
1825,0.0,2.641632912414593e-09
1826,8.807984341885344e-10,0.0
1827,8.295545583791863e-09,9.217273055917019e-10
1828,2.0179061976932644e-08,8.255071293206129e-09
1829,3.429270423183084e-09,0.0
1830,1.0436835840010872e-09,1.1480519646056564e-08
1831,0.0,0.0
1832,0.0,9.470978667991403e-09
1833,1.1583628500844156e-09,2.3167257001688313e-09
1834,0.0,8.401078055442213e-09
1835,2.2689263801112247e-09,1.5882484660778573e-08
1836,2.688300027031687e-09,6.720750067579218e-10
1837,0.0,2.0873671680021744e-09
1838,6.312161904276081e-10,4.418513555037862e-09
1839,1.3982950353153e-09,0.0
1840,0.0,1.0191501864653674e-08
1841,0.0,1.3483152372373297e-08
1842,1.1404051036834062e-08,4.695785538189057e-09
1843,1.1813822142769936e-09,1.1813822142769936e-09
1844,0.0,2.195424508855126e-09
1845,5.580227946389016e-10,1.0602432709561072e-08
1846,0.0,8.781752214304106e-09
1847,0.0,4.314578916364553e-09
1848,0.0,8.045221711050488e-10
1849,0.0,8.379414939696517e-10
1850,1.3577992064028876e-09,2.0366988096043315e-09
1851,0.0,1.2898877521649865e-09
1852,6.510545436100301e-10,2.6042181744401205e-09
1853,5.971931837933653e-10,2.388772735173461e-09
1854,8.313063126763609e-09,8.313063126763609e-09
1855,5.306937111981824e-10,0.0
1856,2.5885946719483854e-09,4.141751386299575e-09
1857,0.0,2.4407544874094356e-09
1858,0.0,1.9574704079872163e-09
1859,0.0,0.0
1860,7.781213007262977e-09,4.119465657481669e-09
1861,9.431927461278633e-10,4.715963730639317e-10
1862,9.035972525772706e-10,2.2589932147099034e-09
1863,3.995696662428827e-09,8.490855130105501e-09
1864,9.589455896019672e-10,2.8768367688059016e-09
1865,2.8241067262513297e-09,1.4120533631256649e-09
1866,1.4596839292835284e-09,3.8924903300596725e-09
1867,9.220341823379385e-09,4.85281148598915e-10
1868,2.4699371437009177e-09,3.951899252285784e-09
1869,2.9301114867763545e-09,1.4650557433881772e-09
1870,1.0894693147633916e-08,3.4404292748035914e-09
1871,0.0,9.559059321873065e-09
1872,6.047339518033823e-09,5.442605477412599e-09
1873,0.0,1.3169209722718733e-08
1874,1.3144139998644278e-08,0.0
1875,4.005069165202713e-09,6.293679799540541e-09
1876,5.441413541973361e-09,3.627608879952504e-09
1877,1.2369632429454214e-08,6.184815992682502e-10
1878,6.039088673581716e-10,1.8117265465633636e-09
1879,3.665595160740054e-09,3.0546627449723474e-09
1880,1.2835692508872398e-09,3.2089231272180996e-09
1881,1.2550513517339823e-08,1.3945015142624584e-09
1882,7.986462158271479e-09,7.320923423037584e-09
1883,1.516641390253426e-08,0.0
1884,1.650424152899177e-08,6.601696966868076e-10
1885,5.156508553483263e-09,1.2891271383708158e-09
1886,1.0325542199041138e-08,0.0
1887,1.2404957061562527e-08,0.0
1888,1.9021844099853524e-09,8.876860135842435e-09
1889,2.5060546970934183e-09,5.012109394186837e-09
1890,1.3108772733971819e-08,0.0
1891,5.736798147637501e-09,3.824531802365527e-09
1892,1.5044429702015805e-08,5.641661360300532e-09
1893,2.463366621796581e-09,1.847525021858587e-09
1894,1.071261657159539e-08,2.520615716150587e-09
1895,9.629783193076946e-09,1.2037228991346183e-09
1896,1.2383760683576384e-08,2.358811590497112e-09
1897,8.740070001067579e-09,5.826713556089658e-10
1898,1.3014216371232123e-08,5.6583548957434e-10
1899,7.738609753005221e-09,3.8693048765026106e-09
1900,9.863001082521805e-09,3.114631885736685e-09
1901,1.0059729937950124e-08,3.353243460679778e-09
1902,1.1293653123800595e-08,0.0
1903,1.674068350610014e-08,2.7001101354784396e-09
1904,1.1286712897629059e-08,5.374625189347171e-10
1905,4.1286072338664326e-09,2.580379465655369e-09
1906,1.3374879870298173e-08,3.600929110447737e-09
1907,5.65712765521198e-09,3.0857059130084963e-09
1908,1.080505640516094e-08,2.4556945366072114e-09
1909,7.151278680339601e-09,5.5009836685826485e-09
1910,7.481810726517324e-09,1.6032452032632705e-09
1911,1.2236860413850081e-08,4.788336838146279e-09
1912,1.5628263128064646e-09,5.2094213387476884e-09
1913,1.0075680734189518e-08,1.060597942803554e-09
1914,2.276892807628883e-08,6.696743715117748e-10
1915,1.6493066468115103e-08,8.246533234057551e-09
1916,8.789969641043172e-09,1.0987462051303964e-09
1917,1.864292187292449e-08,0.0
1918,1.2635013924011673e-08,0.0
1919,7.366278698128781e-09,8.287063479883727e-09
1920,3.786115865267448e-09,2.2716695191604686e-09
1921,9.087297137000405e-09,2.2718242842501013e-09
1922,1.1066902949607993e-08,2.2133805899215986e-09
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,5.499089184013428e-09,2.1996355847875293e-09
1926,4.458455382660986e-09,8.916910765321973e-09
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,4.201441416995522e-09,5.2518016602221e-09
1931,1.1405356659111021e-09,1.1405356659111021e-09
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,0.0,3.4411986593596566e-09
1934,4.7926320689839486e-09,0.0
1935,8.377798899061872e-09,1.196828414151696e-09
1936,1.576212937948185e-08,3.6374143697059935e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,0.0,2.945102384188658e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,1.744228317335228e-09,8.72114158667614e-10
1957,6.184526224473075e-09,0.0
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,2.076250060767393e-09,1.3841666701708277e-09
1961,2.779263708063695e-09,0.0
1962,3.170978146727066e-09,5.0735651235811474e-09
1963,5.1728425987107585e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,2.4335873316516654e-09
1965,3.2832261354087677e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,3.944268467392931e-09,9.860671168482327e-10
1968,1.7965663401398047e-09,0.0
1969,3.1792304344691047e-09,9.083515606356229e-10
1970,1.3796175313274261e-09,0.0
1971,2.569198631618974e-09,1.541519245584766e-09
1972,3.0780880067027283e-09,0.0
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,3.3753431161187564e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,2.2845920710778955e-09
1976,2.285410749536254e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,2.938390863960194e-09
1978,2.970295565063452e-09,1.7821774056514528e-09
1979,3.5111840102075575e-09,1.7555920051037788e-09
1980,5.116635559687666e-09,2.2740602734216964e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,1.8622506869903077e-09,6.207502289967692e-10
1983,6.315316269933646e-09,6.315316047889041e-10
1984,5.219107812592938e-09,1.739702604197646e-09
1985,6.015558051686298e-10,2.4062232206745193e-09
1986,4.196139880008332e-09,1.7983456945813714e-09
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,5.996553809062277e-10,2.398621523624911e-09
1989,2.7440609784434855e-09,1.6464366536794728e-09
1990,8.172976073694826e-09,1.089730194969718e-09
1991,4.10302547493302e-09,2.344586080837985e-09
1992,1.1019888335184191e-09,0.0
1993,5.539207426075166e-10,5.539207315052863e-09
1994,1.5824779264761446e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,4.794894259418925e-09,1.438468344439059e-09
1998,1.9072516899143466e-09,0.0
1999,5.0272213059088244e-09,3.1991407301035224e-09
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,2.190605918883648e-09
2002,3.066854992184176e-09,8.76244299341522e-10
2003,1.6667691671301554e-09,2.5001538617175356e-09
2004,3.523833003171717e-09,1.3214374039449694e-09
2005,4.503749373441224e-09,3.1526248278623825e-09
2006,4.529678854225949e-09,3.706100981659688e-09
2007,4.7933754743212376e-09,2.7961355453243186e-09
2008,3.8316958494988285e-09,2.554463751636149e-09
2009,9.53638501499654e-10,3.814554005998616e-09
2010,4.723792912386671e-09,2.8342759250676863e-09
2011,6.118355155848576e-09,3.823971805871906e-09
2012,4.085103366691101e-09,4.425528388196653e-09
2013,4.183687618564136e-09,2.7891249310130206e-09
2014,5.413613113347537e-09,4.547434873103384e-09
2015,2.438232948875907e-09,4.654808538617772e-09
2016,2.899876117012923e-09,3.1070099826280284e-09
2017,3.018733707449428e-09,3.018733707449428e-09
2018,2.0651733656507076e-09,1.058401366549333e-08
2019,2.04079020349468e-09,7.1427654901867754e-09
