year,tout_ADV empli_VERB,tout_ADV rempli_VERB
1869,3.906815315701806e-09,6.475546268092103e-07
1870,0.0,6.295985741644472e-07
1871,0.0,4.322819129320976e-07
1872,6.652073114565837e-09,5.249090282433144e-07
1873,0.0,5.052188001286595e-07
1874,5.974609140757536e-10,4.917103382240384e-07
1875,6.865832347102696e-09,5.103602429556986e-07
1876,6.04601479992084e-10,4.969824347611507e-07
1877,3.710889595609501e-09,6.042565434682956e-07
1878,3.6234530931267273e-09,4.87958352834994e-07
1879,6.10932526790009e-10,5.400643310338182e-07
1880,6.417846254436199e-10,5.172783872353648e-07
1881,1.3945015142624584e-09,5.103875508893907e-07
1882,6.655385131892899e-09,5.310997561736031e-07
1883,9.479008356017005e-09,4.5688819216849197e-07
1884,6.601696966868076e-10,5.050297948727689e-07
1885,1.933690763067375e-09,4.2541194833489726e-07
1886,1.936039106809062e-09,4.840097957981015e-07
1887,4.570247291724172e-09,3.8585944661662097e-07
1888,7.60873763994141e-09,4.4320897352179145e-07
1889,3.132568426877924e-09,3.633779295242334e-07
1890,8.520702476921826e-09,3.7097827831900076e-07
1891,2.5496880162734215e-09,4.238856403659952e-07
1892,9.402768119670668e-09,3.773644445814739e-07
1893,3.079208221734575e-09,3.744317220721882e-07
1894,1.0082462864602348e-08,3.6737973019285164e-07
1895,4.814891374493868e-09,3.466722091616248e-07
1896,5.897029087265082e-09,4.0984351379336204e-07
1897,7.574727511894253e-09,4.136966529344477e-07
1898,2.8291773368493978e-09,3.576080329636966e-07
1899,2.7637891975018647e-09,3.6703119832282027e-07
1900,9.34389543516545e-09,3.680456686083744e-07
1901,5.58873880507349e-09,3.0682178042695796e-07
1902,1.276673788908056e-08,2.5533476133432487e-07
1903,7.020286574288548e-09,3.018723111480881e-07
1904,1.1286712897629059e-08,3.3645152530681344e-07
1905,2.012695948794274e-08,3.34933262458037e-07
1906,1.131720617220111e-08,3.914724473474962e-07
1907,1.6971383132169393e-08,3.0599918332541165e-07
1908,9.822778146428846e-09,3.6638962974677725e-07
1909,2.3104130164597336e-08,3.6306492390281164e-07
1910,9.619471441624228e-09,3.634022469611864e-07
1911,1.0108710979395141e-08,3.240107799840075e-07
1912,2.031674206648404e-08,3.469474534334438e-07
1913,1.4318072560914885e-08,3.807546589129629e-07
1914,3.3483718020477227e-09,3.006837907548743e-07
1915,3.534228465440492e-09,3.1690249668869797e-07
1916,1.977743147030253e-08,3.483025476924695e-07
1917,1.644963654179321e-08,4.5291332995134326e-07
1918,4.3648228142956214e-08,2.837134980282485e-07
1919,2.025726653087645e-08,3.7199707847435093e-07
1920,2.5745588771997063e-08,2.945598129855398e-07
1921,1.2873671018098776e-08,3.998410633698768e-07
1922,8.853522970309058e-09,3.8070146057833654e-07
1923,1.6985516548828627e-08,3.4714150487502593e-07
1924,1.1602462102189293e-08,3.5451967361765924e-07
1925,1.9796720707176974e-08,3.4864224218722484e-07
1926,1.7833821530643945e-08,3.288110956845003e-07
1927,2.0068604555945058e-08,3.166379993757573e-07
1928,2.399468668201621e-08,3.336404019727013e-07
1929,2.4508893137209498e-08,3.7765976657055944e-07
1930,1.470504518152893e-08,3.4451819530545436e-07
1931,2.8513390759599133e-08,3.6497142552605055e-07
1932,1.3151444377967891e-08,2.849479576738645e-07
1933,1.8353059516584835e-08,2.6956056586868726e-07
1934,2.3963160344919743e-08,3.0073766055238593e-07
1935,2.8723881939640705e-08,2.7287688553201406e-07
1936,1.576212937948185e-08,3.9647816363341803e-07
1937,6.295559074054324e-09,2.543405996924264e-07
1938,3.241303758727554e-08,3.280199365462977e-07
1939,2.2941076593951948e-08,2.385871926691152e-07
1940,7.607348528892999e-09,2.1554155349434723e-07
1941,1.7709016475464523e-08,3.0990777055706076e-07
1942,1.2136847082899749e-08,2.9431852999195485e-07
1943,3.483882360377777e-08,2.0903293318497163e-07
1944,4.177142187700156e-08,3.952218836644761e-07
1945,2.832055301382752e-08,2.3092142642511249e-07
1946,2.0881657292193267e-08,2.3665876991429968e-07
1947,2.26496545963073e-08,2.6941169117833397e-07
1948,2.5005341797168512e-08,2.913665895221129e-07
1949,1.570721330779179e-08,2.2088268680775514e-07
1950,1.595304155443955e-08,2.605663569354988e-07
1951,4.904244754744269e-08,2.4094767869797806e-07
1952,4.007025466989944e-08,1.6238998501449942e-07
1953,3.2321481602259894e-08,1.8961936287809067e-07
1954,2.931760767488356e-08,2.5310869755656995e-07
1955,2.9095384768140775e-08,2.0085201501984784e-07
1956,3.401245374234918e-08,2.1715642084529918e-07
1957,3.092263228809955e-08,1.8288528202958787e-07
1958,2.2335056470978998e-08,2.1176942732736848e-07
1959,2.2477167904710882e-08,2.131455598686216e-07
1960,1.3841666479663672e-08,2.1731416821602068e-07
1961,2.014966149488373e-08,1.9802253614642495e-07
1962,2.536782484074962e-08,2.1943168926341627e-07
1963,1.8751554753393407e-08,2.2178563341412882e-07
1964,2.6161064203833462e-08,2.2510683406196108e-07
1965,1.9699356201829943e-08,2.4131711739983075e-07
1966,1.7725039214155913e-08,2.3097941159733182e-07
1967,2.958201306135777e-08,2.3665611426082478e-07
1968,2.6948494880052465e-08,2.3265533499738922e-07
1969,1.544197653080559e-08,1.6668251046070282e-07
1970,1.1956685419534097e-08,2.1154134577372474e-07
1971,2.2095108631603466e-08,2.0810509715474268e-07
1972,1.487742551375959e-08,1.9699764397529407e-07
1973,1.4334330167287135e-08,1.538183864724374e-07
1974,1.5751600912494723e-08,1.3332604753557575e-07
1975,1.6563292959403952e-08,1.3193519121657005e-07
1976,2.399681342524218e-08,1.4740899079157543e-07
1977,1.5279633225340206e-08,1.1342188788177054e-07
1978,1.7821773501403015e-08,1.9544545093452825e-07
1979,1.580032815695631e-08,1.3225459838395182e-07
1980,1.4781392110307934e-08,1.1427153223664277e-07
1981,1.7711538125020354e-08,1.0690178542382966e-07
1982,2.4209259152918605e-08,1.4649705759595122e-07
1983,1.452522668810019e-08,1.079919043078803e-07
1984,2.609553817478627e-08,1.3511690077905314e-07
1985,3.0679345286444004e-08,1.1429560409226269e-07
1986,2.4577389956537132e-08,1.2588419240344706e-07
1987,1.955461359504085e-08,1.1549443890146449e-07
1988,2.0987938498251424e-08,1.0374038295068999e-07
1989,2.2501301155664066e-08,1.0482313550497224e-07
1990,2.3974063401155377e-08,1.2368437651844033e-07
1991,2.3445860364290638e-08,1.066786664560837e-07
1992,2.3141766058998314e-08,1.0358694879641916e-07
1993,2.603427456948637e-08,1.246321634784664e-07
1994,4.008944243238943e-08,1.2026832485467764e-07
1995,3.036572371328816e-08,1.0682227902236718e-07
1996,3.042712526379887e-08,1.1637040819856281e-07
1997,2.013855748828064e-08,1.0261073901673967e-07
1998,2.4794272857064925e-08,1.0394521865464412e-07
1999,1.7823784143056187e-08,9.780230225686637e-08
2000,2.4740975712589375e-08,1.3209913829470565e-07
2001,1.6648605327684862e-08,1.1478774641915379e-07
2002,1.6210518871684343e-08,9.638687092916598e-08
2003,2.1667999838825835e-08,9.417245605547464e-08
2004,1.673820673731008e-08,9.338157602734043e-08
2005,2.2518747977429143e-08,1.044869897270928e-07
2006,2.1413026685124237e-08,1.0418261719991051e-07
2007,1.797515847279385e-08,1.0585370446847264e-07
2008,2.852484626281182e-08,9.025772396142884e-08
2009,1.7642312055698994e-08,9.154929436760995e-08
2010,2.8815137831372795e-08,7.558068926272199e-08
2011,2.3326228837383667e-08,9.406970913339308e-08
2012,2.7234021593436353e-08,9.8042479912408e-08
2013,3.0959287911080935e-08,1.2049020003956912e-07
2014,4.569089373518409e-08,1.3577340673975868e-07
2015,3.058874109562737e-08,2.0835808234309638e-07
2016,2.7755956755193267e-08,2.326114936224144e-07
2017,1.962176848779862e-08,7.219804776248395e-08
2018,2.5298374062288076e-08,1.4378769375156253e-07
2019,2.4234384055077385e-08,1.681100876282926e-07
