year,pourront_VERB appeler_VERB,pourront_VERB rappeler_VERB
1800,1.2576657937302116e-08,0.0
1801,2.1430643926123594e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,1.3652374342143503e-08,0.0
1804,2.9662210465630778e-08,0.0
1805,2.842877711017877e-09,2.842877755426798e-08
1806,1.729001475325731e-08,5.76333825108577e-08
1807,5.693910054560547e-08,4.27043254092041e-08
1808,6.798221985349073e-09,2.7192887941396293e-08
1809,2.0331274441787173e-08,0.0
1810,9.360507036149102e-09,9.360507036149102e-09
1811,2.5070768572277302e-08,2.5070767684098882e-09
1812,1.3336041604361526e-08,2.6672083208723052e-08
1813,5.751483289628823e-09,5.751483289628823e-09
1814,4.090680150170556e-08,3.1466771410748606e-09
1815,5.664169577812572e-08,2.697223555614414e-09
1816,2.3176038865813098e-08,2.3176038865813098e-09
1817,4.670620334934483e-09,1.556873407970727e-09
1818,3.695565098382758e-08,2.384235475716423e-09
1819,1.2421260464634543e-08,6.210630232317271e-09
1820,9.493184904840746e-09,3.5599443393152796e-09
1821,2.465372084259343e-08,4.930744257336528e-09
1822,1.2030739071633434e-08,1.4035862250239006e-08
1823,1.087095569118901e-08,0.0
1824,1.1789557774477544e-08,8.421112696055388e-10
1825,3.0819052199149155e-08,1.7610886970942374e-08
1826,6.1655889282974385e-09,0.0
1827,7.373818444733615e-09,6.452091305675367e-09
1828,1.1006761724274838e-08,1.8344602503717056e-09
1829,3.8579290873030914e-08,2.571952872898464e-09
1830,1.878630406793036e-08,7.305785310052215e-09
1831,6.392394169552063e-08,0.0
1832,3.111892965534935e-08,0.0
1833,3.359252431778259e-08,1.3900354645102198e-08
1834,5.974099792638299e-08,4.667265685043276e-09
1835,4.0840674842002045e-08,3.781543966852041e-09
1836,1.344150035720304e-08,2.688300027031687e-09
1837,1.6698937344017395e-08,3.478945576063097e-09
1838,4.1660268124132926e-08,6.312161904276081e-10
1839,2.9364196407755117e-08,0.0
1840,4.713569623504554e-08,3.1848443882154243e-09
1841,2.118781061710706e-08,1.2841097074556274e-09
1842,3.6895457355967665e-08,2.0124795163667386e-09
1843,2.539971788451112e-08,1.1813822142769936e-09
1844,5.872760411307354e-08,1.097712254427563e-09
1845,3.236532108985557e-08,0.0
1846,2.6345256642912318e-08,5.854501328173001e-10
1847,7.065123242000482e-08,1.6179670936367074e-09
1848,3.218088551193432e-08,0.0
1849,2.8490010350878947e-08,0.0
1850,6.788996032014438e-09,2.0366988096043315e-09
1851,2.8377531435808123e-08,0.0
1852,2.929745512858517e-08,0.0
1853,2.329053394589664e-08,0.0
1854,2.3900057044556888e-08,0.0
1855,2.1227748447927297e-08,1.0613874223963649e-09
1856,2.485050742961903e-08,4.659470143053568e-09
1857,1.757343248698362e-08,0.0
1858,1.8106600663259087e-08,0.0
1859,2.49516496353408e-08,5.092173349652285e-10
1860,2.288591893773173e-08,6.865775947773045e-09
1861,1.9335450573976232e-08,9.431927461278633e-10
1862,3.207770404856092e-08,0.0
1863,1.4983863039219614e-08,4.495158911765884e-09
1864,3.452204211384924e-08,9.589455896019672e-10
1865,1.8827376990770972e-08,6.118897832863013e-09
1866,1.2650593461671633e-08,1.9462451650298362e-09
1867,2.0867089389753346e-08,8.73506067478047e-09
1868,2.1241458370013788e-08,6.421836395986702e-09
1869,1.8069020057964735e-08,1.953407657850903e-09
1870,4.472558146062511e-08,9.747882501187632e-09
1871,1.911811864374613e-08,9.559059321873065e-09
1872,1.5723081503438152e-08,3.0236697590169115e-09
1873,2.334541804316359e-08,5.387403856360606e-09
1874,3.823749850084823e-08,2.3898436563030145e-09
1875,1.3159512590732447e-08,6.865832347102696e-09
1876,8.464420275799966e-09,0.0
1877,1.2988113695655557e-08,6.80329748092845e-09
1878,1.3285995414946683e-08,1.8117265465633636e-09
1879,1.4051448005147904e-08,6.10932526790009e-10
1880,1.1552122813895949e-08,0.0
1881,1.1156012114099667e-08,6.972507571312292e-10
1882,1.6638463051776853e-08,3.9932310791357395e-09
1883,2.464542170343975e-08,3.791603475633565e-09
1884,1.386356363042296e-08,8.582206056928499e-09
1885,2.2559724754955823e-08,0.0
1886,1.936039240035825e-08,2.5813855497602844e-09
1887,2.285123557044244e-08,0.0
1888,1.9655905347804037e-08,0.0
1889,1.0650732740202784e-08,2.5060546970934183e-09
1890,7.209825181320184e-09,3.9326319978272295e-09
1891,1.2748440525456317e-08,3.1871101313640793e-09
1892,2.193979398157353e-08,3.761107425503951e-09
1893,1.7859408174558666e-08,0.0
1894,2.142523314319078e-08,1.2603078580752936e-09
1895,1.3842813118003505e-08,5.416753268150387e-09
1896,3.715128116255073e-08,4.1279202278587945e-09
1897,1.1070755867592652e-08,9.905413378419325e-09
1898,1.4711722506888236e-08,3.3950129374460403e-09
1899,1.2160672469008205e-08,6.633094074004475e-09
1900,2.0245106924221545e-08,0.0
1901,1.2854099118442264e-08,4.470991132876634e-09
1902,2.4060391012881155e-08,3.437198747846537e-09
1903,1.6200660368781428e-08,8.100330184390714e-09
1904,1.9348650681649815e-08,6.449550227216605e-09
1905,8.773290538499623e-09,1.0837593933388234e-08
1906,7.201858220895474e-09,2.572092316910357e-09
1907,1.1828539925318182e-08,2.5714217422034835e-09
1908,1.3260750719723546e-08,5.40252820258047e-09
1909,1.5952851484257735e-08,3.850688656825696e-09
1910,1.3894791983659616e-08,5.344150677544235e-10
1911,1.3300935464144459e-08,3.1922244847493175e-09
1912,4.688478938419394e-09,0.0
1913,1.113627856597077e-08,1.060597942803554e-09
1914,1.0045115850232378e-08,4.018046340092951e-09
1915,2.4739600590351074e-08,5.890381071793627e-09
1916,8.789969641043172e-09,5.493730803607377e-09
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,3.790504266021344e-08,5.743188147278033e-09
1919,2.762354567309444e-09,8.287063479883727e-09
1920,1.0601124422748853e-08,7.572231730534895e-09
1921,6.815472630705699e-09,3.0290989716519334e-09
1922,2.2133805899215986e-09,2.2133805899215986e-09
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,0.0
1925,1.6497267552040284e-08,9.898360353588487e-09
1926,1.3375366592072169e-08,1.1146138456652466e-09
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,1.0283437212876834e-08,4.570416489713125e-09
1929,1.4482528065684619e-08,0.0
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,1.596749932275543e-08,4.5621426636444085e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,9.176529758292418e-09,4.588264879146209e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,8.377798899061872e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,1.1136883415474585e-08,0.0
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,0.0
1949,6.8719057111366055e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,0.0
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,6.976913269340912e-09,3.488456634670456e-09
1957,5.301022731885041e-09,2.6505113659425206e-09
1958,4.9633461784992505e-09,1.6544486891589827e-09
1959,1.007597205671118e-08,2.325224457422337e-09
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,7.64297514166401e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,5.1728425987107585e-09,6.466053248388448e-10
1964,7.300761772910391e-09,0.0
1965,7.660860390501512e-09,2.73602163147757e-09
1966,5.539074976468328e-09,2.215629901769489e-09
1967,1.2818872185960117e-08,2.9582012395223956e-09
1968,6.737123747768692e-09,8.982831700699023e-10
1969,2.2708789515490935e-08,1.8167031212712459e-09
1970,7.3579600190498695e-09,1.3796175313274261e-09
1971,1.0276794526475896e-08,0.0
1972,2.565073486948677e-09,1.0260293725750103e-09
1973,7.718485406371656e-09,2.205281512956958e-09
1974,3.3753431161187564e-09,0.0
1975,9.138368284311582e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,5.713526873840635e-10
1977,7.639816779203557e-09,3.526069214387917e-09
1978,1.0099005187669263e-08,5.940591352171509e-10
1979,9.363157360553487e-09,1.7555920051037788e-09
1980,7.95921106799824e-09,0.0
1981,1.4548763971333756e-08,6.325549528618524e-10
1982,1.8622506869903077e-09,3.7245013739806154e-09
1983,7.57837881337764e-09,5.68378455412244e-09
1984,5.799008384599347e-09,2.8995041922996734e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,4.7955883708539204e-09,2.3977941854269602e-09
1987,4.888653482026939e-09,6.110816852533674e-10
1988,1.798966087207532e-09,0.0
1989,8.780995486290522e-09,1.6464366536794728e-09
1990,2.724325431913144e-09,2.724325431913144e-09
1991,2.344586080837985e-09,5.861465202094962e-10
1992,6.060938417817852e-09,0.0
1993,1.661762283333701e-09,2.2156829704300662e-09
1994,4.747434001473039e-09,1.0549853213248639e-09
1995,7.591431483433553e-09,0.0
1996,5.3380921904988554e-09,1.067618438099771e-09
1997,5.274384040632185e-09,2.876936688878118e-09
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,6.8553016596695215e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,2.190605918883648e-09,2.190605918883648e-09
2002,2.6287327870022636e-09,8.76244299341522e-10
2003,2.9168460979889232e-09,0.0
2004,3.9643119897903034e-09,4.404791253964646e-10
2005,7.205999352777326e-09,3.1526248278623825e-09
2006,4.941467679486777e-09,3.706100981659688e-09
2007,1.997239706952314e-09,2.7961355453243186e-09
2008,2.9802078582719105e-09,2.9802078582719105e-09
2009,4.76819250749827e-09,5.245011536203492e-09
2010,4.2514138876015295e-09,4.723793023408973e-10
2011,5.7359579308524644e-09,1.529588788962144e-09
2012,3.4042526575461807e-09,3.404252713057332e-10
2013,1.6734750252211938e-09,2.789125042035323e-10
2014,3.4647122948427977e-09,1.9489005964601347e-09
2015,2.659890530054554e-09,6.649726325136385e-10
2016,4.764082017771898e-09,1.2428040818690533e-09
2017,6.5405894034142875e-09,2.515611330355938e-10
2018,2.0651733656507076e-09,7.744400121190154e-10
2019,4.846876677788714e-09,7.65296326310505e-10
