year,peut_VERB accrocher_VERB,peut_VERB raccrocher_VERB
1800,3.144164484325529e-09,0.0
1801,1.6668277424969347e-08,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,0.0
1818,1.7881765401739358e-08,0.0
1819,3.1053151161586356e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,1.2819934447350079e-08,0.0
1822,1.0025615893027862e-08,0.0
1823,3.9530747564242574e-09,0.0
1824,1.431589158329416e-08,0.0
1825,8.805443041381977e-10,0.0
1826,8.807984341885344e-10,0.0
1827,5.530363722527909e-09,0.0
1828,8.255071293206129e-09,0.0
1829,4.286587973467704e-09,0.0
1830,7.305785310052215e-09,0.0
1831,6.236482441579483e-09,0.0
1832,2.705993873419743e-09,0.0
1833,1.3900354645102198e-08,0.0
1834,2.8003592777992026e-09,0.0
1835,1.5126175867408165e-08,0.0
1836,1.4785650037651976e-08,0.0
1837,6.957890930081589e-10,0.0
1838,3.1560809521380406e-09,0.0
1839,2.7965900706306e-09,0.0
1840,1.9109065441114126e-09,0.0
1841,1.4125206782011901e-08,0.0
1842,1.0062397137744483e-08,0.0
1843,6.497602011990011e-09,0.0
1844,5.488561161115513e-09,0.0
1845,1.4508592549589139e-08,0.0
1846,9.367202125076801e-09,0.0
1847,4.314578916364553e-09,0.0
1848,5.63165514222419e-09,0.0
1849,2.0948537127196687e-08,0.0
1850,5.431196825611551e-09,0.0
1851,9.029214709244116e-09,0.0
1852,5.208436348880241e-09,0.0
1853,5.971931837933653e-09,0.0
1854,4.676098175337984e-09,0.0
1855,1.326734277995456e-08,0.0
1856,9.318940286107136e-09,5.177189232874468e-10
1857,3.4170564155999728e-09,0.0
1858,4.404308473482388e-09,0.0
1859,6.619825576592575e-09,5.092173349652285e-10
1860,6.865775947773045e-09,5.034902272882391e-09
1861,2.0278644541349422e-08,9.431927461278633e-10
1862,8.584174260306554e-09,4.517986262886353e-10
1863,7.991393324857654e-09,0.0
1864,7.1920918109924514e-09,0.0
1865,7.530950973944073e-09,0.0
1866,9.731225825149181e-10,0.0
1867,1.067618526917613e-08,0.0
1868,3.951899252285784e-09,0.0
1869,1.12320943657096e-08,0.0
1870,6.880858549607183e-09,0.0
1871,1.6993883633631413e-08,0.0
1872,1.3908880269752899e-08,0.0
1873,5.387403856360606e-09,0.0
1874,2.2106053876314036e-08,0.0
1875,7.437985338754061e-09,0.0
1876,3.627608879952504e-09,0.0
1877,6.184816214727107e-09,0.0
1878,9.058632954861423e-09,0.0
1879,9.163987790827832e-09,0.0
1880,7.701415505323439e-09,0.0
1881,8.367009307619355e-09,0.0
1882,1.1979693681496428e-08,0.0
1883,8.21514056781325e-09,0.0
1884,9.902545450302114e-09,0.0
1885,7.7347630522695e-09,0.0
1886,1.2261581083805595e-08,0.0
1887,1.1752064210668323e-08,0.0
1888,2.53624587998047e-09,0.0
1889,1.1277245803853475e-08,0.0
1890,1.1797895993481688e-08,0.0
1891,8.92390783491237e-09,0.0
1892,6.268512375839919e-09,6.268512375839919e-10
1893,6.15841644346915e-09,0.0
1894,2.2055386850183822e-08,0.0
1895,1.3842813118003505e-08,0.0
1896,8.845543852942228e-09,0.0
1897,1.1070755867592652e-08,1.7480140668268973e-09
1898,1.2448380992680086e-08,0.0
1899,1.713549302451156e-08,0.0
1900,1.1939421895590385e-08,5.191053142894475e-10
1901,1.676621685930968e-08,5.588738916095792e-10
1902,8.052865752006255e-08,4.910283846193408e-10
1903,4.320176216765503e-09,0.0
1904,5.374625189347171e-09,0.0
1905,9.805441791854719e-09,0.0
1906,2.006231980544726e-08,0.0
1907,1.5428529565042481e-09,0.0
1908,1.7680999775393502e-08,0.0
1909,9.901770070541716e-09,0.0
1910,1.068830179917768e-08,0.0
1911,9.044636151145369e-09,0.0
1912,1.40654377034366e-08,0.0
1913,1.0075680734189518e-08,0.0
1914,1.5402511266415786e-08,1.3393487430235496e-09
1915,1.0602685840410686e-08,0.0
1916,2.197492321442951e-08,0.0
1917,1.6449636319748606e-08,0.0
1918,3.44591288836682e-09,0.0
1919,1.2890987832747669e-08,9.207848372660976e-10
1920,7.572231730534895e-09,7.572231730534895e-10
1921,5.300923255902035e-09,0.0
1922,1.0329110011753073e-08,0.0
1923,1.3800733000834953e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,1.2264147031260109e-08,0.0
1928,2.0566874425753667e-08,4.570416489713125e-09
1929,1.5596569369336066e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,2.5091784650044247e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,2.0346082152400413e-08,7.180970484910176e-09
1936,1.4549657478823974e-08,0.0
1937,1.3850230295986421e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,0.0
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,1.742803235060819e-08,0.0
1946,2.645009899993056e-08,0.0
1947,9.536696765621855e-09,0.0
1948,1.6307831529616124e-08,0.0
1949,1.570721330779179e-08,1.9634016634739737e-09
1950,1.701657836861159e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,1.7926167217297007e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,4.3095309543161875e-09
1954,2.5408594339637602e-08,1.9545072227344917e-09
1955,7.508486277174597e-09,0.0
1956,1.744228228517386e-08,0.0
1957,7.951533653738352e-09,8.835037701437898e-10
1958,5.790570245522986e-09,3.3088973783179654e-09
1959,2.6352543258667538e-08,7.750747821333448e-10
1960,1.4533750203327145e-08,6.920833350854139e-10
1961,1.667558180429296e-08,1.3896318540318475e-09
1962,1.3952304200870458e-08,0.0
1963,1.7458344103715717e-08,1.939815863494232e-09
1964,1.8251904876365188e-08,0.0
1965,1.4227312661319047e-08,2.73602163147757e-09
1966,1.495550172592175e-08,0.0
1967,1.4791006641701188e-08,1.9721342336964653e-09
1968,1.976222918642634e-08,4.4914158503495116e-10
1969,1.3625273354023193e-08,9.083515606356229e-10
1970,1.4715920038099739e-08,2.7592350626548523e-09
1971,2.1067430466814585e-08,3.5968783507200897e-09
1972,1.3851396474251487e-08,5.130146862875051e-10
1973,1.7642252103655665e-08,3.859242703185828e-09
1974,1.406392957647995e-08,2.2502286700643026e-09
1975,1.599214449754527e-08,1.7134440533084216e-09
1976,1.3712464053128315e-08,5.713526984862938e-09
1977,1.4104276857551667e-08,5.876781838942691e-10
1978,2.0198010375338527e-08,2.3762365408686037e-09
1979,1.521513048885481e-08,2.3407893401383717e-09
1980,1.989802811408481e-08,1.7055452605774235e-09
1981,2.1506869174459098e-08,3.795329828193417e-09
1982,1.9864007327896616e-08,4.345251713999687e-09
1983,1.6419821946556112e-08,3.157658134966823e-09
1984,1.681712546997005e-08,2.3196033982486597e-09
1985,1.4437339324047116e-08,3.609334831011779e-09
1986,1.9182353483415682e-08,3.5966913891627428e-09
1987,2.13878585952898e-08,3.0554083707556856e-09
1988,2.5785181989590455e-08,1.0793796967334401e-08
1989,1.5915555096057687e-08,4.939309850016116e-09
1990,8.172976073694826e-09,1.6345953479657283e-09
1991,1.6998249918742658e-08,1.7584396161396398e-09
1992,1.983579878128694e-08,2.7549720282848966e-09
1993,1.938722604677423e-08,4.4313659408601325e-09
1994,1.8989736005892155e-08,6.329911705904578e-09
1995,1.3556126887692699e-08,6.506940763983948e-09
1996,1.6014276127407356e-08,2.6690460952494277e-09
1997,1.3425704992187093e-08,1.438468344439059e-09
1998,1.6688451509594415e-08,6.675381136744818e-09
1999,1.553868322901053e-08,5.0272213059088244e-09
2000,1.2370488633450805e-08,1.3254094488601709e-09
2001,1.796296800193886e-08,3.943090742808408e-09
2002,1.62105191492401e-08,6.571832411594869e-09
2003,1.2500768420409258e-08,8.333845835650777e-10
2004,1.5857247959161214e-08,3.523833003171717e-09
2005,1.5312748402607212e-08,4.5037495954858286e-10
2006,1.93540827808647e-08,3.706100981659688e-09
2007,1.757570977645173e-08,3.994479413904628e-09
2008,1.4475294740634581e-08,2.9802078582719105e-09
2009,2.384096298158056e-08,4.76819250749827e-09
2010,2.220182793166714e-08,6.140930874920514e-09
2011,1.5295887223487625e-08,6.118355155848576e-09
2012,2.246806829475645e-08,3.744677901096338e-09
2013,1.6734750474256543e-08,1.1156500168141292e-09
2014,1.8622827724357194e-08,3.031623174720721e-09
2015,1.8397575018980206e-08,3.32486305154589e-09
2016,1.5949318310504168e-08,4.971216327476213e-09
2017,1.282961736848165e-08,5.0312225496895735e-09
2018,1.652138692520566e-08,4.904786798931582e-09
2019,1.989770481714004e-08,3.06118530524202e-09
