year,fallut_VERB établir_VERB,fallut_VERB rétablir_VERB
1800,6.288328968651058e-09,3.144164484325529e-09
1801,7.143547975374531e-09,0.0
1802,6.489736392722989e-08,0.0
1803,8.386458461018265e-08,1.5602713787643552e-08
1804,3.213406074564773e-08,7.4155526164076946e-09
1805,1.7057265822018053e-08,0.0
1806,1.152667650217154e-08,0.0
1807,2.562259560079383e-08,0.0
1808,3.6257183921861724e-08,6.798221985349073e-09
1809,5.421673421324158e-08,2.259030518203531e-09
1810,3.978215445954447e-08,2.8081521108447305e-08
1811,3.760615285841595e-08,2.0056614147279106e-08
1812,4.800974906515876e-08,1.0668832928217853e-08
1813,2.8757416004054903e-08,0.0
1814,5.034683425719777e-08,3.1466772298927026e-08
1815,7.821948599939788e-08,2.697223555614414e-09
1816,4.6352077731626196e-09,0.0
1817,1.2299300067297736e-07,1.556873407970727e-09
1818,4.172412104708201e-08,2.6226590676969863e-08
1819,6.003609342997152e-08,1.6561680027393777e-08
1820,2.610625848831205e-08,1.3053129244156025e-08
1821,3.550135829755163e-08,3.94459531705138e-09
1822,6.416394171537831e-08,2.0051231786055723e-09
1823,3.063632902922109e-08,1.3835761869529506e-08
1824,4.5474010335055937e-08,2.7789671008804362e-08
1825,2.4655239627691117e-08,1.4969252504215547e-08
1826,5.989429041619587e-08,7.927186018719112e-09
1827,5.438191053031005e-08,0.0
1828,1.9261833017480967e-08,3.668920500743411e-09
1829,5.3153691226270894e-08,7.715858174606183e-09
1830,4.4878394334091354e-08,0.0
1831,4.677361786775691e-08,1.5591206103948707e-09
1832,4.6001897402447867e-08,1.0823975493678972e-08
1833,4.2859426230279496e-08,4.6334514003376626e-09
1834,3.9205030333278046e-08,3.733812370398937e-09
1835,3.403389570166837e-08,0.0
1836,2.755507466645213e-08,4.032449929525228e-09
1837,4.244313345225237e-08,1.1132625488130543e-08
1838,4.986607748946881e-08,1.009945904684173e-08
1839,4.9639474752893875e-08,4.194885327990505e-09
1840,3.121147429396842e-08,8.280594876453051e-09
1841,2.43980835534785e-08,7.0626033910059505e-09
1842,2.4820581145945653e-08,0.0
1843,2.7171790151214736e-08,1.4176587015413133e-08
1844,2.7442807137845193e-08,9.330554107123135e-09
1845,2.7901139176833567e-08,3.9061593959388574e-09
1846,4.3323311160747835e-08,6.439951683034906e-09
1847,5.662884916546318e-08,8.089835468183537e-09
1848,3.620349886546137e-08,2.413566457803995e-09
1849,2.513824526317876e-08,3.3517659758786067e-09
1850,3.93761752093269e-08,4.752297222410107e-09
1851,1.805842941848823e-08,1.6123596680017727e-08
1852,3.580800012059626e-08,1.3021090872200602e-09
1853,4.120633079196523e-08,1.1943863675867306e-09
1854,3.117398605922972e-08,4.1565315633818045e-09
1855,3.767925349507095e-08,2.653468555990912e-09
1856,3.7793480345271746e-08,5.177189343896771e-09
1857,2.4895696171256532e-08,7.810414537345878e-09
1858,3.1808895073481835e-08,8.31924928945682e-09
1859,2.5460867192350634e-08,7.129042689513199e-09
1860,4.165237399433863e-08,1.5562426014525954e-08
1861,1.6977470096435354e-08,7.545541969022906e-09
1862,2.891511208247266e-08,2.710791813242963e-09
1863,2.4973104473247076e-08,8.490855130105501e-09
1864,3.2604148714199255e-08,1.0068928801842958e-08
1865,3.530133341200781e-08,1.9298061815220535e-08
1866,2.578774882522339e-08,9.731225825149181e-10
1867,3.105799351033056e-08,8.249779526181555e-09
1868,2.8157282727647726e-08,3.457911734727759e-09
1869,3.1742874995188686e-08,4.395167341186834e-09
1870,3.268407766654491e-08,4.587239033071455e-09
1871,3.292564798584863e-08,3.186353225714811e-08
1872,3.3260366905096816e-08,4.23313739617015e-09
1873,4.549363552541763e-08,7.183205141814142e-09
1874,1.7326366119618797e-08,1.6728906260254917e-08
1875,1.830888685105947e-08,2.2886108563824337e-09
1876,2.0556450763820067e-08,3.02300739996042e-09
1877,2.72131899237138e-08,2.4120781816350245e-08
1878,2.8383716710322915e-08,1.4493812372506909e-08
1879,1.3440515367335593e-08,9.163987790827832e-09
1880,2.1178893305773272e-08,1.0268554007097919e-08
1881,2.8587281875047665e-08,4.8807553554297556e-09
1882,2.1962771157291172e-08,6.655385131892899e-09
1883,3.854796659652493e-08,7.58320695126713e-09
1884,3.300848305798354e-08,7.922036360241691e-09
1885,3.867381437316908e-08,7.7347630522695e-09
1886,2.2587123282846733e-08,7.098810428374236e-09
1887,3.0685946228459215e-08,6.528924623161458e-10
1888,4.057993407968752e-08,2.1558090423923204e-08
1889,1.8795409673089125e-08,1.0024218788373673e-08
1890,1.5730527991308918e-08,1.0487018364813139e-08
1891,1.0198752065093686e-08,8.92390783491237e-09
1892,2.2566645441202127e-08,1.1283322720601063e-08
1893,2.586534897375259e-08,6.15841644346915e-09
1894,2.9617234886814003e-08,1.5123694296903523e-08
1895,2.8287487907618925e-08,9.027921521465032e-09
1896,2.5357223876198987e-08,7.076434549446731e-09
1897,9.905413378419325e-09,1.1653426668090106e-08
1898,2.9423445013776472e-08,6.7900258748920805e-09
1899,1.6582735185011188e-08,5.527578395003729e-09
1900,2.803168719367477e-08,4.671947717582725e-09
1901,3.073806453812722e-08,1.0059729937950124e-08
1902,3.0443761289689064e-08,1.4730852093691738e-09
1903,3.6181475593366486e-08,4.860198465905796e-09
1904,1.7198800605910947e-08,1.6123875568041512e-09
1905,3.354493216534138e-08,1.1353670004154992e-08
1906,3.652370850204534e-08,4.115347618238729e-09
1907,2.1599941391059474e-08,5.65712765521198e-09
1908,2.161011281032188e-08,7.367083831866239e-09
1909,3.080550925460557e-08,8.251475058784763e-09
1910,2.2979847358328698e-08,6.412980813053082e-09
1911,4.0966881442727754e-08,5.852411444351446e-09
1912,2.6047105805560022e-08,5.2094213387476884e-09
1913,2.704524781904638e-08,2.6514948014977335e-09
1914,3.080502253283157e-08,6.027069510139427e-09
1915,6.479419312199752e-08,0.0
1916,3.29623865980011e-08,7.69122365795738e-09
1917,3.728584374584898e-08,4.386569774084137e-09
1918,5.283732917860107e-08,1.2635013924011673e-08
1919,5.248473655683483e-08,4.603924352863942e-09
1920,2.3473917920568965e-08,1.3630017114962811e-08
1921,3.332008802203745e-08,1.5145494858259667e-09
1922,3.172512208493572e-08,5.902348387820666e-09
1923,3.8217415010421973e-08,1.0615948120573648e-09
1924,2.3204924204378585e-08,9.02413699321869e-09
1925,2.969508017258704e-08,5.499089184013428e-09
1926,3.343841470382358e-08,3.343841648018042e-09
1927,2.5643217327342427e-08,7.804457524684949e-09
1928,3.085031252680892e-08,9.14083297942625e-09
1929,2.785101571589621e-08,7.798284684668033e-09
1930,3.571225093423891e-08,4.201441416995522e-09
1931,2.0529641986399838e-08,1.710803587684495e-08
1932,3.3974561830518724e-08,5.4797681947604815e-09
1933,2.523545639121494e-08,1.1470662197865522e-09
1934,2.995395220750652e-08,9.585264137967897e-09
1935,4.0692164304800826e-08,4.787313656606784e-09
1936,2.5461901032031165e-08,6.0623572828433225e-09
1937,3.273690651894867e-08,3.777335333410292e-09
1938,1.6854778905894818e-08,9.075650453382877e-09
1939,3.5176316970364496e-08,6.117620188206274e-09
1940,3.296517903095264e-08,7.607348528892999e-09
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,2.2492303131116387e-08
1945,2.3963544037997053e-08,1.089252066321933e-08
1946,2.3665876369705074e-08,1.1136883415474585e-08
1947,3.2186353138285995e-08,3.5762612871081956e-09
1948,3.261566305923225e-08,1.0871887834440486e-09
1949,2.2579119018928395e-08,1.0798709482173763e-08
1950,2.8715476219076663e-08,0.0
1951,2.9851925376078725e-08,2.1322803522849654e-09
1952,8.435843135146115e-09,1.0544803918932644e-09
1953,1.8315507332999914e-08,1.0773827163745864e-08
1954,1.4658803948464083e-08,3.9090144454689835e-09
1955,2.7218263198847126e-08,1.0324168187025862e-08
1956,7.849027205963921e-09,5.232684952005684e-09
1957,2.297109880089465e-08,8.835037701437898e-10
1958,1.7371711180658167e-08,8.272243445794913e-10
1959,2.325224279786653e-08,4.650448914844674e-09
1960,2.2838749558218296e-08,5.536666680683311e-09
1961,1.389631876236308e-08,5.55852741612739e-09
1962,1.4586500007851555e-08,1.9025869768540815e-09
1963,1.8751554975438012e-08,8.405868889838075e-09
1964,2.1902286206909594e-08,3.041984220075733e-09
1965,1.8057743744748223e-08,4.377634699181954e-09
1966,1.606331601067268e-08,6.6468897053084675e-09
1967,1.4791006641701188e-08,3.451234853457663e-09
1968,2.0211372131484495e-08,6.737123747768692e-09
1969,1.9983733778872192e-08,9.083515606356229e-10
1970,2.5292987260172595e-08,5.058597540852361e-09
1971,1.4387513402880359e-08,1.541519245584766e-09
1972,1.3851396474251487e-08,5.643161493651405e-09
1973,1.268036875501366e-08,4.9618833486420044e-09
1974,1.800182936051442e-08,3.3753431161187564e-09
1975,1.1994108817248161e-08,5.140332159925265e-09
1976,1.2569759455516305e-08,2.285410749536254e-09
1977,1.057820764316375e-08,2.3507127355770763e-09
1978,1.4257419245211622e-08,3.5643548113029055e-09
1979,9.948355028654987e-09,2.925986564150662e-09
1980,1.4212877097463661e-08,2.2740602734216964e-09
1981,1.2018544381930951e-08,3.795329828193417e-09
1982,1.1173503899897241e-08,4.345251713999687e-09
1983,1.1999100379966876e-08,2.5261264191556165e-09
1984,1.681712546997005e-08,2.8995041922996734e-09
1985,1.0226449020933615e-08,3.0077789148208467e-09
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,8.555143260480236e-09,4.888653482026939e-09
1988,1.0793796967334401e-08,2.398621523624911e-09
1989,1.4817929994137558e-08,4.939309850016116e-09
1990,1.1442167213715493e-08,5.993515905799995e-09
1991,1.1136783939491579e-08,1.7584396161396398e-09
1992,6.060938417817852e-09,3.30596661157756e-09
1993,1.2186256448387667e-08,3.877445031719162e-09
1994,1.4242301560329906e-08,1.0549853213248639e-09
1995,7.0491861237087505e-09,2.1689803286761844e-09
1996,1.6014276127407356e-08,2.135236876199542e-09
1997,6.7128524960935465e-09,1.438468344439059e-09
1998,6.675381136744818e-09,5.2449422582867555e-09
1999,1.0968483010742602e-08,1.3710603763428253e-09
2000,6.185244316725402e-09,2.6508188977203417e-09
2001,9.638665865452367e-09,1.3143635069212678e-09
2002,1.3581786362237835e-08,8.76244299341522e-10
2003,1.2917460878725251e-08,1.6667691671301554e-09
2004,5.285749615779878e-09,2.2023955992267474e-09
2005,1.261049931144953e-08,4.053374524914943e-09
2006,9.059357708451898e-09,8.235779835885637e-10
2007,5.192823504529542e-09,2.3966877371606188e-09
2008,5.960415716543821e-09,3.8316958494988285e-09
2009,7.1522885392028e-09,2.860915504498962e-09
2010,7.085689368580006e-09,4.723793023408973e-10
2011,6.118355155848576e-09,7.64794394481072e-10
2012,6.808505315092361e-09,1.0212758416727752e-09
2013,5.020424964641279e-09,8.367375126105969e-10
2014,9.311413862178597e-09,3.031623174720721e-09
2015,5.54143841924315e-09,1.329945265027277e-09
2016,9.32103016992869e-09,2.0713399884186856e-09
2017,3.5218559180094644e-09,2.5156112748447867e-09
2018,4.130346731301415e-09,1.0325866828253538e-09
2019,4.08158040698936e-09,1.7856913725466939e-09
