year,tout_ADV appelé_VERB,tout_ADV rappelé_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,6.713520406265161e-09
1803,0.0,3.900678446910888e-09
1804,4.943701892301533e-09,7.4155526164076946e-09
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,2.259030518203531e-09,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,2.8757416448144113e-09,0.0
1814,0.0,6.293354282149721e-09
1815,0.0,5.394447111228828e-09
1816,0.0,0.0
1817,0.0,4.670620334934483e-09
1818,1.1921177378582115e-09,2.384235475716423e-09
1819,2.070210003424222e-09,0.0
1820,3.5599443393152796e-09,1.542642635854463e-08
1821,2.9584463767662328e-09,0.0
1822,1.0025615893027862e-08,0.0
1823,5.929612023614084e-09,9.882686891060644e-10
1824,2.5263338088166165e-09,4.210556348027694e-09
1825,1.7610886082763955e-09,0.0
1826,1.0569580766173203e-08,1.7615968683770689e-09
1827,1.013900075008678e-08,0.0
1828,9.172301418391982e-09,0.0
1829,1.714635211591542e-09,0.0
1830,5.218417697960831e-09,8.349468672008697e-09
1831,1.5591206103948707e-09,9.354723218280014e-09
1832,1.3529969367098715e-09,0.0
1833,0.0,6.950177322551099e-09
1834,2.8937046536725575e-08,0.0
1835,1.285724948729694e-08,7.563087933704082e-10
1836,3.36037508930076e-09,6.72075017860152e-09
1837,6.957891041103892e-09,6.957890930081589e-10
1838,3.1560809521380406e-09,1.2624323808552163e-09
1839,5.593180252283503e-09,0.0
1840,4.458782232319436e-09,0.0
1841,6.420548537278137e-09,2.0545755319290038e-08
1842,0.0,1.408735705865638e-08
1843,7.088293285661962e-09,7.678984559333912e-09
1844,1.866110777015706e-08,8.781698035420504e-09
1845,0.0,1.674068439427856e-09
1846,7.025401593807601e-09,2.3418005312692003e-09
1847,2.6966118227278457e-09,1.6179670936367074e-09
1848,1.126331028444838e-08,0.0
1849,6.7035317297126085e-09,7.54147322368226e-09
1850,7.467895635215882e-09,0.0
1851,1.2898877521649865e-09,6.449438760824933e-09
1852,1.9531636308300904e-09,1.3021090872200602e-09
1853,1.1943863675867306e-09,6.569124799682413e-09
1854,1.4028293915391288e-08,9.871762074453727e-09
1855,1.0613874223963649e-08,0.0
1856,8.28350277259915e-09,5.177189232874468e-10
1857,1.0739319655783675e-08,9.763018171682347e-10
1858,2.4468380099840203e-09,0.0
1859,1.171199848215565e-08,0.0
1860,3.204028820036342e-09,8.696649622663699e-09
1861,3.3011746669586728e-09,2.8295783494058924e-09
1862,9.035972525772706e-10,1.1746764450037972e-08
1863,8.990317823531768e-09,0.0
1864,2.3973640850272204e-09,3.835782358407869e-09
1865,9.413688939474696e-09,0.0
1866,0.0,0.0
1867,1.455843445796745e-09,2.426405742994575e-09
1868,0.0,0.0
1869,3.906815315701806e-09,0.0
1870,1.7202146374017957e-09,3.4404292748035914e-09
1871,4.248470908407853e-09,5.3105884134652115e-09
1872,4.8378714367913744e-09,0.0
1873,2.3944017879529156e-09,4.788803575905831e-09
1874,5.974609140757536e-10,0.0
1875,2.2886108008712824e-09,0.0
1876,1.813804439976252e-09,0.0
1877,0.0,2.4739263970730008e-09
1878,2.4156354694326865e-09,1.2078177347163432e-09
1879,9.774920428640144e-09,6.10932526790009e-10
1880,2.5671385017744797e-09,6.417846254436199e-10
1881,6.972507571312292e-10,1.3945015142624584e-09
1882,6.655385131892899e-10,0.0
1883,5.0554711528150165e-09,6.319338941018771e-10
1884,9.902545450302114e-09,3.9610181801208455e-09
1885,1.933690763067375e-09,1.933690763067375e-09
1886,1.936039106809062e-09,5.808117542471791e-09
1887,6.528924623161458e-10,0.0
1888,5.07249175996094e-09,3.804368819970705e-09
1889,6.265136742733546e-10,0.0
1890,1.3108772956016423e-09,6.554386478008212e-10
1891,1.9122659011827636e-09,3.824531802365527e-09
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,3.079208221734575e-09,0.0
1894,6.301539290376468e-10,2.520615716150587e-09
1895,6.018614495673091e-10,2.4074457982692365e-09
1896,4.717623180994224e-09,1.1204354777305525e-08
1897,1.1653427112179315e-09,4.661370844871726e-09
1898,1.6975064687230201e-09,0.0
1899,3.8693048765026106e-09,0.0
1900,4.15284251431558e-09,1.5573159428683425e-09
1901,4.470991132876634e-09,5.588738916095792e-10
1902,2.455141923096704e-09,0.0
1903,1.6200660812870638e-09,0.0
1904,0.0,0.0
1905,2.580379465655369e-09,5.160759042333041e-10
1906,4.629766070518571e-09,0.0
1907,1.028568674676933e-09,0.0
1908,1.4734167219643268e-09,0.0
1909,2.7504918342913243e-09,2.7504918342913243e-09
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,2.6601871816467337e-09,2.6601871816467337e-09
1912,4.167536982180309e-09,4.167536982180309e-09
1913,1.060597942803554e-09,5.30298971401777e-10
1914,4.687720711604726e-09,6.696743715117748e-10
1915,0.0,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,0.0,0.0
1918,1.1486376294556067e-09,0.0
1919,9.207848372660976e-10,1.2890987832747669e-08
1920,7.572231730534895e-10,5.300562211374427e-09
1921,0.0,5.300923255902035e-09
1922,2.2133805899215986e-09,4.426761179843197e-09
1923,2.1231896241147297e-09,0.0
1924,0.0,1.289162443462999e-09
1925,3.299453377181294e-09,0.0
1926,6.687683296036084e-09,0.0
1927,3.5677519605314956e-08,1.1149224876660924e-09
1928,6.8556247345696875e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,0.0
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,0.0
1936,2.424942913137329e-09,2.424942913137329e-09
1937,0.0,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,3.058810094103137e-09,0.0
1940,1.2678914584896006e-08,0.0
1941,8.854507793643052e-09,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,0.0
1948,2.174377566888097e-09,2.174377566888097e-09
1949,4.908504047662632e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,0.0,2.1322803522849654e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,4.30953106533849e-09,4.3095309543161875e-09
1954,7.818028890937967e-09,9.772536113672459e-10
1955,9.385607846468247e-10,9.385607846468247e-10
1956,5.232684729961079e-09,3.488456634670456e-09
1957,0.0,0.0
1958,1.6544486891589827e-09,0.0
1959,0.0,2.325224457422337e-09
1960,6.920833350854139e-10,2.076250060767393e-09
1961,3.47407969059077e-09,0.0
1962,3.170978146727066e-09,4.43936931660005e-09
1963,3.233026624194224e-09,0.0
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,4.377634699181954e-09,5.472043373977442e-10
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,0.0,1.4791006197611978e-09
1968,3.1439910674890825e-09,4.042274071025531e-09
1969,5.450109252791435e-09,1.8167031212712459e-09
1970,2.759235007143701e-09,4.5987250119061684e-10
1971,0.0,0.0
1972,2.0520587451500205e-09,5.130146862875051e-10
1973,3.859242703185828e-09,0.0
1974,5.625571675160757e-10,2.812785782069227e-09
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,1.1881182704343018e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,5.685150683554241e-10
1981,0.0,2.5302198114474095e-09
1982,4.345251602977385e-09,6.207502289967692e-10
1983,3.789189739755727e-09,0.0
1984,1.7397025486864948e-09,0.0
1985,6.015558051686298e-09,6.015558051686298e-10
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,0.0,2.99827696004229e-09
1989,2.1952488715726304e-09,0.0
1990,3.814055737905164e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,0.0
1993,1.6617622278225497e-09,2.7696036575264316e-09
1994,6.857404755145069e-09,1.5824779264761446e-09
1995,2.1689803286761844e-09,2.1689803286761844e-09
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,1.438468344439059e-09,0.0
1998,3.814503379828693e-09,1.43043876743576e-09
1999,4.570201161957499e-10,4.570201161957499e-10
2000,3.97622823555821e-09,4.859834756842929e-09
2001,8.762423564512289e-10,0.0
2002,1.752488598683044e-09,4.38122149670761e-10
2003,8.333845835650777e-10,1.2500769308587678e-09
2004,1.3214374039449694e-09,2.642874807889939e-09
2005,3.15262471684008e-09,9.007499190971657e-10
2006,2.8825228870488218e-09,0.0
2007,3.994479469415779e-10,1.997239706952314e-09
2008,2.980207747249608e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,9.53638501499654e-10
2010,2.8342759250676863e-09,3.3066551718974324e-09
2011,3.4415748029203996e-09,1.1471915639660324e-09
2012,1.7021263287730903e-09,1.3617010852229328e-09
2013,5.578250084070646e-10,3.0680376017500066e-09
2014,2.1654451148878096e-09,3.031623174720721e-09
2015,1.773260274728905e-09,3.103205470367243e-09
2016,3.1070099826280284e-09,3.72841224560716e-09
2017,3.018733624182701e-09,4.024978128569501e-09
2018,2.581466596041082e-09,2.581466596041082e-09
2019,3.316284080678855e-09,7.65296326310505e-10
