year,faut_VERB appliquer_VERB,faut_VERB rappliquer_VERB
1800,6.476979024228058e-07,0.0
1801,5.833897489537776e-07,0.0
1802,8.280008501060365e-07,0.0
1803,5.968038294668077e-07,0.0
1804,5.833568366142572e-07,2.4718509461507665e-09
1805,7.647341249139572e-07,0.0
1806,5.734521550948557e-07,0.0
1807,1.0761490329969092e-06,0.0
1808,9.608153277440579e-07,0.0
1809,1.034635943142348e-06,0.0
1810,8.050035944506817e-07,0.0
1811,7.696725674577465e-07,0.0
1812,8.855131454765797e-07,0.0
1813,7.879531835897069e-07,0.0
1814,4.782949076798104e-07,0.0
1815,5.987836289023107e-07,0.0
1816,6.280706656980328e-07,0.0
1817,6.149650175757415e-07,0.0
1818,4.5300473061615776e-07,0.0
1819,7.680479257032857e-07,0.0
1820,3.773540981910628e-07,0.0
1821,6.617058829760936e-07,0.0
1822,5.694549827239825e-07,0.0
1823,4.051901498769439e-07,0.0
1824,6.68636346290441e-07,0.0
1825,4.939853397445404e-07,0.0
1826,4.6594237801400595e-07,0.0
1827,5.456625444821839e-07,9.217273055917019e-10
1828,5.118143917570706e-07,0.0
1829,5.795466790914361e-07,0.0
1830,5.312349458108656e-07,0.0
1831,4.895638880952902e-07,0.0
1832,7.049114287838165e-07,0.0
1833,7.228184131236048e-07,0.0
1834,6.599513540095359e-07,0.0
1835,4.568105111957266e-07,0.0
1836,4.617155298092257e-07,0.0
1837,5.684597113031487e-07,0.0
1838,6.495214392998605e-07,0.0
1839,5.215640612732386e-07,6.9914751765765e-10
1840,8.312443924296531e-07,6.369688665408546e-10
1841,6.304978796833893e-07,0.0
1842,5.621525929200288e-07,0.0
1843,5.69426219954039e-07,5.906911071384968e-10
1844,6.460036843236594e-07,5.488561272137815e-10
1845,7.388221661130956e-07,0.0
1846,7.013692311375053e-07,5.854501328173001e-10
1847,7.119054998838692e-07,0.0
1848,5.639700475512655e-07,0.0
1849,6.477287683992472e-07,0.0
1850,6.476702196778206e-07,0.0
1851,6.288202598625503e-07,0.0
1852,6.562629550899146e-07,0.0
1853,5.685279234057816e-07,0.0
1854,6.073731810829486e-07,0.0
1855,5.683729682459671e-07,5.306937111981824e-10
1856,6.414537665477837e-07,1.0354378465748937e-09
1857,5.525868118638755e-07,0.0
1858,5.392831212702731e-07,0.0
1859,5.326413088369009e-07,0.0
1860,3.702941739902599e-07,0.0
1861,5.31017519733723e-07,4.715963730639317e-10
1862,5.222792083259264e-07,0.0
1863,5.249346486380091e-07,0.0
1864,5.202279567129153e-07,0.0
1865,4.989254875908955e-07,0.0
1866,6.451802505580417e-07,9.731225825149181e-10
1867,6.138806725175527e-07,0.0
1868,5.908089519834903e-07,0.0
1869,6.978548867664358e-07,9.767038289254515e-10
1870,6.07235790539562e-07,0.0
1871,6.415190796360548e-07,0.0
1872,4.922534344586893e-07,0.0
1873,6.955737035241327e-07,0.0
1874,4.3375661107347696e-07,0.0
1875,5.074994646747655e-07,0.0
1876,6.257625386751897e-07,0.0
1877,5.300387329043588e-07,6.184815992682502e-10
1878,1.2561304174596444e-06,0.0
1879,4.3070744482065493e-07,0.0
1880,6.924856279511005e-07,1.2835692508872398e-09
1881,6.602964504054398e-07,0.0
1882,5.683698987013486e-07,6.655385131892899e-10
1883,6.205590921126714e-07,1.2638677882037541e-09
1884,6.608298690480297e-07,0.0
1885,6.091125897000893e-07,0.0
1886,6.279220201577118e-07,0.0
1887,1.272487452297355e-06,1.3057849246322917e-09
1888,6.346955387925846e-07,1.268122939990235e-09
1889,5.74513023821055e-07,6.265136742733546e-10
1890,6.292211196523567e-07,0.0
1891,6.501704206129943e-07,0.0
1892,6.575669431185815e-07,0.0
1893,1.0758753887785133e-06,6.158416554491453e-10
1894,5.854129767612903e-07,1.8904617871129403e-09
1895,6.138986918813316e-07,0.0
1896,5.784985432910617e-07,0.0
1897,6.502612563963339e-07,5.826713556089658e-10
1898,4.877501851296984e-07,0.0
1899,5.759736723121023e-07,0.0
1900,5.227390715845104e-07,5.191053142894475e-10
1901,5.711690960197302e-07,0.0
1902,4.7580650175405026e-07,4.910283846193408e-10
1903,4.5739867005067936e-07,0.0
1904,6.008830837345158e-07,0.0
1905,5.651031074194179e-07,5.160759042333041e-10
1906,5.936389015914756e-07,0.0
1907,5.996555501042167e-07,0.0
1908,4.901566512671707e-07,0.0
1909,5.033400043430447e-07,0.0
1910,4.88989769564796e-07,0.0
1911,4.697890290117357e-07,5.320374141248863e-10
1912,4.672850764109171e-07,5.209421227725386e-10
1913,4.671933879762946e-07,0.0
1914,5.524813673218887e-07,0.0
1915,3.487105573185545e-07,0.0
1916,4.1202983425137063e-07,1.0987462051303964e-09
1917,3.4873229992626875e-07,1.0966424435210342e-09
1918,4.91616901854286e-07,0.0
1919,4.125116106479254e-07,0.0
1920,4.997672817808052e-07,0.0
1921,5.338786763786629e-07,0.0
1922,4.950594529873342e-07,0.0
1923,4.363154744169151e-07,0.0
1924,4.731226113108278e-07,0.0
1925,5.609070967693697e-07,0.0
1926,4.447309152055823e-07,0.0
1927,4.682674443756696e-07,0.0
1928,4.444730166142108e-07,1.1426041224282812e-09
1929,5.737309152209491e-07,0.0
1930,5.850507136528904e-07,0.0
1931,4.87008719574078e-07,0.0
1932,4.866034259976004e-07,0.0
1933,4.542382328054373e-07,0.0
1934,4.756687417284411e-07,0.0
1935,4.94290134156472e-07,0.0
1936,5.00750729770516e-07,0.0
1937,4.6713049073332513e-07,1.2591118148108649e-09
1938,5.302772478898987e-07,0.0
1939,3.639983958692028e-07,0.0
1940,3.6515274359771865e-07,0.0
1941,3.5418031529843574e-07,0.0
1942,2.912843228841666e-07,0.0
1943,3.65807636626414e-07,0.0
1944,3.020394956365635e-07,0.0
1945,3.245970958687394e-07,0.0
1946,3.689092693548446e-07,0.0
1947,4.410722169723158e-07,1.1920870957027319e-09
1948,3.729057596046914e-07,0.0
1949,3.750097050669865e-07,0.0
1950,4.4668519194601686e-07,0.0
1951,4.659032697418297e-07,0.0
1952,5.188043701309653e-07,0.0
1953,4.266435666977486e-07,1.0773827385790469e-09
1954,3.742881347079674e-07,9.772536113672459e-10
1955,3.970112061324471e-07,0.0
1956,4.1425423091823177e-07,0.0
1957,3.3573144264664734e-07,0.0
1958,4.078216022662673e-07,8.272243445794913e-10
1959,3.77461418565872e-07,7.750747821333448e-10
1960,3.4050501085403084e-07,6.920833350854139e-10
1961,3.43239065614398e-07,0.0
1962,3.5134439713147003e-07,0.0
1963,3.5239989415458695e-07,0.0
1964,3.522617646467552e-07,6.083968329129164e-10
1965,3.693629366807727e-07,0.0
1966,3.151733665163192e-07,0.0
1967,3.3772798246900493e-07,9.860671168482327e-10
1968,2.7756951226365345e-07,0.0
1969,2.974851440740167e-07,0.0
1970,3.5364195127840503e-07,4.5987250119061684e-10
1971,3.103592121078691e-07,5.138397485282553e-10
1972,2.6215050752398383e-07,0.0
1973,2.828273579780216e-07,5.513203782392395e-10
1974,2.666521083938278e-07,0.0
1975,2.758644939149235e-07,0.0
1976,2.411108255273575e-07,5.713526873840635e-10
1977,2.744457106018672e-07,0.0
1978,2.477226530572807e-07,5.940591352171509e-10
1979,2.826503191499796e-07,0.0
1980,2.4275593091260816e-07,5.685150683554241e-10
1981,2.1570123465153301e-07,0.0
1982,2.7933759838560945e-07,0.0
1983,2.538756973535783e-07,0.0
1984,2.5573626771802083e-07,0.0
1985,2.225756503548837e-07,0.0
1986,2.361827284858009e-07,5.994485463567401e-10
1987,2.4626592676213477e-07,6.110816852533674e-10
1988,2.6085010063070513e-07,0.0
1989,2.228177606866666e-07,5.488122178931576e-10
1990,2.2393955134702992e-07,0.0
1991,2.4149235855475126e-07,0.0
1992,1.9339904611115344e-07,0.0
1993,2.0993596194784914e-07,0.0
1994,2.1679947792563325e-07,0.0
1995,1.9195475431388331e-07,0.0
1996,2.466198623096716e-07,0.0
1997,2.315934040098e-07,0.0
1998,2.3697602102856763e-07,0.0
1999,2.4496279138475074e-07,4.570201161957499e-10
2000,2.1559993967912305e-07,0.0
2001,2.3702355633758998e-07,4.3812117822561447e-10
2002,2.396528202552872e-07,4.38122149670761e-10
2003,2.3584783548358246e-07,0.0
2004,2.1759669266430137e-07,0.0
2005,2.1347773326851893e-07,0.0
2006,2.1371849356910388e-07,4.1178899179428186e-10
2007,1.7815378328123188e-07,0.0
2008,1.8306990057226358e-07,1.2772318758180745e-09
2009,2.517605537377676e-07,4.76819250749827e-10
2010,2.0784689525044087e-07,0.0
2011,2.3135029891818704e-07,0.0
2012,2.1072324329907133e-07,0.0
2013,2.0918437826367153e-07,8.367375126105969e-10
2014,1.8081466635067045e-07,4.330890368553497e-10
2015,1.9217708313590265e-07,2.2165753954528356e-10
2016,1.8476353602636664e-07,1.2428040818690533e-09
2017,1.665334679046282e-07,7.54683426862357e-10
2018,1.910285334361106e-07,5.162933414126769e-10
2019,1.650489025450952e-07,7.65296326310505e-10
