year,fallait_VERB ajouter_VERB,fallait_VERB rajouter_VERB
1901,1.8945824820093549e-07,0.0
1902,1.2619429412552563e-07,0.0
1903,1.501261266412257e-07,0.0
1904,1.3544055832426238e-07,0.0
1905,1.7494973292286886e-07,1.0321518084666081e-09
1906,1.5072460257670173e-07,0.0
1907,1.9234234116538573e-07,0.0
1908,1.4586825614060217e-07,0.0
1909,1.320236009405562e-07,0.0
1910,1.5337712966356776e-07,0.0
1911,1.4311805784927856e-07,0.0
1912,1.2294233897591766e-07,0.0
1913,1.4477161869308475e-07,0.0
1914,9.844212911502837e-08,0.0
1915,1.979168047228086e-07,0.0
1916,2.1535426242280664e-07,0.0
1917,1.8094600306994835e-07,0.0
1918,1.2405286042849184e-07,0.0
1919,1.2246438529928128e-07,0.0
1920,1.665891034008382e-07,0.0
1921,1.6584317563683726e-07,7.572747429129834e-10
1922,1.5124767571705888e-07,0.0
1923,1.0828266994167279e-07,0.0
1924,1.4438619189149904e-07,0.0
1925,1.3857703606845462e-07,0.0
1926,1.2372213120670494e-07,0.0
1927,1.3936531217950687e-07,0.0
1928,1.1083260176292242e-07,0.0
1929,1.2254446346560144e-07,0.0
1930,1.0713675635543041e-07,0.0
1931,1.3572373802617221e-07,0.0
1932,1.238427671523823e-07,1.0959536611565568e-09
1933,1.387950163689311e-07,0.0
1934,1.3539185772515339e-07,0.0
1935,1.4242257861951657e-07,0.0
1936,1.1518478970629076e-07,0.0
1937,1.0072894696122603e-07,0.0
1938,1.2705909568921925e-07,0.0
1939,1.1317597170545923e-07,0.0
1940,1.6229010668666888e-07,0.0
1941,1.151085982087352e-07,0.0
1942,1.0012898599143227e-07,0.0
1943,1.219358836124229e-07,0.0
1944,1.4780655988033686e-07,0.0
1945,1.612093001313042e-07,0.0
1946,1.545242582778883e-07,0.0
1947,1.5497131755637383e-07,0.0
1948,1.2828827777866536e-07,0.0
1949,1.4136492154648295e-07,0.0
1950,1.4570444761830004e-07,0.0
1951,1.4712733786836907e-07,0.0
1952,1.2231971879828052e-07,0.0
1953,1.465240586639993e-07,0.0
1954,1.270429663691175e-07,0.0
1955,1.0324168897568597e-07,9.385607846468247e-10
1956,1.1947963685088325e-07,0.0
1957,1.1662249477240039e-07,0.0
1958,1.1415696121730434e-07,0.0
1959,1.21686738907556e-07,0.0
1960,1.259591613234079e-07,2.7683333403416555e-09
1961,1.1742389460778213e-07,3.47407969059077e-09
1962,1.3571786894317484e-07,1.2683912808952869e-09
1963,1.4225317102045665e-07,0.0
1964,1.1985417813775712e-07,1.2167936658258327e-09
1965,1.1929054721804278e-07,3.2832261354087677e-09
1966,1.213057316817867e-07,5.539074754423723e-10
1967,1.3065388770883146e-07,0.0
1968,1.3429333023395884e-07,4.4914158503495116e-10
1969,1.026437246309797e-07,9.083515606356229e-10
1970,1.2186620779175428e-07,3.6789800095249348e-09
1971,1.258907360579542e-07,0.0
1972,1.108111717940119e-07,5.130146862875051e-10
1973,1.234957665019465e-07,1.6539611902288698e-09
1974,1.1982467640336836e-07,2.2502286700643026e-09
1975,1.330774921370903e-07,4.569184142155791e-09
1976,1.2055541276367876e-07,0.0
1977,1.2635081247935886e-07,1.1753563677885381e-09
1978,1.1524747378643951e-07,2.970295565063452e-09
1979,1.2815822003631183e-07,2.3407893401383717e-09
1980,1.0062716881975575e-07,1.1370301367108482e-09
1981,1.0816689410830804e-07,4.427884725544118e-09
1982,1.1608029382159657e-07,0.0
1983,1.2693784867678914e-07,6.315316047889041e-10
1984,1.3337719906303391e-07,2.8995041922996734e-09
1985,1.3835783363447263e-07,3.0077789148208467e-09
1986,1.342764761602666e-07,1.1988970927134801e-09
1987,1.478817637234897e-07,3.6664902225425067e-09
1988,1.5531074382124643e-07,3.597932174415064e-09
1989,1.5750910620226932e-07,6.036934507847036e-09
1990,1.7544655861456704e-07,1.089730194969718e-09
1991,1.5122580521165219e-07,3.5168792322792797e-09
1992,1.4105457069035765e-07,2.2039776670368383e-09
1993,1.4069587450649124e-07,6.647049133334804e-09
1994,1.3029068668402033e-07,4.2199412852994556e-09
1995,1.2254739090167277e-07,7.0491861237087505e-09
1996,1.3985801672333764e-07,1.014237493990322e-08
1997,1.294621512215599e-07,9.110299181713799e-09
1998,1.3493806250153284e-07,4.7681290027412615e-09
1999,1.3573497881225194e-07,6.398281460207045e-09
2000,1.4535324055486853e-07,8.83606254831193e-09
2001,1.3932253750681411e-07,6.133696661692056e-09
2002,1.4501843281777838e-07,2.6287327870022636e-09
2003,1.5125930019621592e-07,7.500461585152607e-09
2004,1.6473919117743208e-07,6.607186797680242e-09
2005,1.5718086388005759e-07,4.503749373441224e-09
2006,1.503029807281564e-07,5.353256948836815e-09
2007,1.3501340845323284e-07,1.078509459517818e-08
2008,1.2857468334459554e-07,1.2346575317678798e-08
2009,1.397080353626734e-07,1.0966842545201416e-08
2010,1.8233841103665327e-07,9.919965293647692e-09
2011,1.4492853495085e-07,8.795135286732148e-09
2012,1.5659561825032142e-07,9.531907707582832e-09
2013,1.7320466838555149e-07,1.1435412616833673e-08
2014,1.6110912781641673e-07,8.012147389990787e-09
2015,1.6779475231487595e-07,9.087958829923082e-09
2016,1.5431483291195036e-07,6.421154274960372e-09
2017,1.5999287938939233e-07,1.1320251402935355e-08
2018,1.3914105068124627e-07,9.29327992338358e-09
2019,1.2907997870570398e-07,1.2499840273960672e-08
