year,tant_ADV appelé_VERB,tant_ADV rappelé_VERB
1897,1.7480140668268973e-09,1.1653427112179315e-09
1898,3.960848538042683e-09,3.3950129374460403e-09
1899,1.1055156790007459e-08,5.527578395003729e-10
1900,5.710158568206225e-09,0.0
1901,2.794369402536745e-09,0.0
1902,1.9641135384773634e-09,2.9461704187383475e-09
1903,7.020286574288548e-09,2.1600881083827517e-09
1904,6.449550227216605e-09,4.837162670412454e-09
1905,5.160758931310738e-09,0.0
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,0.0,0.0
1908,4.911389073214423e-09,1.964555629285769e-09
1909,9.351672325408344e-09,0.0
1910,3.206490406526541e-09,2.137660271017694e-09
1911,2.6601871816467337e-09,0.0
1912,9.376957876838787e-09,0.0
1913,7.42418571064718e-09,2.6514948014977335e-09
1914,7.366418142140674e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,9.888715624128963e-09,0.0
1917,1.0966424213165737e-08,2.1932848870420685e-09
1918,9.189101035644853e-09,0.0
1919,1.3811772170413406e-08,0.0
1920,7.572231730534895e-09,7.572231730534895e-10
1921,1.8931869405491852e-08,0.0
1922,7.377935484775833e-10,0.0
1923,1.8047112249064412e-08,2.1231896241147297e-09
1924,7.734974438733389e-09,0.0
1925,0.0,3.299453377181294e-09
1926,1.0031524944054127e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,3.342121912552898e-09,0.0
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-08,0.0
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,1.196828414151696e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,5.568441707737293e-09,0.0
1947,1.1920871401116528e-08,7.152522574216391e-09
1948,6.523132700664291e-09,4.348755133776194e-09
1949,0.0,9.817008317369869e-10
1950,3.190608444114673e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,0.0
1953,0.0,0.0
1954,3.9090144454689835e-09,0.0
1955,9.385607846468247e-10,0.0
1956,1.1337483840634377e-08,8.72114158667614e-10
1957,1.1485549400447326e-08,2.6505113659425206e-09
1958,4.1361216673863055e-09,0.0
1959,5.425523585955716e-09,0.0
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,4.86371165564492e-09,2.779263708063695e-09
1962,5.7077609305622445e-09,1.2683912808952869e-09
1963,4.526237162849611e-09,6.466053248388448e-10
1964,6.6923653285755336e-09,6.083968329129164e-10
1965,2.188817349590977e-09,1.0944086747954884e-09
1966,5.539074976468328e-09,0.0
1967,2.9582012395223956e-09,0.0
1968,9.88111459321317e-09,8.982831700699023e-10
1969,2.7250546263957176e-09,9.083515606356229e-10
1970,4.598724956395017e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,2.0520587451500205e-09,2.0520587451500205e-09
1973,2.7566018356850464e-09,0.0
1974,3.3753431161187564e-09,2.2502286700643026e-09
1975,6.8537762132336866e-09,1.1422960355389478e-09
1976,5.713526984862938e-09,0.0
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,4.752473081737207e-09,5.940591352171509e-10
1979,4.681578680276743e-09,0.0
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,8.223214109648325e-09,0.0
1982,5.586751949948621e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,0.0
1984,4.059305780401701e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,6.015558051686298e-10
1986,2.997242676272549e-09,5.994485463567401e-10
1987,4.277571630240118e-09,0.0
1988,2.99827696004229e-09,1.798966087207532e-09
1989,7.683371272548811e-09,0.0
1990,5.993515905799995e-09,1.089730194969718e-09
1991,4.68917216167597e-09,5.861465202094962e-10
1992,9.366905473484621e-09,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,0.0
1997,6.233362714880286e-09,1.438468344439059e-09
1998,9.536258449571733e-10,9.536258449571733e-10
1999,4.113180906983871e-09,1.3710603763428253e-09
2000,7.95245647111642e-09,0.0
2001,4.381211837767296e-09,4.3812117822561447e-10
2002,4.81934359086722e-09,8.76244299341522e-10
2003,4.166922806803086e-09,8.333845835650777e-10
2004,2.2023955992267474e-09,8.809582507929292e-10
2005,2.702249757291497e-09,1.3511248786457486e-09
2006,9.471146533712727e-09,0.0
2007,4.393927444112933e-09,3.994479469415779e-10
2008,4.6831836186811415e-09,2.1287198670449925e-09
2009,7.629108011997232e-09,9.53638501499654e-10
2010,3.3066551718974324e-09,0.0
2011,3.823971805871906e-09,4.971163480860241e-09
2012,4.425528388196653e-09,1.3617010852229328e-09
2013,8.08846234434668e-09,1.1156500168141292e-09
2014,4.7639794331644225e-09,1.0827225782605865e-09
2015,8.422986752520956e-09,2.438232948875907e-09
2016,7.871092222444531e-09,6.214020409345267e-10
2017,8.049956257139002e-09,2.5156112748447867e-09
2018,4.3884935685412074e-09,2.8396134332808742e-09
2019,7.652963596171958e-09,3.3162841361900064e-09
