year,ait_VERB empli_VERB,ait_VERB rempli_VERB
1917,0.0,9.431124681213987e-08
1918,0.0,9.878283435682533e-08
1919,9.207848372660976e-10,6.905886351660229e-08
1920,0.0,5.83061847692079e-08
1921,1.5145494858259667e-09,6.28538003866197e-08
1922,2.2133805899215986e-09,8.558404829273059e-08
1923,3.1847844361720945e-09,8.811237250938575e-08
1924,1.289162443462999e-09,9.539802192648494e-08
1925,1.0998177923937646e-09,7.038833871320094e-08
1926,2.229227691330493e-09,7.244990030130793e-08
1927,0.0,6.355057990958812e-08
1928,2.2852082448565625e-09,5.9415413034002995e-08
1929,0.0,6.795647777835256e-08
1930,2.100720708497761e-09,4.3064773080914165e-08
1931,0.0,6.044839295782367e-08
1932,1.0959536611565568e-09,7.890866271509367e-08
1933,0.0,5.6206243215228824e-08
1934,0.0,5.870974462141021e-08
1935,2.393656828303392e-09,7.300653237507504e-08
1936,0.0,4.00115567344983e-08
1937,3.777335333410292e-09,4.280980192561401e-08
1938,2.5930428915188486e-09,4.797129449229942e-08
1939,0.0,2.9058696782158222e-08
1940,0.0,3.803674530900025e-08
1941,0.0,5.017554371988808e-08
1942,0.0,3.3376331032286544e-08
1943,2.9032352077962287e-09,5.2258233296242906e-08
1944,0.0,2.5705489292704442e-08
1945,4.357008087652048e-09,4.357008265287732e-08
1946,0.0,3.897909195416105e-08
1947,2.3841741914054637e-09,5.8412268799656886e-08
1948,2.174377566888097e-09,5.3272248834446145e-08
1949,0.0,2.3560819073509265e-08
1950,0.0,4.4668517773516214e-08
1951,0.0,4.691016641800161e-08
1952,0.0,5.061505703451985e-08
1953,0.0,3.232148060305917e-08
1954,9.772536113672459e-10,3.713563856422297e-08
1955,9.385607846468247e-10,4.786659957289885e-08
1956,0.0,4.7094165012140365e-08
1957,8.835037701437898e-10,6.361226922990681e-08
1958,1.6544486891589827e-09,4.6324561964183886e-08
1959,0.0,4.4954337141689393e-08
1960,1.3841666701708277e-09,4.9137916846575536e-08
1961,2.08444772553662e-09,5.350082687982649e-08
1962,1.2683912808952869e-09,4.249110929777089e-08
1963,3.879631726988464e-09,3.9442923593924206e-08
1964,0.0,6.266487417860844e-08
1965,1.0944086747954884e-09,5.7456453816939757e-08
1966,1.6617224263271169e-09,4.3204781974282014e-08
1967,3.451234853457663e-09,5.1768523690043367e-08
1968,0.0,4.042274426296899e-08
1969,4.5417578031781147e-10,6.085955561729861e-08
1970,0.0,5.2425466634531404e-08
1971,1.541519245584766e-09,4.881477622120656e-08
1972,0.0,4.104117579117883e-08
1973,5.513203782392395e-10,5.292675808732383e-08
1974,3.3753431161187564e-09,3.7691329168865195e-08
1975,1.1422960355389478e-09,4.968987710185502e-08
1976,5.713526873840635e-10,3.5423866506789636e-08
1977,1.7630346071939584e-09,2.5857840313392444e-08
1978,0.0,5.524750079644036e-08
1979,0.0,6.086052195541924e-08
1980,5.685150683554241e-10,3.865902442612423e-08
1981,0.0,3.6055631369436014e-08
1982,1.2415004579935385e-09,5.524676893742253e-08
1983,6.315316047889041e-10,3.915495838668903e-08
1984,1.739702604197646e-09,3.595385322796574e-08
1985,0.0,3.7296459254321235e-08
1986,5.994485463567401e-10,3.7765257587807355e-08
1987,6.110816852533674e-10,4.522004459772688e-08
1988,0.0,2.7584148298842592e-08
1989,5.488122178931576e-10,2.030605195102453e-08
1990,0.0,3.596109721115681e-08
1991,5.861465202094962e-10,2.8721180100887977e-08
1992,0.0,4.1324582866764104e-08
1993,1.1078414852150331e-09,2.7142116110212555e-08
1994,1.0549853213248639e-09,3.2177052133874895e-08
1995,1.0844901643380922e-09,2.982347879765257e-08
1996,0.0,3.736664666575962e-08
1997,9.58978896292706e-10,2.8769367332870388e-08
1998,1.9072516899143466e-09,2.2410207023426665e-08
1999,0.0,2.422206613061917e-08
2000,0.0,3.004261373007466e-08
2001,8.762423564512289e-10,3.110660529159759e-08
2002,0.0,1.8401129509015846e-08
2003,1.2500769308587678e-09,2.541822929913451e-08
2004,8.809582507929292e-10,1.9381081628466745e-08
2005,4.5037495954858286e-10,2.9724747108161864e-08
2006,0.0,2.388376074691223e-08
2007,7.988958938831558e-10,1.837460494868992e-08
2008,0.0,2.7247613942904536e-08
2009,0.0,2.098004614481397e-08
2010,0.0,1.9367551118421034e-08
2011,3.82397197240536e-10,2.4855816960211996e-08
2012,2.0425516833455504e-09,2.7574447614142628e-08
2013,2.789125042035323e-10,2.5938863501551168e-08
2014,1.2992671383216248e-09,2.403644216997236e-08
2015,1.329945265027277e-09,3.191868458429781e-08
2016,1.4499380585064614e-09,3.314143981469897e-08
2017,1.2578056374223934e-09,2.3646746782901573e-08
2018,7.744400121190154e-10,3.304277385041132e-08
2019,1.02039510174734e-09,3.086695343768042e-08
