year,auraient_VERB ajouté_VERB,auraient_VERB rajouté_VERB
1855,3.555647865027822e-08,0.0
1856,2.9509978460851016e-08,0.0
1857,4.29572786231347e-08,0.0
1858,2.838332058274773e-08,0.0
1859,2.800695320104296e-08,0.0
1860,3.020941363729435e-08,0.0
1861,3.6312922446768425e-08,0.0
1862,1.7620147119146168e-08,0.0
1863,4.2454278315062766e-08,0.0
1864,3.0206784629172034e-08,0.0
1865,3.247722446531043e-08,0.0
1866,4.135770836910524e-08,0.0
1867,1.1161466417775046e-08,0.0
1868,3.062721987134864e-08,0.0
1869,3.613804011592947e-08,0.0
1870,3.325748210158963e-08,0.0
1871,1.3807530230280918e-08,0.0
1872,3.62840353318461e-08,0.0
1873,2.1549615425442425e-08,0.0
1874,2.3898437007119355e-08,0.0
1875,3.833423178889461e-08,0.0
1876,6.771536220639973e-08,0.0
1877,9.27722432209066e-09,0.0
1878,1.9928991790152395e-08,0.0
1879,2.5659165459046562e-08,0.0
1880,2.8238524407697696e-08,0.0
1881,2.5101027034679646e-08,0.0
1882,1.9300616216355593e-08,0.0
1883,3.728409936343269e-08,0.0
1884,2.3766109080725073e-08,0.0
1885,1.740321664556177e-08,0.0
1886,2.0651084398082276e-08,0.0
1887,5.876032105334161e-09,0.0
1888,1.5851536971922542e-08,0.0
1889,1.3156786771162388e-08,0.0
1890,1.3764211992395303e-08,0.0
1891,9.561330394092238e-09,0.0
1892,1.817868522380195e-08,0.0
1893,3.4487133149241345e-08,0.0
1894,7.561847148451761e-09,0.0
1895,2.166701307260155e-08,0.0
1896,1.0614652268259306e-08,0.0
1897,1.631479840114025e-08,0.0
1898,1.9804241802034994e-08,0.0
1899,1.879376654301268e-08,0.0
1900,1.7130474816440255e-08,0.0
1901,1.8442838367604963e-08,0.0
1902,2.553347577816112e-08,0.0
1903,1.1340462791054051e-08,0.0
1904,1.289910045443321e-08,0.0
1905,8.773290538499623e-09,0.0
1906,1.2860461140462576e-08,0.0
1907,2.2114226894132116e-08,0.0
1908,2.0627833663411366e-08,0.0
1909,2.475442606453271e-08,0.0
1910,2.8323999146095957e-08,0.0
1911,1.4897047151407605e-08,0.0
1912,1.510732161591477e-08,0.0
1913,1.590896836489719e-08,0.0
1914,2.343860217024485e-08,0.0
1915,1.767114277129167e-08,0.0
1916,3.625862632361532e-08,0.0
1917,2.4126133979507358e-08,0.0
1918,2.756730310693456e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,7.572747762196741e-09,0.0
1922,1.623145884366295e-08,0.0
1923,1.1677542488541803e-08,0.0
1924,1.933743654092268e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,1.671920735191179e-08,0.0
1927,2.0068604555945058e-08,0.0
1928,3.5420729460611255e-08,0.0
1929,2.5622934884950155e-08,0.0
1930,3.151081173768944e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,2.520693342944469e-08,0.0
1933,2.523545639121494e-08,0.0
1934,2.7557634396657704e-08,0.0
1935,1.555876849579363e-08,0.0
1936,8.487299751891442e-09,0.0
1937,2.1404900962807005e-08,0.0
1938,1.8151300906765755e-08,0.0
1939,3.6705721129237645e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.178504132643866e-08,0.0
1946,8.352662561605939e-09,0.0
1947,2.0265479960812627e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,1.2762110479513922e-08,0.0
1950,1.595304155443955e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,9.69644453618912e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,8.72114114258693e-09,0.0
1957,1.767007518083119e-08,0.0
1958,1.1581140491045971e-08,0.0
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,1.1073333361366622e-08,0.0
1961,9.03260666262895e-09,0.0
1962,8.8787386332001e-09,0.0
1963,1.2285501505004959e-08,0.0
1964,1.7035111099517053e-08,0.0
1965,1.4774516721161035e-08,0.0
1966,1.273987226824147e-08,0.0
1967,1.2818872185960117e-08,9.860671168482327e-10
1968,1.3474247495537384e-08,0.0
1969,2.1346261647181564e-08,0.0
1970,1.839489982558007e-08,0.0
1971,2.1067430466814585e-08,0.0
1972,1.539044092169206e-08,5.130146862875051e-10
1973,1.0475087464101307e-08,0.0
1974,1.4626486688484874e-08,0.0
1975,1.4278700888326057e-08,5.711480177694739e-10
1976,2.0568696967870892e-08,0.0
1977,1.5279633558407113e-08,0.0
1978,5.940591130126904e-09,0.0
1979,1.1703946256602649e-08,0.0
1980,1.1370301145063877e-08,0.0
1981,1.138598904049104e-08,1.2651099057237047e-09
1982,1.0552754226011984e-08,0.0
1983,7.57837881337764e-09,0.0
1984,1.797692661398287e-08,0.0
1985,1.4437339324047116e-08,0.0
1986,9.591176741707841e-09,5.994485463567401e-10
1987,1.0388388815840699e-08,6.110816852533674e-10
1988,1.3192418713003917e-08,5.996553809062277e-10
1989,2.140367705294466e-08,0.0
1990,6.538381391862913e-09,1.089730194969718e-09
1991,1.52398094144246e-08,5.861465202094962e-10
1992,7.713921945651236e-09,5.509944167592096e-10
1993,1.772546376344053e-08,0.0
1994,1.5297286992677073e-08,0.0
1995,1.4098372247417501e-08,0.0
1996,1.014237493990322e-08,1.6014276571496566e-09
1997,1.006927874414032e-08,0.0
1998,1.0013071261028017e-08,9.536258449571733e-10
1999,1.279656292041409e-08,2.7421207526856506e-09
2000,1.192868470667463e-08,0.0
2001,1.1391150245287918e-08,4.3812117822561447e-10
2002,1.4896152755738967e-08,0.0
2003,1.91678459771083e-08,0.0
2004,1.2333415178034102e-08,0.0
2005,9.007498746882447e-09,0.0
2006,1.1118302722934459e-08,3.294311934354255e-09
2007,9.586750948642475e-09,1.1983438685803094e-09
2008,1.1495087548496485e-08,4.257439678578834e-10
2009,1.2874119548200724e-08,0.0
2010,1.0392344762522043e-08,4.723793023408973e-10
2011,5.7359579308524644e-09,1.1471915639660324e-09
2012,9.872333173177594e-09,0.0
2013,1.338780020176955e-08,8.367375126105969e-10
2014,1.2992670939127038e-08,1.5158115873603606e-09
2015,1.2412821881468972e-08,2.2165753954528356e-10
2016,1.3256576281150956e-08,1.4499380585064614e-09
2017,1.0565567976072998e-08,7.54683426862357e-10
2018,1.0067719991013746e-08,2.5814667070633845e-10
2019,1.2499840273960672e-08,2.55098775436835e-10
