year,veulent_VERB abattre_VERB,veulent_VERB rabattre_VERB
1900,2.595526460424935e-09,0.0
1901,1.2854099118442264e-08,0.0
1902,4.419255628107521e-09,0.0
1903,1.6200660812870638e-09,0.0
1904,4.837162670412454e-09,0.0
1905,3.6125313851442797e-09,0.0
1906,1.2860461140462576e-08,0.0
1907,6.1714118260169926e-09,0.0
1908,2.4556945366072114e-09,0.0
1909,1.1001967115120692e-09,0.0
1910,4.275320542035388e-09,0.0
1911,5.3203743632934675e-09,0.0
1912,2.0837684910901544e-09,0.0
1913,3.71209285532359e-09,0.0
1914,0.0,0.0
1915,1.4136913861761968e-08,0.0
1916,1.9777431248257926e-08,0.0
1917,3.180263163926611e-08,0.0
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,2.762354434082681e-08,0.0
1920,1.817335615328375e-08,0.0
1921,8.330022005509363e-09,0.0
1922,4.426761179843197e-09,0.0
1923,1.0615948120573648e-08,0.0
1924,9.02413699321869e-09,0.0
1925,1.4297631523163545e-08,0.0
1926,7.802296586589819e-09,0.0
1927,1.1149224654616319e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,6.302162347537887e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,9.863582839386709e-09,0.0
1933,4.588264879146209e-09,0.0
1934,7.188948103475923e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,4.849885826274658e-09,0.0
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,0.0
1945,2.832055301382752e-08,0.0
1946,1.6705325123211878e-08,0.0
1947,4.7683483828109274e-09,0.0
1948,9.784699273041042e-09,0.0
1949,9.817008539414473e-09,0.0
1950,6.381216888229346e-09,0.0
1951,1.1727541604500402e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,7.54167928107563e-09,0.0
1954,8.795282724349818e-09,0.0
1955,8.447047505910632e-09,0.0
1956,7.849027205963921e-09,0.0
1957,4.417518795207798e-09,0.0
1958,8.272243334772611e-09,0.0
1959,7.750747599288843e-09,0.0
1960,1.314958364417862e-08,0.0
1961,1.459113452284555e-08,0.0
1962,9.512934440181198e-09,6.341956404476434e-10
1963,1.4225316924409981e-08,0.0
1964,1.520992043424485e-08,0.0
1965,1.094408652591028e-08,0.0
1966,8.308612464702492e-09,0.0
1967,1.2818872185960117e-08,1.9721342336964653e-09
1968,1.0330256650092906e-08,0.0
1969,7.72098829315837e-09,0.0
1970,1.4715920038099739e-08,0.0
1971,1.2332153964678128e-08,0.0
1972,1.7955514408640738e-08,0.0
1973,1.2129047988196362e-08,0.0
1974,1.1251143128276908e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,1.2569759455516305e-08,0.0
1977,1.645498848290572e-08,0.0
1978,7.72276909088987e-09,0.0
1979,1.1118749476679568e-08,0.0
1980,9.096241093686785e-09,0.0
1981,6.325549417596221e-09,0.0
1982,9.932003663948308e-09,0.0
1983,9.47297440490047e-09,0.0
1984,1.0438215625185876e-08,0.0
1985,1.4437339324047116e-08,0.0
1986,6.593933843390687e-09,0.0
1987,9.166225112267057e-09,0.0
1988,9.594486094499644e-09,1.1993107618124554e-09
1989,2.4147738031388144e-08,1.0976244357863152e-09
1990,9.262707045820662e-09,0.0
1991,1.0550637696837839e-08,0.0
1992,8.815910668147353e-09,1.1019888335184191e-09
1993,1.2740176913439427e-08,0.0
1994,1.2132331583813993e-08,5.274926606624319e-10
1995,8.133675954979935e-09,0.0
1996,1.3345230698291743e-08,0.0
1997,1.1507746755512471e-08,0.0
1998,1.4781200263769279e-08,4.768129224785866e-10
1999,1.0054442611817649e-08,0.0
2000,1.192868470667463e-08,1.3254094488601709e-09
2001,1.1829271784336015e-08,0.0
2002,3.9430991805033955e-09,0.0
2003,1.12506919336397e-08,4.1669229178253886e-10
2004,7.928623979580607e-09,0.0
2005,7.656374201303606e-09,0.0
2006,1.1530091548195287e-08,8.235779835885637e-10
2007,1.1184542181297275e-08,0.0
2008,1.1920831433087642e-08,0.0
2009,6.675469510497578e-09,0.0
2010,1.2281861749841028e-08,4.723793023408973e-10
2011,4.5887662558641296e-09,0.0
2012,1.4297861561374248e-08,0.0
2013,9.204113027294625e-09,5.578250084070646e-10
2014,1.0394137106572998e-08,0.0
2015,1.1969507163200888e-08,0.0
2016,1.4499380363020009e-08,2.0713400439298368e-10
2017,1.1320251402935355e-08,0.0
2018,1.0325866384164328e-08,5.162933414126769e-10
2019,9.94885240857002e-09,0.0
