year,petit_ADJ envoi_NOUN,petit_ADJ renvoi_NOUN
1877,6.679601227688181e-08,0.0
1878,2.294853729267743e-08,0.0
1879,5.498392852132383e-09,0.0
1880,1.9895322722618403e-08,0.0
1881,2.3009274485730202e-08,0.0
1882,2.3293848627758962e-08,6.655385131892899e-10
1883,3.791603475633565e-09,1.2638677882037541e-09
1884,2.2445769687351458e-08,6.601696966868076e-10
1885,1.0957580620640783e-08,0.0
1886,1.5488312854472497e-08,1.2906927748801422e-09
1887,1.0446279397058333e-08,2.6115698492645834e-09
1888,8.876860135842435e-09,1.9021844099853524e-09
1889,2.7566601445982997e-08,1.2530273485467092e-09
1890,1.8352281472289178e-08,5.898947996740844e-09
1891,5.099376032546843e-09,0.0
1892,7.522214851007902e-09,6.268512375839919e-10
1893,9.853466487186324e-09,0.0
1894,1.8904617871129403e-09,1.2603078580752936e-09
1895,1.8055843042930064e-08,0.0
1896,2.1229304536518612e-08,5.897029087265082e-09
1897,1.2236098356765979e-08,7.574727511894253e-09
1898,1.9804241802034994e-08,5.6583548957434e-10
1899,1.6029977345510815e-08,5.527578395003729e-10
1900,1.5054054003371675e-08,0.0
1901,8.941982265753268e-09,1.1177477832191585e-09
1902,1.5712908307818907e-08,4.910283846193408e-10
1903,1.83607493653426e-08,1.0800440541913758e-09
1904,6.987012746151322e-09,1.0749250378694342e-09
1905,1.4450125540577119e-08,5.160759042333041e-10
1906,9.259531807970234e-09,5.144184522798412e-10
1907,1.337139288182243e-08,5.65712765521198e-09
1908,7.858222517143076e-09,4.911389073214423e-10
1909,2.2554033307642385e-08,1.1001967115120692e-09
1910,2.137660359835536e-08,1.068830135508847e-09
1911,2.2345570727111408e-08,4.25629931299909e-09
1912,5.730363294986773e-09,1.5628263128064646e-09
1913,2.0151361468379037e-08,3.181793939432964e-09
1914,8.705766774141921e-09,8.705766774141921e-09
1915,9.424609537234119e-09,0.0
1916,2.197492321442951e-08,0.0
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0
1919,5.524709134618888e-09,2.762354567309444e-09
1920,5.300562211374427e-09,0.0
1921,1.2873671018098776e-08,4.543648568500203e-09
1922,1.0329110011753073e-08,0.0
1923,4.246379248229459e-09,0.0
1924,1.4180787211159895e-08,3.867487219366694e-09
1925,1.0998178368026856e-08,1.0998177923937646e-09
1926,1.114613823460786e-08,3.343841648018042e-09
1927,1.0034302277972529e-08,1.1149224876660924e-09
1928,7.998228745975666e-09,3.4278122562625413e-09
1929,1.7824650200282122e-08,1.1140406375176326e-09
1930,1.575540586884472e-08,0.0
1931,6.843213995466613e-09,0.0
1932,1.753525857850491e-08,0.0
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,2.154291145473053e-08,1.196828414151696e-09
1936,4.849885826274658e-09,0.0
1937,1.2591118370153254e-08,0.0
1938,9.075650453382877e-09,0.0
1939,4.129393715857077e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,0.0,0.0
1942,3.034211815133858e-08,0.0
1943,5.806470415592457e-09,0.0
1944,2.5705489292704442e-08,0.0
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,1.7881307101674793e-08,0.0
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,0.0
1950,1.701657836861159e-08,4.2541445921528975e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,2.2144087452602434e-08,0.0
1953,7.54167928107563e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,9.385607846468247e-09,9.385607846468247e-10
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.236905244894615e-08,0.0
1958,9.926692356998501e-09,0.0
1959,1.2401196514133517e-08,1.5501495642666896e-09
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,1.876002997391879e-08,2.779263708063695e-09
1962,2.663621678777872e-08,1.9025869768540815e-09
1963,2.0044765847160306e-08,6.466053248388448e-10
1964,1.6426714211092985e-08,1.8251904432275978e-09
1965,9.849678406226303e-09,0.0
1966,2.215629901769489e-09,3.3234448526542337e-09
1967,9.860671390526932e-09,0.0
1968,1.122853987567396e-08,8.982831700699023e-10
1969,7.2668124850849836e-09,4.5417578031781147e-10
1970,1.3796174869185052e-08,9.197450023812337e-10
1971,9.24911525146399e-09,3.083038491169532e-09
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,6.615844760915479e-09,1.102640756478479e-09
1974,3.937900228123681e-09,5.625571675160757e-10
1975,2.2845920710778955e-09,5.711480177694739e-10
1976,1.314111219841152e-08,0.0
1977,8.22749424145286e-09,5.876781838942691e-10
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,5.685150683554241e-10
1981,6.325549417596221e-09,2.5302198114474095e-09
1982,9.311253101884631e-09,1.2415004579935385e-09
1983,6.946847541655643e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,6.617113967877231e-09,0.0
1986,9.591176741707841e-09,2.997242676272549e-09
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,4.197587610832443e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,1.0976244357863152e-09
1990,5.448650863826288e-09,0.0
1991,8.20605094986604e-09,3.5168792322792797e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,1.3848018731721368e-08,1.661762283333701e-09
1994,4.747434001473039e-09,1.0549853213248639e-09
1995,5.4224509327127635e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,1.067618438099771e-09
1997,5.274384040632185e-09,4.79489448146353e-10
1998,8.582632382569955e-09,9.536258449571733e-10
1999,4.113180906983871e-09,2.285100553223174e-09
2000,6.185244316725402e-09,1.7672125984802278e-09
2001,6.571817756650944e-09,1.3143635069212678e-09
2002,8.762443215459825e-09,8.76244299341522e-10
2003,9.167230530238157e-09,1.6667691671301554e-09
2004,7.488145215006625e-09,1.7619165015858584e-09
2005,6.305249655724765e-09,1.3511248786457486e-09
2006,8.64756888319107e-09,0.0
2007,7.988958827809256e-09,0.0
2008,5.108927503272298e-09,2.9802078582719105e-09
2009,6.198650481792356e-09,2.384096253749135e-09
2010,7.085689368580006e-09,2.3618964561933353e-09
2011,3.823971805871906e-09,3.4415748029203996e-09
2012,8.851056776393307e-09,5.1063788752969685e-09
2013,3.6258624991347688e-09,3.904775169871755e-09
2014,5.630157673408576e-09,5.413613113347537e-09
2015,5.54143841924315e-09,2.881548111233201e-09
2016,6.006886099640951e-09,4.764082017771898e-09
2017,2.0124890642847504e-09,6.289028409156572e-09
2018,8.518839855753413e-09,3.872199894061623e-09
2019,5.101975730781305e-09,5.612172948588068e-09
