year,put_VERB emporter_VERB,put_VERB remporter_VERB
1844,6.696044607679141e-08,1.2623690537338916e-08
1845,5.412821124650691e-08,2.7901139176833567e-09
1846,5.795956425913573e-08,2.3418005312692003e-09
1847,5.123562374365065e-08,3.775256551818984e-09
1848,4.424871846708811e-08,1.045878850192139e-08
1849,3.351765798242923e-08,1.6758829879393033e-09
1850,6.245876704724651e-08,3.394498016007219e-09
1851,6.965393595237401e-08,1.2253933867611977e-08
1852,8.073076429582215e-08,0.0
1853,3.1651239851271384e-08,1.6124216628554677e-08
1854,6.33871053423718e-08,4.1565315633818045e-09
1855,2.600399184871094e-08,2.653468555990912e-09
1856,4.555926480520611e-08,2.5885946719483854e-09
1857,4.3445432140742923e-08,2.9289055625270066e-09
1858,1.565976326389773e-08,8.31924928945682e-09
1859,5.244938705573077e-08,1.5276520048956854e-09
1860,4.897586691754441e-08,8.696649622663699e-09
1861,2.6880993431177558e-08,1.8863854922557266e-09
1862,7.273958146924997e-08,3.6143890103090826e-09
1863,3.995696573610985e-08,1.9978483312144135e-09
1864,4.315254997777629e-08,9.109982990196386e-09
1865,3.9066808454890634e-08,2.8241067262513297e-09
1866,4.525020003143254e-08,2.919367858567057e-09
1867,2.8631587767335986e-08,4.85281148598915e-10
1868,3.210918109175509e-08,8.89177353968762e-09
1869,5.030024752272766e-08,2.441759683335931e-09
1870,3.956493799250893e-08,4.013834153937523e-09
1871,4.142259157902117e-08,2.1242354542039266e-09
1872,4.7169248063028135e-08,1.8142017887967654e-09
1873,4.309923085088485e-08,0.0
1874,2.6885741633009275e-08,4.182226565063729e-09
1875,4.2339301842275745e-08,4.005069165202713e-09
1876,4.474050996350343e-08,6.04601479992084e-10
1877,4.824156363270049e-08,5.566334504436554e-09
1878,4.287753085918666e-08,6.039088673581716e-10
1879,4.948553566919145e-08,1.221865053580018e-09
1880,3.5939940801199555e-08,3.2089231272180996e-09
1881,3.067903264764027e-08,4.8807553554297556e-09
1882,5.124646662579835e-08,5.324308105514319e-09
1883,3.349249766415596e-08,3.791603475633565e-09
1884,3.1027976632458376e-08,0.0
1885,2.5782542323327107e-08,0.0
1886,4.1947515683204983e-08,3.2267319927115068e-09
1887,4.570247114088488e-08,1.9586774424595887e-09
1888,5.2627100899371726e-08,3.804368819970705e-09
1889,6.265136676120164e-08,3.759081934617825e-09
1890,2.1629475099871343e-08,3.9326319978272295e-09
1891,3.1233678754460925e-08,6.374220040683554e-10
1892,3.13425623232888e-08,5.014809900671935e-09
1893,1.1085149687062312e-08,2.463366621796581e-09
1894,2.7096618282484997e-08,1.2603078580752936e-09
1895,1.625025980445116e-08,6.018614495673091e-10
1896,1.8280790214930676e-08,3.5382172747233653e-09
1897,2.680288169187861e-08,4.078699600285063e-09
1898,2.0370077180587032e-08,0.0
1899,4.532614283903058e-08,6.633094074004475e-09
1900,1.8168686111152965e-08,8.824790675987515e-09
1901,2.6267072072982955e-08,1.4530721514915967e-08
1902,2.0623192042990013e-08,2.9461704187383475e-09
1903,2.2680925582108102e-08,3.2401321625741275e-09
1904,2.5260739278110123e-08,6.449550227216605e-09
1905,1.0321517862621477e-08,4.1286072338664326e-09
1906,2.1605574218597212e-08,3.0865106026567446e-09
1907,1.7999951751335175e-08,0.0
1908,6.384805573134145e-09,3.437972351250096e-09
1909,2.2554033307642385e-08,4.400786846048277e-09
1910,2.5651923252212327e-08,2.137660271017694e-09
1911,2.128149745317387e-08,3.7242617878519013e-09
1912,3.334029585744247e-08,6.251305251225858e-09
1913,1.2196876397752021e-08,9.545381374209683e-09
1914,2.343860217024485e-08,1.3393487430235496e-09
1915,2.4739600590351074e-08,4.712304768617059e-09
1916,2.0876177231343718e-08,0.0
1917,3.289927263949721e-08,4.386569774084137e-09
1918,6.087779524932557e-08,0.0
1919,4.511845830279526e-08,1.012863304339362e-08
1920,9.086678076641874e-09,1.514446346106979e-09
1921,2.0446417892117097e-08,3.7863738810983705e-09
1922,1.0329110011753073e-08,7.377935484775833e-10
1923,1.9108707505210987e-08,3.1847844361720945e-09
1924,1.675911143195208e-08,2.578324886925998e-09
1925,2.5295809891190402e-08,5.499089184013428e-09
1926,1.4489979882625903e-08,3.343841648018042e-09
1927,1.5608915049369898e-08,2.2298449753321847e-09
1928,3.1992914983902665e-08,9.14083297942625e-09
1929,2.2280811862174232e-08,5.570202965543558e-09
1930,1.995684684175103e-08,6.302162347537887e-09
1931,1.4826963656844327e-08,2.2810713318222042e-09
1932,1.8631212128639163e-08,0.0
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,2.516131836216573e-08,3.5944740517379614e-09
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,1.576212937948185e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,1.1668692678767911e-08
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,0.0
1941,2.9515025090631752e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,2.1239483061208375e-08
1943,2.9032351633873077e-08,2.322588166236983e-08
1944,1.2852744646352221e-08,0.0
1945,3.485606470121638e-08,2.178504043826024e-09
1946,2.9234318077442367e-08,5.568441707737293e-09
1947,2.5033829231801974e-08,5.960435700558264e-09
1948,3.152847583010043e-08,2.174377566888097e-09
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,1.0635361036293034e-08,5.317680518146517e-09
1951,1.4925962688039363e-08,5.330700769690111e-09
1952,2.8470971358274255e-08,4.2179215675730575e-09
1953,1.2928593307037772e-08,0.0
1954,1.3681550115052232e-08,1.07497895029951e-08
1955,1.0324168187025862e-08,2.815682353940474e-09
1956,1.657016923672927e-08,7.849027205963921e-09
1957,6.184526224473075e-09,1.7670075402875796e-09
1958,1.4062814024384807e-08,4.9633461784992505e-09
1959,2.015194411342236e-08,2.325224457422337e-09
1960,1.4533750203327145e-08,3.460416619915918e-09
1961,1.459113452284555e-08,3.47407969059077e-09
1962,1.9660065575521912e-08,4.43936931660005e-09
1963,2.0691370394843034e-08,5.1728425987107585e-09
1964,1.4601523545820783e-08,7.909158661334459e-09
1965,1.3680108601477059e-08,3.830430195250756e-09
1966,1.495550172592175e-08,5.539074976468328e-09
1967,2.021437595089992e-08,5.916402479044791e-09
1968,1.257596426995633e-08,4.491415683816058e-09
1969,2.180043701116574e-08,4.541757636644661e-09
1970,2.2993624781975086e-08,2.7592350626548523e-09
1971,9.762954888969944e-09,1.0276794970565106e-09
1972,1.1799337507056862e-08,1.0260293725750103e-09
1973,1.0475087464101307e-08,4.9618833486420044e-09
1974,1.2938814464291681e-08,4.500457340128605e-09
1975,1.1994108817248161e-08,2.2845920710778955e-09
1976,1.199840671262109e-08,3.9994687561772935e-09
1977,1.704266772151186e-08,2.3507127355770763e-09
1978,7.128709622605811e-09,1.7821774056514528e-09
1979,1.287434159280565e-08,9.363157360553487e-09
1980,9.664756106531058e-09,2.8425752862659692e-09
1981,1.3283654176632353e-08,3.795329828193417e-09
1982,3.7245013739806154e-09,4.345251713999687e-09
1983,9.47297440490047e-09,1.89459470334441e-09
1984,1.0438215625185876e-08,4.059305780401701e-09
1985,1.2632671797518924e-08,1.8046674155058895e-09
1986,1.498621315931814e-08,3.5966913891627428e-09
1987,8.555143260480236e-09,3.0554083707556856e-09
1988,6.596209356501959e-09,0.0
1989,1.5915555096057687e-08,1.6464366536794728e-09
1990,6.538381391862913e-09,1.089730194969718e-09
1991,4.68917216167597e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,3.856960972825618e-09
1993,1.2186256448387667e-08,3.877445031719162e-09
1994,5.274926717646622e-09,6.857404422078162e-09
1995,7.0491861237087505e-09,3.795715741716776e-09
1996,5.3380921904988554e-09,1.067618438099771e-09
1997,1.1987236092636522e-08,8.630809844589749e-09
1998,1.0013071261028017e-08,4.7681290027412615e-09
1999,8.683382013430219e-09,7.312321859131998e-09
2000,1.0161472552283612e-08,1.7672125984802278e-09
2001,8.324302136486494e-09,5.257454027685071e-09
2002,7.886198361006791e-09,3.066854992184176e-09
2003,9.58392298855415e-09,2.9168460979889232e-09
2004,1.1011977996133737e-08,2.642874807889939e-09
2005,7.656374201303606e-09,4.5037495954858286e-10
2006,1.0294725072412803e-08,2.4707338397433887e-09
2007,4.7933754743212376e-09,2.3966877371606188e-09
2008,8.089135583588813e-09,1.7029758714315335e-09
2009,9.53638501499654e-09,1.430457752249481e-09
2010,5.668551850135373e-09,1.4171379625338432e-09
2011,4.971163480860241e-09,1.529588788962144e-09
2012,8.510632198976964e-09,1.0212758416727752e-09
2013,1.059867482666732e-08,5.578250084070646e-10
2014,7.795602385840539e-09,2.5985342766432495e-09
2015,1.3742767812630063e-08,1.10828768384863e-09
2016,1.7192121504194802e-08,3.5212781579474495e-09
2017,7.798394818792076e-09,3.2702947017071438e-09
2018,7.744399788123246e-09,2.0651733656507076e-09
2019,8.418259866971312e-09,7.65296326310505e-10
