year,devrait_VERB amener_VERB,devrait_VERB ramener_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,8.091670444798638e-09,0.0
1816,5.0987285504788815e-08,0.0
1817,6.227493631882908e-09,0.0
1818,8.344824387052086e-09,0.0
1819,2.3807414706311647e-08,0.0
1820,2.3732962262101864e-09,7.119888678630559e-09
1821,0.0,4.930744257336528e-09
1822,5.012807946513931e-09,0.0
1823,7.906149512848515e-09,1.9765373782121287e-09
1824,3.3684450784221553e-09,4.210556348027694e-09
1825,2.1133063299316746e-08,0.0
1826,1.8496766784892316e-08,3.5231937367541377e-09
1827,2.6730091917670507e-08,1.3825909306319772e-08
1828,1.1006761724274838e-08,0.0
1829,4.286587973467704e-09,0.0
1830,1.1480519646056564e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,1.8941957335982806e-08,1.3529969367098715e-09
1833,1.7375443306377747e-08,1.0425265983826648e-08
1834,2.14694217959277e-08,1.8669061851994684e-09
1835,1.1344631900556124e-08,1.4369867074037757e-08
1836,1.1425274948351216e-08,1.3441500135158435e-09
1837,2.365682938432201e-08,2.7831563720326358e-09
1838,3.029837714052519e-08,2.5248647617104325e-09
1839,2.7965900706306e-09,0.0
1840,1.4013314952876499e-08,6.369688665408546e-10
1841,1.9903700021473014e-08,5.1364388298225094e-09
1842,2.4820581145945653e-08,6.037438549100216e-09
1843,2.126487963494128e-08,1.1813822142769936e-09
1844,2.7991662321369404e-08,9.879410178825765e-09
1845,2.622707206967334e-08,5.580227946389016e-10
1846,3.33706573485415e-08,1.1709002656346001e-09
1847,2.1572894581822766e-08,4.314578916364553e-09
1848,3.781254065415851e-08,7.24069959545659e-09
1849,1.4245005175439474e-08,0.0
1850,9.504594444820214e-09,0.0
1851,2.8377531435808123e-08,1.9348316282474798e-09
1852,2.669323606596663e-08,0.0
1853,1.791579506971175e-08,5.3747388761848924e-09
1854,9.352196350675968e-09,2.0782657816909023e-09
1855,1.8043586180738203e-08,6.8990182455763716e-09
1856,2.847454005916461e-08,0.0
1857,3.221796163188628e-08,8.298565390418844e-09
1858,2.6425849952715907e-08,1.1744822003834088e-08
1859,2.3933214521321133e-08,2.5460866748261424e-09
1860,1.4646988510946812e-08,5.034902272882391e-09
1861,1.6034276129062164e-08,9.431927461278633e-10
1862,2.3041730301542884e-08,4.066187830886747e-09
1863,1.7980635647063536e-08,0.0
1864,3.212467802882202e-08,1.1507347075223606e-08
1865,1.4591217123438582e-08,1.2708479601997169e-08
1866,1.216403244796993e-08,4.379051787850585e-09
1867,4.0278337110066786e-08,1.455843445796745e-09
1868,2.321740844024589e-08,3.951899252285784e-09
1869,2.1487483792270723e-08,2.441759683335931e-09
1870,2.2936195165357276e-08,9.747882501187632e-09
1871,2.3366590440332402e-08,1.0621176826930423e-08
1872,2.9027228620748247e-08,5.442605477412599e-09
1873,1.2570609442263958e-08,0.0
1874,4.122480135038131e-08,0.0
1875,2.9179789251543298e-08,0.0
1876,2.2974855795609983e-08,1.209202959984168e-09
1877,1.855444864418132e-08,6.184815992682502e-10
1878,4.227361927178208e-08,4.22736201599605e-09
1879,2.1993571408529533e-08,6.10932526790009e-10
1880,2.8238524407697696e-08,3.2089231272180996e-09
1881,2.5101027034679646e-08,6.9725074602899895e-09
1882,3.793569547383413e-08,0.0
1883,1.64302811356265e-08,5.0554711528150165e-09
1884,2.3105940272216685e-08,0.0
1885,3.8029249083137984e-08,0.0
1886,3.355801325710672e-08,6.453463874400711e-10
1887,2.4809914123125054e-08,7.834709769838355e-09
1888,3.1703073943845084e-08,1.268122939990235e-09
1889,2.944614330147033e-08,4.385595886446936e-09
1890,2.6872983838188702e-08,0.0
1891,3.1233678754460925e-08,7.0116419337296065e-09
1892,5.390920776449093e-08,1.2537024751679837e-09
1893,2.894455697344256e-08,5.542574843531156e-09
1894,1.827446460822557e-08,4.411077725308132e-09
1895,4.273216447359118e-08,5.416753268150387e-09
1896,2.1229304536518612e-08,6.486732040400511e-09
1897,3.1464253424928756e-08,1.5149455023788505e-08
1898,2.2067583316243145e-08,2.26334195829736e-09
1899,2.8743407654019393e-08,3.3165470370022376e-09
1900,2.8550791952852705e-08,2.07642125715779e-09
1901,2.8502569193733507e-08,7.824234593556412e-09
1902,2.7988617645746672e-08,2.9461704187383475e-09
1903,4.266173903033632e-08,5.400220270956879e-10
1904,2.8485512615361586e-08,3.7622376325430196e-09
1905,2.5287718585786934e-08,2.580379465655369e-09
1906,3.858138342138773e-08,4.629765903985117e-09
1907,3.3428481316377656e-08,2.0571373937627868e-08
1908,3.045061092166179e-08,2.4556945366072114e-09
1909,2.3104130164597336e-08,1.6502950117569526e-09
1910,3.2599320576309765e-08,2.67207544979442e-09
1911,1.755723388896513e-08,1.0640748282497725e-09
1912,3.6986889995205274e-08,9.897900277167082e-09
1913,3.977242357677824e-08,6.893886794756554e-09
1914,3.8171439342704616e-08,6.696743715117748e-10
1915,3.7698438148936475e-08,1.1780761921542648e-09
1916,1.7579939282086343e-08,7.69122365795738e-09
1917,2.4126133979507358e-08,3.289927441585405e-09
1918,1.8378202071289707e-08,2.2972752589112133e-09
1919,5.340552178267899e-08,1.1970202606903513e-08
1920,3.180337415642498e-08,6.815008557481406e-09
1921,2.499006690470651e-08,6.815472630705699e-09
1922,2.5822775029382683e-08,4.426761179843197e-09
1923,3.6094224498128824e-08,4.246379248229459e-09
1924,3.9964035636330664e-08,6.445812328337297e-09
1925,4.8391981977147225e-08,4.399271169575059e-09
1926,1.3375366592072169e-08,6.687683296036084e-09
1927,2.2298449309232637e-08,0.0
1928,1.9424270192303084e-08,5.713020723163709e-09
1929,3.676334259239411e-08,2.2280812750352652e-09
1930,3.2561171536826805e-08,5.2518016602221e-09
1931,4.219981875053236e-08,7.983749661377715e-09
1932,6.13734059129456e-08,9.863582839386709e-09
1933,3.785318369864399e-08,9.176529758292418e-09
1934,5.032263672433146e-08,2.3963160344919743e-09
1935,2.992070946561398e-08,4.787313656606784e-09
1936,2.9099314957647948e-08,6.0623572828433225e-09
1937,3.651424407280501e-08,8.813782592653752e-09
1938,3.630260181353151e-08,1.4261735792331365e-08
1939,2.7529290846928234e-08,4.588215141154706e-09
1940,2.5357829613881222e-08,0.0
1941,2.066051862925633e-08,0.0
1942,3.3376331032286544e-08,1.2136847082899749e-08
1943,8.709705845433291e-09,8.709705845433291e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,6.535512131478072e-09
1946,2.9234318077442367e-08,4.1763312808029696e-09
1947,4.0530959921625254e-08,1.4305045148432782e-08
1948,2.8266908813634473e-08,6.523132700664291e-09
1949,5.4975245689092844e-08,5.890204768377316e-09
1950,3.084254984742074e-08,2.1270722960764488e-09
1951,2.4521224162299404e-08,4.264560704569931e-09
1952,2.9525450528922192e-08,4.2179215675730575e-09
1953,6.033343424860504e-08,4.3095309543161875e-09
1954,4.202190595492539e-08,5.863521668203475e-09
1955,2.815682265122632e-08,6.569925492527773e-09
1956,4.7094165012140365e-08,8.72114114258693e-09
1957,4.682570065028813e-08,6.184526224473075e-09
1958,3.9706769427994004e-08,6.617794756635931e-09
1959,6.200598079431074e-08,7.750747599288843e-09
1960,6.021124931976374e-08,4.152500121534786e-09
1961,4.446821932901912e-08,7.64297514166401e-09
1962,7.10299090656008e-08,7.610347907416326e-09
1963,8.858492606123036e-08,9.69907976156037e-09
1964,4.806334885643082e-08,7.300761772910391e-09
1965,5.307882133820385e-08,7.660860390501512e-09
1966,5.3729024784843205e-08,9.970334780007306e-09
1967,6.606649805007692e-08,9.367637332502454e-09
1968,6.871866276014771e-08,1.2126823101255013e-08
1969,7.130559964707572e-08,8.175163657142548e-09
1970,8.001781282018783e-08,1.2876429700270364e-08
1971,8.375587867703871e-08,1.0790635052160269e-08
1972,8.003028995062778e-08,1.7955514408640738e-08
1973,8.380069971281046e-08,1.543697081274331e-08
1974,8.213334723450316e-08,8.438357568252286e-09
1975,8.909908899568109e-08,7.4249242310031605e-09
1976,7.656125688981774e-08,1.0284348483935446e-08
1977,1.0754510526567174e-07,1.1753563455840776e-08
1978,9.564352154711742e-08,1.6039596317796168e-08
1979,9.246117826933187e-08,1.1703946256602649e-08
1980,8.811983320811123e-08,1.591842213599648e-08
1981,8.982280519376218e-08,1.5813874654213578e-08
1982,9.062953409966212e-08,1.4277254933858785e-08
1983,1.004135228299674e-07,1.0736036948344463e-08
1984,8.176601795639726e-08,1.4497521405587577e-08
1985,1.13694049730384e-07,1.4437339324047116e-08
1986,8.092555248140343e-08,1.019062523255343e-08
1987,8.127386763590039e-08,1.649920555735207e-08
1988,8.635037573867521e-08,1.679035044332977e-08
1989,6.860152979015766e-08,1.8659616074501173e-08
1990,9.698598546492576e-08,1.471135746555774e-08
1991,9.436958947617313e-08,1.4653663171770859e-08
1992,9.256706334781484e-08,2.0386792698445788e-08
1993,1.0192141530751542e-07,1.717154241021035e-08
1994,8.123387118530445e-08,1.002236071911966e-08
1995,1.0194207789027132e-07,2.4943274112843028e-08
1996,8.48756656068872e-08,2.2419987644184403e-08
1997,9.110299714620851e-08,2.4453962410575514e-08
1998,8.725676536869287e-08,2.0026142522056034e-08
1999,7.358023879078246e-08,2.2393985332769262e-08
2000,8.659341688144195e-08,1.2812291672048559e-08
2001,9.857726723794258e-08,1.2267393323384113e-08
2002,8.061447687168766e-08,1.6648641576466616e-08
2003,7.66713839084332e-08,2.083461403401543e-08
2004,7.532192825010497e-08,1.4095332012686868e-08
2005,8.917424310084243e-08,1.8465373230469595e-08
2006,7.865169493470603e-08,1.5647982465338828e-08
2007,7.709345339890206e-08,1.1583990655594789e-08
2008,8.472304813267328e-08,1.830699147831183e-08
2009,7.199970752935769e-08,1.2397300963584712e-08
2010,7.180165084719192e-08,1.8895171649546683e-08
2011,6.883149694658641e-08,1.4913490886669933e-08
2012,5.1063789641148105e-08,1.2595735121578855e-08
2013,5.215663989588393e-08,1.059867482666732e-08
2014,3.941110193750319e-08,1.147685946278898e-08
2015,4.322322055827499e-08,9.309617077235544e-09
2016,3.87340577390205e-08,5.59261792432153e-09
2017,4.352007465513452e-08,9.30776167251679e-09
2018,4.336864023457565e-08,8.002547069452248e-09
2019,3.800971626333194e-08,8.673358031785483e-09
