year,ait_VERB attrapé_VERB,ait_VERB rattrapé_VERB
1885,8.379326565943757e-09,3.2228177904158883e-09
1886,3.872078213618124e-09,0.0
1887,5.876032105334161e-09,0.0
1888,1.9021844099853524e-09,0.0
1889,1.0024218788373673e-08,0.0
1890,3.9326319978272295e-09,1.3108772956016423e-09
1891,3.824531802365527e-09,0.0
1892,2.5074049503359674e-09,1.2537024751679837e-09
1893,4.926733243593162e-09,0.0
1894,1.8904617871129403e-09,0.0
1895,2.4074457982692365e-09,6.018614495673091e-10
1896,1.7691086373616827e-09,5.89702897624278e-10
1897,5.826713556089658e-10,0.0
1898,5.6583548957434e-10,0.0
1899,1.6582735185011188e-09,0.0
1900,2.595526460424935e-09,0.0
1901,5.588738916095792e-10,0.0
1902,2.455141867585553e-09,5.4013122863239005e-09
1903,8.100330184390714e-09,0.0
1904,4.299700151477737e-09,7.524475265086039e-09
1905,4.64468330463319e-09,2.0643036169332163e-09
1906,1.5432553013283723e-09,5.144184522798412e-10
1907,5.65712765521198e-09,3.0857059130084963e-09
1908,1.964555629285769e-09,5.40252820258047e-09
1909,8.801573692096554e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,0.0
1911,1.5961122423746588e-09,0.0
1912,1.0418842455450772e-09,5.209421227725386e-10
1913,1.060597942803554e-09,2.121195885607108e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09
1915,5.890381071793627e-09,2.3561523843085297e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,6.57985488317081e-09
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,4.543339038320937e-09,0.0
1921,5.300923255902035e-09,3.0290989716519334e-09
1922,5.164555005876537e-09,5.164555005876537e-09
1923,2.1231896241147297e-09,0.0
1924,1.289162443462999e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,1.0031524944054127e-08,0.0
1927,1.0034302277972529e-08,2.2298449753321847e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,0.0
1935,2.393656828303392e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,0.0,4.348755133776194e-09
1949,1.9634016634739737e-09,6.8719057111366055e-09
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,3.1984206394497505e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,5.386913581872932e-09,4.3095309543161875e-09
1954,2.9317608341017376e-09,9.772536557761669e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,1.236905244894615e-08,9.718541527092839e-09
1958,1.6544486891589827e-09,9.926692356998501e-09
1959,1.5501495642666896e-09,4.650448914844674e-09
1960,4.152500121534786e-09,4.844583401109048e-09
1961,6.948159270159238e-10,1.3896318540318475e-09
1962,5.0735651235811474e-09,1.9025869768540815e-09
1963,3.2330267352165265e-09,2.5864212993553792e-09
1964,1.8251904432275978e-09,3.6503808864551957e-09
1965,4.924839203113152e-09,4.377634699181954e-09
1966,4.985167390003653e-09,2.215629901769489e-09
1967,4.437302081328198e-09,2.9582012395223956e-09
1968,6.287982134978165e-09,4.491415683816058e-09
1969,1.8167031212712459e-09,5.904285060864822e-09
1970,5.518470125309705e-09,3.219107425067591e-09
1971,5.138397263237948e-09,3.5968783507200897e-09
1972,1.5390440033513642e-09,5.130146973897354e-09
1973,2.205281512956958e-09,7.1671650836435674e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,3.998036124386317e-09,5.140332159925265e-09
1976,2.285410749536254e-09,3.4281160132820787e-09
1977,0.0,5.289103821581875e-09
1978,6.534650598410963e-09,4.158414057542359e-09
1979,3.5111840102075575e-09,2.3407893401383717e-09
1980,5.116635559687666e-09,1.1370301367108482e-09
1981,6.325549417596221e-09,7.590659656386833e-09
1982,3.7245013739806154e-09,3.7245013739806154e-09
1983,2.5261264191556165e-09,0.0
1984,4.059305780401701e-09,2.8995041922996734e-09
1985,1.2031116103372597e-09,9.624892882698077e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,3.6664902225425067e-09,2.4443267410134695e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,3.2928733073589456e-09,3.841685636274406e-09
1990,4.90378582185258e-09,1.6345953479657283e-09
1991,9.96449056600568e-09,2.9307325455363298e-09
1992,2.7549720282848966e-09,3.856960972825618e-09
1993,3.877445031719162e-09,1.661762283333701e-09
1994,3.164955852952289e-09,5.802419433820205e-09
1995,5.4224509327127635e-09,4.880205572987961e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,3.3564262480467733e-09,2.876936688878118e-09
1998,2.3840645013706308e-09,2.86087753487152e-09
1999,6.398281460207045e-09,3.1991407301035224e-09
2000,4.418031274155965e-09,3.5344251969604557e-09
2001,1.3143635069212678e-09,3.066848330846028e-09
2002,8.762443215459825e-09,1.3143663935011318e-09
2003,4.583615265119079e-09,2.9168460979889232e-09
2004,4.404791198453495e-09,2.642874807889939e-09
2005,3.602999676388663e-09,2.251874686720612e-09
2006,4.117890028965121e-09,3.294311934354255e-09
2007,9.18730247434496e-09,5.592271090648637e-09
2008,4.257439734089985e-09,2.1287198670449925e-09
2009,8.582746957586096e-09,3.814554005998616e-09
2010,1.1809482280966677e-08,4.723793023408973e-10
2011,1.5295887223487625e-08,9.177532511728259e-09
2012,1.599998711299122e-08,6.808505315092361e-09
2013,1.4782362889320666e-08,6.693900100884775e-09
2014,1.407539329534302e-08,7.145969149746634e-09
2015,1.8175917659846164e-08,5.984753581600444e-09
2016,1.9470595802317803e-08,5.3854840587064245e-09
2017,2.0628013075452145e-08,5.534344982294215e-09
2018,2.4007640320178325e-08,6.453666934191915e-09
2019,1.7091618786935214e-08,6.12237061048404e-09
