year,anciens_ADJ auteurs_NOUN,anciens_ADJ moteurs_NOUN
1994,1.9200733269997272e-07,5.274926606624319e-10
1995,1.6701149085918132e-07,5.422450821690461e-10
1996,1.6868371011113936e-07,1.067618438099771e-09
1997,1.706982502014398e-07,2.876936688878118e-09
1998,1.7928166240466226e-07,9.536258449571733e-10
1999,2.2393986043311997e-07,2.285100553223174e-09
2000,1.948351924241365e-07,5.3016377954406835e-09
2001,1.673622960218779e-07,8.762423564512289e-10
2002,1.7875383839793813e-07,0.0
2003,1.6584352735549146e-07,1.6667691671301554e-09
2004,1.5548912735141585e-07,0.0
2005,1.4772298406739992e-07,9.007499190971657e-10
2006,1.3959647082728566e-07,2.4707338397433887e-09
2007,1.4420070981735478e-07,3.1955835755326234e-09
2008,1.0430726993249095e-07,1.2772318758180745e-09
2009,1.3017166233808553e-07,3.337734755248789e-09
2010,9.589300109524856e-08,2.3618964561933353e-09
2011,5.468279851150726e-08,5.353560705856353e-09
2012,9.293609770644196e-08,6.127654827992046e-09
2013,7.586419870087013e-08,2.789125042035323e-10
2014,7.514095057281622e-08,1.7323561474213989e-09
2015,1.128236857272924e-07,1.994917786518613e-09
2016,1.636358678003269e-07,2.0713399884186856e-09
2017,6.439965122284619e-08,1.509366853724714e-09
2018,9.267465461704205e-08,1.8070267504555204e-09
2019,1.1045776715512545e-07,1.2754939326953263e-09
