year,anciens_ADJ auteurs_NOUN,anciens_ADJ moteurs_NOUN
1800,1.6852721458349151e-06,0.0
1801,1.9668568072006565e-06,0.0
1802,3.5514523233359796e-06,0.0
1803,2.484732213758889e-06,0.0
1804,2.120848002107323e-06,0.0
1805,1.9928572285721202e-06,0.0
1806,2.7145323926447418e-06,0.0
1807,1.6028357165964735e-06,0.0
1808,2.986685558425961e-06,0.0
1809,2.159633197607036e-06,0.0
1810,2.691145795097327e-06,0.0
1811,3.026041659026646e-06,0.0
1812,2.6965474315687743e-06,0.0
1813,1.6823088415662824e-06,0.0
1814,1.932059753073645e-06,0.0
1815,2.5596651838100115e-06,0.0
1816,2.482153739435944e-06,0.0
1817,2.202975807108487e-06,0.0
1818,1.4365018365936066e-06,0.0
1819,2.6685006826454583e-06,1.035105001712111e-09
1820,2.0493413561695206e-06,0.0
1821,3.126091688177013e-06,0.0
1822,1.945971945360725e-06,0.0
1823,1.8352149737665968e-06,0.0
1824,1.9503296799783243e-06,0.0
1825,2.0639959186219414e-06,0.0
1826,2.0927771720025135e-06,0.0
1827,1.8287069677991319e-06,7.373818444733615e-09
1828,1.9527829001053654e-06,9.172301251858528e-10
1829,2.2736062259554046e-06,0.0
1830,2.0477071616120668e-06,1.0436835840010872e-09
1831,1.7446559468226042e-06,0.0
1832,2.1620890038320795e-06,0.0
1833,2.2020477749018497e-06,0.0
1834,1.7520913981883268e-06,0.0
1835,1.7569053767374498e-06,0.0
1836,1.9322155377921035e-06,0.0
1837,2.039357923422358e-06,0.0
1838,2.0918503464972815e-06,0.0
1839,1.951320803161849e-06,6.9914751765765e-10
1840,2.066327058791728e-06,0.0
1841,1.9447840537978323e-06,1.926164561183441e-09
1842,1.7528696183433112e-06,5.366612043644636e-09
1843,2.3160998470217464e-06,0.0
1844,2.2420771960129926e-06,4.390849017710252e-09
1845,2.1679184579181943e-06,0.0
1846,2.1644090555383855e-06,1.1709002656346001e-09
1847,1.969065961837657e-06,3.235934187273415e-09
1848,1.9091311632690733e-06,0.0
1849,1.5786818039487116e-06,3.3517659758786067e-09
1850,2.004790530918399e-06,6.788996032014438e-10
1851,1.6942675513664796e-06,2.579775504329973e-09
1852,2.4147611954461468e-06,0.0
1853,1.968945863017879e-06,1.0749477752369785e-08
1854,1.654299580877705e-06,0.0
1855,1.8542438517954452e-06,0.0
1856,2.0558618487598324e-06,1.5531567143511893e-09
1857,1.9067174790166064e-06,4.881509085841174e-10
1858,1.6736371697412267e-06,1.468102794888182e-08
1859,1.8515142126140915e-06,8.147477359443656e-09
1860,1.671587589902046e-06,0.0
1861,1.5529669111780109e-06,3.3011746669586728e-09
1862,1.6829499145387672e-06,1.8071945051545413e-09
1863,1.6112647023280857e-06,3.995696662428827e-09
1864,1.2873844041916271e-06,2.8768367688059016e-09
1865,1.3325076828607507e-06,9.88437331983505e-09
1866,1.6873945938300494e-06,6.3252967308358166e-09
1867,1.4902984055709112e-06,6.308654931785895e-09
1868,1.3530315641219204e-06,8.89177353968762e-09
1869,1.4831247820978888e-06,5.860222973552709e-09
1870,1.3824791276206838e-06,1.7202146374017957e-09
1871,1.134341684139173e-06,0.0
1872,1.3159010786578662e-06,2.4189357183956872e-09
1873,1.7048140182884808e-06,2.3944017879529156e-09
1874,1.5103811758510055e-06,1.7923826867161097e-09
1875,1.7021542859652072e-06,5.721527140956084e-10
1876,1.6674909080194311e-06,4.836811839936672e-09
1877,1.3767400885988934e-06,2.4739263970730008e-09
1878,1.5055448359113655e-06,1.8117265465633636e-09
1879,1.319614274963854e-06,3.0546627449723474e-09
1880,1.3458223959705862e-06,3.8507077526617195e-09
1881,1.3498775027209753e-06,1.1853263259808955e-08
1882,1.3463843830940903e-06,1.3310770263785798e-09
1883,1.4332260200866642e-06,8.21514056781325e-09
1884,1.3071360074334848e-06,6.601696966868076e-10
1885,1.2594772356155914e-06,6.445635580831777e-09
1886,1.4010470417158416e-06,1.2906927748801422e-09
1887,1.211768438091898e-06,5.223139698529167e-09
1888,1.1520897105210537e-06,0.0
1889,1.164688937294045e-06,5.012109394186837e-09
1890,1.175856891522109e-06,1.5730527991308918e-08
1891,1.018600334301567e-06,2.7409146952095398e-08
1892,1.0731692885457278e-06,6.268512375839919e-09
1893,1.119600142429622e-06,1.1700991287000306e-08
1894,1.1033995690468146e-06,8.822155450616265e-09
1895,1.1056195068359642e-06,1.5046536461227333e-08
1896,9.435246397515584e-07,1.592197840238896e-08
1897,1.051721824296692e-06,1.2818770045441852e-08
1898,1.0156746506062575e-06,1.0750873968845553e-08
1899,1.0126523566356127e-06,1.2160672469008205e-08
1900,1.0122553361080477e-06,1.764958135197503e-08
1901,1.1663697705444065e-06,2.235495522029396e-08
1902,8.475149713138563e-07,1.2275709337927765e-08
1903,9.369382023560746e-07,1.296052865029651e-08
1904,1.0351527635066304e-06,1.666133897515465e-08
1905,1.0713735441036931e-06,1.4450125540577119e-08
1906,1.1312061897750247e-06,2.983626856689625e-08
1907,1.0686828861850017e-06,1.4399961223432456e-08
1908,1.0210777920960368e-06,1.4243028090277221e-08
1909,1.0644403625192922e-06,9.351672325408344e-09
1910,9.047646871707116e-07,4.275320542035388e-09
1911,9.401101183081906e-07,1.9153347352585115e-08
1912,1.2565123568286651e-06,2.9693701719679666e-08
1913,9.147657387131858e-07,2.7575547179026216e-08
1914,9.127661728669523e-07,1.875088173619588e-08
1915,6.667911484070643e-07,1.5314990164938536e-08
1916,6.636427336559336e-07,0.0
1917,6.535989136580156e-07,6.57985488317081e-09
1918,6.271561687754001e-07,1.1486376294556067e-09
1919,6.270544758990582e-07,1.5653341733923298e-08
1920,8.927661414581678e-07,9.843901693784574e-09
1921,1.0336800776444832e-06,1.5145495524393482e-08
1922,8.912546149986156e-07,1.475587119159627e-08
1923,8.715693593508433e-07,2.1231896241147297e-09
1924,8.946787594110717e-07,1.5469948877466777e-08
1925,1.0580246678770777e-06,3.299453377181294e-09
1926,9.619117786741072e-07,6.687683296036084e-09
1927,9.956257698284787e-07,8.919379901328739e-09
1928,9.872100008578855e-07,4.570416489713125e-09
1929,9.357941184173768e-07,6.684243825105796e-09
1930,9.337703321676827e-07,2.7309368988426286e-08
1931,9.409419021721988e-07,6.843213995466613e-09
1932,7.605918690423152e-07,8.767629289252454e-09
1933,9.474767241890447e-07,1.4911860191091364e-08
1934,8.674663956043105e-07,3.5944740517379614e-09
1935,1.0867201840625285e-06,4.787313656606784e-09
1936,9.190533840630621e-07,6.0623572828433225e-09
1937,7.705764111243241e-07,8.813782592653752e-09
1938,9.477571536464779e-07,6.482607339819424e-09
1939,8.39643366390419e-07,1.3764645423464117e-08
1940,7.98771619070493e-07,2.5357829169792012e-09
1941,1.071395427487687e-06,2.9515025978810172e-09
1942,1.0771452281232996e-06,3.034211770724937e-09
1943,9.72583748870548e-07,2.9032352077962287e-09
1944,9.639558129492798e-07,6.4263723231761105e-09
1945,6.470157045690428e-07,0.0
1946,7.46171186172262e-07,1.1136883415474585e-08
1947,7.641278567671606e-07,5.960435700558264e-09
1948,1.1458969326749724e-06,3.2615663503321457e-09
1949,7.18605023375396e-07,2.945102384188658e-09
1950,8.370029591642236e-07,4.2541445921528975e-09
1951,7.025863593135284e-07,7.462981344019681e-09
1952,1.1652008774509781e-06,7.381362632230548e-09
1953,8.403585251004486e-07,4.3095309543161875e-09
1954,6.488964015005649e-07,5.863521668203475e-09
1955,7.02982032585453e-07,2.815682353940474e-09
1956,8.101940434102062e-07,1.744228317335228e-09
1957,7.041525016404648e-07,4.417518795207798e-09
1958,6.353083055188335e-07,1.4062814024384807e-08
1959,6.54938169475372e-07,3.8753737996444215e-09
1960,6.761654149922691e-07,4.152500121534786e-09
1961,5.78086844837955e-07,2.08444772553662e-09
1962,6.519531110527055e-07,2.5367825617905737e-09
1963,5.612533988674784e-07,5.819448034571906e-09
1964,6.132639942535434e-07,1.8251904432275978e-09
1965,5.882446778571193e-07,2.73602163147757e-09
1966,6.624733650539838e-07,1.6617224263271169e-09
1967,7.326478623781441e-07,1.4791006197611978e-09
1968,6.314930622863812e-07,2.6948494546985557e-09
1969,4.791554388816621e-07,3.6334062425424918e-09
1970,5.021807751859342e-07,3.219107425067591e-09
1971,6.145523485656668e-07,3.5968783507200897e-09
1972,4.960851747171091e-07,2.565073486948677e-09
1973,5.215490830323688e-07,2.7566018356850464e-09
1974,4.984256563034251e-07,1.6876715580593782e-09
1975,3.866672155794504e-07,8.567219822452898e-09
1976,3.90233875435797e-07,3.9994687561772935e-09
1977,4.066733128027522e-07,1.1753563677885381e-09
1978,3.2851469722317006e-07,2.3762365408686037e-09
1979,3.5053320246447583e-07,5.851973350345929e-10
1980,4.1899560798697166e-07,2.2740602734216964e-09
1981,2.701009789163322e-07,6.325549528618524e-10
1982,3.426541219653245e-07,1.8622506869903077e-09
1983,3.542892432761846e-07,4.4207211225000265e-09
1984,2.800921237167131e-07,1.739702604197646e-09
1985,2.1295075303129352e-07,0.0
1986,2.70950730296704e-07,4.196139880008332e-09
1987,2.3526644188365253e-07,1.2221633705067347e-09
1988,3.1062150007699074e-07,1.1993107618124554e-09
1989,2.9745621921151155e-07,3.2928733073589456e-09
1990,1.7708115818138026e-07,5.448650863826288e-09
1991,1.6470717678629399e-07,5.861465202094962e-10
1992,2.4849848223595927e-07,0.0
1993,2.304310342537974e-07,1.661762283333701e-09
