year,cents_ADJ êtres_NOUN,cents_ADJ maîtres_NOUN
1861,2.8295783494058924e-09,1.6034276129062164e-08
1862,0.0,5.421583626485926e-09
1863,7.491931519609807e-09,1.0988165932701577e-08
1864,0.0,6.233146443435089e-09
1865,4.706844358715045e-10,6.118897832863013e-09
1866,1.4596839292835284e-09,8.271541673821048e-09
1867,1.455843445796745e-09,2.91168689159349e-09
1868,0.0,4.44588676984381e-09
1869,0.0,5.860222973552709e-09
1870,0.0,8.601073631098188e-09
1871,0.0,1.0621176826930423e-08
1872,0.0,1.3908880269752899e-08
1873,5.986004469882289e-10,1.7958012854535355e-09
1874,0.0,1.7923826867161097e-09
1875,0.0,3.432916173551348e-09
1876,6.04601479992084e-10,5.441413541973361e-09
1877,6.80329748092845e-09,5.566334504436554e-09
1878,6.039088673581716e-10,1.5701630218245555e-08
1879,0.0,1.649517855639715e-08
1880,0.0,5.776061406947974e-09
1881,0.0,1.1853263259808955e-08
1882,6.655385131892899e-10,1.3310770263785798e-08
1883,0.0,5.687405213450347e-09
1884,1.9805090900604227e-09,1.1222884843675729e-08
1885,0.0,2.8360796378024133e-08
1886,0.0,2.5813855941692054e-08
1887,0.0,5.876032105334161e-09
1888,0.0,3.7409627395845746e-08
1889,0.0,2.7566601445982997e-08
1890,0.0,4.5880703680722945e-09
1891,6.374220040683554e-10,8.286486163910922e-09
1892,6.268512375839919e-10,1.002961980134387e-08
1893,1.2316833108982905e-09,7.390100087434348e-09
1894,6.301539290376468e-10,2.3315696040526745e-08
1895,6.018614495673091e-10,9.629783193076946e-09
1896,0.0,4.1279202278587945e-09
1897,0.0,8.157399200570126e-09
1898,4.52668391659472e-09,5.6583548957434e-10
1899,0.0,7.185851913504848e-09
1900,3.114631885736685e-09,3.633737311048435e-09
1901,0.0,2.0119459875900247e-08
1902,4.910283846193408e-10,1.3748794991386148e-08
1903,0.0,5.400220270956879e-09
1904,4.299700151477737e-09,2.1498500757388683e-09
1905,1.0321518084666081e-09,1.3417973399043603e-08
1906,1.5432553013283723e-09,4.115347618238729e-09
1907,5.142843373384665e-10,1.0799970695529737e-08
1908,9.822778146428846e-10,8.840499887696751e-09
1909,5.500983557560346e-10,3.300590023513905e-09
1910,0.0,1.870452770447173e-08
1911,0.0,2.128149656499545e-09
1912,0.0,1.7712032729377825e-08
1913,0.0,5.833288518886093e-09
1914,0.0,6.696743604095445e-09
1915,0.0,0.0
1916,0.0,3.625862632361532e-08
1917,0.0,7.676496771580332e-09
1918,0.0,6.89182577673364e-09
1919,0.0,6.4454939163738345e-09
1920,1.514446346106979e-09,3.028892692213958e-09
1921,0.0,4.543648568500203e-09
1922,0.0,7.377935484775833e-10
1923,0.0,1.0615948120573648e-08
1924,0.0,1.289162443462999e-09
1925,3.299453377181294e-09,1.0998177923937646e-09
1926,0.0,3.343841648018042e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,7.998228745975666e-09
1929,0.0,4.4561625500705304e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,5.7026783295555106e-09
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,0.0,0.0
1934,0.0,1.1981580172459871e-09
1935,0.0,1.4361940969820353e-08
1936,0.0,2.424942913137329e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,0.0,1.1668692678767911e-08
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,8.854508237732261e-09
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0
1946,0.0,1.6705325123211878e-08
1947,0.0,5.960435700558264e-09
1948,0.0,7.610321262063735e-09
1949,0.0,5.890204768377316e-09
1950,0.0,1.0635361036293034e-08
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,0.0,1.1599284199803606e-08
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,8.795282724349818e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,1.744228317335228e-09,8.72114114258693e-09
1957,8.835037701437898e-10,7.068030161150318e-09
1958,0.0,0.0
1959,2.325224457422337e-09,6.975672928177801e-09
1960,6.920833350854139e-10,6.920833239831836e-09
1961,1.3896318540318475e-09,1.320150300188061e-08
1962,0.0,9.512934440181198e-09
1963,6.466053248388448e-10,6.466053470433053e-09
1964,0.0,7.909158661334459e-09
1965,1.6416130677043839e-09,4.377634699181954e-09
1966,0.0,2.215629901769489e-09
1967,4.930335584241163e-10,5.423369309198733e-09
1968,0.0,1.0330256650092906e-08
1969,9.083515606356229e-10,4.541757636644661e-09
1970,1.8394900047624674e-09,8.277704743875347e-09
1971,1.0276794970565106e-09,0.0
1972,0.0,5.643161493651405e-09
1973,5.513203782392395e-10,4.410563025913916e-09
1974,1.6876715580593782e-09,1.1251143350321513e-09
1975,0.0,7.996072248772634e-09
1976,1.142705374768127e-09,8.570290255249802e-09
1977,0.0,3.526069214387917e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,0.0,3.5111840102075575e-09
1980,1.1370301367108482e-09,2.8425752862659692e-09
1981,0.0,6.325549417596221e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,0.0,4.4207211225000265e-09
1984,0.0,4.639206796497319e-09
1985,0.0,7.820225356169885e-09
1986,5.994485463567401e-10,3.5966913891627428e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,0.0,0.0
1989,1.0976244357863152e-09,4.390497743145261e-09
1990,0.0,6.538381391862913e-09
1991,1.1722930404189924e-09,1.1722930404189924e-09
1992,1.1019888335184191e-09,3.856960972825618e-09
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,0.0,4.747434001473039e-09
1995,0.0,2.1689803286761844e-09
1996,0.0,3.736664311304594e-09
1997,9.58978896292706e-10,1.438468344439059e-09
1998,4.768129224785866e-10,6.198567881199324e-09
1999,1.3710603763428253e-09,2.7421207526856506e-09
2000,0.0,3.092622158362701e-09
2001,1.3143635069212678e-09,4.381211837767296e-09
2002,0.0,7.009954394732176e-09
2003,0.0,7.500461585152607e-09
2004,0.0,3.523833003171717e-09
2005,0.0,3.602999676388663e-09
2006,0.0,2.0589450144825605e-09
2007,0.0,5.192823504529542e-09
2008,4.257439678578834e-10,2.554463751636149e-09
2009,9.53638501499654e-10,5.245011536203492e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,7.64794394481072e-10,1.529588788962144e-09
2012,1.3617010852229328e-09,5.7872298064864935e-09
2013,3.3469500504423877e-09,2.5102124823206395e-09
2014,1.9489005964601347e-09,5.197068553286499e-09
2015,1.10828768384863e-09,5.319781060109108e-09
2016,1.0356699942093428e-09,5.3854840587064245e-09
2017,1.7609279590047322e-09,3.018733707449428e-09
2018,1.5488800242380307e-09,1.8070267504555204e-09
2019,1.2754939326953263e-09,3.3162841361900064e-09
