year,devions_VERB être_VERB,devions_VERB etre_VERB,devions_VERB mettre_VERB
1865,1.6003271241515904e-07,0.0,2.58876440284439e-08
1866,2.0240949538674613e-07,4.865612912574591e-10,2.77339928800302e-08
1867,1.4170208828545583e-07,0.0,1.358787216076962e-08
1868,1.724015987747407e-07,4.93987406535723e-10,1.4819621974027086e-08
1869,1.5920272744551767e-07,4.883519144627257e-10,1.7580669364747337e-08
1870,1.7374168237438425e-07,1.1468097582678638e-09,1.3761717099214366e-08
1871,2.3154166228778195e-07,0.0,2.0180236148803488e-08
1872,1.9351486457708234e-07,0.0,1.7537283625301825e-08
1873,1.4545990723036084e-07,5.986004469882289e-10,1.1373408881354408e-08
1874,1.332337831172481e-07,1.1949218281515073e-09,1.1949218503559678e-08
1875,1.6306351824368903e-07,0.0,1.602027666081085e-08
1876,1.1426968171690532e-07,0.0,1.4510435519810017e-08
1877,1.2555176454043249e-07,0.0,1.2988113695655557e-08
1878,1.1232705077190985e-07,0.0,6.039088784604019e-09
1879,1.2951770145264163e-07,0.0,1.3440515367335593e-08
1880,1.2450621511561621e-07,0.0,1.2193908105473383e-08
1881,1.5339516323820135e-07,6.972507571312292e-10,8.367009307619355e-09
1882,1.737055583816982e-07,1.9966155395678697e-09,1.0648616211028639e-08
1883,1.2575485186516744e-07,6.319338941018771e-10,8.847074184359371e-09
1884,1.168500389781002e-07,0.0,1.1222884843675729e-08
1885,1.3213552563229314e-07,0.0,1.2246707647989297e-08
1886,1.2842393459777668e-07,0.0,1.5488312854472497e-08
1887,1.4037188122983935e-07,0.0,1.1099172247952538e-08
1888,1.0842450848258522e-07,0.0,2.282621380800265e-08
1889,1.3470044279983995e-07,0.0,1.0024218788373673e-08
1890,1.0224842839079429e-07,0.0,3.9326319978272295e-09
1891,1.1027400859120462e-07,0.0,1.0836173736095134e-08
1892,9.59082413487522e-08,0.0,1.8805536683430546e-08
1893,7.88277318974906e-08,1.847525021858587e-09,3.695050043717174e-09
1894,1.5690832810832944e-07,0.0,1.3863386882917439e-08
1895,1.5768769401347527e-07,0.0,1.2037228991346183e-08
1896,1.2501701007749944e-07,0.0,2.0049897742069334e-08
1897,1.0721152676751444e-07,0.0,1.6897470089816125e-08
1898,1.0920624760046849e-07,0.0,9.05336783318944e-09
1899,1.5974701739196462e-07,0.0,1.326618814800895e-08
1900,1.256234867241801e-07,5.191053142894475e-10,5.19105292084987e-09
1901,9.780293197536594e-08,5.588738916095792e-10,1.0059729937950124e-08
1902,9.820567470342212e-08,0.0,1.4730851205513318e-08
1903,1.1232458518861677e-07,0.0,5.400220270956879e-09
1904,1.1555444245914259e-07,0.0,3.2247751136083025e-09
1905,1.2850290431742906e-07,0.0,2.0643036169332163e-09
1906,1.4712367146785255e-07,0.0,3.600929110447737e-09
1907,1.0337114986214146e-07,0.0,8.742834012309686e-09
1908,9.773664544354688e-08,0.0,1.2278472460991452e-08
1909,1.1222006435218645e-07,0.0,1.1001967337165297e-08
1910,9.83323715786355e-08,0.0,2.4583092894658876e-08
1911,1.0215118351197816e-07,0.0,1.1704822888702893e-08
1912,1.1356538465179256e-07,5.209421227725386e-10,1.3544495303108306e-08
1913,1.1825667201037504e-07,0.0,1.6439267724877027e-08
1914,1.1652333853362506e-07,0.0,1.339348720819089e-08
1915,2.32081006856788e-07,1.1780761921542648e-09,1.295883844676382e-08
1916,1.9777431248257926e-07,0.0,1.2086208478478966e-08
1917,2.1603855770990776e-07,0.0,6.57985488317081e-09
1918,1.2635014456918725e-07,0.0,2.1824114071478107e-08
1919,2.1914678427492618e-07,9.207848372660976e-10,9.207848372660976e-10
1920,1.3630017292598495e-07,0.0,9.086678076641874e-09
1921,1.257076007732394e-07,0.0,6.815472630705699e-09
1922,1.0255330096242687e-07,0.0,1.9182632371439468e-08
1923,9.660512745313099e-08,0.0,8.492758496458919e-09
1924,1.2762707513047644e-07,0.0,1.0313299547703991e-08
1925,9.018506119673475e-08,0.0,8.798542339150117e-09
1926,7.133528612257578e-08,0.0,8.916910765321973e-09
1927,8.807887752482202e-08,1.1149224876660924e-09,1.3379070296082318e-08
1928,1.1083260176292242e-07,0.0,9.14083297942625e-09
1929,1.1474618588636076e-07,1.1140406375176326e-09,1.3368487650211591e-08
1930,1.0503603675715567e-07,0.0,1.05036033204442e-08
1931,1.368642870147596e-07,0.0,1.710803587684495e-08
1932,8.438843224212178e-08,0.0,1.0959536389520963e-08
1933,1.0438302666671007e-07,0.0,8.02946331646126e-09
1934,8.147474517272713e-08,0.0,4.7926320689839486e-09
1935,7.540018742702159e-08,0.0,7.180970484910176e-09
1936,8.608547119592913e-08,1.2124714565686645e-09,2.424942913137329e-09
1937,6.1696475484041e-08,1.2591118148108649e-09,6.295559185076627e-09
1938,9.464606876008475e-08,0.0,1.9447821131279852e-08
1939,9.329370698196726e-08,0.0,9.176430282309411e-09
1940,1.1157445101162011e-07,0.0,0.0
1941,1.0330258959356797e-07,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.1833425617169269e-07,0.0,1.2136847082899749e-08
1943,9.580676163523094e-08,0.0,8.709705845433291e-09
1944,1.0924833304670756e-07,0.0,1.6065930807940276e-08
1945,2.091363882072983e-07,2.178504043826024e-09,1.5249527862692958e-08
1946,1.5034792966162058e-07,0.0,4.1763312808029696e-09
1947,1.215928904230168e-07,0.0,1.549713246618012e-08
1948,1.3263702669519262e-07,0.0,9.784699273041042e-09
1949,9.326157623945619e-08,0.0,8.835307596655184e-09
1950,1.1167129798650421e-07,0.0,6.381216888229346e-09
1951,1.236722653175093e-07,0.0,1.7058242818279723e-08
1952,9.279427359842884e-08,0.0,3.1634410646574906e-09
1953,1.088156551531938e-07,0.0,4.3095309543161875e-09
1954,1.2411121019795246e-07,0.0,2.052232517257835e-08
1955,9.479463614070482e-08,0.0,9.385607846468247e-09
1956,9.593255612116991e-08,0.0,7.849027205963921e-09
1957,8.1282344410738e-08,0.0,7.951533653738352e-09
1958,9.843969905887207e-08,8.272243445794913e-10,7.445019267748876e-09
1959,7.518225686453661e-08,0.0,1.1626121398933265e-08
1960,1.0104416503509128e-07,6.920833350854139e-10,1.038124963770315e-08
1961,1.0422238716500942e-07,2.08444772553662e-09,6.25334317660986e-09
1962,1.1098423868816099e-07,0.0,6.341956293454132e-09
1963,9.440437764851595e-08,0.0,1.0345685197421517e-08
1964,9.308471504709814e-08,0.0,1.2167936880302932e-08
1965,9.302473813477263e-08,0.0,1.1491291473930687e-08
1966,8.419393537906217e-08,0.0,9.970334780007306e-09
1967,9.466243966471666e-08,0.0,6.902469706915326e-09
1968,1.1902252339268671e-07,8.982831700699023e-10,1.122853987567396e-08
1969,1.1081888828812225e-07,4.5417578031781147e-10,2.180043701116574e-08
1970,9.565348335627277e-08,0.0,1.1956685419534097e-08
1971,9.351883534236549e-08,0.0,9.762954888969944e-09
1972,9.029058389842248e-08,0.0,1.0773308467548759e-08
1973,7.883881636416845e-08,1.102640756478479e-09,1.3783009400469837e-08
1974,8.157078923431982e-08,0.0,9.563471792262135e-09
1975,9.880860574185135e-08,0.0,9.709516746170266e-09
1976,6.627691107041755e-08,1.142705374768127e-09,1.5997875024709174e-08
1977,8.81517294715195e-08,0.0,8.22749424145286e-09
1978,8.435639387016636e-08,0.0,1.7821774278559133e-08
1979,8.777959692451986e-08,0.0,1.0533551808578068e-08
1980,8.357171310535705e-08,1.7055452605774235e-09,1.4212877097463661e-08
1981,7.464148410463167e-08,0.0,7.590659656386833e-09
1982,8.7525783953879e-08,0.0,1.6139505731871395e-08
1983,8.904595460990095e-08,0.0,7.57837881337764e-09
1984,1.0206255041111945e-07,0.0,1.1018116197192285e-08
1985,1.1610026717789879e-07,0.0,1.564045071233977e-08
1986,8.751948854524016e-08,0.0,1.1988970705090196e-08
1987,9.166225112267057e-08,6.110816852533674e-10,6.721898593298192e-09
1988,7.675588875599715e-08,0.0,1.0793796967334401e-08
1989,1.0921363013949303e-07,5.488122178931576e-10,9.878619700032232e-09
1990,1.1387680842744885e-07,0.0,7.628111475810329e-09
1991,9.788647048480925e-08,0.0,9.96449056600568e-09
1992,1.0413794626629169e-07,0.0,1.2121876835635703e-08
1993,1.1078414985377094e-07,1.1078414852150331e-09,1.1078414630105726e-08
1994,1.0022360896755345e-07,0.0,1.002236071911966e-08
1995,1.203784023573462e-07,1.0844901643380922e-09,1.2471637056421514e-08
1996,1.03558988939767e-07,1.067618438099771e-09,6.939520069693117e-09
1997,9.925431498913895e-08,4.79489448146353e-10,1.4864173003559245e-08
1998,1.0251477533529396e-07,0.0,1.0489884516573511e-08
1999,9.597422234719488e-08,0.0,1.3710603319339043e-08
2000,1.1531061971936651e-07,8.836062992401139e-10,1.2812291672048559e-08
2001,1.0953029772053924e-07,0.0,1.1829271784336015e-08
2002,1.2267420856915123e-07,0.0,1.0514931148009055e-08
2003,1.1167353619612186e-07,4.1669229178253886e-10,1.5417615628621206e-08
2004,1.281794226315469e-07,1.3214374039449694e-09,1.497629043001325e-08
2005,1.2655536352212948e-07,0.0,1.170974872621855e-08
2006,1.2065417820394941e-07,0.0,1.8118715416903797e-08
2007,1.1863603788242472e-07,7.988958938831558e-10,1.4779574009082808e-08
2008,1.4219848765151255e-07,0.0,1.5326783397995314e-08
2009,1.6259537005680613e-07,0.0,1.192048149079028e-08
2010,1.5966421074153914e-07,0.0,1.1337103700270745e-08
2011,1.713139425874033e-07,0.0,1.7972668686638826e-08
2012,2.175317490582529e-07,6.808505426114664e-10,1.6340413466764403e-08
2013,2.538103842653072e-07,0.0,1.8687137171014e-08
2014,2.6396776320325444e-07,0.0,1.9272462736807938e-08
2015,2.688705933451274e-07,2.2165753954528356e-10,2.0835809522168347e-08
2016,2.723812144722615e-07,0.0,2.9205894591655124e-08
2017,2.3520965442003217e-07,5.031222660711876e-10,2.5407674186794793e-08
2018,2.849939164661919e-07,1.0325866828253538e-09,2.684725330936999e-08
2019,2.6147623088945693e-07,0.0,2.397928433595098e-08
