year,meilleurs_ADJ arbres_NOUN,meilleurs_ADJ marbres_NOUN
1878,4.831270938865373e-09,0.0
1879,5.498392852132383e-09,4.887460214320072e-09
1880,1.0268554007097919e-08,6.417846254436199e-10
1881,8.367009307619355e-09,1.3945015142624584e-09
1882,1.9966155395678697e-09,2.6621540527571597e-09
1883,6.951272890631799e-09,0.0
1884,1.1883054540362536e-08,0.0
1885,9.66845359329227e-09,3.2228177904158883e-09
1886,8.38950331427668e-09,0.0
1887,7.834709769838355e-09,1.9586774424595887e-09
1888,1.0779045211961602e-08,2.53624587998047e-09
1889,6.265136853755848e-09,0.0
1890,1.2453334363726754e-08,1.3108772956016423e-09
1891,1.1473596295275001e-08,0.0
1892,7.522214851007902e-09,0.0
1893,8.621783287310336e-09,0.0
1894,6.9316934414587195e-09,0.0
1895,5.416753268150387e-09,3.0093072478365457e-09
1896,2.0639602027472392e-08,1.179405795248556e-09
1897,1.2818770045441852e-08,0.0
1898,1.5277558773618694e-08,0.0
1899,1.492446166651007e-08,4.4220627160029835e-09
1900,7.786579381274805e-09,0.0
1901,8.941982265753268e-09,0.0
1902,8.838511256215043e-09,2.9461704187383475e-09
1903,1.0260418292773466e-08,0.0
1904,7.524475265086039e-09,2.1498500757388683e-09
1905,7.741138396966107e-09,5.160759042333041e-10
1906,1.6975809202790515e-08,0.0
1907,2.0057088434555226e-08,0.0
1908,1.620758460774141e-08,0.0
1909,8.801573692096554e-09,2.7504918342913243e-09
1910,1.60324518105881e-08,0.0
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,1.40654377034366e-08,5.209421227725386e-10
1913,1.113627856597077e-08,0.0
1914,8.036092680185902e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,3.5092558192673096e-08,0.0
1918,2.1824114071478107e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,9.843901693784574e-09,0.0
1921,1.438822039290244e-08,0.0
1922,1.1066902949607993e-08,0.0
1923,9.554353752605493e-09,0.0
1924,2.5783249313349188e-08,0.0
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.229227646921572e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.4853853258500749e-08,2.2852082448565625e-09
1929,1.3368487650211591e-08,0.0
1930,1.05036033204442e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,1.0959536389520963e-08,3.287861094491973e-09
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,1.677421224144382e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,3.8799086610197264e-08,0.0
1937,1.3850230295986421e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,1.2965214457594243e-09
1939,5.505858169385647e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,5.76500234217292e-08,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.6705325123211878e-08,0.0
1947,2.0265479960812627e-08,0.0
1948,2.717971980814582e-08,0.0
1949,8.835307596655184e-09,0.0
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,8.529121409139861e-09,3.1984206394497505e-09
1952,1.7926167217297007e-08,0.0
1953,1.0773827163745864e-08,0.0
1954,1.07497895029951e-08,4.886268278880834e-09
1955,1.595553378308523e-08,0.0
1956,9.593255967388359e-09,0.0
1957,1.6786572132332367e-08,0.0
1958,1.6544486669545222e-08,0.0
1959,6.975672928177801e-09,7.750747821333448e-10
1960,5.536666680683311e-09,0.0
1961,1.111705483225478e-08,0.0
1962,5.7077609305622445e-09,0.0
1963,2.7157422977097667e-08,6.466053248388448e-10
1964,7.909158661334459e-09,0.0
1965,4.377634699181954e-09,0.0
1966,1.2185964237687585e-08,5.539074754423723e-10
1967,4.930335695263466e-09,4.930335584241163e-10
1968,5.838840522187638e-09,0.0
1969,7.72098829315837e-09,2.7250546263957176e-09
1970,8.7375777724219e-09,0.0
1971,7.193756701440179e-09,5.138397485282553e-10
1972,9.747279428040656e-09,0.0
1973,6.615844760915479e-09,0.0
1974,4.500457340128605e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,0.0
1976,9.712995741040231e-09,0.0
1977,1.2928920156696222e-08,0.0
1978,7.72276909088987e-09,0.0
1979,7.607565244427406e-09,0.0
1980,4.548120546843393e-09,1.7055452605774235e-09
1981,5.060439622894819e-09,0.0
1982,6.2075020679230875e-09,6.207502289967692e-10
1983,3.78918940668882e-09,0.0
1984,8.118611560803402e-09,0.0
1985,1.3234227935754461e-08,0.0
1986,1.1389522214244607e-08,5.994485463567401e-10
1987,6.721898593298192e-09,0.0
1988,1.798966087207532e-09,0.0
1989,9.878619700032232e-09,5.488122178931576e-10
1990,5.993515905799995e-09,0.0
1991,4.10302547493302e-09,0.0
1992,1.1019888113139586e-08,0.0
1993,8.862731881720265e-09,1.1078414852150331e-09
1994,4.747434001473039e-09,0.0
1995,8.675921314704738e-09,0.0
1996,9.074756945892659e-09,0.0
1997,6.7128524960935465e-09,0.0
1998,5.2449422582867555e-09,0.0
1999,6.398281460207045e-09,0.0
2000,4.859834756842929e-09,0.0
2001,1.445799924226776e-08,0.0
2002,1.4019908789464353e-08,8.76244299341522e-10
2003,6.667076668520622e-09,0.0
2004,8.80958239690699e-09,4.404791253964646e-10
2005,1.8014998381943315e-09,0.0
2006,4.117890028965121e-09,1.2353669198716943e-09
2007,3.1955835755326234e-09,0.0
2008,4.257439734089985e-09,0.0
2009,5.245011536203492e-09,4.76819250749827e-10
2010,2.8342759250676863e-09,9.447586046817946e-10
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,6.127654827992046e-09,0.0
2013,4.741512515948898e-09,2.789125042035323e-10
2014,3.4647122948427977e-09,2.1654451842767486e-10
2015,3.103205470367243e-09,4.433150790905671e-10
2016,3.1070099826280284e-09,6.214020409345267e-10
2017,4.779661555431858e-09,0.0
2018,3.872199894061623e-09,2.5814667070633845e-10
2019,5.101975730781305e-09,2.55098775436835e-10
