year,plusieurs_DET êtres_NOUN,plusieurs_DET etres_NOUN,plusieurs_DET mètres_NOUN
1860,1.016134802966917e-07,9.154367819341758e-10,4.224740735025989e-07
1861,1.108251481696243e-07,0.0,5.380914558372751e-07
1862,5.4215835432191994e-08,0.0,4.78454751373647e-07
1863,8.840478954441622e-08,0.0,5.239357392383681e-07
1864,1.1890925433188926e-07,0.0,6.909202738825115e-07
1865,9.837304976167971e-08,1.882737743486018e-09,6.52839332815347e-07
1866,1.0169131314796687e-07,5.352174259343201e-09,7.016213885435718e-07
1867,4.949867538073249e-08,0.0,6.429975201172056e-07
1868,6.767627525050557e-08,0.0,6.644130507993395e-07
1869,5.567211702750541e-08,4.883519144627257e-10,5.923708954469475e-07
1870,9.002456380358126e-08,0.0,7.287976018233167e-07
1871,7.859671402599133e-08,0.0,7.5835203006136e-07
1872,7.01491389420994e-08,0.0,6.809303840782377e-07
1873,4.669083641939409e-08,0.0,7.548351845798607e-07
1874,4.8991794399100286e-08,0.0,7.133683084248332e-07
1875,1.430381786349244e-07,0.0,6.917326231814513e-07
1876,1.148742825307636e-07,6.04601479992084e-10,7.085929496497556e-07
1877,9.586465088418095e-08,0.0,7.582584657939151e-07
1878,5.555961712921942e-08,0.0,7.621329700668866e-07
1879,9.347267848625052e-08,0.0,6.524759328385699e-07
1880,1.0396910710142038e-07,6.417846254436199e-10,7.7270868814594e-07
1881,5.299105865219644e-08,0.0,8.443706747129909e-07
1882,4.1928925886836055e-08,0.0,7.78680032453849e-07
1883,6.824886078504733e-08,0.0,8.316250159623451e-07
1884,4.2250860587955685e-08,0.0,8.021061717045086e-07
1885,6.123353757381267e-08,0.0,8.9078685050481e-07
1886,4.775563361425483e-08,0.0,8.195898999474593e-07
1887,4.7661149693567495e-08,0.0,8.546362550987396e-07
1888,5.7699594435689505e-08,0.0,8.978310575002979e-07
1889,7.580815264418561e-08,0.0,8.082026283773303e-07
1890,4.4569826940232815e-08,0.0,8.317516630995669e-07
1891,3.505821055682645e-08,0.0,7.585321668557299e-07
1892,4.450643920073105e-08,0.0,8.28697352517338e-07
1893,5.2962381147381166e-08,1.2316833108982905e-09,8.437030487584707e-07
1894,5.671385228112058e-08,0.0,9.502721241005929e-07
1895,5.2963805785566365e-08,2.4074457982692365e-09,7.782068678352516e-07
1896,5.366296207398591e-08,0.0,8.073032518041146e-07
1897,3.670829618052096e-08,0.0,7.877716825532843e-07
1898,3.7910977912503085e-08,0.0,7.650095881217567e-07
1899,6.025060450554065e-08,5.527578395003729e-10,8.816487593321654e-07
1900,6.90410102421879e-08,0.0,9.022050448947994e-07
1901,7.209473551483825e-08,5.588738916095792e-10,7.81864571308688e-07
1902,5.352209342390779e-08,0.0,7.768069281155476e-07
1903,5.3462179350205474e-08,5.400220270956879e-10,9.401783245266415e-07
1904,6.449550316034447e-08,1.0749250378694342e-09,8.81976006894547e-07
1905,5.1091515018697464e-08,0.0,7.854675345697615e-07
1906,6.12157933232993e-08,0.0,8.899439194465231e-07
1907,5.759984550435249e-08,0.0,8.470262855553301e-07
1908,6.384805573134145e-08,0.0,8.324804525727814e-07
1909,5.941062219960713e-08,0.0,8.185463684640126e-07
1910,8.390316574846679e-08,1.6032452032632705e-09,8.962140896073834e-07
1911,6.810078656549479e-08,0.0,7.602814662277524e-07
1912,7.918320343858198e-08,5.209421227725386e-10,7.235885846057499e-07
1913,5.3560196278112926e-08,5.30298971401777e-10,7.190853921201779e-07
1914,7.969124737883249e-08,0.0,8.283872148240334e-07
1915,4.5944972271172446e-08,0.0,7.233387577798567e-07
1916,4.504859418830165e-08,0.0,6.427665084629552e-07
1917,6.908847183240141e-08,1.0966424435210342e-09,5.461279215523973e-07
1918,4.2499593178035866e-08,0.0,6.237102070372202e-07
1919,3.775217966017763e-08,0.0,7.909541750450444e-07
1920,7.950843183834877e-08,0.0,6.512119057333621e-07
1921,5.755288157160976e-08,0.0,7.103237180672295e-07
1922,6.71392115236813e-08,0.0,7.31153420474584e-07
1923,8.705077325643629e-08,0.0,7.07022138612956e-07
1924,8.508472149060253e-08,0.0,8.108831934805494e-07
1925,1.0338287093070164e-07,0.0,6.433934345295711e-07
1926,7.913758470756704e-08,0.0,6.676536941085942e-07
1927,9.476841000832792e-08,1.1149224876660924e-09,6.377356385200983e-07
1928,9.02657291135256e-08,1.1426041224282812e-09,8.009654948182288e-07
1929,8.021092412491271e-08,2.2280812750352652e-09,4.935200195177458e-07
1930,5.461873797685257e-08,3.1510811737689437e-09,6.533241503348108e-07
1931,4.1059283972799676e-08,1.1405356659111021e-09,6.797592391194485e-07
1932,1.0521154836240498e-07,0.0,7.211374963844719e-07
1933,5.047091278242988e-08,0.0,7.903286132204812e-07
1934,4.912448048344231e-08,0.0,6.458071766246576e-07
1935,6.223507398317452e-08,0.0,7.03735111073911e-07
1936,8.972289133879485e-08,0.0,7.189955795183778e-07
1937,3.1477796369472344e-08,0.0,6.824386105108715e-07
1938,1.1798345056490689e-07,0.0,7.830989261492505e-07
1939,6.576441791139587e-08,0.0,8.212904845095181e-07
1940,4.81798743123818e-08,0.0,1.0193847401751555e-06
1941,4.7224041566096275e-08,0.0,9.651413392930408e-07
1942,1.1833425617169269e-07,0.0,9.345372404823138e-07
1943,5.516146828199453e-08,0.0,1.0451647085574223e-06
1944,8.675602458652065e-08,0.0,1.0989097063429654e-06
1945,1.241747327185294e-07,2.178504043826024e-09,8.278315135612502e-07
1946,1.0580039599972224e-07,0.0,7.36426443381788e-07
1947,1.2397705506650425e-07,0.0,7.820091241228511e-07
1948,9.567261272103167e-08,1.0871887834440486e-09,8.740997827771935e-07
1949,7.951776992420889e-08,0.0,8.472078434351715e-07
1950,6.168509969484148e-08,0.0,8.827349802231765e-07
1951,7.143139413301469e-08,4.264560704569931e-09,9.712537121231435e-07
1952,7.170466831407651e-08,0.0,1.2537772136056446e-06
1953,6.572035005092403e-08,0.0,1.0202815019511036e-06
1954,9.38163466912556e-08,9.772536113672459e-10,1.0319797638658201e-06
1955,5.5375085850073447e-08,0.0,9.545162811264163e-07
1956,8.197873313520176e-08,1.744228317335228e-09,1.0421764500279096e-06
1957,6.802979157782829e-08,0.0,9.877571756078396e-07
1958,6.535072571978162e-08,8.272243445794913e-10,1.009213747238391e-06
1959,8.91336018327138e-08,0.0,8.750594133744016e-07
1960,6.574792010827224e-08,0.0,9.529987323730893e-07
1961,8.337791168600006e-08,0.0,7.90005685757933e-07
1962,6.151697817813329e-08,3.805173787174709e-09,8.548957453058392e-07
1963,4.332255798544793e-08,6.466053248388448e-10,9.052474752024864e-07
1964,9.186792460091908e-08,6.083968329129164e-10,8.286364732157381e-07
1965,7.989183581358361e-08,0.0,9.740236919242307e-07
1966,6.203763680545649e-08,1.6617224263271169e-09,7.538680506513629e-07
1967,4.6345153492666213e-08,1.972134178185314e-09,7.31661828012875e-07
1968,6.37781032153395e-08,0.0,7.801589276823506e-07
1969,6.767218962977495e-08,4.5417578031781147e-10,7.189602797552652e-07
1970,6.530189722298019e-08,4.5987250119061684e-10,6.622163937208825e-07
1971,9.506035136830349e-08,2.569198631618974e-09,6.864898978165002e-07
1972,6.412683573042699e-08,5.130146862875051e-10,6.930828249096521e-07
1973,4.796487435010377e-08,0.0,7.117545806067938e-07
1974,5.175525974454587e-08,0.0,6.812567221459176e-07
1975,5.6543652870999495e-08,5.711480177694739e-10,6.019899956299923e-07
1976,5.142174319683335e-08,0.0,6.513420771625533e-07
1977,4.4075864069625936e-08,0.0,6.370431719915359e-07
1978,5.702967620369037e-08,5.940591352171509e-10,5.952472292847233e-07
1979,4.564539257678746e-08,2.3407893401383717e-09,6.565913963640924e-07
1980,5.230338473438678e-08,1.1370301367108482e-09,6.822180580456916e-07
1981,6.262293794634388e-08,0.0,5.958667657068872e-07
1982,4.903926864585628e-08,2.483000915987077e-09,6.331652571134327e-07
1983,4.610180803776842e-08,1.2630632095778083e-09,6.075334226807172e-07
1984,5.6830282979536406e-08,1.1598016991243298e-09,5.955581627858919e-07
1985,5.0530685857808066e-08,6.015558051686298e-10,6.015558255967335e-07
1986,5.874595854216125e-08,5.994485463567401e-10,5.52691574284836e-07
1987,4.522004531937185e-08,6.110816852533674e-10,5.683059498551302e-07
1988,5.2769674629971064e-08,7.195864348830128e-09,5.456864187181054e-07
1989,5.488122278851648e-08,0.0,5.619837111225934e-07
1990,6.211462166838544e-08,0.0,6.12428380009078e-07
1991,5.158089272372379e-08,5.2753188484189195e-09,5.187396823203017e-07
1992,5.1242480980651095e-08,0.0,5.228936856838118e-07
1993,3.877445209354846e-08,1.661762283333701e-09,5.256707709122566e-07
1994,5.433174266045171e-08,0.0,4.82655764244555e-07
1995,4.229511468833991e-08,5.422450821690461e-10,4.489789375838882e-07
1996,4.5373784285374086e-08,1.067618438099771e-09,4.921720915262995e-07
1997,5.0825880615334995e-08,4.79489448146353e-10,5.039433972342522e-07
1998,4.768129291399248e-08,1.43043876743576e-09,4.5869401787967945e-07
1999,4.3873930100080116e-08,0.0,4.981519055036188e-07
2000,5.6550803817501105e-08,0.0,4.1617857959863613e-07
2001,6.177508771187945e-08,4.3812117822561447e-10,4.565222582186834e-07
2002,5.739400010806861e-08,8.76244299341522e-10,4.0263424239128653e-07
2003,5.125315283294185e-08,8.333845835650777e-10,4.6294513822431327e-07
2004,5.6821806648788e-08,8.809582507929292e-10,4.664673838306044e-07
2005,6.935774510274939e-08,4.5037495954858286e-10,4.7154259164017276e-07
2006,5.765045790750989e-08,0.0,4.84675638290355e-07
2007,4.4738169446834064e-08,3.994479469415779e-10,5.15687304414314e-07
2008,5.61982034241737e-08,0.0,5.751800813413865e-07
2009,4.434419076382312e-08,0.0,6.408450872186222e-07
2010,4.7237928679777497e-08,0.0,8.195780765163363e-07
2011,5.162362087807182e-08,0.0,9.085757142202056e-07
2012,5.446804240971659e-08,2.382976926895708e-09,1.0195736876994488e-06
2013,6.52655276489611e-08,5.578250084070646e-10,1.014125814435829e-06
2014,6.193173424096088e-08,0.0,1.0550048727964167e-06
2015,6.472400304602388e-08,0.0,1.1080660442530643e-06
2016,7.684671698982015e-08,2.0713400439298368e-10,1.153322159552772e-06
2017,6.138091501739495e-08,7.546833991067814e-10,1.2769243085131166e-06
2018,7.382994637872287e-08,5.162933414126769e-10,1.4133530612525647e-06
2019,6.020330989287004e-08,7.65296326310505e-10,1.3757477290710085e-06
