year,quels_DET effets_NOUN,quels_DET méfaits_NOUN
1855,1.7088337500581474e-07,7.429711956774554e-09
1856,2.2158370072133948e-07,1.5531567698623405e-09
1857,1.5425569088733937e-07,2.928905395993553e-09
1858,1.7176802202811814e-07,3.4255731584664773e-09
1859,1.7669841412271126e-07,8.147477359443656e-09
1860,2.018538047821039e-07,4.577183909670879e-10
1861,1.6128596413977903e-07,1.4147891747029462e-09
1862,1.865928318522947e-07,9.035972525772706e-10
1863,2.01782683006968e-07,4.495158800743582e-09
1864,1.8219966690935507e-07,6.712618905169165e-09
1865,1.769773518844886e-07,8.943004115025133e-09
1866,1.7370238225566936e-07,6.3252967308358166e-09
1867,1.766423398663619e-07,3.396968040192405e-09
1868,1.6252185375265071e-07,4.44588676984381e-09
1869,1.7922515738177935e-07,1.953407657850903e-09
1870,1.502320756685549e-07,1.7202146374017957e-09
1871,1.7206307134642884e-07,2.1242354542039266e-09
1872,1.5360241789608153e-07,4.23313739617015e-09
1873,1.6521372359079578e-07,5.986004469882289e-10
1874,1.4458554353780073e-07,1.3741600746186577e-08
1875,1.561976930020137e-07,5.149374260327022e-09
1876,1.7835743548744176e-07,0.0
1877,1.2307784125198395e-07,0.0
1878,1.7815311537106027e-07,3.6234530931267273e-09
1879,1.759485641628089e-07,5.498392630087778e-09
1880,1.7584899225653317e-07,3.8507077526617195e-09
1881,1.3317489688802198e-07,2.7890030285249168e-09
1882,1.6838124849982705e-07,0.0
1883,1.2828257922592456e-07,2.5277355764075082e-09
1884,1.3137377052885313e-07,1.9805090900604227e-09
1885,1.55984382743668e-07,0.0
1886,1.8069698271006018e-07,1.0325542587619196e-08
1887,1.6126444180031285e-07,5.876032105334161e-09
1888,1.3949352073439059e-07,3.804368819970705e-09
1889,1.2154365514049914e-07,1.2530273485467092e-09
1890,1.330540477795239e-07,7.209825181320184e-09
1891,1.2557213580066673e-07,6.3742202627281586e-09
1892,1.2411654637389802e-07,6.8953633913793055e-09
1893,1.638138833470748e-07,5.542574843531156e-09
1894,1.0712616660413232e-07,1.2603078580752936e-08
1895,1.8717891236974538e-07,9.629783193076946e-09
1896,1.2619641864830555e-07,1.2973463581200662e-08
1897,1.462505050398022e-07,2.330685422435863e-09
1898,1.3976136870041955e-07,1.3580051305694951e-08
1899,2.04520400615138e-07,1.3818945987509323e-08
1900,1.4171575557497817e-07,1.4534948578059925e-08
1901,1.1568689650687247e-07,7.824234649067563e-09
1902,9.624156582788146e-08,6.874397606715377e-09
1903,1.2258499637596287e-07,4.860198021816586e-09
1904,1.3221577788158356e-07,8.599400302955473e-09
1905,1.2385821612781456e-07,3.096455536422127e-09
1906,1.2500368384849025e-07,1.5432553568395235e-09
1907,1.7022812315303781e-07,5.6571278217454335e-09
1908,1.5372648221045893e-07,3.437972351250096e-09
1909,1.5182714463435332e-07,1.1001967337165297e-08
1910,1.469641404128197e-07,2.72551685664979e-08
1911,1.1598415738944823e-07,1.4897047151407605e-08
1912,1.109606735383295e-07,8.856016087133156e-09
1913,1.399989226769094e-07,6.893886461689647e-09
1914,1.332651979879529e-07,8.705766774141921e-09
1915,8.364341308464418e-08,1.295883844676382e-08
1916,1.0438088615671859e-07,1.0987462051303964e-09
1917,9.102132025873289e-08,2.4126133979507358e-08
1918,1.1026920887502456e-07,2.756730310693456e-08
1919,1.058902530104433e-07,1.2890987832747669e-08
1920,9.919623522591792e-08,8.329454903588385e-09
1921,9.844571735584395e-08,3.786373770076068e-09
1922,1.0476668421688373e-07,5.1645547283207804e-09
1923,9.660512922948783e-08,5.307974060286824e-09
1924,1.4438619722056956e-07,3.867487330388997e-09
1925,1.198801378166081e-07,7.698724324711748e-09
1926,6.687683296036084e-08,1.4489980437737415e-08
1927,1.3713546920257613e-07,8.919380123373344e-09
1928,1.1311780667710991e-07,2.2852082448565625e-09
1929,1.0694790297804957e-07,7.798284684668033e-09
1930,1.2394252024705565e-07,7.352522590764465e-09
1931,8.554017938422476e-08,7.983749661377715e-09
1932,1.0411559969725204e-07,6.575721966939341e-09
1933,1.0094182911757343e-07,1.261772819560747e-08
1934,1.150231714319716e-07,9.585264137967897e-09
1935,1.0771455905000948e-07,1.0771455727365264e-08
1936,8.002311524535344e-08,1.333718602225531e-08
1937,9.569249748153652e-08,5.0364472592434595e-09
1938,1.140938898913646e-07,2.5930428915188486e-09
1939,8.717608679376099e-08,4.588215141154706e-09
1940,7.60734906180005e-08,7.607348528892999e-09
1941,1.0920559745386527e-07,2.9515025978810172e-09
1942,9.709477666319799e-08,3.034211770724937e-09
1943,1.132261724379191e-07,0.0
1944,9.31823986860536e-08,3.2131861615880553e-09
1945,8.931866624095619e-08,1.5249527862692958e-08
1946,6.542918917773477e-08,6.960552134671616e-09
1947,6.437270316794752e-08,1.0728783861324587e-08
1948,8.371353388270109e-08,1.0871888278529696e-08
1949,1.0406028749798679e-07,7.853606542873592e-09
1950,1.308149464307462e-07,2.1270722960764488e-09
1951,1.023494551333215e-07,9.595261474260042e-09
1952,8.224947034563002e-08,1.1599284199803606e-08
1953,9.26549184043779e-08,2.1547654771580937e-09
1954,8.502106751961946e-08,2.9317608341017376e-09
1955,7.69619834528612e-08,4.6928039232341234e-09
1956,9.854889881921736e-08,1.744228317335228e-09
1957,9.89524195915692e-08,8.835037590415595e-09
1958,9.347635021583756e-08,8.272243445794913e-09
1959,1.023098707975123e-07,1.5501495642666896e-09
1960,1.0381250170610201e-07,6.2287499602575735e-09
1961,9.102088505130723e-08,6.25334317660986e-09
1962,1.1922878329073683e-07,4.439369427622353e-09
1963,1.0281024387381876e-07,2.5864212993553792e-09
1964,1.1316181414144921e-07,5.4755713296827935e-09
1965,1.340650594983117e-07,9.3024736802505e-09
1966,1.2684481021096872e-07,6.6468897053084675e-09
1967,1.385424326372231e-07,2.958201350544698e-09
1968,1.167768122201096e-07,2.6948494546985557e-09
1969,1.1990240622594683e-07,2.2708789015890574e-09
1970,1.1910698027861599e-07,2.7592350626548523e-09
1971,1.2897377565934676e-07,2.569198631618974e-09
1972,1.1542830335997678e-07,4.1041173792777386e-09
1973,1.273550083169539e-07,6.064524049609332e-09
1974,1.1082376261128957e-07,1.1813700462326437e-08
1975,1.3993126657396715e-07,2.8557400888473694e-09
1976,1.1712729985902115e-07,3.4281160132820787e-09
1977,1.3927972730698457e-07,5.876781838942691e-10
1978,1.4792072278169144e-07,7.1287097336281136e-09
1979,1.3693617617605014e-07,4.681578680276743e-09
1980,1.5065648995005176e-07,2.2740603289328476e-09
1981,1.5624106808331817e-07,3.1627747087981106e-09
1982,1.657403068122676e-07,4.345251602977385e-09
1983,1.6735586783056533e-07,7.57837925746685e-09
1984,1.8266876011807653e-07,2.8995041922996734e-09
1985,1.8467763496232692e-07,1.2031116103372597e-09
1986,2.1340368050459801e-07,3.5966912781404403e-09
1987,1.5949231624290405e-07,3.666490056009053e-09
1988,1.9608730994491452e-07,2.99827696004229e-09
1989,1.5037454659250216e-07,2.7440609784434855e-09
1990,1.7054276924000078e-07,5.448650863826288e-09
1991,1.9225605996098238e-07,5.2753188484189195e-09
1992,1.9945998275261445e-07,3.305966445044106e-09
1993,2.1381340786774672e-07,3.877445031719162e-09
1994,2.2576686120601153e-07,1.0549853213248639e-09
1995,2.1798252447524646e-07,4.337960657352369e-09
1996,2.2206463512475239e-07,5.338092190498855e-10
1997,2.1672922656534865e-07,1.917957792585412e-09
1998,2.6749205517262453e-07,5.244941925219848e-09
1999,2.6324359225782246e-07,1.8280804647829996e-09
2000,2.3327205411760588e-07,8.836062992401139e-10
2001,2.615583483134287e-07,6.1336963841363e-09
2002,2.6112079609674765e-07,4.81934359086722e-09
2003,3.087689819381012e-07,3.7502307925763034e-09
2004,2.365372893109452e-07,4.404791198453495e-09
2005,2.5716410334553075e-07,5.404499514582994e-09
2006,2.487205534862369e-07,7.823990788580204e-09
2007,2.8320859257746633e-07,5.991719120856942e-09
2008,3.0909011883295534e-07,1.2772319035736501e-09
2009,2.498532793993036e-07,5.245011758248097e-09
2010,2.4705438050887096e-07,4.723793189942427e-09
2011,2.114656467711029e-07,4.588766228108554e-09
2012,2.399998066948683e-07,6.808505648159269e-09
2013,2.236878273720322e-07,6.693900156395927e-09
2014,1.855786599946896e-07,6.2797911315470856e-09
2015,2.0458990235283636e-07,5.541438308220847e-09
2016,1.9677729667932908e-07,9.113896304313585e-09
2017,2.077894905028188e-07,1.0062445321423752e-08
2018,2.0651733478871392e-07,6.711813271831346e-09
2019,1.9821174390699525e-07,6.377469274898573e-09
