year,les_DET êtres_NOUN,les_DET etres_NOUN,les_DET maîtres_NOUN
1866,1.1013314889396497e-05,3.357272970738734e-08,1.2257452393527046e-05
1867,8.659357035867288e-06,3.785192959071537e-08,1.2800746425511988e-05
1868,1.1342938648795098e-05,3.260316838726851e-08,1.2872324131052437e-05
1869,1.1952901417089379e-05,3.2719577824913415e-08,1.2823144972529121e-05
1870,1.0664757070344422e-05,4.0138339763018394e-08,1.2166504959054691e-05
1871,8.320630172420351e-06,3.717412022652411e-08,1.0556388136961914e-05
1872,1.1453056231403025e-05,2.6608292569285652e-08,1.3398484448146064e-05
1873,8.91794942958768e-06,3.112722318787675e-08,1.1215377728746034e-05
1874,8.053175236000243e-06,1.135175692335011e-08,1.241822524278291e-05
1875,9.882221291945825e-06,3.661777253638476e-08,1.3192125436489732e-05
1876,1.0797577800758518e-05,2.3579457053557462e-08,1.2727466149442535e-05
1877,8.702036467411745e-06,2.288381972803677e-08,1.2331286470157465e-05
1878,8.66850825786969e-06,1.0870359279380182e-08,1.3762479426304708e-05
1879,1.1169679794420517e-05,7.514470168334952e-08,1.4422284188242429e-05
1880,8.024232784009655e-06,1.2835692508872398e-08,1.4039038866542342e-05
1881,7.55192289147999e-06,2.7192779861184846e-08,1.4059364303875554e-05
1882,7.675655552930039e-06,1.2645231750596508e-08,1.473568834597927e-05
1883,8.772506305376737e-06,4.7395041002928906e-08,1.3671889604438547e-05
1884,8.557779807460975e-06,1.8484752395409032e-08,1.3956647443080783e-05
1885,7.71929327925136e-06,1.804777982616912e-08,1.3602869600504164e-05
1886,7.061380188133626e-06,2.065108412052652e-08,1.411888858626753e-05
1887,7.064296255521185e-06,9.79338704576449e-09,1.3813246006577629e-05
1888,7.641074830644357e-06,1.268122939990235e-08,1.3244909673915117e-05
1889,7.477440902903254e-06,3.884384813801489e-08,1.4920422859887594e-05
1890,6.787722497847426e-06,7.209825292342487e-09,1.3739304804971653e-05
1891,9.2190340126308e-06,2.2309769698303228e-08,1.2708920152704195e-05
1892,8.754604465366356e-06,2.4447197821686473e-08,1.4124211944022136e-05
1893,8.249199396459517e-06,3.6334658393144537e-08,1.3100799193921375e-05
1894,7.283319177986414e-06,2.96172346647694e-08,1.2992513795495597e-05
1895,7.270486179322688e-06,6.861220591680706e-08,1.4333330824456425e-05
1896,8.645044829336257e-06,2.7716036632430274e-08,1.3132683463368267e-05
1897,7.6236721042732825e-06,2.5637539646794494e-08,1.3895546416620164e-05
1898,8.102198108872471e-06,2.2067583649310052e-08,1.3170386608862827e-05
1899,7.902779003643445e-06,2.8743407654019393e-08,1.5349532390018794e-05
1900,7.732073754596058e-06,9.291984903736505e-08,1.5856071883035838e-05
1901,7.783436814179368e-06,5.421076709755113e-08,1.4918579609002336e-05
1902,6.659327056013353e-06,2.9461703854316568e-08,1.2078316657948562e-05
1903,7.835719401327879e-06,7.12829075766308e-08,1.4338124572077504e-05
1904,8.013566116460424e-06,4.1384613957973215e-08,1.3438175457736179e-05
1905,7.3122794503888144e-06,1.496620083418776e-08,1.4839246929909677e-05
1906,8.140157177649598e-06,2.8807432828070745e-08,1.5030792866355114e-05
1907,7.502379730794928e-06,2.982849189869796e-08,1.3018079016546835e-05
1908,8.704455126462562e-06,3.4379724178634774e-08,1.3277939956424234e-05
1909,8.269078676903518e-06,2.9705311432870474e-08,1.4640867846082983e-05
1910,8.841896971034657e-06,4.3287620155041395e-08,1.4821467715364633e-05
1911,8.550905306492496e-06,3.1390206767234474e-08,1.5307248872886703e-05
1912,8.843513228384836e-06,3.959160155275754e-08,1.3271521396518438e-05
1913,8.097134895024283e-06,3.234823697795264e-08,1.369178883692257e-05
1914,8.241682053267141e-06,4.4868183168844666e-08,1.350264440702631e-05
1915,6.252050383181995e-06,9.424609315189514e-09,1.1984569582068616e-05
1916,6.249668274449505e-06,2.0876178341566742e-08,1.3060796348440817e-05
1917,7.208230783817271e-06,4.167241363095542e-08,1.2582875640987368e-05
1918,6.592031184027292e-06,1.2635013924011673e-08,1.318521090354352e-05
1919,7.852453052237252e-06,5.2484735391100656e-08,1.3986721327796658e-05
1920,8.623257599538192e-06,1.4993019048503697e-07,1.4014686115615405e-05
1921,8.272469585790532e-06,5.755287940667486e-08,1.3308346666462967e-05
1922,8.779742927345069e-06,3.984085134023374e-08,1.3525969080774303e-05
1923,9.225259020695376e-06,5.732611940700849e-08,1.3228533049414182e-05
1924,8.467218577834501e-06,4.125319796877136e-08,1.2374670518511266e-05
1925,9.500226383352128e-06,8.468597223476593e-08,1.2387248204959178e-05
1926,9.564501226577704e-06,1.2037829333344519e-07,1.1492783556832364e-05
1927,9.935073933320382e-06,6.020581366783517e-08,1.2202826383145293e-05
1928,9.243666966085584e-06,6.170062227806028e-08,1.102841491729123e-05
1929,8.361989046079543e-06,1.3257083208984e-07,1.166623323456406e-05
1930,7.931270914696142e-06,6.827341991755276e-08,1.1843863319427328e-05
1931,7.957517340173581e-06,6.044839206964525e-08,1.1871835397414543e-05
1932,7.775791459607717e-06,6.137340413658876e-08,1.0943097095150733e-05
1933,7.275841198861599e-06,3.785318503091162e-08,1.1703516264560676e-05
1934,7.543603089743556e-06,4.193553060360955e-08,1.1146464231615028e-05
1935,8.308382831501149e-06,7.061287465859323e-08,1.0850446500398903e-05
1936,9.371191424634162e-06,9.942265899454128e-08,1.0678235838668115e-05
1937,8.132602886234963e-06,5.791914459152281e-08,1.22662673902596e-05
1938,8.981004441466212e-06,1.0112867121492286e-07,1.137697600483989e-05
1939,8.88278424326927e-06,9.329370964650252e-08,1.1337479890016766e-05
1940,7.44759461213107e-06,5.0715657895494815e-08,1.2772738116950677e-05
1941,8.500327794536133e-06,4.132103503806661e-08,1.1702708093253023e-05
1942,1.0580296134321543e-05,8.192371825366251e-08,1.1132523326295996e-05
1943,9.63874123272035e-06,3.193558706371391e-08,1.2065845396591612e-05
1944,1.2187615425318654e-05,3.534504777746861e-08,1.1467861440905835e-05
1945,1.1262865882599726e-05,1.0021118690417552e-07,1.0424142260490044e-05
1946,1.1459852885309374e-05,5.0115974481457215e-08,1.0879342738689957e-05
1947,1.1489335747683072e-05,4.887557025767819e-08,1.271837686545041e-05
1948,1.0473976942648733e-05,7.827759151979308e-08,1.1166516401317494e-05
1949,1.0096793403135962e-05,9.817008539414473e-08,9.288853362932059e-06
1950,9.818565445129934e-06,6.593924117836991e-08,1.1280928163159842e-05
1951,8.997156754730895e-06,7.24975308674658e-08,1.0642211663025591e-05
1952,8.808075136812477e-06,3.901577394493927e-08,9.082239557756111e-06
1953,9.26333649431399e-06,6.464296520292123e-08,1.0480778882993036e-05
1954,1.0964785815303912e-05,6.840775368388563e-08,1.0350093333499899e-05
1955,9.375283923418465e-06,2.4402579956728232e-08,9.220421077316132e-06
1956,1.2760774779962958e-05,7.325758932807958e-08,9.076092027271443e-06
1957,8.700744928091808e-06,3.975767048913781e-08,8.99141775789758e-06
1958,8.4955941588305e-06,7.031407112112475e-08,9.308755494430443e-06
1959,9.855076086751069e-06,1.4881435683733457e-07,1.066425414819605e-05
1960,9.03791618611649e-06,4.706166700785275e-08,9.98260983919863e-06
1961,9.525926003561835e-06,8.129346501517531e-08,9.949763921213162e-06
1962,9.758367923495825e-06,1.325468916846262e-07,1.0230210250483651e-05
1963,9.890475382690056e-06,8.535190287872751e-08,1.0545485991997339e-05
1964,9.089449065413646e-06,8.152517477766352e-08,1.0331186473422349e-05
1965,1.0123827848929068e-05,9.028871605920585e-08,1.0219040831316306e-05
1966,9.570966881256027e-06,6.979234346005114e-08,1.034256045784332e-05
1967,8.936232973155711e-06,9.564851172205735e-08,9.795590813155286e-06
1968,9.95612151655223e-06,8.937917689300079e-08,1.2071578225913981e-05
1969,8.336396376762423e-06,4.450922591603401e-08,1.038064181102527e-05
1970,8.345306383716888e-06,1.0393118815565927e-07,1.085529027022858e-05
1971,8.281041004920553e-06,2.0861894289847527e-07,1.0815813226372484e-05
1972,8.757160856021073e-06,4.514529278187851e-08,1.0125883676437297e-05
1973,8.048726215292845e-06,1.4168933593072808e-07,9.8383123088297e-06
1974,7.092158369914614e-06,1.6314157313956912e-07,1.0063022614303918e-05
1975,7.092516142392924e-06,4.854758017813765e-08,9.349693513627244e-06
1976,7.720689040979778e-06,1.0055807242448367e-07,9.81869641236699e-06
1977,7.428252018826242e-06,8.932708484010732e-08,9.066111260835896e-06
1978,7.704947023512432e-06,7.96039231198975e-08,1.0055639393158344e-05
1979,8.135998143643519e-06,1.1001709765423584e-07,9.907390847274655e-06
1980,8.049036239299312e-06,1.9784325033800343e-07,8.923412451622426e-06
1981,8.730523120448197e-06,9.614835327909077e-08,9.734388413562556e-06
1982,9.318081367837294e-06,7.759377873561846e-08,9.652045264374465e-06
1983,8.02613516270867e-06,1.3830542422432757e-07,8.979116273621912e-06
1984,8.517583353295777e-06,1.0960126317627328e-07,1.0742083219383858e-05
1985,8.24612698124838e-06,8.000692108822705e-08,9.9461239244647e-06
1986,8.518163951976021e-06,6.114375095123137e-08,8.70459243174082e-06
1987,8.511756931284253e-06,5.377518985660856e-08,8.961512747873712e-06
1988,8.966646817043511e-06,1.8709247839865384e-07,8.720788002847257e-06
1989,7.8117932105215e-06,6.091815696329661e-08,9.229375251607053e-06
1990,9.244181399026274e-06,1.0188977206393446e-07,9.027324921362379e-06
1991,8.722446580122778e-06,1.3012452382277218e-07,9.045999377121916e-06
1992,8.6605300566589e-06,5.56504353710352e-08,9.274889208654713e-06
1993,9.023922586948174e-06,8.585771538172082e-08,9.310299759590634e-06
1994,9.030674391397042e-06,6.962903198459713e-08,9.259078581180802e-06
1995,8.827749923057127e-06,7.103410704090152e-08,9.186173997477454e-06
1996,9.263724905395065e-06,7.633471987844587e-08,9.346999632953157e-06
1997,9.908169602113048e-06,4.459251845556622e-08,9.582596874224691e-06
1998,9.412763688487757e-06,4.720447910333547e-08,9.969681229904381e-06
1999,1.016367076545066e-05,5.986963663717759e-08,9.686541432074591e-06
2000,1.1062309056342201e-05,7.775735544335305e-08,9.838956202656846e-06
2001,1.009255913686502e-05,1.5378053108694445e-07,9.499343377683545e-06
2002,1.0598612504963967e-05,1.2398856941153724e-07,9.669356018093822e-06
2003,1.1359448933490057e-05,6.167046062710568e-08,9.776434325203809e-06
2004,1.0099745622937917e-05,5.1536057199541574e-08,9.011762415411795e-06
2005,1.032529593203435e-05,5.989986961996152e-08,9.19440483926337e-06
2006,1.0881936191253772e-05,6.053298029495835e-08,9.295312793256016e-06
2007,1.13694872538872e-05,4.2341483236230104e-08,8.81142213415842e-06
2008,1.0735985256360436e-05,3.618823729567566e-08,8.516156668747499e-06
2009,1.136975521376371e-05,6.818515285722526e-08,9.044784377465476e-06
2010,1.1033836074147985e-05,3.731796460737513e-08,7.76827764070731e-06
2011,1.082107564798207e-05,1.2427908543943822e-07,7.400150366265734e-06
2012,1.151386317133074e-05,2.723402148241405e-08,7.1717390426329075e-06
2013,1.1577379098071106e-05,3.0680374685232437e-08,7.230806630786901e-06
2014,1.2084050013072556e-05,1.6024293947314305e-08,8.265287704034563e-06
2015,1.1027241100691754e-05,1.3742767368540854e-08,7.629009360243799e-06
2016,1.2371493085083785e-05,1.4913648371805976e-08,7.808123214658735e-06
2017,1.131371078599841e-05,2.3898307610625835e-08,6.018348656766648e-06
2018,1.2160773053437879e-05,3.89801469435902e-08,6.644437291924987e-06
2019,1.0840422476121603e-05,1.989770481714004e-08,6.826953580230111e-06
