year,petits_ADJ arbres_NOUN,petits_ADJ marbres_NOUN
1991,1.5122579921644785e-07,1.1722930404189924e-09
1992,1.537274374463493e-07,8.815910668147353e-09
1993,1.534360487553954e-07,2.7696036575264316e-09
1994,1.7354508896616494e-07,1.0549853213248639e-09
1995,1.2471636967603672e-07,0.0
1996,1.8202894658259083e-07,5.338092190498855e-10
1997,1.7117773454256024e-07,1.917957792585412e-09
1998,9.679302270804158e-08,2.86087753487152e-09
1999,1.0785674442459481e-07,4.570201161957499e-10
2000,1.20612257070718e-07,1.3254094488601709e-09
2001,1.1522587328727241e-07,6.133696661692056e-09
2002,1.1741673533460784e-07,4.381221607729913e-09
2003,1.1500706964540086e-07,2.083461403401543e-09
2004,1.0923882493019121e-07,0.0
2005,1.2295236162529477e-07,3.602999676388663e-09
2006,1.1983059433617882e-07,1.6471559671771274e-09
2007,1.2063327914368926e-07,7.988958938831558e-10
2008,1.2005980187801413e-07,2.9802078582719105e-09
2009,1.1491343854252989e-07,1.430457752249481e-09
2010,1.2754241363044372e-07,0.0
2011,1.3269182985720107e-07,7.64794394481072e-10
2012,1.8008496166510568e-07,6.808505426114664e-10
2013,2.027693955519716e-07,5.578250084070646e-10
2014,1.8233048040827704e-07,2.1654451842767486e-10
2015,1.890738777765577e-07,0.0
2016,2.0133424927237797e-07,2.0713400439298368e-10
2017,1.4188047772756285e-07,2.515611330355938e-10
2018,1.9825664998585069e-07,0.0
2019,1.637734188264517e-07,2.55098775436835e-10
