year,petits_ADJ arbres_NOUN,petits_ADJ marbres_NOUN
1800,3.301372828445892e-07,0.0
1801,2.905042724155038e-07,0.0
1802,2.1707049313590687e-07,0.0
1803,5.655983688068744e-07,0.0
1804,3.9549615848955e-07,0.0
1805,4.662319552650729e-07,0.0
1806,3.342736079048336e-07,0.0
1807,2.4768510797912313e-07,2.8469551160981155e-09
1808,1.948823609154715e-07,0.0
1809,1.7620438086396462e-07,2.259030518203531e-09
1810,1.6380887757350138e-07,0.0
1811,1.9053783262279467e-07,0.0
1812,1.6269970615212515e-07,0.0
1813,1.581657944615955e-07,0.0
1814,4.405347908686963e-08,0.0
1815,2.5623623733928014e-07,0.0
1816,5.423192988018855e-07,0.0
1817,3.0047655741327617e-07,1.556873407970727e-09
1818,2.837240344888414e-07,0.0
1819,2.2565289725662296e-07,1.035105001712111e-09
1820,2.266497851621807e-07,1.3053129244156025e-08
1821,1.262270509228003e-07,0.0
1822,2.2357123441452131e-07,0.0
1823,1.4231069656034379e-07,0.0
1824,1.8779081756292726e-07,1.6842225392110777e-09
1825,1.426481759381204e-07,4.4027217427355936e-09
1826,2.8714029554066656e-07,8.807984341885344e-10
1827,1.7973682986394124e-07,0.0
1828,1.3299836609803606e-07,0.0
1829,1.4745862131348986e-07,0.0
1830,2.598772255169024e-07,0.0
1831,2.1515865000765189e-07,0.0
1832,1.9753755209350743e-07,2.705993873419743e-09
1833,3.266583235017606e-07,0.0
1834,1.8482371233474737e-07,9.334530925997342e-10
1835,1.739510224751939e-07,3.781543966852041e-09
1836,1.7944402941338922e-07,0.0
1837,1.7881779690309685e-07,0.0
1838,1.4770459233481859e-07,0.0
1839,2.2862123305600335e-07,0.0
1840,1.3185255620662417e-07,6.369688665408546e-10
1841,1.9069029510987434e-07,0.0
1842,1.3215282468337364e-07,0.0
1843,1.0809647221776686e-07,0.0
1844,1.553262807818534e-07,0.0
1845,8.816759855534428e-08,5.580227946389016e-10
1846,1.9144218854627582e-07,1.1709002656346001e-09
1847,1.3914517005275684e-07,0.0
1848,1.6492704446591233e-07,0.0
1849,1.6507446787272784e-07,0.0
1850,1.0794503424449431e-07,0.0
1851,1.6188091778168712e-07,6.449438760824933e-10
1852,2.2005643529610097e-07,6.510545436100301e-10
1853,2.4126603648255696e-07,4.180352064508952e-09
1854,1.2105898861136666e-07,2.0782657816909023e-09
1855,1.422259146011129e-07,0.0
1856,1.0872097422343074e-07,3.1063134287023786e-09
1857,1.9672481244015216e-07,4.881509085841174e-10
1858,1.6344877340479513e-07,1.468102750479261e-09
1859,1.7313389832906978e-07,1.5276520048956854e-09
1860,2.0780414997090269e-07,0.0
1861,1.4666646563910035e-07,0.0
1862,1.893036270239623e-07,6.325180823552046e-09
1863,1.4784077961849107e-07,0.0
1864,1.3952658972637977e-07,4.794727948009836e-10
1865,1.4638285961154907e-07,3.294791106611683e-09
1866,1.2310000596649218e-07,0.0
1867,1.780981850885155e-07,6.308654931785895e-09
1868,1.3683451527413126e-07,4.44588676984381e-09
1869,1.416220527516998e-07,5.860222973552709e-09
1870,1.61126777697973e-07,4.013834153937523e-09
1871,1.31702604599937e-07,2.1242354542039266e-09
1872,1.5904502959074307e-07,6.047339295989218e-10
1873,1.3049489044902884e-07,1.7958012854535355e-09
1874,1.4398807479665265e-07,5.974609140757536e-10
1875,1.3331157810991812e-07,2.8607636259891933e-09
1876,1.590101845749814e-07,0.0
1877,1.7750421288376117e-07,0.0
1878,1.7030229804149144e-07,0.0
1879,1.5395499985970673e-07,6.10932526790009e-10
1880,1.572372392288912e-07,0.0
1881,1.6873468183797868e-07,3.4862537301449947e-09
1882,1.81026482248825e-07,5.324308105514319e-09
1883,1.617750824967068e-07,1.2638677882037541e-09
1884,1.6042123718307266e-07,6.601696966868076e-10
1885,1.7403217011935368e-07,1.2891271383708158e-09
1886,1.6069124453288453e-07,5.808117542471791e-09
1887,1.8933881229532545e-07,0.0
1888,1.2681228778177456e-07,3.804368819970705e-09
1889,1.6289355642129522e-07,2.5060546970934183e-09
1890,1.4812913207151723e-07,0.0
1891,1.8485238229004608e-07,0.0
1892,1.6674242608871737e-07,8.149066310636499e-09
1893,1.5519209761727382e-07,4.926733243593162e-09
1894,1.852652480316408e-07,3.780923574225881e-09
1895,1.90188222948251e-07,1.023164486468886e-08
1896,1.4860512898007272e-07,1.2973464080801023e-08
1897,2.6220211157834683e-07,8.740070001067579e-09
1898,2.037007709176919e-07,1.1882545614128048e-08
1899,1.9235972992248662e-07,3.8693048765026106e-09
1900,2.014128649419078e-07,5.19105292084987e-09
1901,1.2351113204411845e-07,2.794369402536745e-09
1902,2.1261529214999797e-07,4.419255628107521e-09
1903,1.94947945786339e-07,4.860198465905796e-09
1904,1.590888984992489e-07,8.599400302955473e-09
1905,1.9972137654811206e-07,1.5998352864698973e-08
1906,1.9239250459435198e-07,8.230695236477459e-09
1907,1.8205666013626498e-07,1.0285686968813934e-08
1908,2.3574667018522177e-07,9.331639461152008e-09
1909,2.0738708172984843e-07,4.400786846048277e-09
1910,2.356770467670799e-07,1.60324518105881e-08
1911,2.3356441836153152e-07,4.788336838146279e-09
1912,1.7816220032607077e-07,3.125652625612929e-09
1913,1.72347168092557e-07,4.772690687104841e-09
1914,1.7143663511021145e-07,5.357394972094198e-09
1915,2.0145103007962462e-07,0.0
1916,1.373432780837902e-07,1.0987462051303964e-09
1917,1.8533257206687637e-07,7.676496771580332e-09
1918,2.0675476797293868e-07,1.033773866510046e-08
1919,2.7071073027684633e-07,1.6574126959767455e-08
1920,2.0596470351463836e-07,7.572231730534895e-10
1921,1.749304614495628e-07,9.087297137000405e-09
1922,1.9182632815528677e-07,1.1066902949607993e-08
1923,2.4947478172165916e-07,1.6985516992917837e-08
1924,2.4751918203946843e-07,3.867487219366694e-09
1925,2.0126664979081e-07,2.1996355847875293e-09
1926,2.3183967778894754e-07,2.229227691330493e-09
1927,2.274441897043289e-07,4.4596899506643695e-09
1928,2.513728991626607e-07,9.14083297942625e-09
1929,3.3755432582438516e-07,0.0
1930,3.3716568026420646e-07,2.100720708497761e-09
1931,2.5319891250319415e-07,1.3686427990933225e-08
1932,2.652207928832695e-07,0.0
1933,1.6976580097249894e-07,0.0
1934,2.588021317251332e-07,1.1981580172459871e-09
1935,3.183563563879943e-07,1.0771455727365264e-08
1936,2.837183297188517e-07,0.0
1937,1.825712132585977e-07,5.0364472592434595e-09
1938,3.552468781364837e-07,0.0
1939,2.0952849322242173e-07,3.058810094103137e-09
1940,2.434351631386278e-07,1.0143131667916805e-08
1941,4.2206486661200415e-07,5.9030051957620344e-09
1942,3.337632867861373e-07,3.034211770724937e-09
1943,4.558079371719259e-07,2.9032352077962287e-09
1944,3.50237280954957e-07,3.2131861615880553e-09
1945,2.2874292238128646e-07,2.178504043826024e-09
1946,2.422272169511075e-07,1.3921104269343232e-09
1947,2.741800435579478e-07,2.3841741914054637e-09
1948,2.9680254165498354e-07,2.174377566888097e-09
1949,2.886200523022353e-07,0.0
1950,3.073619492255375e-07,0.0
1951,3.582230956311605e-07,3.1984206394497505e-09
1952,4.629168941505668e-07,3.1634410646574906e-09
1953,2.596492407747064e-07,2.1547654771580937e-09
1954,2.824263054534981e-07,2.9317608341017376e-09
1955,2.7875255881326666e-07,3.754243138587299e-09
1956,2.232612255070876e-07,4.360570571293465e-09
1957,1.8465228368569342e-07,6.184526224473075e-09
1958,2.8373794913605366e-07,0.0
1959,2.7360140375520814e-07,1.5501495642666896e-09
1960,2.1316166609608445e-07,4.152500121534786e-09
1961,1.9524328109810085e-07,4.16889545107324e-09
1962,1.6045149742183185e-07,1.2683912808952869e-09
1963,2.3148470695844026e-07,1.2932106496776896e-09
1964,2.0502972630787042e-07,1.8251904432275978e-09
1965,1.9589914934670105e-07,2.188817349590977e-09
1966,2.1325437415953274e-07,5.539074754423723e-10
1967,2.1594870336372196e-07,4.930335584241163e-10
1968,1.6977552208530255e-07,8.982831700699023e-10
1969,1.81670313015303e-07,5.904285060864822e-09
1970,2.110814782962933e-07,4.5987250119061684e-10
1971,1.6545639658360756e-07,3.083038491169532e-09
1972,1.7339896762891271e-07,3.5911027485013847e-09
1973,1.7807648067247328e-07,3.3079223804577396e-09
1974,1.4907765111260574e-07,1.1251143350321513e-09
1975,1.3022174494281558e-07,2.2845920710778955e-09
1976,3.4338295185065704e-07,2.856763492431469e-09
1977,1.4985793272970227e-07,5.876781838942691e-10
1978,1.5742566561449678e-07,5.940591352171509e-10
1979,1.2230624413245295e-07,2.925986564150662e-09
1980,1.6430086047236614e-07,4.548120546843393e-09
1981,1.4422253391543904e-07,5.69299452024552e-09
1982,1.924325729873999e-07,1.2415004579935385e-09
1983,2.0335317207909043e-07,0.0
1984,1.4149581328837257e-07,1.739702604197646e-09
1985,1.5159205624115657e-07,1.8046674155058895e-09
1986,1.714422774856672e-07,1.1988970927134801e-09
1987,1.6376988587474273e-07,3.0554083707556856e-09
1988,1.7569902860392617e-07,2.398621523624911e-09
1989,1.3830068079645486e-07,0.0
1990,1.8198494133869758e-07,1.6345953479657283e-09
