year,nouveaux_ADJ arrêts_NOUN,nouveaux_ADJ marais_NOUN
1907,3.394276748558411e-08,3.0857059130084963e-09
1908,3.1432890068572306e-08,1.4734167219643268e-09
1909,1.4302557083123446e-08,0.0
1910,3.099607459589038e-08,0.0
1911,3.937076953342e-08,0.0
1912,3.9070658708340034e-08,1.5628263128064646e-09
1913,5.196929780959536e-08,5.30298971401777e-10
1914,6.161004506566314e-08,6.696743715117748e-10
1915,1.060268601804637e-07,1.0602685840410686e-08
1916,7.69122365795738e-09,3.2962386153911893e-09
1917,1.973956464951243e-08,0.0
1918,1.378365155346728e-08,0.0
1919,7.366278925724501e-08,0.0
1920,4.921950713665524e-08,0.0
1921,6.588290091258386e-08,3.7863738810983705e-09
1922,7.230377008227151e-08,7.377935484775833e-10
1923,6.794206797167135e-08,0.0
1924,1.4180787211159895e-08,0.0
1925,2.5295809447101192e-08,0.0
1926,2.8979959765251806e-08,5.57306911730393e-09
1927,7.469980822794042e-08,0.0
1928,4.570416578530967e-08,4.570416489713125e-09
1929,1.1140406286358484e-07,0.0
1930,3.676261295382233e-08,3.1510811737689437e-09
1931,6.957267917329091e-08,0.0
1932,9.096415709564099e-08,1.0959536611565568e-09
1933,7.111810318427558e-08,0.0
1934,5.6313426810561396e-08,0.0
1935,4.0692164304800826e-08,0.0
1936,3.3949200339833396e-08,4.849885826274658e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,1.4261735792331365e-08,1.2965214457594243e-09
1939,1.988226472349197e-08,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,2.9515025090631752e-08
1942,2.4273694165799498e-08,0.0
1943,1.161294105322952e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,1.3112957830685446e-08,4.7683483828109274e-09
1948,1.6307831529616124e-08,4.348755133776194e-09
1949,1.9634016634739737e-08,3.9268033269479474e-09
1950,2.0207187034770868e-08,3.190608444114673e-09
1951,2.7719645245838365e-08,1.0661401761424827e-09
1952,2.1089607726842985e-08,4.2179215675730575e-09
1953,1.831550577868768e-08,1.0773827385790469e-09
1954,1.759056522665503e-08,2.9317608341017376e-09
1955,1.8771215248847284e-08,1.8771215692936494e-09
1956,1.2209598665435806e-08,2.703553825256222e-08
1957,8.835037590415595e-09,4.417518795207798e-09
1958,1.7371711180658167e-08,8.272243445794913e-10
1959,2.712761792977858e-08,3.100299128533379e-09
1960,1.7994166157109248e-08,6.920833350854139e-10
1961,2.7097821209132178e-08,2.779263708063695e-09
1962,1.9660065575521912e-08,0.0
1963,1.9398160300276857e-08,6.466053248388448e-10
1964,1.9468698653213323e-08,1.2167936658258327e-09
1965,1.2585699593614663e-08,2.188817349590977e-09
1966,2.1048483844765542e-08,1.6617224263271169e-09
1967,1.7749208325312793e-08,1.9721342336964653e-09
1968,1.931308885039229e-08,8.982831700699023e-10
1969,1.544197658631674e-08,0.0
1970,2.3453497643988186e-08,0.0
1971,2.363662865434435e-08,1.0276794970565106e-09
1972,1.0773308467548759e-08,2.0520587451500205e-09
1973,1.268036875501366e-08,0.0
1974,2.1377172032543967e-08,3.3753431161187564e-09
1975,1.7134439644905797e-08,1.7134440533084216e-09
1976,1.8854638739185248e-08,1.142705374768127e-09
1977,1.1753563455840776e-08,1.7630346071939584e-09
1978,2.6138602615688455e-08,3.5643548113029055e-09
1979,1.5215130710899416e-08,5.266775904289034e-09
1980,1.193881615790815e-08,0.0
1981,1.138598904049104e-08,6.325549528618524e-10
1982,1.365650492690662e-08,1.8622506869903077e-09
1983,1.0736036948344463e-08,6.315316047889041e-10
1984,1.3917620833581168e-08,5.799008495621649e-10
1985,1.5640450934384376e-08,3.0077789148208467e-09
1986,7.792831269171074e-09,3.5966913891627428e-09
1987,2.383218494772521e-08,0.0
1988,1.3192418713003917e-08,0.0
1989,1.7561990972581043e-08,1.0976244357863152e-09
1990,9.262707045820662e-09,5.44865097484859e-10
1991,1.4067516318494455e-08,5.8614650910726596e-09
1992,1.5978838308061682e-08,0.0
1993,2.1048987719485268e-08,3.323524566667402e-09
1994,1.2659823411809157e-08,1.5824779264761446e-09
1995,1.3013881861034804e-08,0.0
1996,1.5480467130402076e-08,5.338092190498855e-10
1997,1.582315189985195e-08,1.917957792585412e-09
1998,1.0013071261028017e-08,9.536258449571733e-10
1999,1.553868322901053e-08,9.140402323914998e-10
2000,1.3254094710646314e-08,8.836062992401139e-10
2001,1.270551397425379e-08,8.762423564512289e-10
2002,1.8839252824420782e-08,0.0
2003,9.583922822020696e-09,1.7917768602160322e-08
2004,9.250062049659391e-09,3.0833537945085254e-09
2005,1.6663873836364473e-08,1.8014998381943315e-09
2006,1.1941880373456115e-08,1.2353669198716943e-09
2007,1.0385647009059085e-08,1.5977917877663117e-09
2008,1.2772319285536682e-08,4.257439678578834e-10
2009,1.1920481268745675e-08,2.860915504498962e-09
2010,7.085689368580006e-09,9.447586046817946e-10
2011,7.647943611743813e-09,1.1471915639660324e-09
2012,1.2255310155584453e-08,3.744677901096338e-09
2013,7.530637446961919e-09,8.367375126105969e-10
2014,1.4075393961476834e-08,2.1654451842767486e-10
2015,1.3964424644408169e-08,1.329945265027277e-09
2016,1.201377233805978e-08,1.6570720351438695e-09
2017,9.559323110863716e-09,5.031222660711876e-10
2018,1.523065401576318e-08,2.5814667070633845e-10
2019,8.418259866971312e-09,2.55098775436835e-10
