year,des_DET ondes_NOUN,des_DET mondes_NOUN
1951,1.3305429824583825e-06,4.317867636771666e-07
1952,1.5796115881983042e-06,4.5659000891262735e-07
1953,1.5018715657788562e-06,4.837448432937208e-07
1954,1.5596967273268092e-06,4.6712722667763273e-07
1955,1.4566463768517224e-06,4.93682973168319e-07
1956,2.027665441772797e-06,5.22396401692049e-07
1957,1.9914175979351967e-06,4.6472298453892336e-07
1958,1.849673687104314e-06,4.971618251525811e-07
1959,1.73849275597604e-06,4.6426978528302243e-07
1960,1.7371291960444069e-06,5.322120681938713e-07
1961,1.556387733359088e-06,5.259756745701338e-07
1962,1.4738706575201377e-06,5.346269080774846e-07
1963,1.5259885515206406e-06,5.42501847444754e-07
1964,1.3676760914904662e-06,5.329556218569564e-07
1965,1.417806455350501e-06,5.30788218711109e-07
1966,1.3066677624351541e-06,5.439371468796139e-07
1967,1.2498400607796611e-06,4.930335713027034e-07
1968,1.1524973082543966e-06,6.705683937013873e-07
1969,9.955532860317362e-07,4.4872567572795674e-07
1970,1.0255157150140803e-06,4.810266487353942e-07
1971,1.2049541950887033e-06,5.436424554972064e-07
1972,1.0604014129000916e-06,4.899290209081641e-07
1973,1.1886467135013845e-06,5.419479522927872e-07
1974,1.0952987814505377e-06,4.911124151796287e-07
1975,1.2096915185111357e-06,4.91758443299517e-07
1976,1.1849854804069082e-06,5.159314837577256e-07
1977,9.402850977835442e-07,5.159814513433503e-07
1978,7.128709480497264e-07,5.946531678180378e-07
1979,8.514621079314111e-07,6.144572188837572e-07
1980,7.549880365331774e-07,6.060370698612871e-07
1981,8.520514995780104e-07,6.211689687063426e-07
1982,8.721540805112227e-07,6.213710022073826e-07
1983,7.995190109966188e-07,6.631081674868256e-07
1984,8.309978944964769e-07,6.477492262568774e-07
1985,7.04421829311741e-07,6.556958145331748e-07
1986,7.007553541882316e-07,6.677856885239919e-07
1987,7.112990658697527e-07,6.569127992683832e-07
1988,7.111912871948789e-07,6.866054014231793e-07
1989,6.33329307220265e-07,7.957777290457102e-07
1990,8.772328250472583e-07,6.930684131045695e-07
1991,6.541394945713819e-07,8.235358865960052e-07
1992,7.763511380431964e-07,9.58179311894014e-07
1993,6.021118643673162e-07,9.588368232726907e-07
1994,6.22968839181226e-07,9.895762178580014e-07
1995,5.72068559634431e-07,9.321192777633769e-07
1996,5.204639741407391e-07,1.054273234046832e-06
1997,5.758668137900713e-07,1.106182121901611e-06
1998,5.650233099174784e-07,1.1639003894003963e-06
1999,5.470530624052117e-07,1.034236474684036e-06
2000,5.151424966598483e-07,1.2211438775722172e-06
2001,5.222404730886865e-07,1.3038486184058229e-06
2002,5.537863945193067e-07,1.289393526615612e-06
2003,5.429500831155565e-07,1.3475828648523702e-06
2004,5.990516225296005e-07,1.2355439293898485e-06
2005,6.809669432783494e-07,1.275011465295961e-06
2006,6.617449201939962e-07,1.44002609303584e-06
2007,6.419128588674994e-07,1.4372136711848782e-06
2008,7.305766729359675e-07,1.362380691372067e-06
2009,8.029636369144555e-07,1.4786165423164022e-06
2010,9.65543307529515e-07,1.6046725139773343e-06
2011,1.0393556095777967e-06,1.4546388893421636e-06
2012,1.326977660198736e-06,1.4665521055334807e-06
2013,1.1056092219519087e-06,1.4405830999209002e-06
2014,1.1747540682449653e-06,1.3317487628228264e-06
2015,1.0998647397286732e-06,1.2958100299442776e-06
2016,1.170721404264441e-06,1.3420212212622573e-06
2017,1.2198199641488827e-06,1.2651008924891016e-06
2018,1.2140637863922166e-06,1.3183550002793254e-06
2019,1.2604430352780582e-06,1.4303388473635437e-06
