year,mes_DET archers_NOUN,mes_DET marchés_NOUN
1973,6.064524049609332e-09,0.0
1974,3.3753431161187564e-09,2.812785782069227e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,2.856763492431469e-09,1.7140580066410394e-09
1977,5.876781838942691e-10,5.876781838942691e-10
1978,1.1881182704343018e-09,2.9702956760857546e-09
1979,1.1703946700691858e-09,0.0
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,6.315316047889041e-10,3.157658134966823e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,5.414002135495366e-09,6.015558051686298e-10
1986,4.795588481876223e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,4.277571630240118e-09
1988,7.795520007292112e-09,5.99655392008458e-09
1989,5.488122178931576e-10,2.1952488715726304e-09
1990,2.7243255429354463e-09,2.179460389939436e-09
1991,6.4476117778156095e-09,2.9307325455363298e-09
1992,2.2039776670368383e-09,4.4079553340736766e-09
1993,0.0,3.323524400133948e-09
1994,1.5824779819872958e-09,1.5824779264761446e-09
1995,3.795715741716776e-09,1.0844901643380922e-09
1996,1.6014276571496566e-09,2.135236876199542e-09
1997,3.3564261370244708e-09,1.917957792585412e-09
1998,9.536258449571733e-10,4.291316191284977e-09
1999,2.7421206694189237e-09,9.140402323914998e-10
2000,1.7672125984802278e-09,4.859834756842929e-09
2001,2.6287270138425356e-09,8.762423564512289e-10
2002,6.571832356083718e-09,5.6955880012310445e-09
2003,4.166923028847691e-09,4.166922806803086e-09
2004,0.0,1.7619165015858584e-09
2005,1.3511248786457486e-09,2.251874686720612e-09
2006,3.706100981659688e-09,1.6471559671771274e-09
2007,4.7933754743212376e-09,7.988958938831558e-10
2008,4.683183701947868e-09,2.9802078582719105e-09
2009,5.245011758248097e-09,5.245011536203492e-09
2010,1.4643758428078968e-08,9.447586046817946e-10
2011,1.7207873986846423e-08,6.118355155848576e-09
2012,1.6340412384296954e-08,2.382976926895708e-09
2013,1.6734750474256543e-08,3.0680376017500066e-09
2014,1.6240839340042612e-08,8.228691505962615e-09
2015,2.327404191593274e-08,4.433150915805761e-09
2016,1.9263461936702697e-08,4.97121616094276e-09
2017,1.2074934829797712e-08,3.018733624182701e-09
2018,1.6005093694815287e-08,6.195519930418669e-09
2019,2.142829758078335e-08,4.3366790158927415e-09
