year,devais_VERB être_VERB,devais_VERB etre_VERB,devais_VERB mettre_VERB
1800,2.2323567350213125e-07,0.0,9.432493897065797e-09
1801,1.3572740442668874e-07,0.0,1.6668277424969347e-08
1802,1.656001700212073e-07,0.0,6.713520406265161e-09
1803,1.1507001573818343e-07,0.0,5.851017448321727e-09
1804,2.2988213288499537e-07,0.0,2.9662210465630778e-08
1805,1.3645812657614442e-07,0.0,5.685755422035754e-09
1806,1.7578182109900808e-07,0.0,2.881669125542885e-09
1807,1.4804166426074516e-07,0.0,2.8469551160981155e-09
1808,8.837688625362716e-08,0.0,2.2660739062985158e-08
1809,1.4683698168482806e-07,0.0,6.7770917766551975e-09
1810,1.4508785284306214e-07,0.0,0.0
1811,1.8803075363393873e-07,0.0,1.7549536934780008e-08
1812,1.7870294755084615e-07,0.0,1.600324850414836e-08
1813,1.3803560250380542e-07,0.0,2.8757416448144113e-09
1814,1.9194730782601255e-07,0.0,1.2586708564299443e-08
1815,1.780167480092132e-07,0.0,5.394447111228828e-09
1816,1.9931393069327896e-07,0.0,0.0
1817,2.0706416137272754e-07,0.0,9.341240669868967e-09
1818,2.5988165930357354e-07,1.1921177378582115e-09,2.741870730460505e-08
1819,1.490551255756145e-07,0.0,2.3807414706311647e-08
1820,3.085285129600379e-07,0.0,1.779972080839798e-08
1821,3.4515210245444905e-07,0.0,1.3806083387635226e-08
1822,3.348555708271306e-07,0.0,6.015369535816717e-09
1823,4.160611126735603e-07,0.0,2.3718449426723964e-08
1824,3.890554012286884e-07,0.0,2.189489300974401e-08
1825,3.213986587979889e-07,0.0,1.7610886970942374e-08
1826,2.88901873091163e-07,0.0,1.4092774947016551e-08
1827,2.7098784016743593e-07,0.0,1.6591091167583727e-08
1828,2.7700349392034695e-07,0.0,2.0179061976932644e-08
1829,3.0263311145972693e-07,8.57317605795771e-10,2.4004892296147773e-08
1830,5.051428502156341e-07,0.0,1.982998831806526e-08
1831,2.4166368461919774e-07,0.0,9.354723218280014e-09
1832,4.559599631193123e-07,0.0,5.0060886991332154e-08
1833,4.552366021925991e-07,0.0,5.560141858040879e-08
1834,4.5459165676220437e-07,9.334530925997342e-10,1.3068342852307069e-08
1835,4.09919380217616e-07,7.563087933704082e-10,3.327758690829796e-08
1836,2.863039583189675e-07,0.0,2.1506400216253496e-08
1837,3.2423770335299196e-07,0.0,2.7135774516295896e-08
1838,2.1208863643096265e-07,0.0,1.1361890983607736e-08
1839,2.0275278700410126e-07,0.0,1.3283802502428443e-08
1840,3.363195730798907e-07,0.0,2.4204817705708592e-08
1841,3.0947043683227093e-07,6.420548537278137e-10,1.733548060656176e-08
1842,2.884553964577208e-07,1.341653010911159e-09,3.152884531232303e-08
1843,2.5931339564522204e-07,0.0,3.071593823733565e-08
1844,2.206401603643826e-07,1.097712254427563e-09,1.2074834465636286e-08
1845,2.896138369123946e-07,0.0,1.4508592549589139e-08
1846,2.728197614487726e-07,0.0,2.0490753982471688e-08
1847,2.691218696782016e-07,0.0,9.168480197274675e-09
1848,2.550335409523541e-07,0.0,2.172209789819135e-08
1849,3.1171424552667304e-07,0.0,3.100383594301093e-08
1850,2.2471576244242897e-07,0.0,7.467895635215882e-09
1851,1.9606294188179163e-07,1.2898877521649865e-09,7.739326512989919e-09
1852,2.6042181389129837e-07,0.0,6.510545436100301e-09
1853,2.6754253212857293e-07,0.0,2.030456869306363e-08
1854,1.8340695362439874e-07,0.0,1.1430461910322265e-08
1855,2.3828147277527023e-07,0.0,1.2205955357558196e-08
1856,2.2210141992218269e-07,0.0,1.863788057221427e-08
1857,3.7441174072228023e-07,0.0,1.8549734193129552e-08
1858,2.994929673150182e-07,0.0,1.6149130033227266e-08
1859,3.1215023454933544e-07,1.018434669930457e-09,2.2914779407301467e-08
1860,3.071290279876848e-07,0.0,1.327383358784573e-08
1861,2.5890639676617866e-07,0.0,2.6880993431177558e-08
1862,2.7153097903465095e-07,4.517986262886353e-10,3.072230825296174e-08
1863,3.0766864256293047e-07,0.0,1.7980635647063536e-08
1864,2.526821560877579e-07,0.0,1.821996598039277e-08
1865,3.2665499816175725e-07,4.706844358715045e-10,1.553258677233771e-08
1866,3.070201728405664e-07,4.865612912574591e-10,2.238181906477621e-08
1867,2.8340417657091166e-07,9.7056229719783e-10,1.164674756637396e-08
1868,3.0429623620875645e-07,0.0,1.6301584082611953e-08
1869,3.066849956212536e-07,4.883519144627257e-10,2.0022428159904848e-08
1870,2.8784924666069855e-07,1.7202146374017957e-09,1.3188312664169644e-08
1871,3.207595398180274e-07,0.0,2.973929724703339e-08
1872,2.7817759473691694e-07,6.047339295989218e-10,2.660829245826335e-08
1873,2.6218700099889247e-07,5.986004469882289e-10,1.2570609442263958e-08
1874,2.5750566123861063e-07,0.0,1.1949218503559678e-08
1875,3.4901316325886e-07,0.0,2.0025344937835143e-08
1876,2.2188874027051497e-07,0.0,1.6324239737741664e-08
1877,2.381154189379231e-07,6.184815992682502e-10,2.1646856751544874e-08
1878,1.9627037772806943e-07,0.0,1.872117572077059e-08
1879,2.6147912990381883e-07,0.0,1.3440515367335593e-08
1880,1.9638609671801532e-07,6.417846254436199e-10,8.984985200299889e-09
1881,2.3148724892507744e-07,6.972507571312292e-10,2.022027167924989e-08
1882,2.868470971861825e-07,1.9966155395678697e-09,1.8635077481121698e-08
1883,2.2370460328602348e-07,0.0,1.516641390253426e-08
1884,2.521848330161447e-07,0.0,1.7164412113856997e-08
1885,1.946581988931939e-07,0.0,1.4180398189012067e-08
1886,1.9747599822039774e-07,0.0,2.3232470169887165e-08
1887,1.8346278807257477e-07,0.0,1.566941953967671e-08
1888,2.567948911291751e-07,0.0,3.1703073499755874e-09
1889,2.1740024180871842e-07,0.0,1.1277245803853475e-08
1890,2.307144058022459e-07,1.9663159989136147e-09,1.4419650362640368e-08
1891,1.9122660432913108e-07,0.0,1.6572972327821844e-08
1892,2.4948678856162587e-07,0.0,1.3163876211308434e-08
1893,1.6504556299423712e-07,0.0,2.46336657738766e-08
1894,2.7096618282484997e-07,0.0,1.071261657159539e-08
1895,2.2870734994739905e-07,6.018614495673091e-10,7.22233739480771e-09
1896,2.429575829410169e-07,1.179405795248556e-09,1.7691087705884456e-08
1897,2.319032006425914e-07,1.1653427112179315e-09,1.5732126712464378e-08
1898,1.9125239703043917e-07,0.0,5.092519295146758e-09
1899,1.9844006260427705e-07,5.527578395003729e-10,1.1055156790007459e-08
1900,2.3411649863191997e-07,0.0,1.5054054003371675e-08
1901,1.88340507634166e-07,0.0,9.500856101851696e-09
1902,1.6596759166986885e-07,0.0,8.838511256215043e-09
1903,1.4148577065498102e-07,5.400220270956879e-10,9.720396931811592e-09
1904,1.8972427540120407e-07,0.0,1.9886112312406112e-08
1905,1.863033958215965e-07,1.0321518084666081e-09,2.167518786677647e-08
1906,1.2963344886429695e-07,0.0,1.1317205839134203e-08
1907,1.8925663880509092e-07,0.0,8.742834012309686e-09
1908,1.9399986683765746e-07,0.0,5.40252820258047e-09
1909,2.1563855057138426e-07,5.500983557560346e-10,7.151278680339601e-09
1910,2.1911017711317982e-07,1.068830135508847e-09,2.672075360976578e-08
1911,1.8355291331317858e-07,5.320374141248863e-10,1.0640748726586935e-08
1912,1.82329742415277e-07,0.0,1.2502610502451716e-08
1913,2.0575599535277433e-07,5.30298971401777e-10,1.5378670781274195e-08
1914,1.9755394475851062e-07,6.696743715117748e-10,7.366418142140674e-09
1915,1.8495796894058003e-07,1.1780761921542648e-09,2.591767689352764e-08
1916,1.8349061292610713e-07,0.0,1.4283700444650549e-08
1917,1.6888293430383783e-07,0.0,9.869782324756216e-09
1918,2.2857888382077363e-07,0.0,5.743188147278033e-09
1919,3.480566590496892e-07,1.8415696745321952e-09,2.4861190439651182e-08
1920,2.1883749923290452e-07,0.0,1.4387239843927091e-08
1921,2.158233058935366e-07,0.0,1.5902768879527684e-08
1922,2.4789864028207376e-07,0.0,8.115729421831475e-09
1923,2.4098201834021893e-07,0.0,5.307974060286824e-09
1924,2.384950619216397e-07,0.0,9.02413699321869e-09
1925,2.551577154008555e-07,0.0,9.898360353588487e-09
1926,2.619342467369279e-07,0.0,1.114613823460786e-08
1927,3.099484615631809e-07,0.0,1.5608915049369898e-08
1928,2.1823738904913625e-07,0.0,5.713020723163709e-09
1929,2.707118653688667e-07,3.342121912552898e-09,1.4482528065684619e-08
1930,2.2897856410963868e-07,0.0,7.352522590764465e-09
1931,1.7336142832391488e-07,0.0,1.710803587684495e-08
1932,1.8521616595990054e-07,0.0,8.767629289252454e-09
1933,2.592369696685637e-07,0.0,1.605892663292252e-08
1934,2.2645185993042105e-07,0.0,2.156684431042777e-08
1935,2.537276202474459e-07,0.0,1.795242710045386e-08
1936,2.2430721458022163e-07,0.0,1.2124714565686645e-08
1937,2.2789923548316438e-07,1.2591118148108649e-09,1.0072894518486919e-08
1938,1.9836778619719553e-07,0.0,6.482607339819424e-09
1939,1.8658741396393452e-07,0.0,9.176430282309411e-09
1940,1.9525528216490784e-07,0.0,0.0
1941,2.3612020072505402e-07,2.9515025978810172e-09,8.854508237732261e-09
1942,3.3679751254567236e-07,0.0,3.034211770724937e-09
1943,2.816138078287622e-07,0.0,2.0322646676618206e-08
1944,2.634812688029342e-07,3.2131861615880553e-09,3.534504600111177e-08
1945,3.6816717852161673e-07,2.178504043826024e-09,1.742803235060819e-08
1946,3.466354883130407e-07,0.0,1.9489545977080525e-08
1947,4.160384037277254e-07,0.0,1.3112957830685446e-08
1948,3.2072068734123604e-07,0.0,1.848220954059343e-08
1949,2.7978472871836857e-07,0.0,5.890204768377316e-09
1950,3.1799731914361473e-07,0.0,9.571825110299415e-09
1951,3.699506407883746e-07,0.0,1.7058242818279723e-08
1952,2.1089607571411761e-07,0.0,1.4762725264461096e-08
1953,2.9412549906737695e-07,0.0,2.1547654327491728e-08
1954,2.921988198067993e-07,9.772536113672459e-10,2.5408594339637602e-08
1955,2.5998133423854597e-07,0.0,1.0324168187025862e-08
1956,3.122168550362403e-07,8.72114158667614e-10,1.744228228517386e-08
1957,2.3236148649630195e-07,0.0,7.951533653738352e-09
1958,2.8125629114583717e-07,0.0,9.099467845885556e-09
1959,2.3097229018276266e-07,0.0,1.0851047171911432e-08
1960,3.204345944141096e-07,0.0,1.314958364417862e-08
1961,2.9668640877389407e-07,0.0,1.667558180429296e-08
1962,2.809486545629625e-07,0.0,1.8391673961559718e-08
1963,2.9485201480383694e-07,0.0,1.2932106940866106e-08
1964,2.731701727043401e-07,0.0,1.6426714211092985e-08
1965,2.730549510943092e-07,0.0,1.4774516721161035e-08
1966,2.941248737897695e-07,0.0,1.7171132071780448e-08
1967,2.7856395945491386e-07,0.0,1.232583901611406e-08
1968,3.157465471304022e-07,3.1439910674890825e-09,1.3025106326836067e-08
1969,2.7977228000963805e-07,4.5417578031781147e-10,1.090021850558287e-08
1970,2.2809676636370568e-07,9.197450023812337e-10,1.839489982558007e-08
1971,2.517814721159084e-07,0.0,2.3122789016838396e-08
1972,2.4829910216794815e-07,0.0,1.0773308467548759e-08
1973,2.447862357257691e-07,0.0,1.4334330167287135e-08
1974,2.1377172743086703e-07,0.0,1.6876715136504572e-08
1975,1.9304802378883323e-07,0.0,1.2565256390928425e-08
1976,2.1254319904073782e-07,0.0,1.9997344224975677e-08
1977,2.0392432986682252e-07,0.0,1.5867311020656416e-08
1978,2.48316723627795e-07,0.0,1.2475242172627077e-08
1979,2.5573123707545165e-07,0.0,1.345953837272873e-08
1980,2.3422821016083617e-07,1.1370301367108482e-09,1.6486936260662333e-08
1981,2.441662161345448e-07,0.0,1.3916208629893845e-08
1982,2.551283557750139e-07,1.2415004579935385e-09,1.4277254933858785e-08
1983,2.570333492712962e-07,0.0,1.705135410645653e-08
1984,2.887906305204524e-07,5.799008495621649e-10,2.145633182237816e-08
1985,2.592705641291104e-07,0.0,1.564045071233977e-08
1986,2.9732646567026677e-07,0.0,1.8582904104391673e-08
1987,2.4809915544210526e-07,0.0,1.2221633483022742e-08
1988,2.452590592838533e-07,5.996553809062277e-10,1.679035044332977e-08
1989,3.0513959359268483e-07,0.0,1.4269117443177493e-08
1990,2.6643903083822806e-07,5.44865097484859e-10,2.2884334427430986e-08
1991,2.631797997310059e-07,0.0,1.3481369798284959e-08
1992,2.8045616318195243e-07,0.0,2.0386792698445788e-08
1993,2.7917604938920704e-07,1.1078414852150331e-09,1.772546376344053e-08
1994,2.5214148990926333e-07,5.274926606624319e-10,1.6879765141197822e-08
1995,2.7220701781516254e-07,5.422450821690461e-10,1.4640617607142303e-08
1996,2.5516081336718344e-07,0.0,2.081855932090093e-08
1997,2.694730767416331e-07,4.79489448146353e-10,1.7741109914481967e-08
1998,2.875181905892532e-07,0.0,2.0979769033147022e-08
1999,2.806103509556124e-07,4.570201161957499e-10,1.4624643718263997e-08
2000,3.0307697329590155e-07,4.4180314962005696e-10,2.4299172451947015e-08
2001,3.05370463138388e-07,0.0,2.4096664219541708e-08
2002,3.1194298344416893e-07,4.38122149670761e-10,3.1106672793157486e-08
2003,3.65855839845608e-07,4.1669229178253886e-10,3.208530685583355e-08
2004,3.6515720580609923e-07,1.3214374039449694e-09,2.334539317416784e-08
2005,3.5309398072058684e-07,4.5037495954858286e-10,1.9366122927522156e-08
2006,3.998471242994128e-07,0.0,2.800165077587735e-08
2007,4.445855665835552e-07,1.1983438685803094e-09,2.9559148018165615e-08
2008,5.015264150642906e-07,0.0,3.1079309792403365e-08
2009,5.335607511369744e-07,0.0,3.4330987830344384e-08
2010,7.269917432495276e-07,4.723793023408973e-10,4.912744699936411e-08
2011,7.529400818384602e-07,1.1471915639660324e-09,5.20060190467575e-08
2012,9.998290124713094e-07,6.808505426114664e-10,8.680844132413768e-08
2013,1.159439307230059e-06,0.0,8.534722439890174e-08
2014,1.1327443871778087e-06,0.0,8.510199478450886e-08
2015,1.1546140967766405e-06,0.0,8.578146548643417e-08
2016,1.1353014315318433e-06,2.0713400439298368e-10,8.161079989577047e-08
2017,1.2625853287318023e-06,5.031222660711876e-10,1.0314006715361757e-07
2018,1.4079319043958094e-06,2.5814667070633845e-10,1.1771488317435796e-07
2019,1.2742183344016667e-06,7.65296326310505e-10,1.0484559709311725e-07
