year,bons_ADJ auteurs_NOUN,bons_ADJ moteurs_NOUN
1800,6.194003887571853e-07,0.0
1801,7.905526260287843e-07,0.0
1802,9.331793364708574e-07,0.0
1803,8.581492352277564e-07,0.0
1804,7.811049211881027e-07,0.0
1805,1.2480232900458077e-06,0.0
1806,8.472107069223966e-07,0.0
1807,1.135935139728872e-06,0.0
1808,9.49485027490482e-07,0.0
1809,7.115945912516963e-07,0.0
1810,1.2285665356159825e-06,0.0
1811,9.526891631139733e-07,0.0
1812,1.1282290941494466e-06,0.0
1813,9.346160112500002e-07,0.0
1814,6.796822766830246e-07,0.0
1815,4.6122522512348496e-07,0.0
1816,7.601740570351012e-07,0.0
1817,8.780766087568281e-07,0.0
1818,7.116943141483034e-07,0.0
1819,9.129626228343568e-07,0.0
1820,9.160923468698456e-07,0.0
1821,1.1676001570037897e-06,0.0
1822,1.1228690368625394e-06,0.0
1823,7.945680504661823e-07,0.0
1824,6.543204449371842e-07,0.0
1825,5.785176142580895e-07,0.0
1826,6.07750915260219e-07,0.0
1827,7.539729600658518e-07,0.0
1828,6.512334067565462e-07,0.0
1829,7.518675136930497e-07,0.0
1830,6.669138017389997e-07,0.0
1831,4.895638505697519e-07,0.0
1832,5.993776155399644e-07,0.0
1833,4.957793180437875e-07,0.0
1834,4.900628869375367e-07,0.0
1835,5.732820511639147e-07,0.0
1836,4.368487571682067e-07,0.0
1837,4.2582293824366957e-07,0.0
1838,4.872989052273624e-07,1.2624323808552163e-09
1839,3.481754768941414e-07,0.0
1840,3.286759238108061e-07,0.0
1841,3.9486373237807015e-07,0.0
1842,3.76333673557383e-07,0.0
1843,4.276603493558184e-07,2.3627644285539873e-09
1844,4.5500172518586623e-07,0.0
1845,3.9675421970031266e-07,0.0
1846,5.403704790296615e-07,0.0
1847,4.1150297303005345e-07,0.0
1848,3.636440339960245e-07,4.02261068899179e-09
1849,2.580859757017606e-07,1.4245005175439474e-08
1850,2.715598270697228e-07,1.4935791270431764e-08
1851,4.018000352434825e-07,1.9348316282474798e-09
1852,3.444078437997433e-07,0.0
1853,4.2699312152727487e-07,5.971931837933653e-10
1854,3.1018117452319416e-07,0.0
1855,3.762618305813703e-07,1.0613874223963649e-09
1856,3.328932638435589e-07,2.5885946719483854e-09
1857,4.7155377747021276e-07,0.0
1858,3.8072798069777036e-07,1.2723557318849998e-08
1859,4.913947533324858e-07,0.0
1860,2.9568608217456216e-07,0.0
1861,3.650156070733601e-07,0.0
1862,3.722820736129506e-07,0.0
1863,3.311433482977577e-07,0.0
1864,3.3179517511250367e-07,8.63051052846231e-09
1865,2.8429338527757864e-07,0.0
1866,3.4837789186781265e-07,4.865612801552288e-09
1867,3.115505080586445e-07,2.91168689159349e-09
1868,2.8305478583234844e-07,9.87974813071446e-10
1869,3.286608318830986e-07,4.883519144627257e-10
1870,3.182397216860977e-07,2.8670243956696595e-09
1871,2.570324886264075e-07,3.18635318130589e-09
1872,3.6707348272102536e-07,1.8142017887967654e-09
1873,2.7415900039073904e-07,0.0
1874,3.315907939338558e-07,1.7923826867161097e-09
1875,3.6160051308797847e-07,0.0
1876,3.1076515938366356e-07,3.02300739996042e-09
1877,3.036744633533317e-07,2.4739263970730008e-09
1878,4.311909442833439e-07,3.0195443923020093e-09
1879,4.410932756826469e-07,1.221865053580018e-09
1880,5.0700986520269e-07,1.2835692508872398e-09
1881,3.1655184784540324e-07,0.0
1882,3.6072186215818647e-07,0.0
1883,3.115434026312869e-07,3.159669414998234e-09
1884,2.6736872182908655e-07,7.922036360241691e-09
1885,2.919873054452182e-07,1.2891271383708158e-09
1886,2.7749895337159103e-07,3.2267319927115068e-09
1887,2.8923136130565297e-07,1.1752064210668323e-08
1888,2.9864296235970755e-07,2.53624587998047e-09
1889,2.5561759198211575e-07,8.14467782106476e-09
1890,1.9269896817109e-07,1.3108772733971819e-08
1891,2.205480196248999e-07,1.1473596295275001e-08
1892,2.5951640436616685e-07,3.322311670217459e-08
1893,2.3525150538716844e-07,3.0176241949675386e-08
1894,2.1677295425348575e-07,6.301539290376468e-09
1895,2.515780896938935e-07,1.6852119699706236e-08
1896,2.8010887831442233e-07,2.948514543632541e-09
1897,2.9716240090849055e-07,9.905413378419325e-09
1898,2.8461526069278875e-07,1.584339415217073e-08
1899,2.5261033442802727e-07,1.3818945987509323e-08
1900,2.720111750287302e-07,1.142031713641245e-08
1901,2.5708199663521114e-07,2.51493244007861e-08
1902,2.00830616137182e-07,3.633610035080892e-08
1903,2.176288802502313e-07,2.808114629715419e-08
1904,2.3863335751883596e-07,2.364835083312755e-08
1905,3.0603300160692015e-07,1.4966200723165457e-08
1906,2.8293014375790904e-07,1.7490227932626112e-08
1907,2.370850751276521e-07,1.2857108266928208e-08
1908,2.494985658074711e-07,1.4243028090277221e-08
1909,3.3996079107367905e-07,1.8153246017504898e-08
1910,3.120984033433416e-07,1.1757131268552712e-08
1911,3.059215099021628e-07,1.8621308939259507e-08
1912,2.844344091368356e-07,2.7088990606216612e-08
1913,3.208308783086977e-07,1.4318072061314524e-08
1914,3.2680109640637056e-07,2.5447626228469744e-08
1915,1.7906758387198352e-07,2.238344798399794e-08
1916,2.7248904643784044e-07,1.0987461607214755e-08
1917,2.2590833737012872e-07,2.1932848426331475e-08
1918,2.6074073389281693e-07,2.986458014220261e-08
1919,2.3664170989423639e-07,2.4861190439651182e-08
1920,3.846693630293885e-07,4.694783584113793e-08
1921,3.4001636839420257e-07,4.392193631019836e-08
1922,3.106110740835888e-07,2.2871599725249325e-08
1923,3.0361610736662215e-07,6.369568872344189e-09
1924,4.396044053223136e-07,1.1602462102189293e-08
1925,3.222466147256853e-07,1.3197813508725176e-08
1926,2.753096142171785e-07,1.4489979882625903e-08
1927,3.222125890545158e-07,2.2298449753321847e-09
1928,3.2678476624692365e-07,1.9424270192303084e-08
1929,2.9187865191460105e-07,5.570202965543558e-09
1930,3.4871964915694775e-07,1.6805765667982087e-08
1931,2.999608774700846e-07,6.843213995466613e-09
1932,3.7700807320462104e-07,1.2055489939655217e-08
1933,2.9938428891540525e-07,3.4411986593596566e-09
1934,2.7078372433209097e-07,2.3963160344919743e-09
1935,3.219468371895573e-07,1.196828414151696e-08
1936,4.037529919287408e-07,3.6374143697059935e-09
1937,2.505632641369715e-07,1.0072894518486919e-08
1938,2.735660151742536e-07,6.482607339819424e-09
1939,2.55410653515753e-07,1.070583532936098e-08
1940,1.8004058688347868e-07,0.0
1941,2.862957622085105e-07,0.0
1942,2.6701064470557867e-07,0.0
1943,3.7742057701350973e-07,5.806470415592457e-09
1944,2.988263059222618e-07,0.0
1945,2.3963545459082525e-07,6.535512131478072e-09
1946,2.9234317544535315e-07,1.3921104269343232e-09
1947,3.5285776789351075e-07,7.152522574216391e-09
1948,2.554893683281989e-07,1.0871887834440486e-09
1949,2.846932463107521e-07,2.945102384188658e-09
1950,2.3397794901569569e-07,2.1270722960764488e-09
1951,2.4521224162299404e-07,9.595261474260042e-09
1952,2.3304017160441504e-07,2.1089607837865287e-09
1953,2.2086345752292402e-07,8.619061908632375e-09
1954,2.775400389509741e-07,1.9545072227344917e-09
1955,2.7030550242557183e-07,1.8771215692936494e-09
1956,2.590178933559173e-07,1.744228317335228e-09
1957,2.44730551379746e-07,2.6505113659425206e-09
1958,2.787745989607515e-07,1.6544486891589827e-09
1959,2.7670169089333285e-07,2.325224457422337e-09
1960,2.5745498732909766e-07,2.076250060767393e-09
1961,3.342064744948914e-07,4.86371165564492e-09
1962,2.733383235309361e-07,0.0
1963,2.4958965250121423e-07,0.0
1964,3.407022317603037e-07,1.8251904432275978e-09
1965,2.878294935726444e-07,1.0944086747954884e-09
