year,bons_ADJ auteurs_NOUN,bons_ADJ moteurs_NOUN
1966,4.575275696083736e-07,1.1078149508847446e-09
1967,3.973850439820126e-07,3.944268467392931e-09
1968,3.9749031088831543e-07,3.1439910674890825e-09
1969,3.0838535991506433e-07,2.2708788183223305e-09
1970,3.4582411956307624e-07,1.8394900047624674e-09
1971,4.0541956281003877e-07,3.5968783507200897e-09
1972,3.2832938501314857e-07,3.0780880067027283e-09
1973,3.054314987593898e-07,1.102640756478479e-09
1974,2.475251532629841e-07,0.0
1975,2.410244510642201e-07,1.1422960355389478e-09
1976,2.4168218315523404e-07,5.713526873840635e-10
1977,2.6621820414796105e-07,1.1753563677885381e-09
1978,2.7148502024232357e-07,1.1881182704343018e-09
1979,2.4227170469792725e-07,1.1703946700691858e-09
1980,2.3195415188581592e-07,5.685150683554241e-10
1981,3.074216960996523e-07,6.325549528618524e-10
1982,2.7188859164084533e-07,1.8622506869903077e-09
1983,2.671378700469518e-07,2.5261264191556165e-09
1984,2.586357719103205e-07,2.3196033982486597e-09
1985,2.8333278878633905e-07,4.210890747202711e-09
1986,2.613595686540293e-07,2.3977941854269602e-09
1987,2.719313614285568e-07,6.110816852533674e-10
1988,2.776404381954478e-07,2.398621523624911e-09
1989,2.590393801682467e-07,2.7440609784434855e-09
1990,2.702530910170253e-07,5.44865097484859e-10
1991,2.684551132503543e-07,2.9307325455363298e-09
1992,3.00842944778168e-07,1.1019888335184191e-09
1993,2.9468582773972685e-07,0.0
1994,3.0014333773920043e-07,2.1099706426497278e-09
1995,2.619043684148892e-07,2.1689803286761844e-09
1996,2.6049889090273837e-07,1.067618438099771e-09
1997,2.2823697864993164e-07,3.3564262480467733e-09
1998,2.5795580427256937e-07,2.86087753487152e-09
1999,2.394785472148442e-07,1.3710603763428253e-09
2000,2.328302590726139e-07,2.6508188977203417e-09
2001,2.4622410066399425e-07,8.762423564512289e-10
2002,2.527964833021201e-07,1.752488598683044e-09
2003,2.237637559687755e-07,8.333845835650777e-10
2004,1.8588219363735448e-07,3.0833537945085254e-09
2005,2.1617998058331978e-07,3.1526248278623825e-09
2006,2.1577742881362383e-07,1.6471559671771274e-09
2007,1.937322493539284e-07,1.5977917877663117e-09
2008,1.5922824370129263e-07,1.2772318758180745e-09
2009,1.645026452834486e-07,0.0
2010,1.492718570972329e-07,2.3618964561933353e-09
2011,1.0860080190688848e-07,2.6767803529281764e-09
2012,9.634034925376511e-08,3.063827413996023e-09
2013,1.0710240477829203e-07,2.7891249310130206e-09
2014,1.530969734320209e-07,3.031623174720721e-09
2015,1.2833972179437936e-07,3.768178213903184e-09
2016,1.2365900037281108e-07,8.285360175719347e-10
2017,1.0012132867220913e-07,5.7859059765519305e-09
2018,9.370724102231165e-08,1.290733298020541e-09
2019,1.3341666205146652e-07,1.53059265262101e-09
