year,mêmes_ADJ archers_NOUN,mêmes_ADJ marchés_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,9.524730337773235e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,2.9255089017965474e-08
1804,0.0,3.707776485839531e-08
1805,0.0,1.9900143755080535e-08
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,1.8072244145628247e-08
1810,0.0,1.4040760554223652e-08
1811,0.0,0.0
1812,0.0,1.0668832928217853e-08
1813,0.0,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,1.0788894222457657e-08
1816,0.0,3.476405652236281e-08
1817,0.0,1.5568733857662664e-08
1818,0.0,2.384235475716423e-09
1819,0.0,1.0351049795076506e-08
1820,0.0,2.0173018810965004e-08
1821,0.0,4.930744257336528e-09
1822,0.0,1.0025615893027862e-08
1823,0.0,4.941343334508019e-09
1824,0.0,2.0210670470532932e-08
1825,8.805443041381977e-10,2.553578504205234e-08
1826,0.0,7.0463874735082754e-09
1827,0.0,6.267745789045875e-08
1828,9.172301251858528e-10,1.559291185060374e-08
1829,0.0,1.5431716349212365e-08
1830,0.0,1.3567886369969528e-08
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,0.0,1.7588959622116818e-08
1833,3.4750886612755494e-09,1.0425265983826648e-08
1834,0.0,2.9870498963191494e-08
1835,0.0,2.8739734148075513e-08
1836,0.0,2.016225053580456e-08
1837,2.7831563720326358e-09,2.1569462660409044e-08
1838,0.0,8.2058102535143e-09
1839,0.0,1.4682098203877558e-08
1840,6.369688665408546e-10,2.4841785517537573e-08
1841,1.2841097074556274e-09,2.0545755319290038e-08
1842,0.0,2.0124794275488966e-08
1843,0.0,2.126487963494128e-08
1844,0.0,4.8299337862545144e-08
1845,0.0,1.897277535078956e-08
1846,0.0,2.2247105491146613e-08
1847,0.0,3.343798482546845e-08
1848,0.0,9.010648227558704e-08
1849,0.0,3.6869426622843093e-08
1850,0.0,1.4935791270431764e-08
1851,1.2898877521649865e-09,3.8696633453128015e-08
1852,3.2552727180501506e-09,2.9948509450150596e-08
1853,2.388772735173461e-09,3.58315901394235e-08
1854,0.0,1.1950028522278444e-08
1855,0.0,8.491099379170919e-09
1856,1.0354378465748937e-09,1.9155599773057475e-08
1857,0.0,2.0990489346672803e-08
1858,1.468102750479261e-09,2.7404585267731818e-08
1859,5.092173349652285e-10,1.323965115318515e-08
1860,9.154367819341758e-10,2.4716793944890014e-08
1861,2.8295783494058924e-09,3.5369726703038395e-08
1862,0.0,2.3041730301542884e-08
1863,4.994620828036034e-10,1.8480097452311384e-08
1864,0.0,1.0068928801842958e-08
1865,0.0,1.3179164426446732e-08
1866,4.865612912574591e-10,2.0435575009969398e-08
1867,1.455843445796745e-09,2.4749338578544666e-08
1868,4.93987406535723e-10,2.9145256874585357e-08
1869,0.0,2.0510780629479086e-08
1870,5.734048791339319e-10,2.064257564882155e-08
1871,0.0,2.1242353653860846e-08
1872,1.8142017887967654e-09,5.019291648977742e-08
1873,0.0,3.1725821969530443e-08
1874,5.974609140757536e-10,1.6728906260254917e-08
1875,0.0,1.94531928343622e-08
1876,0.0,6.650616057868319e-09
1877,0.0,1.855444864418132e-08
1878,0.0,1.268208649207736e-08
1879,6.10932526790009e-10,2.504823370941267e-08
1880,0.0,2.759673911612026e-08
1881,4.8807553554297556e-09,2.370652651961791e-08
1882,6.655385131892899e-10,2.1962771157291172e-08
1883,1.2638677882037541e-09,1.0110942305630033e-08
1884,0.0,1.2543224237049344e-08
1885,0.0,1.4824961702686323e-08
1886,6.453463874400711e-10,1.871504551331782e-08
1887,0.0,2.0892558794116667e-08
1888,0.0,1.3315291091942072e-08
1889,1.2530273485467092e-09,1.8795409673089125e-08
1890,0.0,1.7696843102044113e-08
1891,0.0,1.1473596295275001e-08
1892,0.0,1.3163876211308434e-08
1893,1.847525021858587e-09,2.0322774574310642e-08
1894,6.301539290376468e-10,1.827446460822557e-08
1895,0.0,2.9491211250842753e-08
1896,0.0,2.358811634906033e-08
1897,0.0,1.1070755867592652e-08
1898,0.0,3.225262190653666e-08
1899,0.0,1.713549302451156e-08
1900,0.0,3.73755817406618e-08
1901,5.588738916095792e-10,1.7883964531506535e-08
1902,0.0,1.816805017540446e-08
1903,1.0800440541913758e-09,1.6200660368781428e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,1.5998352864698973e-08
1906,2.0576738091193647e-09,3.343719967574543e-08
1907,5.142843373384665e-10,2.5199932807140613e-08
1908,0.0,2.9959473124563374e-08
1909,1.6502950117569526e-09,1.1001967337165297e-08
1910,0.0,1.870452770447173e-08
1911,0.0,1.5961122201701983e-08
1912,0.0,1.0418842677495377e-08
1913,0.0,1.6969567084856862e-08
1914,0.0,2.0090231700464756e-08
1915,0.0,2.8273827723523937e-08
1916,0.0,2.966614687238689e-08
1917,0.0,4.0575770299255964e-08
1918,0.0,2.2972752589112133e-08
1919,9.207848372660976e-10,3.9593746947730324e-08
1920,0.0,1.0601124422748853e-08
1921,0.0,1.9689142760626055e-08
1922,0.0,2.1396012073182646e-08
1923,1.0615948120573648e-09,1.8047112249064412e-08
1924,0.0,2.3204924204378585e-08
1925,0.0,2.3096173862313663e-08
1926,0.0,1.671920735191179e-08
1927,1.1149224876660924e-09,2.4528294062520217e-08
1928,0.0,1.7139061725401916e-08
1929,5.570202965543558e-09,3.0079096546842266e-08
1930,0.0,1.8906487042613662e-08
1931,0.0,2.6232321204133768e-08
1932,0.0,3.616647248350091e-08
1933,0.0,4.01473165823063e-08
1934,0.0,1.5576054224197833e-08
1935,0.0,3.111753699158726e-08
1936,1.2124714565686645e-09,3.516167268458048e-08
1937,0.0,3.651424407280501e-08
1938,0.0,2.2040865133021725e-08
1939,0.0,4.129393715857077e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,3.246652724442356e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,6.535512131478072e-09
1946,0.0,1.1136883415474585e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,1.6307831529616124e-08
1949,9.817008317369869e-10,4.22131343214005e-08
1950,0.0,2.6588404367089424e-08
1951,1.0661401761424827e-09,1.1727541604500402e-08
1952,0.0,2.5307528517259925e-08
1953,0.0,2.477980309834038e-08
1954,0.0,1.4658803948464083e-08
1955,0.0,1.5016972554349195e-08
1956,0.0,2.2674967681268754e-08
1957,0.0,2.8272120644601273e-08
1958,0.0,1.9026160202884057e-08
1959,0.0,2.1702094343822864e-08
1960,0.0,1.9378333604436193e-08
1961,0.0,4.377340445671507e-08
1962,6.341956404476434e-10,5.580921680348183e-08
1963,0.0,2.5217607557692645e-08
1964,1.2167936658258327e-09,3.528701597588224e-08
1965,0.0,5.5267637577571804e-08
1966,0.0,2.99110034518435e-08
1967,1.4791006197611978e-09,3.204718268534634e-08
1968,0.0,2.649935382237345e-08
1969,0.0,3.2246479264586014e-08
1970,0.0,2.2533752641606952e-08
1971,0.0,2.928886644326667e-08
1972,0.0,3.642404422521395e-08
1973,0.0,2.0950174928202614e-08
1974,1.1251143350321513e-09,4.2754344065087935e-08
1975,0.0,2.8557401776652114e-08
1976,0.0,3.028169359708954e-08
