year,véritables_ADJ eaux_NOUN,véritables_ADJ mots_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,1.4408345627714425e-08
1807,1.4234775136401367e-08,2.2775640928784924e-08
1808,6.798221985349073e-09,1.5862518409903714e-08
1809,1.3554183553310395e-08,2.25903047379461e-08
1810,0.0,2.574139479349924e-08
1811,0.0,2.5070767684098882e-09
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,1.3905623319487859e-08
1817,6.227493631882908e-09,1.556873407970727e-09
1818,0.0,0.0
1819,5.175524897538253e-09,2.2772310259711048e-08
1820,2.3732962262101864e-09,0.0
1821,0.0,9.86148829262845e-10
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,6.917880934764753e-09,0.0
1824,0.0,0.0
1825,0.0,1.7610886082763955e-09
1826,0.0,5.284790383086602e-09
1827,1.8434546111834038e-09,3.6869092223668076e-09
1828,1.8344602503717056e-09,6.420610709767516e-09
1829,3.429270423183084e-09,1.457439946506156e-08
1830,5.218417697960831e-09,1.0436835395921662e-08
1831,3.1182413096075834e-08,0.0
1832,2.705993873419743e-09,2.705993873419743e-09
1833,1.2741991461950875e-08,4.6334514003376626e-09
1834,8.401078055442213e-09,1.5868701908061666e-08
1835,3.025235173481633e-09,8.31939672707449e-09
1836,2.016224964762614e-09,6.72075017860152e-09
1837,0.0,6.262101948095733e-09
1838,6.312161904276081e-10,2.1461350030449466e-08
1839,2.7965900706306e-09,1.2584655095793096e-08
1840,3.821813088222825e-09,0.0
1841,1.6051371787284552e-08,3.2102742686390684e-09
1842,5.366612043644636e-09,7.379091560011375e-09
1843,9.451057714215949e-09,1.0041748765843295e-08
1844,4.390849017710252e-09,1.2074834465636286e-08
1845,1.674068439427856e-09,4.464182357111213e-09
1846,6.439951683034906e-09,1.1709002656346001e-09
1847,4.853901280910122e-09,0.0
1848,8.04522137798358e-09,8.84974404868899e-09
1849,1.256912263158938e-08,5.02764896381791e-09
1850,6.788996032014438e-09,2.7155984128057753e-09
1851,8.384270167027807e-09,0.0
1852,7.812654523320361e-09,3.906327261660181e-09
1853,1.1943863675867306e-09,5.971931837933653e-10
1854,7.79349651480743e-09,1.0391328908454511e-09
1855,6.8990182455763716e-09,3.714855978387277e-09
1856,1.65670055451983e-08,3.6240324075009767e-09
1857,8.298565390418844e-09,0.0
1858,9.787352261980686e-09,1.1744822003834088e-08
1859,4.582956236731661e-09,1.2730433596175317e-08
1860,5.492620580582752e-09,3.204028820036342e-09
1861,2.357981809808507e-09,4.2443675241088386e-09
1862,9.487771457372673e-09,2.2589932147099034e-09
1863,0.0,1.6482248454963155e-08
1864,2.7809422320501653e-08,1.4384183621984903e-08
1865,8.943004559114343e-09,0.0
1866,1.4596838404656864e-08,1.2650593461671633e-08
1867,1.6984840200962026e-08,1.94112459439566e-09
1868,8.89177353968762e-09,3.951899252285784e-09
1869,6.8369265804335555e-09,4.883519366671862e-09
1870,3.4404292748035914e-09,1.7202146374017957e-09
1871,6.37270636261178e-09,9.559059321873065e-09
1872,7.256807155187062e-09,1.69325495846806e-08
1873,5.9860045809045914e-09,1.1972008939764578e-09
1874,8.364453130127458e-09,5.974609140757536e-10
1875,4.005069165202713e-09,1.716458086775674e-09
1876,1.0278225381910033e-08,8.464420275799966e-09
1877,4.9478527941460015e-09,5.566334504436554e-09
1878,6.039088784604019e-09,6.039088673581716e-10
1879,9.163987790827832e-09,4.887460214320072e-09
1880,3.8507077526617195e-09,0.0
1881,7.669758161910067e-09,6.2752567586699115e-09
1882,3.9932310791357395e-09,3.9932310791357395e-09
1883,1.2006744043446815e-08,6.319338941018771e-10
1884,4.621187876807653e-09,1.9805090900604227e-09
1885,1.0313017106966527e-08,6.445635691854079e-10
1886,9.034849313138693e-09,3.872078213618124e-09
1887,1.9586773092328258e-08,3.264462256069578e-09
1888,1.268122939990235e-09,6.340614699951175e-09
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,1.1797895993481688e-08,8.520702365899524e-09
1891,9.561330394092238e-09,6.3742202627281586e-09
1892,6.268512375839919e-09,4.387958441043338e-09
1893,1.847524977449666e-08,4.926733243593162e-09
1894,8.822155450616265e-09,2.520615716150587e-09
1895,1.3240951446391591e-08,6.018614495673091e-09
1896,1.2973464080801023e-08,7.076434549446731e-09
1897,1.2818770045441852e-08,4.661370844871726e-09
1898,2.8291773368493978e-09,3.3950129374460403e-09
1899,1.5477219506010442e-08,5.527578395003729e-09
1900,1.142031713641245e-08,9.863001082521805e-09
1901,1.117747761014698e-08,3.353243460679778e-09
1902,8.347482705062248e-09,4.910283735171106e-09
1903,1.5120615870500842e-08,8.100330184390714e-09
1904,1.0749250378694342e-08,1.6123875568041512e-09
1905,5.160758931310738e-09,4.1286072338664326e-09
1906,1.1317205839134203e-08,4.115347618238729e-09
1907,5.65712765521198e-09,2.5714217422034835e-09
1908,4.911389073214423e-09,7.367083831866239e-09
1909,6.0510818578052294e-09,3.850688656825696e-09
1910,1.0153886620400954e-08,1.4963621453034648e-08
1911,1.3832972989291648e-08,1.1172785363555704e-08
1912,1.8753915753677575e-08,1.719108944087111e-08
1913,9.545381374209683e-09,2.6514948014977335e-09
1914,9.37544086809794e-09,2.678697486047099e-09
1915,7.068456930880984e-09,3.534228465440492e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,1.4932290071101306e-08,6.89182577673364e-09
1919,1.012863304339362e-08,1.1049418269237776e-08
1920,4.543339038320937e-09,1.1358347151713133e-08
1921,4.543648568500203e-09,3.7863738810983705e-09
1922,4.426761179843197e-09,8.115729421831475e-09
1923,7.431163684401554e-09,9.554353752605493e-09
1924,2.578324886925998e-09,1.804827398643738e-08
1925,1.0998178368026856e-08,1.0998178368026856e-08
1926,0.0,2.229227691330493e-09
1927,1.1149224876660924e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,7.998228745975666e-09
1929,1.1140406375176326e-09,1.0026365515614089e-08
1930,1.0503603542488804e-09,1.3654684494213143e-08
1931,7.983749661377715e-09,6.843213995466613e-09
1932,1.3151444377967891e-08,2.1919073223131136e-09
1933,5.735331320977366e-09,3.4411986593596566e-09
1934,3.5944740517379614e-09,7.188948103475923e-09
1935,3.590485242455088e-09,5.98414207075848e-09
1936,4.849885826274658e-09,7.274828739411987e-09
1937,5.0364472592434595e-09,1.7627565185307503e-08
1938,1.1668692678767911e-08,1.4261735792331365e-08
1939,1.2235240376412548e-08,1.3764645423464117e-08
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,0.0,0.0
1946,0.0,8.352662561605939e-09
1947,0.0,7.152522574216391e-09
1948,3.2615663503321457e-09,9.784699273041042e-09
1949,9.817008317369869e-10,9.817008539414473e-09
1950,1.0635361480382244e-09,4.2541445921528975e-09
1951,4.264560704569931e-09,6.396841278899501e-09
1952,0.0,1.370824520563474e-08
1953,0.0,6.464296653518886e-09
1954,9.772536113672459e-10,3.9090144454689835e-09
1955,4.6928039232341234e-09,2.2525458831523792e-08
1956,0.0,6.104799332717903e-09
1957,0.0,6.184526224473075e-09
1958,3.3088973783179654e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,8.525822714489095e-09
1960,6.920833350854139e-10,1.1765417085030094e-08
1961,5.55852741612739e-09,9.03260666262895e-09
1962,0.0,4.43936931660005e-09
1963,1.939815863494232e-09,9.69907976156037e-09
1964,0.0,7.909158661334459e-09
1965,2.188817349590977e-09,8.20806533852192e-09
1966,3.8773522170743036e-09,1.38476865529924e-08
1967,2.9582012395223956e-09,1.035370456037299e-08
1968,1.3474247273492779e-09,9.431973424511852e-09
1969,1.3625273131978588e-09,1.090021850558287e-08
1970,0.0,7.817832603507213e-09
1971,5.138397485282553e-10,1.7470551227916076e-08
1972,1.5390440033513642e-09,9.747279428040656e-09
1973,0.0,1.1026407342740185e-08
1974,1.1251143350321513e-09,7.875800456247362e-09
1975,1.1422960355389478e-09,9.709516746170266e-09
1976,1.142705374768127e-09,7.998937512354587e-09
1977,5.876781838942691e-10,8.22749424145286e-09
1978,0.0,1.6633656230169436e-08
1979,2.3407893401383717e-09,8.192762912528906e-09
1980,5.685150683554241e-10,1.0233271119375331e-08
1981,3.1627747087981106e-09,9.488323904349727e-09
1982,2.483000915987077e-09,9.311253101884631e-09
1983,0.0,1.894594880980094e-08
1984,0.0,8.118611560803402e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,0.0,5.994485352545098e-09
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,5.996553809062277e-10,8.395175221664886e-09
1989,5.488122178931576e-10,1.0427432250992297e-08
1990,1.089730194969718e-09,5.993515905799995e-09
1991,5.861465202094962e-10,7.033758464558559e-09
1992,1.1019888335184191e-09,1.4876849085965205e-08
1993,5.539207426075166e-10,1.0524494165053966e-08
1994,1.0549853213248639e-09,7.384897138251745e-09
1995,0.0,8.133675954979935e-09
1996,0.0,6.4057106285986265e-09
1997,0.0,1.3905194329311144e-08
1998,0.0,1.382757464085671e-08
1999,4.570201161957499e-10,1.3253583119876566e-08
2000,1.3254094488601709e-09,1.502130686503733e-08
2001,8.762423564512289e-10,7.448059946568719e-09
2002,2.6287327870022636e-09,1.3581786362237835e-08
2003,1.6667691671301554e-09,1.6667691227212345e-08
2004,0.0,1.189293641346012e-08
2005,4.5037495954858286e-10,1.306087415997581e-08
2006,4.1178899179428186e-10,1.0294725072412803e-08
2007,7.988958938831558e-10,9.586750948642475e-09
2008,4.257439678578834e-10,8.940623352771127e-09
2009,1.907277002999308e-09,6.675469510497578e-09
2010,0.0,1.2281861749841028e-08
2011,7.64794394481072e-10,1.0324724186716594e-08
2012,0.0,8.851056776393307e-09
2013,8.367375126105969e-10,5.578249862026041e-09
2014,1.5158115873603606e-09,9.744502982300673e-09
2015,1.329945265027277e-09,8.644644111654998e-09
2016,2.4856081637381067e-09,9.32103016992869e-09
2017,1.2578056374223934e-09,8.804639684001359e-09
2018,0.0,7.228107001822082e-09
2019,5.1019755087367e-10,1.0714148679369373e-08
