year,quelques_DET eaux_NOUN,quelques_DET mots_NOUN
1889,6.515742168033967e-08,1.6313789387822908e-05
1890,7.340912944187039e-08,1.6848706081873388e-05
1891,9.816298707221449e-08,1.5899216805337346e-05
1892,7.647584965297938e-08,1.579163597398292e-05
1893,7.698020798585503e-08,1.538187700589333e-05
1894,1.0334524347399565e-07,1.5327864275604952e-05
1895,4.754705296150519e-08,1.5432931263603678e-05
1896,3.715128193970685e-08,1.5025629522824602e-05
1897,4.486569560313569e-08,1.4957756434341718e-05
1898,5.658354917947861e-08,1.4686825693388528e-05
1899,1.1442086922386352e-07,1.4884662846270658e-05
1900,7.786579825364015e-08,1.477529428939306e-05
1901,4.470991055161022e-08,1.4854309597467363e-05
1902,3.83002145554201e-08,1.2317446589804604e-05
1903,7.020286130199338e-08,1.4050292975298362e-05
1904,5.96583396017536e-08,1.3465048937177926e-05
1905,8.463644651790503e-08,1.3634209039992129e-05
1906,1.0597020061453577e-07,1.3582704809778079e-05
1907,5.3485572137912385e-08,1.3467563690028328e-05
1908,6.286578191350145e-08,1.3653170640282042e-05
1909,5.721023033089523e-08,1.3256820693641203e-05
1910,9.459147021217973e-08,1.3254562531983538e-05
1911,6.065226587637085e-08,1.2615139041827206e-05
1912,7.03271836322017e-08,1.2557830359583022e-05
1913,9.33326214092034e-08,1.2797174690604152e-05
1914,4.2859159776753586e-08,1.1914846027138992e-05
1915,3.2986132936230206e-08,1.1115148708995548e-05
1916,2.966614687238689e-08,1.1378615340618126e-05
1917,3.728584241358135e-08,1.2124478530495253e-05
1918,8.270190932080368e-08,1.1332458655033406e-05
1919,3.867296449744373e-08,1.1569661410248955e-05
1920,4.694783628522714e-08,1.1412867763738177e-05
1921,4.998013158896697e-08,1.1328829771173332e-05
1922,4.500540740082215e-08,1.1846751135635714e-05
1923,4.671017039825642e-08,1.1624463581938471e-05
1924,9.668718092825657e-08,1.1848692111016135e-05
1925,5.1691434688194704e-08,1.153268920006667e-05
1926,3.6782256351841625e-08,1.1384666208869021e-05
1927,5.0171511389862644e-08,1.1922981116185838e-05
1928,3.5420727240165206e-08,1.1623712111941131e-05
1929,4.0105462062456354e-08,1.1181626291545399e-05
1930,6.932378404655992e-08,1.113066889502079e-05
1931,4.676196230235519e-08,1.0913785501998063e-05
1932,5.808554537356514e-08,1.125873217233675e-05
1933,2.8676655050574595e-08,1.0791598583637096e-05
1934,3.235026646564165e-08,1.0734297859471553e-05
1935,6.223507398317452e-08,1.0244850727758603e-05
1936,3.394919900756577e-08,1.0155660959298984e-05
1937,3.9032466037092206e-08,1.0490919407857291e-05
1938,6.223302762009553e-08,1.0759831695850153e-05
1939,4.282334220562234e-08,9.838662833772105e-06
1940,4.564409294971483e-08,9.369717929530452e-06
1941,4.132103725851266e-08,9.98198163415509e-06
1942,3.034211815133858e-08,9.739820029608381e-06
1943,2.6129116648121453e-08,9.542934265027725e-06
1944,1.2852744646352221e-08,1.0892701197917631e-05
1945,4.574858669670334e-08,1.0735667785866099e-05
1946,4.5939645865189505e-08,1.0060781789889006e-05
1947,2.26496545963073e-08,1.1254494438617257e-05
1948,4.5661929126694645e-08,1.0451145556089614e-05
1949,3.828633132751946e-08,8.940349914610124e-06
1950,4.2541447031752e-08,9.48461524785671e-06
1951,3.624876598884441e-08,1.0434314333451766e-05
1952,5.4832980267427445e-08,9.426000076473429e-06
1953,3.878578014315792e-08,9.043550562637392e-06
1954,4.49536656788041e-08,9.073800129044685e-06
1955,4.6928038788252024e-08,8.865645042988035e-06
1956,6.017587583784234e-08,8.872889907252102e-06
1957,3.887416544223754e-08,8.693677500559716e-06
1958,1.5717262880077243e-08,8.41287169350835e-06
1959,2.945284249822322e-08,8.668436009884317e-06
1960,1.6609999708983025e-08,8.85313039589164e-06
1961,3.265634873628187e-08,8.47536495029999e-06
1962,2.156265105357491e-08,8.44558337576018e-06
1963,2.392439757414877e-08,8.061874950726633e-06
1964,2.433587364958356e-08,8.381883105812449e-06
1965,2.462419479432043e-08,8.615185492999444e-06
1966,1.994066989308152e-08,8.330214541274472e-06
1967,2.3665610304757223e-08,8.465879545838106e-06
1968,3.5482185967161683e-08,8.372897298158932e-06
1969,2.4525491804094912e-08,7.518425775288051e-06
1970,2.897196688111947e-08,7.718500057762867e-06
1971,2.980270608077262e-08,7.354588262842299e-06
1972,2.7189778206704318e-08,7.645458083516132e-06
1973,1.1577727720979425e-08,6.642859261773992e-06
1974,1.6876714303837304e-08,6.689367126000434e-06
1975,2.8557400888473694e-08,5.995911806166987e-06
1976,2.3996813203197576e-08,5.86779202649268e-06
1977,1.5279633114317903e-08,6.088933560022269e-06
1978,1.603959731699689e-08,6.295838488767913e-06
1979,3.043026075566502e-08,6.737376793353178e-06
1980,2.728872261492654e-08,6.448097906286421e-06
1981,3.858585273519566e-08,6.4900139022938674e-06
1982,1.8001756529884005e-08,6.474425049418642e-06
1983,1.7682884490000106e-08,6.177010675401107e-06
1984,1.5657322549600394e-08,6.192181388087192e-06
1985,2.5265344372193965e-08,6.105190095695434e-06
1986,2.098069995515317e-08,6.5489751364111726e-06
1987,2.1998940669121225e-08,5.976378986360942e-06
1988,2.5185526497661925e-08,6.303577492872137e-06
1989,1.6464365870660913e-08,6.426590857699921e-06
1990,2.451892872068484e-08,6.216365989075712e-06
1991,1.6412102177287835e-08,6.315728796835174e-06
1992,1.8733810946969243e-08,5.981595450066379e-06
1993,2.271075000281897e-08,6.4022159449450555e-06
1994,1.7407257413282196e-08,6.306174668679887e-06
1995,1.1929391419140956e-08,6.272148766583996e-06
1996,1.6548085124412637e-08,5.727239226871461e-06
1997,1.054876763717516e-08,5.903953535835171e-06
1998,1.4781201040925396e-08,6.273904432418931e-06
1999,1.7366764026860437e-08,6.2017631421440456e-06
2000,9.71966962470816e-09,6.0915818380635756e-06
2001,1.5772362249588667e-08,5.987363863368955e-06
2002,2.1029863794819192e-08,6.064925003101962e-06
2003,7.500461418619153e-09,6.3753922177056666e-06
2004,1.2773894830786503e-08,6.22705323394257e-06
2005,1.7564622756260917e-08,6.329119230485958e-06
2006,1.1530091881262194e-08,6.537562171615718e-06
2007,1.2782334662952977e-08,7.476067764855543e-06
2008,9.366367237362283e-09,7.434341227963159e-06
2009,8.105927484791664e-09,7.913292165540042e-06
2010,5.196172492283324e-09,9.033782134793e-06
2011,1.0707121411712706e-08,9.571783948558732e-06
2012,1.3957436095779485e-08,1.1385864013391256e-05
2013,7.2517249982695375e-09,1.1832305062853266e-05
2014,6.712880029624557e-09,1.2206181850160647e-05
2015,9.087958829923082e-09,1.2454937461825466e-05
2016,1.4913648649361733e-08,1.3202100205944589e-05
2017,1.0565567670761666e-08,1.1440497473813593e-05
2018,8.776986804015507e-09,1.305370295767716e-05
2019,1.0203950906451098e-08,1.3100597357151855e-05
