year,mes_DET auteurs_NOUN,mes_DET moteurs_NOUN
1923,9.448193738492705e-08,4.246379248229459e-09
1924,7.21930993874409e-08,3.867487219366694e-09
1925,5.609070607981437e-08,0.0
1926,7.244989996824103e-08,1.1146138456652466e-09
1927,5.909089173528059e-08,2.2298449753321847e-09
1928,6.170062505361784e-08,1.1426041224282812e-09
1929,6.461435364535362e-08,1.1140406375176326e-09
1930,6.512234362876512e-08,2.100720708497761e-09
1931,4.448089097053298e-08,1.1405356659111021e-09
1932,4.931791530715657e-08,6.575722188983946e-09
1933,3.6706120587481905e-08,5.735331320977366e-09
1934,4.313368862085554e-08,4.7926320689839486e-09
1935,3.590485420090772e-08,2.393656828303392e-09
1936,4.122402952333459e-08,3.6374143697059935e-09
1937,4.029157973928221e-08,3.777335333410292e-09
1938,5.445390038882891e-08,3.8895642262559704e-09
1939,5.8117393564316444e-08,0.0
1940,5.832300686847702e-08,2.5357829169792012e-09
1941,5.312704587367989e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,7.548411695701418e-08,0.0
1944,5.462416474699694e-08,0.0
1945,5.8819608739213436e-08,2.178504043826024e-09
1946,5.290019799986112e-08,4.1763312808029696e-09
1947,6.794896734163558e-08,2.3841741914054637e-09
1948,6.740570679397706e-08,7.61032148410834e-09
1949,5.2030142416725766e-08,1.47255123650325e-08
1950,5.211327058773918e-08,1.0635361480382244e-09
1951,6.396841378819573e-08,1.1727542048589612e-08
1952,5.166954042401528e-08,2.1089607837865287e-09
1953,5.8178669881669975e-08,7.54167928107563e-09
1954,7.133951385185355e-08,9.772536113672459e-10
1955,4.5050917218958375e-08,0.0
1956,5.7559534027973314e-08,3.488456634670456e-09
1957,4.94762097957846e-08,3.5340151360863103e-09
1958,5.3769582231133484e-08,3.3088973783179654e-09
1959,4.1854036680888385e-08,1.007597205671118e-08
1960,4.775375161969464e-08,2.7683333403416555e-09
1961,5.975416872416872e-08,9.03260666262895e-09
1962,4.8198868451976296e-08,5.707760764028791e-09
1963,4.590897706435726e-08,4.526237162849611e-09
1964,6.935723773082714e-08,3.041984220075733e-09
1965,5.143720915867789e-08,2.188817349590977e-09
1966,5.095948729660904e-08,0.0
1967,4.535908892933094e-08,1.972134178185314e-09
1968,4.177016776907294e-08,1.3474247273492779e-09
1969,1.403403153688032e-07,1.3625273131978588e-09
1970,6.530189544662335e-08,1.3796175035718505e-09
1971,5.7550051835164595e-08,3.083038491169532e-09
1972,5.437955707954245e-08,7.182205663536223e-09
1973,3.473318477276166e-08,2.205281512956958e-09
1974,5.344293052544913e-08,2.2502286700643026e-09
1975,2.6843957279254482e-08,1.7134440533084216e-09
1976,5.3135798872006035e-08,0.0
1977,3.526069036752233e-08,2.3507127355770763e-09
1978,4.396037667220298e-08,0.0
1979,4.7986179918524385e-08,1.1703946700691858e-09
1980,5.3440417868699797e-08,5.685150683554241e-10
1981,5.3767172047969325e-08,6.325549528618524e-10
1982,5.152227000593257e-08,6.207502289967692e-10
1983,3.4734236376010585e-08,2.5261264191556165e-09
1984,6.262929019840158e-08,1.1598016991243298e-09
1985,4.932757624587225e-08,6.015558051686298e-10
1986,8.45222452028338e-08,2.997242676272549e-09
1987,7.33297986776904e-08,3.055408481777988e-09
1988,3.957725480674412e-08,1.1993107618124554e-09
1989,3.677041826577465e-08,1.6464366536794728e-09
1990,6.701840815637183e-08,2.179460389939436e-09
1991,4.5133281112441637e-08,2.9307325455363298e-09
1992,3.3059665893730994e-08,2.2039776670368383e-09
1993,4.154405469636302e-08,1.1078414852150331e-09
1994,3.745197840743231e-08,1.5824779264761446e-09
1995,6.615389924746751e-08,1.6267352465071383e-09
1996,3.68328358923975e-08,1.6014276571496566e-09
1997,4.794894348236767e-08,4.79489448146353e-10
1998,5.435667471687111e-08,5.244941925219848e-09
1999,5.4385395298339745e-08,1.3710603485872497e-09
2000,5.6108999668680326e-08,1.3254094488601709e-09
2001,5.695575122643959e-08,4.3812117822561447e-10
2002,5.607963338150057e-08,1.3143663935011318e-09
2003,5.708684547300891e-08,4.583615098585625e-09
2004,5.505989197907013e-08,1.7619165015858584e-09
2005,5.089236898569993e-08,1.3511248786457486e-09
2006,5.229720212440725e-08,2.058944903460258e-09
2007,5.7520503582431104e-08,9.586750948642475e-09
2008,5.875266689825409e-08,4.257439734089985e-09
2009,5.8171948591478895e-08,6.675469510497578e-09
2010,5.904741406936864e-08,3.77903447423833e-09
2011,7.227307152746221e-08,8.412738394802943e-09
2012,6.774462635306122e-08,6.468080182564506e-09
2013,6.74968254621433e-08,7.2517252203141425e-09
2014,8.640126125669667e-08,1.1693404300405774e-08
2015,8.289991715315637e-08,1.4186082308853543e-08
2016,8.430353792832079e-08,1.1392369936302771e-08
2017,6.28902832033873e-08,1.4087423005904043e-08
2018,9.809573509045322e-08,1.1358453511078892e-08
2019,7.780512634170123e-08,1.2499840051916067e-08
