year,autres_ADJ eaux_NOUN,autres_ADJ mots_NOUN
1921,1.2797943327313988e-07,1.0139908681594534e-06
1922,1.2321152098593302e-07,8.54364941460517e-07
1923,1.2208340649522142e-07,1.1751855026886915e-06
1924,1.3149457345207338e-07,1.0416432587589952e-06
1925,1.033828738172815e-07,1.0074330702991574e-06
1926,9.808601930672012e-08,9.71943222793925e-07
1927,1.1929670051813446e-07,1.0770150993266725e-06
1928,1.3254208397484035e-07,1.1448893246779335e-06
1929,1.4259720160225697e-07,8.622674272373843e-07
1930,1.575540551357335e-07,1.1291373311905772e-06
1931,1.6651820544666407e-07,1.0321847412342322e-06
1932,1.6658495383126137e-07,1.188013811770361e-06
1933,1.2961848483428184e-07,1.2009783176836208e-06
1934,1.0783422510485252e-07,1.068757001121412e-06
1935,8.976213194955562e-08,1.1788760048148106e-06
1936,9.093535879856063e-08,1.2439957117749145e-06
1937,8.687871400070435e-08,1.395095864609175e-06
1938,2.618973269363778e-07,1.3393066637945594e-06
1939,1.4223466848761745e-07,1.3932880165157258e-06
1940,2.0539842182643042e-07,1.3820016420140746e-06
1941,9.149658097840074e-08,1.325224616266496e-06
1942,6.978687139280737e-08,1.495866399636725e-06
1943,1.3645205854118103e-07,1.2890363905171398e-06
1944,9.318240046241044e-08,1.4105887657933636e-06
1945,6.317661416233022e-08,1.3310659596754704e-06
1946,7.79581839083221e-08,1.3726208862863132e-06
1947,9.894323227399582e-08,1.4650750017608516e-06
1948,5.544662684542345e-08,1.0730552730819909e-06
1949,9.031647607571358e-08,1.0995049706252757e-06
1950,8.933703554703243e-08,1.2911328894915641e-06
1951,1.1194472193665206e-07,1.4009082178745302e-06
1952,1.1810180211568877e-07,1.370824520563474e-06
1953,8.726799904934524e-08,1.3499605984179652e-06
1954,8.013479657620337e-08,1.3544735111281625e-06
1955,1.6800238711311977e-07,1.2933367088407977e-06
1956,6.715278999536167e-08,1.4686402209918015e-06
1957,1.3075856486466364e-07,1.4321595926958253e-06
1958,1.1829308022015539e-07,1.3467212056639255e-06
1959,1.007597205671118e-07,1.4121862932370277e-06
1960,6.713208478004162e-08,1.5772578763062484e-06
1961,8.754680891343014e-08,1.4299312169896439e-06
1962,1.179603899004178e-07,1.627346023269638e-06
1963,6.595374202333915e-08,1.4354637869473663e-06
1964,9.490990748872719e-08,1.741231699270429e-06
1965,1.0451602605598964e-07,1.562268380439491e-06
1966,7.92087675449693e-08,2.0201005099806935e-06
1967,9.712761084301746e-08,1.6743420019338373e-06
1968,6.871866276014771e-08,1.700899133538769e-06
1969,1.3125679743097862e-07,1.6886255025383434e-06
1970,1.4026110761733435e-07,1.8960543002322083e-06
1971,7.913131838677145e-08,1.7537350913698901e-06
1972,8.516043692452513e-08,1.6580634110141546e-06
1973,1.0530219185511669e-07,1.8325889641346294e-06
1974,1.125114366118396e-07,1.804120870474435e-06
1975,1.1137386479731504e-07,1.678604007793183e-06
1976,8.798831174772204e-08,1.7534813423480955e-06
1977,1.1812331734972759e-07,1.8629398255143315e-06
1978,9.029698588847168e-08,1.7352467693854123e-06
1979,8.777959692451986e-08,1.7380360759489122e-06
1980,1.5293055355414253e-07,1.9170327050233027e-06
1981,8.982280519376218e-08,2.0621291696443222e-06
1982,6.642027727821187e-08,1.911910658236593e-06
1983,7.957298464589257e-08,1.93059213415836e-06
1984,9.162433656229041e-08,1.8121901348422398e-06
1985,8.782714644439693e-08,2.0110010154894553e-06
1986,9.351397523005289e-08,1.9811775473499438e-06
1987,8.860684630462856e-08,1.8234677554573864e-06
1988,7.675588875599715e-08,1.9992510260635754e-06
1989,1.0043263642955935e-07,1.9861513465002645e-06
1990,7.519138023326377e-08,1.8460029878042405e-06
1991,6.388997064732393e-08,2.029825509453076e-06
1992,7.107828281505135e-08,1.932337454491062e-06
1993,6.370088811991081e-08,1.957002041308442e-06
1994,7.226649501035354e-08,2.0893983219139045e-06
1995,8.784370209014014e-08,1.939068397405208e-06
1996,8.274042784250923e-08,1.953207856786321e-06
1997,7.575933125281153e-08,2.062284011117299e-06
1998,5.149579607177657e-08,2.072228880933835e-06
1999,6.718195777466462e-08,2.0159156974841608e-06
2000,7.113030875416371e-08,2.163951876354986e-06
2001,4.9945814595275806e-08,2.0622364900191315e-06
2002,6.002273522653923e-08,2.0171144115010975e-06
2003,6.250384387840313e-08,2.3059751583787147e-06
2004,4.492887129003975e-08,2.1557048057729844e-06
2005,7.16096195674254e-08,2.1690057110390626e-06
2006,4.570857825569874e-08,2.0647100882342784e-06
2007,5.23276817432361e-08,2.0575564576574834e-06
2008,5.364373834026992e-08,2.0171748928987654e-06
2009,4.1483275481368764e-08,2.079408659483306e-06
2010,5.0544585405987164e-08,2.0435129499674076e-06
2011,4.244608931003313e-08,1.9418130250414833e-06
2012,5.855314810787604e-08,1.7419561118003912e-06
2013,4.267361219945087e-08,1.7189377103932202e-06
2014,4.850597079553154e-08,1.6284147932310589e-06
2015,4.255824848087286e-08,1.5356433777924394e-06
2016,5.0126427453278666e-08,1.5419054761878215e-06
2017,4.5029441508859236e-08,1.7242000467376783e-06
2018,4.1561612817986315e-08,1.6340684396709548e-06
2019,4.030560774026526e-08,1.6308464410030865e-06
