year,autres_ADJ eaux_NOUN,autres_ADJ maux_NOUN
1929,1.4259720160225697e-07,1.1920234754825287e-07
1930,1.575540551357335e-07,1.3759721184669615e-07
1931,1.6651820544666407e-07,1.1519410492155657e-07
1932,1.6658495383126137e-07,1.3370635087994742e-07
1933,1.2961848483428184e-07,1.3994207392897806e-07
1934,1.0783422510485252e-07,1.3299553813794773e-07
1935,8.976213194955562e-08,1.4122575464625697e-07
1936,9.093535879856063e-08,1.5883375681369216e-07
1937,8.687871400070435e-08,1.6368453259474336e-07
1938,2.618973269363778e-07,1.309486634681889e-07
1939,1.4223466848761745e-07,9.329370698196726e-08
1940,2.0539842182643042e-07,1.572185368559076e-07
1941,9.149658097840074e-08,9.444808313219255e-08
1942,6.978687139280737e-08,2.306000936869168e-07
1943,1.3645205854118103e-07,1.6548440839869727e-07
1944,9.318240046241044e-08,1.34953822339412e-07
1945,6.317661416233022e-08,1.612093001313042e-07
1946,7.79581839083221e-08,1.3225049144693912e-07
1947,9.894323227399582e-08,1.0967201546918659e-07
1948,5.544662684542345e-08,1.380729770517064e-07
1949,9.031647607571358e-08,9.522498345404529e-08
1950,8.933703554703243e-08,1.2124311865591153e-07
1951,1.1194472193665206e-07,1.4179664731273078e-07
1952,1.1810180211568877e-07,1.3391901632076042e-07
1953,8.726799904934524e-08,9.80418306539832e-08
1954,8.013479657620337e-08,1.1336141625406526e-07
1955,1.6800238711311977e-07,8.72861534162439e-08
1956,6.715278999536167e-08,1.0814215301024888e-07
1957,1.3075856486466364e-07,1.2457402931431716e-07
1958,1.1829308022015539e-07,1.0836638608680005e-07
1959,1.007597205671118e-07,1.4571405415608751e-07
1960,6.713208478004162e-08,9.343124673932834e-08
1961,8.754680891343014e-08,1.1881352435239023e-07
1962,1.179603899004178e-07,1.509385612052938e-07
1963,6.595374202333915e-08,1.3126087594628189e-07
1964,9.490990748872719e-08,1.4662363412298873e-07
1965,1.0451602605598964e-07,1.439147467863222e-07
1966,7.92087675449693e-08,1.22413553071965e-07
1967,9.712761084301746e-08,1.4297972938948078e-07
1968,6.871866276014771e-08,1.4821672777998174e-07
1969,1.3125679743097862e-07,1.3670691600964346e-07
1970,1.4026110761733435e-07,1.1910697850225915e-07
1971,7.913131838677145e-08,1.449028133038155e-07
1972,8.516043692452513e-08,1.2927969805787143e-07
1973,1.0530219185511669e-07,1.3783009933376889e-07
1974,1.125114366118396e-07,1.3613883709240326e-07
1975,1.1137386479731504e-07,1.0109319958928609e-07
1976,8.798831174772204e-08,1.1027106694427857e-07
1977,1.1812331734972759e-07,1.3927973441241193e-07
1978,9.029698588847168e-08,1.4435636330745183e-07
1979,8.777959692451986e-08,1.357657879452745e-07
1980,1.5293055355414253e-07,1.2507331348388107e-07
1981,8.982280519376218e-08,1.151250046405039e-07
1982,6.642027727821187e-08,1.2228780121859018e-07
1983,7.957298464589257e-08,1.2630631829324557e-07
1984,9.162433656229041e-08,1.4845461748791422e-07
1985,8.782714644439693e-08,1.1910805142179015e-07
1986,9.351397523005289e-08,1.3247813512862194e-07
1987,8.860684630462856e-08,1.1305011327067405e-07
1988,7.675588875599715e-08,1.1753245132695156e-07
1989,1.0043263642955935e-07,1.223851313625346e-07
1990,7.519138023326377e-08,1.6563899407628924e-07
1991,6.388997064732393e-08,1.1429857238454133e-07
1992,7.107828281505135e-08,1.4546252202762844e-07
1993,6.370088811991081e-08,1.3681842858659365e-07
1994,7.226649501035354e-08,1.4189552643983916e-07
1995,8.784370209014014e-08,1.3068105886304693e-07
1996,8.274042784250923e-08,1.724203713138195e-07
1997,7.575933125281153e-08,1.4336734466269263e-07
1998,5.149579607177657e-08,1.7117584150128096e-07
1999,6.718195777466462e-08,1.4213325982836977e-07
2000,7.113030875416371e-08,1.5065486991261423e-07
2001,4.9945814595275806e-08,1.6341920172635582e-07
2002,6.002273522653923e-08,1.6385767764859338e-07
2003,6.250384387840313e-08,1.625099912416772e-07
2004,4.492887129003975e-08,1.6341775221917487e-07
2005,7.16096195674254e-08,1.4276886872721661e-07
2006,4.570857825569874e-08,1.7418673792235495e-07
2007,5.23276817432361e-08,1.3940733367689973e-07
2008,5.364373834026992e-08,1.6348568010471354e-07
2009,4.1483275481368764e-08,1.711781152380354e-07
2010,5.0544585405987164e-08,1.6344323228167923e-07
2011,4.244608931003313e-08,1.3613340854590206e-07
2012,5.855314810787604e-08,1.494466914664372e-07
2013,4.267361219945087e-08,1.5228623340135528e-07
2014,4.850597079553154e-08,1.5634513772511127e-07
2015,4.255824848087286e-08,1.6668647617734678e-07
2016,5.0126427453278666e-08,1.5100069106210867e-07
2017,4.5029441508859236e-08,1.506851248223029e-07
2018,4.1561612817986315e-08,1.4714360929701797e-07
2019,4.030560774026526e-08,1.4999808684024174e-07
