year,trois_DET arbres_NOUN,trois_DET marbres_NOUN
1800,6.602745239447927e-08,0.0
1801,5.714838380299625e-08,0.0
1802,2.2378401354217203e-08,0.0
1803,4.50528354178914e-07,0.0
1804,9.39303390623536e-08,0.0
1805,3.4114531599627185e-07,0.0
1806,4.8988376022407465e-08,4.034336598124355e-08
1807,3.9857372513552036e-08,0.0
1808,1.4729480968256325e-07,0.0
1809,1.0617443280125372e-07,1.355418288717658e-08
1810,8.424456421352033e-08,0.0
1811,7.771937760026049e-08,2.0056614147279106e-08
1812,4.267533171287141e-08,0.0
1813,4.601186631703058e-08,4.3136125782439194e-08
1814,4.090680150170556e-08,0.0
1815,7.012781111370714e-08,2.697223555614414e-09
1816,1.7150268760701692e-07,0.0
1817,2.4909974172260263e-07,0.0
1818,1.323250651275032e-07,0.0
1819,7.03871378959775e-08,0.0
1820,5.6959108540866055e-08,0.0
1821,5.0293590514449704e-08,0.0
1822,6.215881853677274e-08,0.0
1823,5.040170170111935e-08,1.9765373782121287e-09
1824,8.084268365848857e-08,0.0
1825,2.3774695989686734e-08,0.0
1826,6.429828403042848e-08,6.1655889282974385e-09
1827,4.5164637085814974e-08,9.217273055917019e-10
1828,8.163347803291643e-08,5.503380862137419e-09
1829,3.943660953353856e-08,1.714635211591542e-09
1830,9.080047114196077e-08,0.0
1831,7.327867024287116e-08,0.0
1832,7.306183669175681e-08,2.705993873419743e-09
1833,1.2857827780266007e-07,1.1583628500844156e-09
1834,7.467624740797874e-08,0.0
1835,1.1571524538567246e-07,7.563087933704082e-09
1836,5.1749774576670404e-08,2.016224964762614e-09
1837,8.140732532524453e-08,6.957890930081589e-10
1838,6.438405053543761e-08,1.8936485712828244e-09
1839,7.62070770932155e-08,0.0
1840,5.286841542329057e-08,0.0
1841,9.759233954298452e-08,0.0
1842,4.159124156188909e-08,1.341653010911159e-09
1843,4.0757687447268154e-08,2.3627644285539873e-09
1844,5.2141330808552766e-08,4.390849017710252e-09
1845,4.6873916137446514e-08,3.9061593959388574e-09
1846,8.898841730164975e-08,7.610851504580296e-09
1847,4.6921045715464516e-08,5.9325460100012606e-09
1848,4.988037310971194e-08,0.0
1849,1.7764359627747695e-07,0.0
1850,5.159637161966657e-08,3.394498016007219e-09
1851,8.448765109747569e-08,6.449438760824933e-10
1852,8.138181772920916e-08,4.557382027314816e-09
1853,5.1955806767978174e-08,5.971931837933653e-09
1854,9.767848996311557e-08,5.195664454227256e-10
1855,7.588920070134009e-08,1.0083180512765466e-08
1856,8.387046346314264e-08,3.6240324075009767e-09
1857,6.882927516826953e-08,4.393358121745905e-09
1858,5.6766642941852297e-08,4.893676019968041e-10
1859,8.809460272374281e-08,4.073738679721828e-09
1860,7.231950538422183e-08,4.577183909670879e-10
1861,1.202570736325015e-07,2.8295783494058924e-09
1862,6.68662001324094e-08,0.0
1863,8.440908882967335e-08,9.989241656072068e-10
1864,9.973033998633696e-08,1.4384183844029508e-09
1865,1.0402126360276043e-07,5.177528850097701e-09
1866,1.2310000840898283e-07,0.0
1867,9.657094857118409e-08,8.249779526181555e-09
1868,8.842374610296133e-08,2.4699371437009177e-09
1869,1.0499566549526662e-07,1.0743741896135361e-08
1870,6.995539836296416e-08,2.2936195165357276e-09
1871,1.0514965342878213e-07,6.37270636261178e-09
1872,7.196333440262492e-08,0.0
1873,1.1792429122081671e-07,1.7958012854535355e-09
1874,7.40851509029028e-08,0.0
1875,9.955456903298909e-08,0.0
1876,1.3119852493304052e-07,0.0
1877,1.1441909375520254e-07,3.710889595609501e-09
1878,1.268208649207736e-07,1.2078177347163432e-09
1879,1.2890676082122354e-07,4.27652757650776e-09
1880,6.738738234091102e-08,0.0
1881,6.902782412332442e-08,6.9725074602899895e-09
1882,5.457415808152177e-08,1.9966155395678697e-09
1883,7.646400312921742e-08,5.687405213450347e-09
1884,8.186104416552098e-08,6.601696966868076e-10
1885,9.217258867266764e-08,1.2891271383708158e-09
1886,7.163344917238135e-08,1.2906927748801422e-09
1887,9.793387079071181e-08,0.0
1888,7.735550155985038e-08,1.268122939990235e-09
1889,9.021796909536306e-08,1.8795409673089125e-09
1890,8.389614514214827e-08,3.277193294515257e-09
1891,7.011641933729607e-08,4.461953917456185e-09
1892,1.0029619890161712e-07,1.8805537127519756e-09
1893,7.143763292027927e-08,3.0792083327568776e-09
1894,1.001944731626736e-07,1.8904617871129403e-09
1895,8.305688226073471e-08,1.8055843487019274e-09
1896,7.84304843293171e-08,4.127920338881097e-09
1897,1.0080214662977482e-07,5.826713334045053e-09
1898,7.469028240336684e-08,3.960848538042683e-09
1899,1.0999880650786054e-07,8.844125432005967e-09
1900,7.267474444461186e-08,3.1146317747143826e-09
1901,7.20947288535001e-08,3.912117296778206e-09
1902,1.5762011651432317e-07,1.4730852093691738e-09
1903,9.126372213508205e-08,1.0800440541913758e-09
1904,1.289910089852242e-07,2.1498500757388683e-09
1905,8.205607021638528e-08,3.6125313851442797e-09
1906,1.0442694503565164e-07,6.6874399351490865e-09
1907,9.20568989926096e-08,1.5428529565042481e-09
1908,1.1050625570163675e-07,9.331639461152008e-09
1909,1.0286839557949179e-07,9.351672325408344e-09
1910,1.2772520197046333e-07,2.67207544979442e-09
1911,1.1225989293706107e-07,4.788336838146279e-09
1912,9.741617912339962e-08,2.6047106693738442e-09
1913,9.121142197088261e-08,0.0
1914,5.960102056334904e-08,6.696743715117748e-10
1915,5.772573163920214e-08,1.1780761921542648e-09
1916,4.9443578120644815e-08,7.69122365795738e-09
1917,6.579854794352968e-08,0.0
1918,6.317507050823679e-08,2.2972752589112133e-09
1919,7.18212169736887e-08,3.6831393490643904e-09
1920,7.042175642624215e-08,1.514446346106979e-09
1921,8.708659304801358e-08,6.058197943303867e-09
1922,8.410846241702075e-08,3.6889677423879164e-09
1923,6.688047582414924e-08,6.369568872344189e-09
1924,8.5084724599227e-08,3.867487219366694e-09
1925,7.148815495128247e-08,3.299453377181294e-09
1926,1.4267057046879472e-07,0.0
1927,1.2598624188342455e-07,3.3447675740205796e-09
1928,8.34100997160192e-08,0.0
1929,8.689517105864297e-08,1.1140406375176326e-09
1930,1.1448928116664092e-07,3.1510811737689437e-09
1931,8.668070705653008e-08,1.1405356659111021e-09
1932,7.452485117909191e-08,1.0959536611565568e-09
1933,8.029463671732628e-08,3.4411986593596566e-09
1934,6.829500698302127e-08,3.5944740517379614e-09
1935,8.976212928502036e-08,9.574627313213568e-09
1936,7.759817011177006e-08,1.2124714565686645e-09
1937,9.443338688797098e-08,3.777335333410292e-09
1938,7.130867629712156e-08,2.5930428915188486e-09
1939,9.32937087583241e-08,0.0
1940,5.5787225505810056e-08,1.2678914806940611e-08
1941,7.378756272657938e-08,8.854508237732261e-09
1942,4.8547389663866625e-08,6.068423541449874e-09
1943,8.709705756615449e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,9.585418148105873e-08,4.357008087652048e-09
1946,1.044082846846095e-07,2.7842208538686464e-09
1947,8.463818623738462e-08,0.0
1948,8.914947979832277e-08,0.0
1949,7.460926454427863e-08,1.9634016634739737e-09
1950,6.381216977047188e-08,6.381216888229346e-09
1951,1.1620928042077594e-07,3.1984206394497505e-09
1952,9.384875276907678e-08,1.0544803918932644e-09
1953,8.5113236458767e-08,2.1547654771580937e-09
1954,1.1629317597794397e-07,2.9317608341017376e-09
1955,9.104039699892041e-08,3.754243138587299e-09
1956,7.325759199261483e-08,1.744228317335228e-09
1957,7.421431735821216e-08,1.7670075402875796e-09
1958,6.948684738716793e-08,6.617794756635931e-09
1959,7.053180217653221e-08,2.325224457422337e-09
1960,7.958958536669059e-08,6.920833350854139e-10
1961,8.685198915614478e-08,0.0
1962,9.956871771521492e-08,0.0
1963,7.629942988529592e-08,1.939815863494232e-09
1964,7.300762039363917e-08,6.083968329129164e-10
1965,8.919430527498662e-08,3.2832261354087677e-09
1966,8.253221306375735e-08,0.0
1967,8.233660109269181e-08,0.0
1968,9.297230985083615e-08,2.69484942694298e-09
1969,8.220581948492622e-08,4.541757636644661e-09
1970,1.0117195259340406e-07,4.138852482959976e-09
1971,8.838043674685991e-08,0.0
1972,7.43871295671994e-08,1.0260293725750103e-09
1973,8.876257950873878e-08,1.6539611902288698e-09
1974,9.225937480650259e-08,5.625571675160757e-10
1975,6.45397237875045e-08,1.1422960355389478e-09
1976,7.141908353602844e-08,5.713526873840635e-10
1977,8.756405245335941e-08,4.113747342771035e-09
1978,9.742569506698828e-08,5.940591130126904e-09
1979,6.671249686007741e-08,1.7555920051037788e-09
1980,8.868835132957997e-08,0.0
1981,8.982280075287008e-08,1.8976649140967083e-09
1982,6.517877304546005e-08,1.2415004579935385e-09
1983,8.209911062095898e-08,5.68378411003323e-09
1984,8.176602150911094e-08,1.1598016991243298e-09
1985,9.444426307680942e-08,2.4062232206745193e-09
1986,9.471286954720881e-08,2.3977941854269602e-09
1987,7.699629200885738e-08,6.110816852533674e-10
1988,9.354624008750534e-08,7.195864348830128e-09
1989,6.530865359621885e-08,3.2928733073589456e-09
1990,7.410165547838687e-08,1.6345953479657283e-09
1991,8.733583456432825e-08,5.861465202094962e-10
1992,8.7608109211601e-08,5.509944167592096e-10
1993,7.810282731668394e-08,0.0
1994,7.59589431353902e-08,2.637463358823311e-09
1995,9.109717513666737e-08,4.880205572987961e-09
1996,9.982232462846241e-08,1.067618438099771e-09
1997,8.439014331784733e-08,2.876936688878118e-09
1998,5.721755158560882e-08,2.3840645013706308e-09
1999,6.718195599830779e-08,2.285100553223174e-09
2000,5.743441011674122e-08,2.2090156370779823e-09
2001,8.324302092077573e-08,3.06684819206815e-09
2002,6.0898977416457e-08,2.190610692842654e-09
2003,8.542191753946327e-08,1.2500769308587678e-09
2004,7.0917142380722e-08,1.7619165015858584e-09
2005,7.836523963078434e-08,2.251874686720612e-09
2006,7.659274903204505e-08,3.2943118788431036e-09
2007,6.191443224778936e-08,3.1955835755326234e-09
2008,6.684180187122024e-08,1.2772319035736501e-09
2009,5.721831008997924e-08,4.76819250749827e-10
2010,5.47959997376779e-08,9.447586046817946e-10
2011,6.768430305115203e-08,7.64794394481072e-10
2012,6.67233530649014e-08,1.3617010852229328e-09
2013,7.502746512955127e-08,1.1156500168141292e-09
2014,8.66178053726685e-08,0.0
2015,7.913174515650212e-08,2.2165753954528356e-10
2016,7.912518995567552e-08,8.285360175719347e-10
2017,6.263872176504037e-08,1.0062445321423752e-09
2018,8.36395184222738e-08,7.744400121190154e-10
2019,7.397864809632893e-08,0.0
