year,divers_DET êtres_NOUN,divers_DET maîtres_NOUN
1938,7.779128452511941e-09,1.4261735792331365e-08
1939,9.176430282309411e-09,3.364691281149135e-08
1940,5.0715658339584024e-09,2.5357829613881222e-08
1941,5.9030051957620344e-09,1.4757512545315876e-08
1942,1.8205270180260413e-08,3.3376331032286544e-08
1943,2.322588166236983e-08,3.193558839598154e-08
1944,9.639558484764166e-09,5.7837352684941834e-08
1945,6.535512131478072e-09,1.089252021913012e-08
1946,1.1136883415474585e-08,1.80974355501462e-08
1947,1.3112957830685446e-08,2.1457567722649173e-08
1948,9.784699273041042e-09,2.2830963786191205e-08
1949,1.1780409536754632e-08,1.963401585758362e-08
1950,1.3825969702452312e-08,1.595304155443955e-08
1951,9.595261474260042e-09,2.0256663901818683e-08
1952,1.1599284199803606e-08,1.0544804140977249e-08
1953,3.232148326759443e-09,2.6934568575498474e-08
1954,1.172704333640695e-08,2.3454086450769296e-08
1955,5.631364707880948e-09,1.1262728971672686e-08
1956,4.360570571293465e-09,1.831439710997529e-08
1957,2.6505113659425206e-09,2.3854601849393475e-08
1958,8.272243445794913e-10,1.7371711180658167e-08
1959,2.325224457422337e-09,2.0927019450667217e-08
1960,6.2287499602575735e-09,2.6299166289156517e-08
1961,7.64297514166401e-09,1.876002997391879e-08
1962,1.2683912586908264e-08,2.4099435003144265e-08
1963,5.1728425987107585e-09,2.1984581044520723e-08
1964,6.083968440151466e-09,1.7643507765896516e-08
1965,1.094408652591028e-08,2.0246559984116175e-08
1966,6.6468897053084675e-09,1.8278947022665193e-08
1967,6.902469706915326e-09,2.5637744371920235e-08
1968,7.186265360559219e-09,2.919420249991589e-08
1969,3.1792304344691047e-09,3.1792304733269106e-08
1970,8.7375777724219e-09,2.6672604402921962e-08
1971,7.193756701440179e-09,1.5929032315398217e-08
1972,4.6171320100540925e-09,3.488499789039423e-08
1973,7.1671650836435674e-09,3.804110565441832e-08
1974,7.875800456247362e-09,8.438357568252286e-09
1975,3.4268881066168433e-09,2.1703623787061588e-08
1976,7.998937512354587e-09,2.285410793945175e-08
1977,5.876781838942691e-10,7.639816446136649e-09
1978,9.504946163474415e-09,1.6039596983929982e-08
1979,3.5111840102075575e-09,1.5215130266810206e-08
1980,3.97960553399912e-09,1.7055451329017757e-08
1981,3.795329828193417e-09,2.4669643328145696e-08
1982,8.069752865935698e-09,2.545075850068912e-08
1983,4.4207211225000265e-09,1.3262164144656197e-08
1984,2.3196033982486597e-09,2.0296528902008504e-08
1985,2.4062232206745193e-09,1.6242006184441493e-08
1986,4.7955883708539204e-09,1.1988970705090196e-08
1987,9.777306964053878e-09,1.9554613928107756e-08
1988,8.994830658082265e-09,1.1993107784658008e-08
1989,7.683371272548811e-09,1.865961507530045e-08
1990,8.717841559757744e-09,1.4711357576580042e-08
1991,5.2753188484189195e-09,1.6412102177287835e-08
1992,9.366905473484621e-09,1.157088314052146e-08
1993,5.539207315052863e-09,1.772546370792938e-08
1994,5.274926717646622e-09,1.6352272314001937e-08
1995,4.337960657352369e-09,1.1929391419140956e-08
1996,8.540947504798169e-09,1.8149513669740713e-08
1997,6.7128524960935465e-09,2.4453961633419397e-08
1998,9.536258005482523e-09,2.145658195562561e-08
1999,5.941261704833778e-09,1.690974357759778e-08
2000,6.627047355323157e-09,2.120655140380734e-08
2001,9.638665865452367e-09,2.0591695987226544e-08
2002,7.448076377869484e-09,1.489615336636163e-08
2003,5.8336921959778465e-09,1.8751152852658493e-08
2004,4.404791198453495e-09,1.6297727306602283e-08
2005,4.503749373441224e-09,2.026687362377544e-08
2006,1.2765458912156191e-08,1.7295138099449048e-08
2007,5.991719120856942e-09,1.1983438241713884e-08
2008,8.940623352771127e-09,1.4475294823901308e-08
2009,9.059565542202108e-09,1.0490023738540799e-08
2010,1.0864724231396394e-08,1.7005655050805757e-08
2011,3.059177577924288e-09,8.795135286732148e-09
2012,4.765953853791416e-09,1.1234033758800166e-08
2013,8.925200134513034e-09,8.925200245535336e-09
2014,5.197068553286499e-09,9.527958380606272e-09
2015,4.876465897751814e-09,1.0196246694182953e-08
2016,3.935546111222266e-09,1.367084456749268e-08
2017,4.779661555431858e-09,6.037467109587524e-09
2018,5.937373259712331e-09,1.0067719991013746e-08
2019,3.826481798085979e-09,1.0203950628895342e-08
