year,nos_DET eaux_NOUN,nos_DET maux_NOUN
1800,1.6978488170948935e-07,2.351835064473562e-06
1801,2.5240534040626983e-07,2.931235684400235e-06
1802,5.572221937200084e-07,2.152802153432276e-06
1803,5.558466682487051e-07,2.0946643211061655e-06
1804,1.9033252907085796e-07,2.5534221066436658e-06
1805,2.4448747981686836e-07,3.36596723027327e-06
1806,1.123850950079941e-07,1.6108530047631575e-06
1807,1.7366425675291453e-07,2.1636857816531574e-06
1808,2.1074488509853495e-07,1.9510897040220243e-06
1809,3.4789070069152217e-07,1.6129477415915972e-06
1810,6.248138508802015e-07,1.984427520085319e-06
1811,2.0307322312618226e-07,1.1708048930358927e-06
1812,5.521120840512594e-07,1.2055780942432648e-06
1813,2.5594099395398473e-07,2.228699685247193e-06
1814,1.5733385794192145e-07,3.983693190434678e-06
1815,2.0498898534171417e-07,3.6412517161465985e-06
1816,2.0394914201915526e-07,3.09168351009248e-06
1817,4.125714561098448e-07,2.4551894313162848e-06
1818,9.393887872022333e-07,2.424767590269994e-06
1819,2.950049129424315e-07,2.3082842304233964e-06
1820,2.7530235424677585e-07,3.139870813129164e-06
1821,4.4376696273218386e-07,2.772064441103339e-06
1822,3.258325307342602e-07,2.1304434341118395e-06
1823,2.2137218458340158e-07,2.3856807231936727e-06
1824,2.206331588539001e-07,2.7924410090918173e-06
1825,1.6994505336320742e-07,2.144125488712234e-06
1826,1.8849086469430176e-07,2.207280868304906e-06
1827,5.382887540150705e-07,2.2499364540351507e-06
1828,4.797113555277122e-07,2.0334990864512292e-06
1829,9.199018062844289e-07,1.4480094847613145e-06
1830,3.965997514843167e-07,1.5989232657886987e-06
1831,3.710706950599274e-07,1.4343909704450652e-06
1832,3.0983630083802893e-07,1.6060073591006585e-06
1833,1.646033624069787e-06,1.8997150785793337e-06
1834,4.060521003879103e-07,2.0844007977416368e-06
1835,4.250455489795968e-07,1.8045527951926488e-06
1836,3.75017862097593e-07,1.959098600678999e-06
1837,4.049492597912874e-07,1.5084707598589375e-06
1838,2.670044372266034e-07,1.4966135388760904e-06
1839,2.7126923396458835e-07,1.1039539575818935e-06
1840,2.223021389191615e-07,1.6280923773592804e-06
1841,3.5698249689630757e-07,1.3765655495490137e-06
1842,2.5223075894587055e-07,1.4630726354880608e-06
1843,3.538239612410621e-07,1.3633150892644608e-06
1844,3.507190520779524e-07,1.3672005927389819e-06
1845,3.1026068048056743e-07,1.3057732850541015e-06
1846,3.2199757704631793e-07,1.2159799780420144e-06
1847,2.1518961723643315e-07,1.2652502405785526e-06
1848,2.244616927882248e-07,1.2051742501739682e-06
1849,4.7678869941059077e-07,1.235125775878032e-06
1850,2.0706437897644037e-07,1.3163863599174874e-06
1851,3.3021126988330707e-07,1.233132724820507e-06
1852,5.462347409945778e-07,1.2129145972039623e-06
1853,5.303075720775041e-07,1.2439533936259295e-06
1854,3.7720523471396206e-07,1.4984295830799965e-06
1855,3.0886374702276953e-07,1.2683579946326518e-06
1856,2.7335559593666403e-07,1.4843000997188938e-06
1857,3.8075769914769353e-07,1.2618700786504178e-06
1858,3.2445070619058214e-07,1.120162481882403e-06
1859,2.7344970776610467e-07,1.141665230797173e-06
1860,3.7212506143191604e-07,1.1772516561592283e-06
1861,3.437937690087267e-07,1.172388582659778e-06
1862,3.3930077683597126e-07,1.5338563734701438e-06
1863,4.1255567762021883e-07,1.2116950536267268e-06
1864,3.015883973667144e-07,1.1258021181959066e-06
1865,3.751355008851931e-07,1.1334080660674317e-06
1866,3.5129725728388905e-07,1.116171567616675e-06
1867,4.682963172797372e-07,1.062765658588205e-06
1868,4.954693952896605e-07,9.217804901595628e-07
1869,3.750542578728755e-07,1.1129539885246231e-06
1870,6.748975378556565e-07,1.0642395125159965e-06
1871,3.016414447110094e-07,1.5145799139304472e-06
1872,5.140238581446965e-07,1.3128773641568614e-06
1873,4.561335344988038e-07,8.266672200107905e-07
1874,4.098581971589965e-07,8.077671473927239e-07
1875,5.321020166704216e-07,9.875355857502655e-07
1876,3.845265357238503e-07,8.809043698931873e-07
1877,4.490176337412777e-07,9.17208231143718e-07
1878,3.2973425279081425e-07,8.388294165939669e-07
1879,4.765273846629725e-07,9.933762790126366e-07
1880,3.5426511679759187e-07,8.253350056719455e-07
1881,3.186436088320477e-07,7.781318416277827e-07
1882,4.166271019290235e-07,7.141228408613642e-07
1883,3.791603362945928e-07,5.870665731322333e-07
1884,3.307450313627669e-07,8.463375529288442e-07
1885,5.143617218816843e-07,6.516537940370881e-07
1886,4.175391046246091e-07,7.976481395388646e-07
1887,4.119751542130956e-07,6.927189311056736e-07
1888,4.6793736685479814e-07,6.873226459092052e-07
1889,3.6024536420597997e-07,8.40781343214303e-07
1890,4.155481057033228e-07,5.617109408717624e-07
1891,3.129742042196071e-07,6.304103736809452e-07
1892,3.91782009945274e-07,7.735344276227352e-07
1893,4.27394099777878e-07,5.573367065636603e-07
1894,3.1444679748915405e-07,5.791114485731441e-07
1895,3.141716815591167e-07,7.607528820230414e-07
1896,3.408482802669255e-07,6.185983121298477e-07
1897,3.589255677116654e-07,5.028453844424519e-07
1898,3.3271127719558535e-07,6.116681738888019e-07
1899,3.742170449072546e-07,6.428573939842863e-07
1900,3.389757836647078e-07,5.590764287077832e-07
1901,3.576792846349264e-07,4.878969033228486e-07
1902,3.3439032454118944e-07,5.023220595035127e-07
1903,4.741393360152557e-07,4.5901872880449446e-07
1904,4.3158239471097204e-07,4.783416551745745e-07
1905,4.051195880983016e-07,4.969810944999153e-07
1906,3.8375617172903276e-07,5.252212549322621e-07
1907,3.455990824074995e-07,6.397697092097587e-07
1908,2.93209934998373e-07,5.456553324734159e-07
1909,3.11905774097454e-07,6.133596901491956e-07
1910,3.04082187874144e-07,6.183182570396184e-07
1911,2.9262058276469105e-07,6.113109769501079e-07
1912,2.938113508044182e-07,5.678269161535354e-07
1913,5.531018267834753e-07,4.258300774218071e-07
1914,2.765755140465842e-07,4.326096396667367e-07
1915,2.81560214587806e-07,4.1114860094282335e-07
1916,3.812649200796159e-07,4.5597966180643823e-07
1917,5.549011046213081e-07,4.518166996092532e-07
1918,4.812791596364718e-07,4.939141913240519e-07
1919,2.771562306325137e-07,5.055108864837621e-07
1920,2.3549641259279497e-07,5.345995646166557e-07
1921,2.983662596989234e-07,4.793549130965857e-07
1922,1.741192794391111e-07,3.9398174855875823e-07
1923,1.85779090333682e-07,4.745328769928392e-07
1924,2.2560342816113632e-07,5.865688965656091e-07
1925,2.694553526971788e-07,4.3002876815023683e-07
1926,2.7642423017226747e-07,4.781693352384764e-07
1927,1.6612345454802835e-07,4.905658803622259e-07
1928,1.553941626486477e-07,3.667759100878243e-07
1929,2.1723792831274125e-07,3.7320360668502417e-07
1930,2.405325290055771e-07,4.653096352669195e-07
1931,2.2354499051857601e-07,4.27700861393987e-07
1932,2.2795836351896526e-07,5.205780162498286e-07
1933,1.3535381349072395e-07,4.095026397976653e-07
1934,2.671892360694983e-07,4.469129528672511e-07
1935,2.6330223867887526e-07,4.847155175013995e-07
1936,2.303695834093844e-07,4.510393871726137e-07
1937,2.669316977454983e-07,3.3744195482299233e-07
1938,1.7243734884431206e-07,3.9673555818353634e-07
1939,2.707046968808413e-07,4.5576271467950846e-07
1940,2.738645619171365e-07,2.611856433354376e-07
1941,2.597322330544216e-07,5.283189654647913e-07
1942,1.8508691357332907e-07,7.069713401364197e-07
1943,2.4967822320753896e-07,6.909699559187743e-07
1944,2.6348126702657737e-07,6.265712961806003e-07
1945,2.2438591429363441e-07,4.66199860937877e-07
1946,3.020879564274992e-07,4.5661222181081484e-07
1947,2.4914621166161055e-07,4.482247395465322e-07
1948,1.9895554714821628e-07,4.500961612308174e-07
1949,3.54393992818558e-07,3.219978816915159e-07
1950,3.2437852026667713e-07,4.796548154217817e-07
1951,1.9936821149535433e-07,3.65686087189232e-07
1952,2.2882223937870094e-07,3.152896352887069e-07
1953,3.092088525225023e-07,3.286017451475942e-07
1954,1.6320135864944518e-07,3.6842460460206894e-07
1955,1.3796843267854797e-07,2.853224927434894e-07
1956,2.206448850294862e-07,3.758812017196078e-07
1957,3.0834280984048945e-07,3.3573143820575524e-07
1958,1.6958099247066372e-07,4.2271162659091033e-07
1959,2.6740080061316007e-07,3.084797661756511e-07
1960,1.930912449932265e-07,3.3150791622915676e-07
1961,1.7022990411730277e-07,4.2036362746245004e-07
1962,1.636224816192744e-07,4.693047621628921e-07
1963,1.4483959220878972e-07,3.4981346752616105e-07
1964,1.782602789823784e-07,4.423045050216956e-07
1965,1.1764892937637939e-07,4.1423367580506465e-07
1966,1.2241355173969737e-07,4.109993447798388e-07
1967,1.6220804321953608e-07,5.546627583896679e-07
1968,1.7741092078749077e-07,5.793926636243896e-07
1969,2.011998722628583e-07,6.944347799020534e-07
1970,2.1338084646438382e-07,4.3825850681855627e-07
1971,1.7265015805900674e-07,4.891754308289364e-07
1972,1.6929484125682848e-07,3.934822614404254e-07
1973,1.5822894761097217e-07,3.6332013131357144e-07
1974,1.3838906975927046e-07,2.880292599982681e-07
1975,1.3936011811210847e-07,3.021372885214646e-07
1976,1.3941006160589353e-07,2.982461131395553e-07
1977,1.1283420953134282e-07,2.809101706802153e-07
1978,1.44356371079013e-07,3.564354691398819e-07
1979,1.293286091552659e-07,3.786226843160989e-07
1980,2.0693947977434846e-07,3.013129776796575e-07
1981,1.3916208974062982e-07,3.137472672776198e-07
1982,1.4711780194076596e-07,3.2961838503098306e-07
1983,1.3514776053824562e-07,2.7534778102022983e-07
1984,1.7628986359596865e-07,3.195253768240036e-07
1985,1.906931972328607e-07,2.827312148845351e-07
1986,1.1809136313267743e-07,3.051193124825602e-07
1987,1.1732768312455732e-07,3.360949243358391e-07
1988,1.007421059906477e-07,2.8003905994111733e-07
1989,1.5202097858324493e-07,4.170972820460861e-07
1990,1.1496653717912864e-07,3.14932025791137e-07
1991,1.1840159991338695e-07,3.282420433237121e-07
1992,9.917899335132319e-08,2.832111212214272e-07
1993,1.1521551146476128e-07,3.755582662634538e-07
1994,1.2079581757085123e-07,3.312653968912116e-07
1995,6.235818150734929e-08,3.7902930660749234e-07
1996,8.434185394534666e-08,3.208193435355611e-07
1997,9.445941828722937e-08,2.8481674529956535e-07
1998,6.389293227826442e-08,2.922863173715484e-07
1999,9.231806299969669e-08,3.18543021293749e-07
2000,7.819915959217383e-08,3.0484418012122205e-07
2001,7.754744640875444e-08,2.75140091154924e-07
2002,7.448076444482865e-08,2.887224930248067e-07
2003,7.042099459120266e-08,2.4626513739356426e-07
2004,8.325055622648847e-08,2.8983525979242586e-07
2005,7.070886676174837e-08,3.085068440711325e-07
2006,6.382729184073455e-08,3.0966532182929996e-07
2007,9.347081686428282e-08,2.8720307643226306e-07
2008,1.0132706734777841e-07,2.9546632385191174e-07
2009,7.10460670294566e-08,2.8847563848799496e-07
2010,7.038451477203722e-08,2.9193039630115436e-07
2011,7.265547086188207e-08,2.7494358745272507e-07
2012,7.285101005782835e-08,3.3429760382119866e-07
2013,6.666008856015537e-08,3.179602661163017e-07
2014,9.09486965322559e-08,3.570819231413225e-07
2015,7.846676788880735e-08,3.686164982141804e-07
2016,1.0128852867552496e-07,4.3705274688221607e-07
2017,7.270116775259794e-08,3.1973421155129245e-07
