year,vos_DET archers_NOUN,vos_DET marchés_NOUN
1800,0.0,3.772997558826319e-08
1801,2.1430643926123594e-08,3.095537337571841e-08
1802,4.475680270843441e-09,6.713520406265161e-09
1803,0.0,4.6808139586573816e-08
1804,0.0,6.426812149129546e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,1.1387820464392462e-08
1808,0.0,1.5862518409903714e-08
1809,0.0,4.743964154840796e-08
1810,9.360507036149102e-09,7.020380277111826e-09
1811,0.0,7.521229861140455e-09
1812,8.00162425207418e-09,1.600324850414836e-08
1813,0.0,2.8757416004054903e-08
1814,0.0,5.349351184236184e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,6.952811659743929e-09
1817,6.227493631882908e-09,3.89218364205135e-08
1818,0.0,2.2650237241350624e-08
1819,0.0,3.001804582680734e-08
1820,0.0,5.458581142647745e-08
1821,1.97229765852569e-09,5.9168929311681495e-08
1822,2.5064039732569654e-08,2.3058916553964082e-08
1823,0.0,1.976537300496517e-08
1824,7.57900142644985e-09,1.431589158329416e-08
1825,4.6668848341369085e-08,2.1133063299316746e-08
1826,8.807984341885344e-10,5.813269510213104e-08
1827,6.452091305675367e-09,4.608636627878582e-08
1828,1.559291229469295e-08,2.2930752408001354e-08
1829,1.0287811491593857e-08,1.543171707085733e-08
1830,1.0436835395921662e-08,3.861629327417404e-08
1831,1.091384405071949e-08,4.8332740476553226e-08
1832,2.0294954605759585e-08,1.0823975604701275e-08
1833,3.4750886612755494e-09,1.50587169400751e-08
1834,1.0267983796552471e-08,1.9602515166639023e-08
1835,3.7059130875150004e-08,4.840376277570613e-08
1836,1.2097349788575684e-08,3.8308275218668086e-08
1837,3.1310509740478665e-08,2.99189295560609e-08
1838,3.9135404250600914e-08,3.724175656749651e-08
1839,2.7965900706306e-09,1.747868882961967e-08
1840,8.917564464638872e-09,2.1019973317493168e-08
1841,1.926164561183441e-09,3.980740004294603e-08
1842,9.391571076378114e-09,2.1466448174578545e-08
1843,4.7255288571079745e-09,2.5990408991649616e-08
1844,4.390849017710252e-09,2.7442807137845193e-08
1845,4.464182357111213e-09,1.674068350610014e-08
1846,6.439951683034906e-09,3.2785206105501175e-08
1847,2.6966118227278457e-09,2.8584084432736745e-08
1848,1.206783295515379e-08,2.494018680465615e-08
1849,2.513824481908955e-09,1.1731181359664333e-08
1850,6.788996032014438e-09,2.308258650884909e-08
1851,1.2253933867611977e-08,5.804495017969202e-08
1852,1.3021090872200602e-08,2.669323606596663e-08
1853,1.970737528722566e-08,3.1054046445433414e-08
1854,6.234797567117312e-09,2.1302223984775992e-08
1855,9.552486801567284e-09,2.9718847827098216e-08
1856,2.070875637638636e-09,2.2779632846692266e-08
1857,4.393358177257056e-09,1.7085282522089074e-08
1858,1.3212925420447164e-08,1.859596826525589e-08
1859,8.147477359443656e-09,2.13871282905842e-08
1860,7.323494338740133e-09,1.7393299245327398e-08
1861,6.13075279431996e-09,3.065376574795664e-08
1862,1.400575744270327e-08,1.8975542914745347e-08
1863,5.494082966350788e-09,2.1476869171976887e-08
1864,7.1920918109924514e-09,5.465989827424522e-08
1865,5.177528850097701e-09,4.565638889175716e-08
1866,2.4328064562872953e-09,1.1190909532388105e-08
1867,1.6014277903764196e-08,2.038180824115443e-08
1868,4.93987406535723e-10,3.210918064766588e-08
1869,1.953407657850903e-09,8.790334127262156e-09
1870,4.013834153937523e-09,2.465641024684828e-08
1871,2.1242354542039266e-08,1.5931766128574054e-08
1872,1.8142017887967654e-09,2.418935796111299e-08
1873,3.591602570907071e-09,3.5916027818494456e-08
1874,1.1949218281515073e-09,1.0754296453363565e-08
1875,9.154443758596642e-09,2.0025344937835143e-08
1876,3.02300739996042e-09,2.1765654167893445e-08
1877,8.040260901509555e-09,2.0409892775852256e-08
1878,2.4156354139215352e-09,4.227362010444935e-08
1879,3.0546627449723474e-09,4.032154610200678e-08
1880,3.2089231272180996e-09,2.1178893305773272e-08
1881,8.367009307619355e-09,1.1853263259808955e-08
1882,3.3276925659464496e-09,1.1979693681496428e-08
1883,6.319338941018771e-10,1.516641390253426e-08
1884,1.9805090900604227e-09,2.2445769687351458e-08
1885,1.2891271383708158e-09,9.66845359329227e-09
1886,2.5813855497602844e-09,1.0325542199041138e-08
1887,2.6115698492645834e-09,1.2404957061562527e-08
1888,4.4384300679212174e-09,8.242799331981132e-09
1889,3.759081934617825e-09,7.51816386923565e-09
1890,0.0,1.9007721618891082e-08
1891,2.5496880162734215e-09,1.72103943318902e-08
1892,6.268512375839919e-09,1.3163875989263829e-08
1893,1.2316833108982905e-09,3.695050043717174e-09
1894,2.520615716150587e-09,8.192000855444803e-09
1895,4.213029924926559e-09,9.629783193076946e-09
1896,1.179405795248556e-09,1.297346396977872e-08
1897,5.826713556089658e-10,1.981082675683865e-08
1898,3.96084842702038e-09,3.055511754723739e-08
1899,2.7637891975018647e-09,1.0502398950507086e-08
1900,3.6337372000261325e-09,2.180242297811219e-08
1901,0.0,1.956058603980182e-08
1902,0.0,8.838511256215043e-09
1903,1.6200660812870638e-09,2.1060858390598014e-08
1904,0.0,1.5048950530172078e-08
1905,1.0321518084666081e-09,1.909480928929952e-08
1906,1.0288369045596824e-09,1.8519064060029677e-08
1907,5.142843373384665e-10,1.182853937020667e-08
1908,1.964555629285769e-09,2.9468335327464956e-08
1909,3.300590190047359e-09,9.351672325408344e-09
1910,1.068830135508847e-09,6.412980813053082e-09
1911,0.0,1.8621308717214902e-08
1912,1.0418842455450772e-09,8.856016087133156e-09
1913,2.121195885607108e-09,7.954484182448596e-09
1914,2.0090231145353243e-09,8.705766774141921e-09
1915,1.1780761921542648e-09,1.0602685840410686e-08
1916,0.0,7.69122365795738e-09
1917,0.0,3.070598708632133e-08
1918,0.0,3.44591288836682e-09
1919,0.0,1.1049418269237776e-08
1920,2.2716695191604686e-09,5.300562211374427e-09
1921,4.543648568500203e-09,6.815472630705699e-09
1922,6.6401419362982494e-09,2.2133805899215986e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,1.289162443462999e-09,2.578324886925998e-09
1925,4.399271169575059e-09,9.898360353588487e-09
1926,5.57306911730393e-09,2.229227646921572e-08
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,0.0,2.0052731031228177e-08
1930,2.100720708497761e-09,8.402882833991043e-09
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,3.287861094491973e-09,9.863582839386709e-09
1933,1.1470662197865522e-09,8.02946331646126e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,0.0
1939,3.058810094103137e-09,7.647025235257843e-09
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,1.7419411690866582e-08,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,0.0,7.152522574216391e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,4.908504158684934e-09,9.817008317369869e-10
1950,3.190608444114673e-09,1.914365022059883e-08
1951,1.0661401761424827e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,0.0,2.1547654771580937e-09
1954,9.772536113672459e-10,2.443134050622575e-08
1955,4.6928039232341234e-09,1.2201289756319511e-08
1956,8.72114158667614e-10,1.3953826538681824e-08
1957,4.417518850718949e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,1.0753916868111446e-08
1959,3.100299128533379e-09,6.200598257066758e-09
1960,5.536666680683311e-09,9.689166413640038e-09
1961,1.3896318540318475e-09,6.25334317660986e-09
1962,4.439369538644655e-09,2.600202081426417e-08
1963,6.466053248388448e-09,5.1728425987107585e-09
1964,1.8251904432275978e-09,7.300761772910391e-09
1965,5.472043373977442e-10,1.2038495533772675e-08
1966,4.431259692516676e-09,2.2156298795650287e-08
1967,9.860671168482327e-10,3.3526280418527676e-08
1968,2.6948494546985557e-09,2.515192853991266e-08
1969,1.3625273131978588e-09,2.634219598007803e-08
1970,3.6789800095249348e-09,2.161400730615881e-08
1971,3.083038491169532e-09,1.9525909777939887e-08
1972,2.0520587451500205e-09,2.3598676068825597e-08
1973,5.513203782392395e-10,1.0475087464101307e-08
1974,1.687671502548227e-09,9.563471792262135e-09
1975,2.2845920710778955e-09,2.2845919822600536e-08
1976,5.713526873840635e-10,1.4855170205052559e-08
1977,1.1753563677885381e-09,9.402850942308305e-09
1978,1.7821774056514528e-09,2.1386129422928946e-08
1979,4.0963813452421505e-09,1.9896710057309974e-08
1980,4.548120546843393e-09,1.9329513156751688e-08
1981,1.2651099057237047e-09,1.5813873599501704e-08
1982,6.207502289967692e-10,1.4277254822836483e-08
1983,1.2630632095778083e-09,1.0104505676622466e-08
1984,4.059305780401701e-09,1.449752107252067e-08
1985,1.8046674155058895e-09,1.924978554335155e-08
1986,2.997242676272549e-09,4.675698811462681e-08
1987,1.8332450557601021e-09,3.7887065762465255e-08
1988,0.0,3.8377943434309e-08
1989,1.6464366536794728e-09,4.2258539445505505e-08
1990,5.44865097484859e-10,6.647354044986287e-08
1991,5.861465202094962e-10,4.9822453718206816e-08
1992,1.1019888335184191e-09,5.179347439820958e-08
1993,5.539207426075166e-10,7.3117538690326e-08
1994,5.274926606624319e-10,9.758614172294955e-08
1995,5.422450821690461e-10,1.8436332238636055e-08
1996,1.6014276571496566e-09,2.6156651067310577e-08
1997,0.0,1.0069277966984203e-08
1998,0.0,7.1521940592234046e-09
1999,9.140402323914998e-10,1.2339543387085428e-08
2000,4.4180314962005696e-10,1.1045078629479121e-08
2001,1.3143635069212678e-09,1.0514908055370142e-08
2002,2.190610748353805e-09,6.571832411594869e-09
2003,2.5001538617175356e-09,1.125069237772891e-08
2004,8.809582507929292e-10,1.1452457121530202e-08
2005,1.8014998381943315e-09,1.0358624180639708e-08
2006,4.1178899179428186e-10,1.2353670086895363e-08
2007,3.994479469415779e-10,6.7906151812735516e-09
2008,1.7029758714315335e-09,1.4049550939310151e-08
2009,1.907277002999308e-09,1.2397300519495502e-08
2010,3.3066552274085836e-09,1.7950414155087913e-08
2011,6.118355155848576e-09,1.1471915833949353e-08
2012,5.446804146602702e-09,1.9404240686471397e-08
2013,1.394562543222122e-08,1.6734749697100426e-08
2014,9.311414583823563e-09,1.5374660988776157e-08
2015,1.1747849984478087e-08,1.3077794847049518e-08
2016,1.1392370297125254e-08,1.491364898242864e-08
2017,1.0817129081353016e-08,1.0817129109108592e-08
2018,9.293280478495092e-09,1.3681773936013997e-08
2019,6.887666770261092e-09,2.7550666970022064e-08
