year,mêmes_ADJ arrêts_NOUN,mêmes_ADJ marais_NOUN
1966,8.862519607077957e-09,1.6617224263271169e-09
1967,7.3955032653394426e-09,2.465167847631733e-09
1968,9.881114926280077e-09,1.7965663401398047e-09
1969,1.0446043141598693e-08,1.8167031212712459e-09
1970,1.3796174869185052e-08,2.2993624781975086e-09
1971,1.284599360218408e-08,2.569198631618974e-09
1972,1.1286323153836264e-08,2.565073486948677e-09
1973,1.1026407342740185e-08,0.0
1974,2.025205825262333e-08,2.812785782069227e-09
1975,2.2845920710778955e-08,1.1422960355389478e-09
1976,1.8854638739185248e-08,5.713526873840635e-10
1977,8.22749424145286e-09,1.7630346071939584e-09
1978,2.1386128423728223e-08,0.0
1979,1.6970723493159312e-08,1.1703946700691858e-09
1980,1.7055452161685025e-08,5.685150683554241e-10
1981,8.22321433169293e-09,1.2651099057237047e-09
1982,1.9864006883807406e-08,2.483000915987077e-09
1983,2.084054262496693e-08,3.157658134966823e-09
1984,1.1598016769198694e-08,5.799008495621649e-10
1985,9.62489254963117e-09,1.8046674155058895e-09
1986,1.2588419251446936e-08,3.5966913891627428e-09
1987,2.138785948346822e-08,2.4443267410134695e-09
1988,1.3792073927376691e-08,0.0
1989,9.439569836899864e-08,2.7440609784434855e-09
1990,1.6345952147389653e-08,3.814055737905164e-09
1991,8.7921980806982e-09,1.7584396161396398e-09
1992,1.4325854724717146e-08,5.509944167592096e-10
1993,1.1632335983335906e-08,3.323524566667402e-09
1994,8.439882348554306e-09,2.1099706426497278e-09
1995,1.2471636778865758e-08,5.422450821690461e-10
1996,1.868332244470139e-08,5.338092190498855e-10
1997,2.5412941084823615e-08,4.79489448146353e-10
1998,1.09666975500744e-08,9.536258449571733e-10
1999,1.5081663473637263e-08,1.3710603763428253e-09
2000,1.1486882001143783e-08,1.3254094488601709e-09
2001,2.8915996708178682e-08,0.0
2002,1.0953053575235572e-08,1.3143663935011318e-09
2003,1.5000922726216004e-08,1.2500769308587678e-09
2004,7.04766583980998e-09,4.404791253964646e-10
2005,1.4862373554080932e-08,1.8014998381943315e-09
2006,7.41220168576362e-09,2.4707338397433887e-09
2007,5.59227145147112e-09,1.1983438685803094e-09
2008,5.108927586539025e-09,8.514879357157668e-10
2009,7.152288761247405e-09,2.384096253749135e-09
2010,6.140930985942816e-09,4.723793023408973e-10
2011,6.883149605840799e-09,7.64794394481072e-10
2012,5.106379125097149e-09,2.0425516833455504e-09
2013,1.0319762933086452e-08,3.3469500504423877e-09
2014,3.551330074458292e-08,1.2992671383216248e-09
2015,3.746012389171938e-08,1.7732603163622684e-09
2016,3.583418362040902e-08,1.2428040818690533e-09
2017,3.9746659297179576e-08,2.264050280587071e-09
2018,3.846385432382249e-08,7.744400121190154e-10
2019,4.285659471747749e-08,2.2958890344426663e-09
