year,des_DET autos_NOUN,des_DET motos_NOUN
1909,4.840865636124292e-08,0.0
1910,3.580581120488091e-08,1.068830135508847e-09
1911,6.756875492452963e-08,1.5961122423746588e-09
1912,5.417798187856704e-08,5.209421227725386e-10
1913,1.0765069202722799e-07,6.893886794756554e-09
1914,1.1585366294086796e-07,2.678697486047099e-09
1915,3.157244066187559e-07,0.0
1916,6.196928623580789e-07,3.2962386153911893e-09
1917,4.825226653792924e-07,4.386569774084137e-09
1918,3.2621308587721387e-07,3.44591288836682e-09
1919,3.462150885980009e-07,6.445493971884986e-09
1920,2.407969716955449e-07,7.572231730534895e-09
1921,2.597452350983076e-07,0.0
1922,2.995441755748729e-07,3.6889677978990676e-09
1923,2.707066890650367e-07,5.307974060286824e-09
1924,2.3978420848891346e-07,6.445812328337297e-09
1925,2.6285645660095724e-07,5.499089184013428e-09
1926,2.853411338321621e-07,7.802296586589819e-09
1927,3.1886783702361754e-07,2.2298449753321847e-09
1928,3.199291618294353e-07,9.14083297942625e-09
1929,3.5426492717149927e-07,6.684243825105796e-09
1930,3.8128081492061483e-07,9.453243521306831e-09
1931,3.729551671938225e-07,9.124285327288817e-09
1932,3.002913101513016e-07,1.0959536500543265e-08
1933,3.4526692016534355e-07,9.176529758292418e-09
1934,3.546547873156669e-07,4.7926320689839486e-09
1935,3.4468657261754743e-07,1.3165112555668657e-08
1936,3.249423499163129e-07,6.0623572828433225e-09
1937,2.996686134792981e-07,1.0072894407464617e-08
1938,3.5524688379862113e-07,3.8895642262559704e-09
1939,3.6246900148029226e-07,1.070583532936098e-08
1940,3.2458021337333776e-07,1.2678914806940611e-08
1941,4.191133626818555e-07,2.9515025978810172e-09
1942,3.216264445882189e-07,1.8205270846394228e-08
1943,3.4838822005056613e-07,2.9032352522051497e-08
1944,3.8879552377579785e-07,1.2852744646352221e-08
1945,6.252306476994818e-07,4.1391576832694454e-08
1946,4.0231991960126834e-07,2.645009811175214e-08
1947,4.0411752766367215e-07,2.7418002979118228e-08
1948,3.0006411022576174e-07,1.3046265845417793e-08
1949,2.611324205759047e-07,1.276211036849162e-08
1950,2.7651939049633256e-07,1.4889505850490536e-08
1951,2.5480750664996776e-07,2.1322803522849654e-08
1952,2.6467458213996764e-07,3.1634410646574906e-08
1953,2.0578010229144184e-07,2.370241980464982e-08
1954,2.697219900760217e-07,3.127211556375187e-08
1955,2.49657161610628e-07,1.783265446420046e-08
1956,2.2500545426851204e-07,1.657016923672927e-08
1957,2.4473054410778516e-07,2.0320587545974433e-08
1958,2.655390181627304e-07,2.3162282314359572e-08
1959,2.480239373880977e-07,1.705164498488898e-08
1960,2.4568958734150215e-07,2.0070416939521607e-08
1961,2.0844477466308575e-07,2.014966149488373e-08
1962,2.105529475215917e-07,2.3465238641051656e-08
1963,2.6252175899799113e-07,3.103705514817534e-08
1964,2.2510682384790925e-07,2.190228598486499e-08
1965,1.855022642160975e-07,2.0793765376225792e-08
1966,2.0217622809237668e-07,1.9940668782858495e-08
1967,2.2778150920998996e-07,3.056808040025061e-08
1968,1.9852057531188905e-07,2.200793802753509e-08
1969,1.789452588329965e-07,3.133812842559536e-08
1970,1.545171553485325e-07,2.483311556389367e-08
1971,1.4438897433244335e-07,2.8775025473493088e-08
1972,1.472352206266514e-07,3.334595444215438e-08
1973,1.7311459643565286e-07,4.245166906891029e-08
1974,2.0870871364486732e-07,5.119270174436252e-08
1975,1.4792733837865057e-07,5.3687914558508965e-08
1976,1.434095242558442e-07,6.113473727253904e-08
1977,1.5103329964460954e-07,6.405692110078576e-08
1978,1.2415836281309822e-07,5.821779602843691e-08
1979,1.304990047135135e-07,4.7986181250792015e-08
1980,1.4212876031649557e-07,7.333844331824935e-08
1981,1.492829753146907e-07,5.566483496366459e-08
1982,1.3035754520274168e-07,7.262777490524286e-08
1983,1.3704236145883897e-07,5.999550367619122e-08
1984,1.542536320897625e-07,6.552879594501348e-08
1985,1.1910804964543331e-07,5.4140022021087475e-08
1986,1.1749191841659012e-07,6.114374972998604e-08
1987,1.1610551808871605e-07,6.233033078562045e-08
1988,1.1873176752885684e-07,5.097070809867432e-08
1989,1.426911826474253e-07,7.354083964017377e-08
1990,1.5256222773984973e-07,6.919787054471271e-08
1991,1.3950287558461838e-07,7.854363515136242e-08
1992,1.7411423769431167e-07,6.226236948236874e-08
1993,1.3737234039190582e-07,5.428423310860353e-08
1994,1.1552089596023052e-07,6.488159653983416e-08
1995,1.0194207378244613e-07,7.157635373289395e-08
1996,9.341661311168536e-08,7.526709921990005e-08
1997,1.169954240154425e-07,6.281311870637296e-08
1998,1.363684923871844e-07,7.009150038150835e-08
1999,9.231806022413913e-08,4.524499175317942e-08
2000,9.233686015797105e-08,6.936309571159427e-08
2001,1.0339659950453495e-07,6.440380984074068e-08
2002,1.0295870644938532e-07,6.046085676558732e-08
2003,1.329248391357396e-07,7.667138524070083e-08
2004,9.558396740771968e-08,7.00361835193064e-08
2005,9.502911524350566e-08,8.106749316283413e-08
2006,1.0747692469337267e-07,6.959233722625413e-08
2007,1.0225867419499934e-07,9.906309239582356e-08
2008,1.0345578260739785e-07,1.3198063175678953e-07
2009,1.0013204021497302e-07,1.378007672414583e-07
2010,9.589300004053669e-08,1.8942409862887644e-07
2011,1.0515922621578966e-07,2.703548229732178e-07
2012,1.6476582587188204e-07,2.7234022681454917e-07
2013,1.4866036757155143e-07,2.203408815404373e-07
2014,1.5504586850512148e-07,2.505420013676485e-07
2015,1.1880844452694106e-07,1.9993510491644884e-07
2016,9.341743748003672e-08,2.4503952111842864e-07
2017,1.0716503950902734e-07,2.636360818542016e-07
2018,1.1410082684237821e-07,2.7234472455006653e-07
2019,1.0229460833954818e-07,2.5637426936953034e-07
