year,beaux_ADJ êtres_NOUN,beaux_ADJ maîtres_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,1.035105001712111e-09
1820,0.0,0.0
1821,9.86148829262845e-10,9.86148829262845e-10
1822,0.0,0.0
1823,0.0,9.882686669016039e-09
1824,8.421112696055388e-10,0.0
1825,0.0,1.7610886082763955e-09
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,1.714635211591542e-09,8.57317605795771e-10
1830,0.0,0.0
1831,1.5591206548037917e-08,0.0
1832,2.705993873419743e-09,0.0
1833,0.0,0.0
1834,0.0,9.334530925997342e-10
1835,0.0,8.31939672707449e-09
1836,2.016224964762614e-09,0.0
1837,2.0873671680021744e-09,6.957890930081589e-10
1838,0.0,0.0
1839,6.9914751765765e-10,2.0974426639952526e-09
1840,6.369688665408546e-10,5.732719632334238e-09
1841,0.0,0.0
1842,9.391571076378114e-09,6.708265054555795e-10
1843,2.3627644285539873e-09,5.906911071384968e-10
1844,3.2931368743049916e-09,1.097712254427563e-09
1845,2.9017185099178278e-08,1.1718479075994992e-08
1846,1.2879903366069811e-08,1.1709002656346001e-09
1847,0.0,5.393223645455691e-10
1848,8.045221711050488e-10,0.0
1849,0.0,9.217356655710773e-09
1850,6.788996032014438e-10,0.0
1851,0.0,0.0
1852,3.2552727180501506e-09,0.0
1853,2.388772735173461e-09,1.1943863675867306e-09
1854,5.195664454227256e-10,5.195664454227256e-10
1855,1.2736649068756378e-08,1.0613874223963649e-09
1856,6.212626857404757e-09,1.0354378465748937e-09
1857,9.763018171682347e-10,2.4407544874094356e-09
1858,1.468102750479261e-09,4.893676130990343e-09
1859,4.073738679721828e-09,8.656694694408884e-09
1860,9.154367819341758e-10,3.204028820036342e-09
1861,1.0846716413936974e-08,9.431927461278633e-10
1862,3.162590411776023e-09,1.8071945051545413e-09
1863,9.989241656072068e-10,4.994620828036034e-10
1864,5.274200631788517e-09,4.794727948009836e-10
1865,1.4120533631256649e-09,0.0
1866,4.865612912574591e-10,2.432806400776144e-09
1867,6.79393608038481e-09,3.88224918879132e-09
1868,0.0,4.93987406535723e-10
1869,8.30198221279943e-09,4.883519144627257e-10
1870,6.880858549607183e-09,2.8670243956696595e-09
1871,0.0,0.0
1872,1.269941218851045e-08,0.0
1873,5.387403856360606e-09,4.190203295451056e-09
1874,3.5847653734322193e-09,1.7923826867161097e-09
1875,8.010138330405425e-09,6.293679966073995e-09
1876,1.0882827083946722e-08,0.0
1877,5.566334504436554e-09,1.2369631985365004e-09
1878,4.22736201599605e-09,3.6234530931267273e-09
1879,1.649517855639715e-08,6.720257683667796e-09
1880,1.9253538763308597e-09,2.5671385017744797e-09
1881,2.091752326904839e-09,4.183504487276224e-09
1882,2.6621540527571597e-09,4.6587693702804245e-09
1883,6.319338941018771e-10,3.159669414998234e-09
1884,5.941527270181268e-09,0.0
1885,4.511945039809007e-09,0.0
1886,5.808117542471791e-09,0.0
1887,3.9173548849191775e-09,6.528924623161458e-10
1888,1.9021844099853524e-09,1.9021844099853524e-09
1889,6.265136742733546e-10,5.6386229019267375e-09
1890,5.898947996740844e-09,4.588070479094597e-09
1891,2.5496880162734215e-09,1.2748440081367107e-09
1892,6.8953633913793055e-09,2.5074049503359674e-09
1893,5.542574843531156e-09,1.2316833108982905e-09
1894,2.520615716150587e-09,8.192000855444803e-09
1895,9.027921521465032e-09,3.0093072478365457e-09
1896,8.845543852942228e-09,5.897029087265082e-09
1897,9.322741689743452e-09,4.661370844871726e-09
1898,1.13167097914868e-09,4.52668391659472e-09
1899,4.4220627160029835e-09,1.7688250864011934e-08
1900,4.671947717582725e-09,9.863001082521805e-09
1901,5.58873880507349e-09,0.0
1902,5.4013122863239005e-09,0.0
1903,6.480264325148255e-09,5.940242076007962e-09
1904,8.061937784020756e-09,7.524475265086039e-09
1905,8.773290538499623e-09,1.4450125207510212e-08
1906,1.0288369267641428e-08,3.600929110447737e-09
1907,1.491424583832668e-08,0.0
1908,9.331639461152008e-09,4.4202499438483756e-09
1909,7.701377313651392e-09,1.6502950117569526e-08
1910,2.2979847358328698e-08,5.878565634276356e-09
1911,1.0640748726586935e-08,5.3203743632934675e-09
1912,1.82329742415277e-08,7.293189607793238e-09
1913,2.227255713194154e-08,9.545381374209683e-09
1914,1.2054139020278853e-08,1.2054139020278853e-08
1915,0.0,0.0
1916,0.0,2.197492410260793e-09
1917,5.483212106582869e-09,1.0966424213165737e-08
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,1.749491218561161e-08,1.3811772170413406e-08
1920,1.4387239843927091e-08,4.543339038320937e-09
1921,2.877644078580488e-08,3.0290989716519334e-09
1922,9.591316185719734e-09,1.1804696498085576e-08
1923,6.369568872344189e-09,4.246379248229459e-09
1924,2.0626599095407983e-08,1.5469948877466777e-08
1925,2.3096173862313663e-08,1.0998178368026856e-08
1926,4.458455382660986e-09,5.57306911730393e-09
1927,1.2264147031260109e-08,5.574612327308159e-09
1928,5.713020723163709e-09,2.2852082448565625e-09
1929,7.798284684668033e-09,2.2280812750352652e-09
1930,1.05036033204442e-08,6.302162347537887e-09
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,1.1470662641954732e-08,4.588264879146209e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,1.196828414151696e-08,2.393656828303392e-09
1936,1.576212937948185e-08,6.0623572828433225e-09
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,9.176430282309411e-09,0.0
1940,3.550096039361961e-08,0.0
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,4.357008087652048e-09,8.714016175304096e-09
1946,1.2528993842408909e-08,5.568441707737293e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,8.835307596655184e-09,9.817008317369869e-10
1950,1.3825969702452312e-08,4.2541445921528975e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,6.326882129314981e-09,8.435843135146115e-09
1953,1.6160740301529586e-08,0.0
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,9.385607846468247e-09,9.385607846468247e-10
1956,9.593255967388359e-09,0.0
1957,7.951533653738352e-09,6.184526224473075e-09
1958,1.1581140491045971e-08,0.0
1959,9.300897829689347e-09,7.750747821333448e-10
1960,1.1073333361366622e-08,1.3841666701708277e-09
1961,5.55852741612739e-09,4.16889545107324e-09
1962,8.244543714397423e-09,1.2683912808952869e-09
1963,6.466053470433053e-09,6.466053248388448e-10
1964,6.083968440151466e-09,0.0
1965,8.755269398363907e-09,1.0944086747954884e-09
1966,5.539074976468328e-09,5.539074754423723e-10
1967,8.381570104631919e-09,2.465167847631733e-09
1968,8.533690198930799e-09,3.1439910674890825e-09
1969,8.629339909305145e-09,2.2708788183223305e-09
1970,8.277704743875347e-09,4.5987250119061684e-10
1971,8.221435976452085e-09,0.0
1972,1.128632298730281e-08,1.0260293725750103e-09
1973,1.268036875501366e-08,1.6539611902288698e-09
1974,2.812785782069227e-09,0.0
1975,3.998036124386317e-09,2.2845920710778955e-09
1976,1.085570122683066e-08,1.142705374768127e-09
1977,5.289103821581875e-09,1.7630346071939584e-09
1978,2.970295565063452e-09,5.940591352171509e-10
1979,5.851973128301324e-09,0.0
1980,5.116635559687666e-09,5.116635559687666e-09
1981,4.427884725544118e-09,1.8976649140967083e-09
1982,3.1037510339615437e-09,6.207502289967692e-10
1983,4.4207211225000265e-09,0.0
1984,2.8995041922996734e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,0.0
1986,7.1933827783254856e-09,1.7983456945813714e-09
1987,4.277571630240118e-09,6.110816852533674e-10
1988,8.395175221664886e-09,5.996553809062277e-10
1989,3.2928733073589456e-09,0.0
1990,8.172976073694826e-09,0.0
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,4.4079553340736766e-09,0.0
1993,7.754890063438324e-09,5.539207426075166e-10
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,4.337960657352369e-09,1.626735190995987e-09
1996,8.540947504798169e-09,2.135236876199542e-09
1997,1.006927874414032e-08,2.3974471297094624e-09
1998,6.675381136744818e-09,0.0
1999,5.0272213059088244e-09,9.140402323914998e-10
2000,4.418031274155965e-09,2.2090156370779823e-09
2001,3.066848330846028e-09,1.3143635069212678e-09
2002,6.133709984368352e-09,0.0
2003,6.667076668520622e-09,8.333845835650777e-10
2004,3.9643119897903034e-09,8.809582507929292e-10
2005,4.954124666056714e-09,2.702249757291497e-09
2006,6.58862386870851e-09,4.1178899179428186e-10
2007,3.994479413904628e-09,7.988958938831558e-10
2008,7.663391698997657e-09,1.2772318758180745e-09
2009,5.245011536203492e-09,0.0
2010,6.613310343794865e-09,1.8895172093635892e-09
2011,4.5887662558641296e-09,1.529588788962144e-09
2012,4.085103366691101e-09,0.0
2013,7.80955033974351e-09,0.0
2014,5.413613113347537e-09,2.165445156521173e-09
2015,7.314698624583116e-09,1.10828768384863e-09
2016,9.113896304313585e-09,2.2784741315895474e-09
2017,6.792150397672003e-09,7.54683426862357e-10
2018,8.518839855753413e-09,5.162933414126769e-10
2019,6.12237061048404e-09,1.2754939326953263e-09
