year,six_DET archers_NOUN,six_DET marchés_NOUN
1909,1.265226234892225e-08,7.151278680339601e-09
1910,6.412980813053082e-09,1.1222716089775986e-08
1911,5.852411444351446e-09,5.320374141248863e-10
1912,1.250261066898517e-08,5.209421227725386e-10
1913,1.113627856597077e-08,0.0
1914,3.3483718020477227e-09,2.678697486047099e-09
1915,1.295883844676382e-08,0.0
1916,1.3184954683609362e-08,3.2962386153911893e-09
1917,7.676497326691845e-09,3.289927441585405e-09
1918,5.743188147278033e-09,3.44591288836682e-09
1919,4.603924352863942e-09,4.603924352863942e-09
1920,8.329454459499175e-09,3.028892692213958e-09
1921,4.543648568500203e-09,1.060184651180407e-08
1922,1.4755870969551665e-09,1.4755870969551665e-09
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,2.578324886925998e-09
1925,8.798542339150117e-09,1.0998177923937646e-09
1926,8.916910987366578e-09,0.0
1927,1.7838760246746688e-08,2.2298449753321847e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,1.596749932275543e-08,2.2810713318222042e-09
1932,1.9727165678773417e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,0.0,0.0
1937,1.0072894518486919e-08,0.0
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,1.2235240376412548e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,8.344609447874518e-09,0.0
1948,0.0,0.0
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,3.190608444114673e-09,0.0
1951,0.0,0.0
1952,5.272401848444019e-09,6.326882129314981e-09
1953,9.69644453618912e-09,6.464296653518886e-09
1954,1.9545072227344917e-09,1.0749789725039705e-08
1955,3.754243138587299e-09,6.569925492527773e-09
1956,6.104799332717903e-09,2.616342476002842e-09
1957,2.6505113104313693e-09,8.8350378124602e-09
1958,6.617794756635931e-09,2.481673033738474e-09
1959,1.2401196514133517e-08,6.975672928177801e-09
1960,6.2287499602575735e-09,4.152499955001332e-09
1961,4.16889545107324e-09,2.779263708063695e-09
1962,6.341956293454132e-09,1.141552141703528e-08
1963,2.5864212993553792e-09,5.1728423766661535e-09
1964,3.0419841645645818e-09,9.73434927109551e-09
1965,1.6416130677043839e-09,4.924839203113152e-09
1966,3.8773522170743036e-09,1.1078149952936656e-08
1967,2.9582012395223956e-09,9.860671390526932e-09
1968,4.9405572410954335e-09,6.737123747768692e-09
1969,6.358460813427058e-09,5.450109252791435e-09
1970,4.598724956395017e-09,1.0117194915171268e-08
1971,3.596878239697787e-09,1.1818314327172175e-08
1972,3.0780880067027283e-09,1.2825366713098418e-08
1973,1.6539611902288698e-09,8.821126051827832e-09
1974,1.1813700295792984e-08,3.825388716904854e-08
1975,1.3707552426467373e-08,2.227477313709869e-08
1976,3.9994687561772935e-09,9.712995518995626e-09
1977,5.876781838942691e-10,5.876781838942691e-09
1978,4.158413835497754e-09,2.970295565063452e-09
1979,5.266775904289034e-09,2.3407893401383717e-09
1980,1.1938816379952755e-08,6.822181042309694e-09
1981,5.692994575756671e-09,3.795329828193417e-09
1982,6.828252407942159e-09,8.069752976958e-09
1983,6.946847541655643e-09,9.472974182855864e-09
1984,2.8995042478108246e-09,6.958810416790584e-09
1985,5.414002135495366e-09,3.0077789148208467e-09
1986,2.997242676272549e-09,2.3977941854269602e-09
1987,3.6664902225425067e-09,9.166225667378569e-09
1988,5.396898483667201e-09,4.797243047249822e-09
1989,4.939309850016116e-09,2.7440609784434855e-09
1990,3.2691906959314565e-09,5.448650863826288e-09
1991,4.68917216167597e-09,1.0550637086215175e-08
1992,6.060938417817852e-09,9.366904696328504e-09
1993,5.5392074260751656e-09,1.0524494442609722e-08
1994,1.1077346095955676e-08,7.3848970827405935e-09
1995,1.626735190995987e-09,6.506941097050856e-09
1996,5.3380921904988554e-09,3.736664533349199e-09
1997,1.917957792585412e-09,7.192341833217597e-09
1998,1.43043876743576e-09,6.675380914700213e-09
1999,9.140402323914998e-10,4.570201023179621e-09
2000,5.7434407230161355e-09,4.418031607222872e-09
2001,3.066848330846028e-09,8.762423564512289e-10
2002,3.9430991805033955e-09,9.638687403779045e-09
2003,3.333538334260311e-09,3.333538334260311e-09
2004,1.1452457343574807e-08,7.928624257136363e-09
2005,4.954124666056714e-09,1.3511249008502091e-08
2006,4.117890028965121e-09,6.1768350434476815e-09
2007,5.592271090648637e-09,7.589511158423434e-09
2008,5.108927586539025e-09,5.108927503272298e-09
2009,6.198650481792356e-09,8.582746513496886e-09
2010,2.3618964561933353e-09,8.030448306328708e-09
2011,2.6767803251726008e-09,4.5887662558641296e-09
2012,3.0638274417515987e-09,5.787229417908435e-09
2013,4.183687618564136e-09,4.183687618564136e-09
2014,4.5474349286145355e-09,4.330890313042346e-09
2015,4.654808455351045e-09,2.21657536769726e-09
2016,7.042556149361445e-09,1.86420612280358e-09
2017,5.282783765991894e-09,5.0312225496895735e-09
2018,4.130346675790264e-09,6.195520096952123e-09
2019,5.8672718905583565e-09,4.081580295967058e-09
