year,leurs_DET effets_NOUN,leurs_DET méfaits_NOUN
1958,2.922583711040261e-06,1.5551817167391846e-07
1959,2.8483998875117322e-06,1.5734018798951865e-07
1960,2.512954608846485e-06,1.4256916713861756e-07
1961,2.5298246768556965e-06,1.7717805578243428e-07
1962,2.5925917483959893e-06,1.4459660713228573e-07
1963,2.5670231096341922e-06,1.2608803112712508e-07
1964,2.5935957417289046e-06,1.2167936691565018e-07
1965,2.788553285171247e-06,1.41178719048618e-07
1966,2.798894449540512e-06,1.285065405198793e-07
1967,2.884246264045487e-06,1.4741703147080898e-07
1968,2.6526301262208563e-06,1.6258924917522677e-07
1969,3.1206418853457762e-06,1.4079449783821474e-07
1970,3.19565401696309e-06,1.6233498678630554e-07
1971,2.789635900057874e-06,1.700809559856964e-07
1972,3.009857231006663e-06,1.2722763642614154e-07
1973,2.867968667885634e-06,1.3397085307786938e-07
1974,3.001804977031952e-06,1.597662413477252e-07
1975,2.890580113046326e-06,1.6220603127337085e-07
1976,2.8721900378059217e-06,1.4398087611056098e-07
1977,3.0089121949572473e-06,1.680759575961588e-07
1978,2.825345330137452e-06,1.4198014031130413e-07
1979,2.907260252982269e-06,1.6502564514908613e-07
1980,2.9977799371749825e-06,1.4156025618383694e-07
1981,3.0217149031841473e-06,1.454876368267577e-07
1982,2.9789802553636946e-06,1.4711779749987386e-07
1983,3.2934374090132224e-06,1.3577929935948418e-07
1984,3.0340411996121475e-06,1.820888675396759e-07
1985,3.331415982188446e-06,1.69037177588649e-07
1986,2.927706802324792e-06,1.3607482346467137e-07
1987,3.1397378066344572e-06,1.3810445853579267e-07
1988,3.0792304741567023e-06,1.2892590373070334e-07
1989,3.116704661465519e-06,1.4488642685606123e-07
1990,3.1678457546036043e-06,1.3403681453638683e-07
1991,3.054409525304891e-06,1.5532882824409455e-07
1992,3.135158173961372e-06,1.7576722044498894e-07
1993,3.152916946191908e-06,1.7005367247691083e-07
1994,3.095854360424255e-06,1.7934750884407435e-07
1995,3.2567240566550026e-06,1.4098372136395199e-07
1996,3.3464499367141798e-06,1.57473726503099e-07
1997,3.155040460001146e-06,1.8939832902020726e-07
1998,3.328631066779053e-06,1.82142541493846e-07
1999,3.3476724539127645e-06,1.837220906519832e-07
2000,3.4928956580415615e-06,1.8820813618702914e-07
2001,3.600918006441134e-06,1.783153229517609e-07
2002,3.4283058383266507e-06,2.0591740579334328e-07
2003,3.4139598668048166e-06,1.6667691138394503e-07
2004,3.3207722296424436e-06,1.9557272956660654e-07
2005,3.5390464105944375e-06,1.8870710394303103e-07
2006,3.3828465433316524e-06,1.9765871961396897e-07
2007,3.1604321293343673e-06,1.925339057073927e-07
2008,3.358268379827223e-06,1.715748227937297e-07
2009,3.240463627207646e-06,2.021713649824619e-07
2010,3.3520034889988892e-06,2.0879165862908167e-07
2011,3.0239969888157248e-06,1.931105779728881e-07
2012,2.705359570143173e-06,2.1378706938079972e-07
2013,2.685090613852026e-06,2.1504153524531944e-07
2014,2.3835055671383998e-06,2.4123059949587855e-07
2015,2.4710381651971147e-06,1.9794018779606404e-07
2016,2.398197494812848e-06,2.2391186060843893e-07
2017,2.3732278151555875e-06,2.1357539736754916e-07
2018,2.340874097228607e-06,2.132291512246809e-07
2019,2.277521822691142e-06,2.038239252932783e-07
